vote_number,date,subject,bill_number,result,yeas,nays,paired
162,2021-06-21T20:30:08,Government Business No. 10 (Proceedings on a bill entitled An Act to amend the Broadcasting Act and to make related and consequential amendments to other Acts) (amendment),,Negatived,119,205,0
161,2021-06-21T19:47:38,Closure motion on Government Business No. 10,,Agreed To,183,142,0
160,2021-06-21T16:40:56,"Concurrence at report stage of Bill C-30, An Act to implement certain provisions of the budget tabled in Parliament on April 19, 2021 and other measures",C-30,Agreed To,211,119,0
159,2021-06-21T15:30:33,"Bill C-30, An Act to implement certain provisions of the budget tabled in Parliament on April 19, 2021 and other measures (report stage amendment)",C-30,Negatived,155,176,0
158,2021-06-17T23:15:00,"3rd reading and adoption of Bill C-34, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2022",C-34,Agreed To,208,117,0
157,2021-06-17T23:10:11,"Concurrence at report stage of Bill C-34, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2022",C-34,Agreed To,207,117,0
156,2021-06-17T23:03:10,"2nd reading of Bill C-34, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2022",C-34,Agreed To,206,118,0
155,2021-06-17T23:00:10,Concurrence in estimates,,Agreed To,210,118,0
154,2021-06-17T23:55:37,"3rd reading and adoption of Bill C-33, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2022",C-33,Agreed To,208,118,0
153,2021-06-17T22:50:21,"Concurrence at report stage of Bill C-33, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2022",C-33,Agreed To,209,118,0
152,2021-06-17T22:45:49,"2nd reading of Bill C-33, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2022",C-33,Agreed To,209,118,0
151,2021-06-17T22:40:25,Concurrence in estimates,,Agreed To,208,117,0
150,2021-06-17T22:35:42,Concurrence in an opposed item,,Agreed To,208,118,0
149,2021-06-17T22:30:32,Opposition Motion (Censure of the Minister of National Defence),,Agreed To,169,151,0
148,2021-06-17T15:15:29,Question of privilege,,Agreed To,176,150,0
147,2021-06-16T15:30:00,Private Members' Business M-62 (Federal dental care plan),,Negatived,36,285,0
146,2021-06-16T15:20:00,"Opposition Motion (Amendment to section 45 of the Constitution and Quebec, a French-speaking nation)",,Agreed To,281,2,0
145,2021-06-16T15:10:00,"2nd reading of Bill C-271, An Act to amend the Governor General’s Act",C-271,Negatived,32,294,0
144,2021-06-16T15:00:00,"2nd reading of Bill C-254, An Act to amend the Canada Labour Code, the Official Languages Act and the Canada Business Corporations Act",C-254,Agreed To,169,151,0
143,2021-06-14T15:20:00,Government Business No. 8 (Extension of sitting hours in June pursuant to Standing Order 27(1) (with amendment as amended)),,Agreed To,210,119,0
142,2021-06-14T15:10:00,Government Business No. 8 (Extension of sitting hours in June pursuant to Standing Order 27(1)) (amendment),,Agreed To,212,118,0
141,2021-06-14T15:00:00,Government Business No. 8 (Extension of sitting hours in June pursuant to Standing Order 27(1)) (subamendment),,Agreed To,207,119,0
140,2021-06-14T13:09:00,"Tme allocation for Bill C-30, An Act to implement certain provisions of the budget tabled in Parliament on April 19, 2021 and other measures",C-30,Agreed To,184,144,0
139,2021-06-10T12:07:00,Motion to proceed to Orders of the Day,,Agreed To,205,120,0
138,2021-06-10T10:41:00,Motion to adjourn the House,,Negatived,110,204,0
137,2021-06-09T17:18:00,Motion to proceed to Orders of the Day,,Negatived,115,198,0
136,2021-06-09T15:55:00,Private Members' Business M-69 ( Combatting tax evasion),,Agreed To,180,148,0
135,2021-06-09T15:45:00,Opposition Motion (Housing policy),,Agreed To,180,147,0
134,2021-06-09T15:35:00,"2nd reading of Bill C-226, An Act to amend the Canadian Multiculturalism Act (non-application in Quebec)",C-226,Negatived,33,296,0
133,2021-06-09T15:25:00,"2nd reading of Bill C-234, An Act to amend the Income Tax Act (home security measures)",C-234,Negatived,118,209,0
132,2021-06-09T15:15:00,"2nd reading of Bill C-262, An Act to amend the Income Tax Act (capture and utilization or storage of greenhouse gases)",C-262,Negatived,121,207,0
131,2021-06-07T15:15:00,Opposition Motion (Action towards reconciliation with Indigenous peoples),,Agreed To,271,0,0
130,2021-06-07T13:00:00,"Time allocation for Bill C-10, An Act to amend the Broadcasting Act and to make related and consequential amendments to other Acts",C-10,Agreed To,181,147,0
129,2021-06-04T12:45:45,Motion to proceed to Orders of the Day,,Agreed To,184,142,0
128,2021-06-02T15:40:00,"3rd reading and adoption of Bill C-204, An Act to amend the Canadian Environmental Protection Act, 1999 (final disposal of plastic waste)",C-204,Agreed To,179,151,0
127,2021-06-02T15:30:00,Opposition Motion (Documents related to the transfer of Ebola and Henipah viruses to the Wuhan Institute of Virology),,Agreed To,179,149,0
126,2021-06-02T15:20:00,"2nd reading of Bill C-272, An Act to Amend the Copyright Act (diagnosis, maintenance or repair)",C-272,Agreed To,330,0,0
125,2021-06-02T15:10:00,"2nd reading of Bill C-233, An Act to amend the Criminal Code (sex-selective abortion)",C-233,Negatived,82,248,0
124,2021-06-02T15:00:00,"3rd reading and adoption of Bill C-237, An Act to establish a national framework for diabetes",C-237,Agreed To,330,0,0
123,2021-05-27T15:00:00,"2nd reading of Bill C-30, An Act to implement certain provisions of the budget tabled in Parliament on April 19, 2021 and other measures",C-30,Agreed To,212,119,0
122,2021-05-26T15:20:00,Private Members' Business M-38 (Amendments to the Standing Orders),,Agreed To,331,0,0
121,2021-05-26T15:10:00,Private Members' Business M-61 (Support of oil and gas sector),,Negatived,119,212,0
120,2021-05-26T15:00:00,"2nd reading of Bill C-265, An Act to amend the Employment Insurance Act (illness, injury or quarantine)",C-265,Agreed To,181,150,0
119,2021-05-25T15:10:00,"3rd reading and adoption of Bill C-15, An Act respecting the United Nations Declaration on the Rights of Indigenous Peoples",C-15,Agreed To,210,118,0
118,2021-05-25T15:00:00,Opposition Motion (Elections during a pandemic),,Agreed To,327,1,0
117,2021-05-14T11:00:00,"Time allocation for Bill C-15, An Act respecting the United Nations Declaration on the Rights of Indigenous Peoples",C-15,Agreed To,178,151,0
116,2021-05-12T16:15:00,"2nd reading of Bill C-253, An Act to amend the Bankruptcy and Insolvency Act and the Companies’ Creditors Arrangement Act (pension plans and group insurance plans)",C-253,Agreed To,189,139,0
115,2021-05-12T16:00:00,"Fifth report of the Standing Committee on Industry, Science and Technology",,Agreed To,179,152,0
114,2021-05-12T15:45:00,"3rd reading and adoption of Bill C-210, An Act to amend the Canada Revenue Agency Act (organ and tissue donors)",C-210,Agreed To,331,0,0
113,2021-05-12T15:30:00,"3rd reading and adoption of Bill C-220, An Act to amend the Canada Labour Code (bereavement leave)",C-220,Agreed To,332,0,0
112,2021-05-12T15:15:00,"3rd reading and adoption of Bill C-208, An Act to amend the Income Tax Act (transfer of small business or family farm or fishing corporation)",C-208,Agreed To,199,128,0
111,2021-05-11T15:30:00,"2nd reading of Bill C-19, An Act to amend the Canada Elections Act (COVID-19 response)",C-19,Agreed To,330,1,0
110,2021-05-11T15:15:00,First report of the Special Committee on the Economic Relationship between Canada and the United States,,Agreed To,330,2,0
109,2021-05-10T12:35:00,"Time allocation for Bill C-19, An Act to amend the Canada Elections Act (COVID-19 response)",C-19,Agreed To,177,155,0
108,2021-05-05T15:30:00,Opposition Motion (Allegations of sexual misconduct in the military),,Negatived,122,209,0
107,2021-05-05T15:15:00,"3rd reading and adoption of Bill C-228, An Act to establish a federal framework to reduce recidivism",C-228,Agreed To,297,32,0
106,2021-05-04T15:30:00,"2nd reading of Bill C-12, An Act respecting transparency and accountability in Canada's efforts to achieve net-zero greenhouse gas emissions by the year 2050",C-12,Agreed To,210,122,0
105,2021-05-04T15:15:00,"2nd reading of Bill C-12, An Act respecting transparency and accountability in Canada's efforts to achieve net-zero greenhouse gas emissions by the year 2050 (reasoned amendment)",C-12,Negatived,120,212,0
104,2021-05-03T15:30:00,Opposition Motion (Access to COVID-19 vaccines),,Negatived,119,208,0
103,2021-04-30T10:30:00,Ways and means motion No. 9,,Agreed To,206,123,0
102,2021-04-29T01:52:00,"2nd reading of Bill C-29, An Act to provide for the resumption and continuation of operations at the Port of Montreal",C-29,Agreed To,255,61,0
101,2021-04-28T20:50:00,Government Business No. 5 (Proceedings on a bill entitled An Act to provide for the resumption and continuation of operations at the Port of Montreal),,Agreed To,270,58,0
100,2021-04-28T20:30:00,Amendment to Government Business No. 5,,Agreed To,178,152,0
99,2021-04-28T16:40:00,Motion for closure,,Agreed To,152,58,0
98,2021-04-27T12:20:00,"Time allocation for Bill C-12, An Act respecting transparency and accountability in Canada's efforts to achieve net-zero greenhouse gas emissions by the year 2050",C-12,Agreed To,169,155,0
97,2021-04-27T11:00:00,Motion to adjourn the debate,,Agreed To,177,152,0
96,2021-04-26T18:45:00,Budgetary policy,,Agreed To,178,157,0
95,2021-04-22T17:45:00,Budgetary policy (amendment),,Negatived,120,213,0
94,2021-04-21T17:45:00,Budgetary policy (subamendment),,Negatived,37,297,0
93,2021-04-19T15:00:00,"2nd reading of Bill C-15, An Act respecting the United Nations Declaration on the Rights of Indigenous Peoples",C-15,Agreed To,214,115,0
92,2021-04-15T15:00:00,"3rd reading and adoption of Bill C-14, An Act to implement certain provisions of the economic statement tabled in Parliament on November 30, 2020 and other measures",C-14,Agreed To,210,118,0
91,2021-04-15T11:00:56,"Time allocation for Bill C-15, An Act respecting the United Nations Declaration on the Rights of Indigenous Peoples",C-15,Agreed To,175,153,0
90,2021-04-14T15:20:00,"Concurrence at report stage of Bill C-228, An Act to establish a federal framework to reduce recidivism",C-228,Agreed To,301,32,0
89,2021-04-14T15:00:00,"Bill C-224, An Act to amend An Act to authorize the making of certain fiscal payments to provinces, and to authorize the entry into tax collection agreements with provinces (report stage amendment)",C-224,Negatived,155,179,0
88,2021-03-25T19:15:00,"3rd reading and adoption of Bill C-27, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2022",C-27,Agreed To,213,118,0
87,2021-03-25T18:17:00,"Concurrence at report stage of Bill C-27, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2022",C-27,Agreed To,211,119,0
86,2021-03-25T18:07:00,"2nd reading of Bill C-27, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2022",C-27,Agreed To,209,120,0
85,2021-03-25T18:45:00,Concurrence in Interim Supply,,Agreed To,214,120,0
84,2021-03-25T18:35:00,"3rd reading and adoption of Bill C-26, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2021",C-26,Agreed To,213,120,0
83,2021-03-25T17:53:00,"Concurrence at report stage of Bill C-26, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2021",C-26,Agreed To,213,121,0
82,2021-03-25T17:43:00,"2nd reading of Bill C-26, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2021",C-26,Agreed To,214,121,0
81,2021-03-25T18:05:00,"Concurrence in Supplementary Estimates (C), 2020-21",,Agreed To,214,121,0
80,2021-03-25T17:55:00,"Opposition Motion (Instructions to the Standing Committee on Access to Information, Privacy and Ethics and to the Standing Committee on National Defence (as amended))",,Agreed To,181,153,0
79,2021-03-25T17:45:00,"Opposition Motion (Instructions to the Standing Committee on Access to Information, Privacy and Ethics and to the Standing Committee on National Defence) (amendment)",,Agreed To,180,153,0
78,2021-03-24T15:40:00,"2nd reading of Bill C-230, An Act respecting the development of a national strategy to redress environmental racism",C-230,Agreed To,182,153,0
77,2021-03-24T15:30:00,Opposition Motion (Plan for reopening the economy),,Negatived,122,212,0
76,2021-03-24T15:20:00,Private Members' Business M-36 (Emancipation Day),,Agreed To,335,0,0
75,2021-03-24T15:10:00,"2nd reading of Bill C-231, An Act to amend the Canada Pension Plan Investment Board Act (investments)",C-231,Negatived,61,273,0
74,2021-03-24T15:00:00,"2nd reading of Bill C-232, An Act respecting a Climate Emergency Action Framework",C-232,Negatived,61,272,0
73,2021-03-23T15:00:02,Opposition Motion (Removing profit from long-term care),,Negatived,28,305,0
72,2021-03-11T20:40:40,"Motion respecting Senate amendments to Bill C-7, An Act to amend the Criminal Code (medical assistance in dying)",C-7,Agreed To,180,149,0
71,2021-03-11T20:30:00,"Motion respecting Senate amendments to Bill C-7, An Act to amend the Criminal Code (medical assistance in dying) (amendment)",C-7,Negatived,152,179,0
70,2021-03-11T15:45:00,Motion for closure,C-7,Agreed To,184,148,0
69,2021-03-10T15:50:00,"3rd reading and adoption of Bill C-18, An Act to implement the Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland",C-18,Agreed To,305,25,0
68,2021-03-10T15:40:00,"2nd reading of Bill C-216, An Act to amend the Department of Foreign Affairs, Trade and Development Act (supply management)",C-216,Agreed To,250,80,0
67,2021-03-10T15:30:00,Opposition Motion (Measures to support Canadian workers (tourism and loans to airlines)),,Agreed To,183,151,0
66,2021-03-10T15:20:00,"2nd reading of Bill C-237, An Act to establish a national framework for diabetes",C-237,Agreed To,333,0,0
65,2021-03-10T15:10:00,"2nd reading of Bill C-205, An Act to amend the Health of Animals Act",C-205,Agreed To,178,155,0
64,2021-03-10T15:00:00,"2nd reading of Bill C-221, An Act to amend the Income Tax Act (oil and gas wells)",C-221,Negatived,124,209,0
63,2021-03-08T15:10:00,"2nd reading of Bill C-14, An Act to implement certain provisions of the economic statement tabled in Parliament on November 30, 2020 and other measures",C-14,Agreed To,214,119,0
62,2021-03-08T15:00:00,Opposition Motion (Financial situation of the elderly),,Agreed To,183,147,0
61,2021-02-24T15:55:47,"2nd reading of Bill C-225, An Act to amend the Aeronautics Act, the Fishing and Recreational Harbours Act and other Acts (application of provincial law)",C-225,Negatived,56,265,0
60,2021-02-24T15:45:15,"2nd reading of Bill C-206, An Act to amend the Greenhouse Gas Pollution Pricing Act (qualifying farming fuel)",C-206,Agreed To,178,145,0
59,2021-02-24T15:35:49,Private Members' Business M-35 (Instruction to the Standing Committee on Environment and Sustainable Development (environment grading label)),,Agreed To,174,152,0
58,2021-02-24T15:15:47,"2nd reading of Bill C-223, An Act to amend the Citizenship Act (adequate knowledge of French in Quebec)",C-223,Negatived,147,172,0
57,2021-02-24T15:05:54,"2nd reading of Bill C-213, An Act to enact the Canada Pharmacare Act",C-213,Negatived,32,295,0
56,2021-02-22T15:15:35,Opposition Motion (Religious minorities in China),,Agreed To,266,0,0
55,2021-02-22T15:05:31,Opposition Motion (Religious minorities in China) (amendment),,Agreed To,230,28,0
54,2021-02-19T13:30:00,"Concurrence in the Report of the Conflict of Interest and Ethics Commissioner entitled the ""Maloney Report""",,Negatived,133,153,0
53,2021-02-17T15:10:00,"2nd reading of Bill C-222, An Act to amend the Expropriation Act (protection of private property)",C-222,Negatived,115,202,0
52,2021-02-17T15:05:00,"2nd reading of Bill C-218, An Act to amend the Criminal Code (sports betting)",C-218,Agreed To,303,15,0
51,2021-02-17T15:00:00,"2nd reading of Bill C-220, An Act to amend the Canada Labour Code (compassionate care leave)",C-220,Agreed To,328,0,0
50,2021-02-16T15:30:00,Second report of the Standing Committee on the Status of Women,,Agreed To,325,0,0
49,2021-02-16T15:00:00,Opposition Motion (Special committee on the economic relationship between Canada and the United States),,Agreed To,326,3,0
48,2021-02-03T15:40:00,"2nd reading of Bill C-215, An Act respecting Canada’s fulfillment of its greenhouse gas emissions reduction obligations",C-215,Negatived,61,259,0
47,2021-02-03T15:30:00,"2nd reading of Bill C-208, An Act to amend the Income Tax Act (transfer of small business or family farm or fishing corporation)",C-208,Agreed To,178,146,0
46,2021-02-03T15:20:00,"2nd reading of Bill C-229, An Act to repeal certain restrictions on shipping",C-229,Negatived,118,207,0
45,2021-02-03T15:10:00,"2nd reading of Bill C-204, An Act to amend the Canadian Environmental Protection Act, 1999 (final disposal of plastic waste)",C-204,Agreed To,178,148,0
44,2021-02-03T15:00:00,Private Members' Business M-34 (Instruction to the Standing Committee on Environment and Sustainable Development (freshwater)(as amended)),,Agreed To,293,33,0
43,2021-02-01T15:00:00,"2nd reading of Bill C-18, An Act to implement the Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland",C-18,Agreed To,300,26,0
42,2021-01-27T15:05:00,"2nd reading of Bill C-224, An Act to amend An Act to authorize the making of certain fiscal payments to provinces, and to authorize the entry into tax collection agreements with provinces",C-224,Agreed To,174,152,0
41,2021-01-27T15:00:00,"2nd reading of Bill C-238, An Act to amend the Criminal Code (possession of unlawfully imported firearms)",C-238,Negatived,150,171,0
40,2020-12-10T15:30:00,"2nd reading of Bill C-8, An Act to amend the Citizenship Act (Truth and Reconciliation Commission of Canada's call to action number 94)",C-8,Agreed To,288,28,0
39,2020-12-10T15:00:00,"3rd reading and adoption of Bill C-7, An Act to amend the Criminal Code (medical assistance in dying)",C-7,Agreed To,213,106,0
38,2020-12-07T22:10:00,"3rd reading and adoption of Bill C-17, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2021",C-17,Agreed To,210,118,0
37,2020-12-07T22:00:00,"Concurrence at report stage of Bill C-17, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2021",C-17,Agreed To,210,118,0
36,2020-12-07T21:50:00,"2nd reading of Bill C-17, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2021",C-17,Agreed To,210,118,0
35,2020-12-07T21:40:00,Concurrence in estimates,,Agreed To,210,118,0
34,2020-12-07T21:30:00,"3rd reading and adoption of Bill C-16, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2021",C-16,Agreed To,210,118,0
33,2020-12-07T21:20:00,"Concurrence at report stage of Bill C-16, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2021",C-16,Agreed To,210,118,0
32,2020-12-07T20:50:00,"2nd reading of Bill C-16, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2021",C-16,Agreed To,210,118,0
31,2020-12-07T21:00:00,Concurrence in estimates,,Agreed To,210,118,0
30,2020-12-07T20:50:00,Concurrence in an opposed item,,Agreed To,210,118,0
29,2020-12-07T20:40:00,Opposition Motion (Measures to support Canadian businesses),,Negatived,121,209,0
28,2020-12-07T20:30:00,Opposition Motion (Status update on COVID-19 vaccines),,Agreed To,329,0,0
27,2020-12-03T15:35:00,"Concurrence at report stage of Bill C-7, An Act to amend the Criminal Code (medical assistance in dying)",C-7,Agreed To,213,103,0
26,2020-12-03T15:00:00,"Bill C-7, An Act to amend the Criminal Code (medical assistance in dying) (report stage amendment)",C-7,Negatived,113,204,0
25,2020-12-02T15:00:59,Opposition Motion (Support for health care workers),,Agreed To,176,148,0
24,2020-11-23T15:00:00,"3rd reading and adoption of Bill C-3, An Act to amend the Judges Act and the Criminal Code",C-3,Agreed To,315,0,0
23,2020-11-18T15:00:00,Opposition Motion (Foreign policy toward China),,Agreed To,178,146,0
22,2020-11-16T15:00:00,Opposition Motion (Tax measures to support Canadians),,Negatived,27,292,0
21,2020-11-06T14:00:00,"Bill C-9, An Act to amend the Income Tax Act (Canada Emergency Rent Subsidy and Canada Emergency Wage Subsidy) (report stage amendment)",C-9,Negatived,144,171,0
20,2020-11-05T15:00:35,"2nd reading of Bill C-9, An Act to amend the Income Tax Act (Canada Emergency Rent Subsidy and Canada Emergency Wage Subsidy)",C-9,Agreed To,323,0,0
19,2020-11-04T15:00:01,Opposition Motion (Consequences of the pandemic on Canadian workers and businesses),,Agreed To,176,152,0
18,2020-11-02T15:30:32,"2nd reading of Bill C-5, An Act to amend the Bills of Exchange Act, the Interpretation Act and the Canada Labour Code (National Day for Truth and Reconciliation)",C-5,Agreed To,322,0,0
17,2020-11-02T15:00:00,Opposition Motion (Official apology from the Prime Minister),,Negatived,56,263,0
16,2020-11-02T12:30:00,Ways and means motion No. 1,,Agreed To,322,0,0
15,2020-10-29T15:15:12,"2nd reading of Bill C-7, An Act to amend the Criminal Code (medical assistance in dying)",C-7,Agreed To,246,78,0
14,2020-10-28T15:10:00,"2nd reading of Bill C-6, An Act to amend the Criminal Code (conversion therapy)",C-6,Agreed To,305,7,0
13,2020-10-26T15:55:00,Opposition Motion (Instruction to the Standing Committee on Health (COVID-19 pandemic) (as amended)),,Agreed To,176,152,0
12,2020-10-26T15:15:00,Opposition Motion (Instruction to the Standing Committee on Health (COVID-19 pandemic)) (amendment),,Agreed To,175,0,0
11,2020-10-21T15:55:26,Opposition Motion (Special committee on anti-corruption),,Negatived,146,180,0
10,2020-10-21T15:15:00,Opposition Motion (Special committee on anti-corruption) (amendment),,Negatived,143,181,0
9,2020-10-19T15:15:00,"2nd reading of Bill C-3, An Act to amend the Judges Act and the Criminal Code",C-3,Agreed To,327,0,0
8,2020-10-06T18:45:00,Address in Reply to the Speech from the Throne,,Agreed To,177,152,0
7,2020-10-01T19:00:00,Address in Reply to the Speech from the Throne (amendment),,Negatived,115,208,0
6,2020-09-29T22:30:00,"2nd reading of Bill C-4, An Act relating to certain measures in response to COVID-19",C-4,Agreed To,307,0,0
5,2020-09-29T21:30:00,Government Business No. 1 (Proceedings on the bill entitled An Act relating to certain measures in response to COVID-19),,Agreed To,176,145,0
4,2020-09-29T20:30:00,Government Business No. 1 (Proceedings on the bill entitled An Act relating to certain measures in response to COVID-19) (amendment),,Negatived,116,205,0
3,2020-09-29T15:50:50,Government Business No. 2 (Concurrence in the report of the Conflict of Interest and Ethics Commissionner entitled “Peschisolido Report”),,Agreed To,168,148,0
2,2020-09-29T13:00:00,Motion for closure,,Agreed To,173,141,0
1,2020-09-28T19:00:00,Address in Reply to the Speech from the Throne (subamendment),,Negatived,33,294,0
