Riding.code	Riding	Province	Riding.history	Parliament.no	Term	Id.2	Id	Name	Party.Name	Occupation	Religion	French	Length	switch.check	Ministry	Secretary	Change.party	Temporary.suspended.caucus	Excluded.caucus	Quit.caucus	First.Nations	Country.of.Birth	Note1	Note2	vote.id	H21S1V001	H21S1V002	H21S1V003	H21S1V004	H21S1V005	H21S1V006	H21S1V007	H21S1V008	H21S1V009	H21S1V010	H21S1V011	H21S1V012	H21S1V013	H21S1V014	H21S1V015	H21S1V016	H21S1V017	H21S1V018	H21S1V019	H21S1V020	H21S2V001	H21S2V002	H21S2V003	H21S2V004	H21S2V005	H21S2V006	H21S2V007	H21S2V008	H21S2V009	H21S2V010	H21S2V011	H21S2V012	H21S2V013	H21S2V014	H21S2V015	H21S2V016	H21S2V017	H21S2V018	H21S2V019	H21S2V020	H21S2V021	H21S2V022	H21S2V023	H21S2V024	H21S2V025	H21S2V026	H21S2V027	H21S2V028	H21S2V029	H21S2V030	H21S2V031	H21S2V032	H21S2V033	H21S2V034	H21S2V035	H21S2V036	H21S2V037	H21S2V038	H21S2V039	H21S2V040	H21S2V041	H21S2V042	H21S3V001	H21S3V002	H21S3V003	H21S3V004	H21S3V005	H21S3V006	H21S3V007	H21S3V008	H21S3V009	H21S3V010	H21S3V011	H21S3V012	H21S3V013	H21S4V001	H21S4V002	H21S4V003	H21S4V004	H21S4V005	H21S4V006	H21S4V007	H21S4V008	H21S4V009	H21S4V010	H21S4V011	H21S4V012	H21S4V013	H21S4V014	H21S4V015	H21S4V016	H21S4V017	H21S4V018	H21S4V019	H21S4V020	H21S4V021	H21S4V022	H21S4V023	H21S4V024	H21S4V025	H21S4V026	H21S4V027	H21S4V028	H21S4V029	H21S5V001	H21S5V002	H21S5V003	H21S5V004	H21S5V005	H21S5V006	H21S5V007	H21S5V008	H21S5V009	H21S5V010	H21S5V011	H21S5V012	H21S5V013	H21S5V014	H21S5V015	H21S5V016	H21S5V017	H21S5V018	H21S5V019	H21S5V020	H21S5V021	H21S5V022	H21S5V023	H21S5V024	H21S5V025	H21S5V026	H21S5V027	H21S5V028	H21S6V001	H21S6V002	H21S6V003	H21S6V004	H21S6V005	H21S6V006	H21S6V007	H21S6V008	H21S6V009	H21S6V010	H21S6V011	H21S6V012	H21S6V013	H21S6V014	H21S6V015	H21S6V016	H21S6V017	H21S6V018	H21S6V019	H21S6V020	H21S6V021	H21S6V022	H21S6V023	H21S6V024	H21S6V025	H21S6V026	H21S6V027	H21S6V028	H21S6V029	H21S6V030	H21S6V031	H21S6V032	H21S6V033	H21S6V034	H21S7V001	H21S7V002	H21S7V003	H21S7V004	H21S7V005	H21S7V006	H21S7V007	H21S7V008	H21S7V009	H21S7V010	H21S7V011	H21S7V012	H21S7V013	H21S7V014	H21S7V015	H21S7V016	H21S7V017	H21S7V018	H21S7V019	H21S7V020	H21S7V021	H21S7V022	H21S7V023	H21S7V024	H21S7V025	H21S7V026	H21S7V027	H21S7V028	H21S7V029	H21S7V030	H21S7V031	H21S7V032	H21S7V033	H21S7V034	H21S7V035	H21S7V036	H21S7V037	H21S7V038	H21S7V039
396	"LEVIS"	"Quebec"	"1867 - 1998"	21	"1949.06.27"	2151	"9a78a2e7-e965-4152-8817-3a12999a689b"	"BOURGET, Maurice"	"Liberal Party of Canada"	"Civil engineer"		1	3								""	""	""		""	"2"	"2"	"2"	"9"	"1"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"9"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"2"	"1"	"9"	"2"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"9"	"1"	"9"	"9"	"2"	"9"	"2"	"2"	"1"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"
703	"ST. PAUL'S"	"Ontario"	"1933 - 1966"	21	"1949.06.27"	2153	"9a840cfc-e508-4c30-a47c-45250775d318"	"ROONEY, James H."	"Liberal Party of Canada"	"Accountant"		0	1								""	""	""		""	"2"	"2"	"2"	"9"	"1"	"9"	"9"	"9"	"2"	"2"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"2"	"2"	"9"	"1"	"2"	"9"	"2"	"1"	"1"	"2"	"9"	"9"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"1"	"9"	"2"	"2"	"9"	"9"	"9"	"9"
17	"ANTIGONISH--GUYSBOROUGH"	"Nova Scotia"	"1914 - 1966"	21	"1949.06.27"	2171	"9ba196ec-8cc2-4586-a992-2ab0a7ae59a1"	"KIRK, James Ralph"	"Liberal Party of Canada"	"Merchant"		0	4								""	""	""		""	"9"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"1"	"2"	"9"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"2"	"9"	"9"	"2"	"1"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"
454	"MOUNT ROYAL"	"Quebec"	"1924 - 1966"	21	"1949.06.27"	2201	"9dabb150-bb52-445b-84d2-25d358e604a2"	"MACNAUGHTON, Alan Aylesworth"	"Liberal Party of Canada"	"Barrister and solicitor, lawyer"		0	1								""	""	""		""	"9"	"9"	"2"	"9"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"1"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"9"	"2"	"2"	"1"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"2"	"1"	"2"	"1"	"1"	"9"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"9"	"2"	"2"	"9"
731	"TIMISKAMING"	"Ontario"	"1933 - 1993"	21	"1949.06.27"	2207	"9e9a1a23-707a-4e20-97dc-caca9c8af253"	"LITTLE, Walter"	"Liberal Party of Canada"	"Contractor"		0	4								""	""	""		""	"2"	"9"	"2"	"1"	"9"	"1"	"2"	"1"	"2"	"2"	"9"	"9"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"2"	"9"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"2"	"1"	"2"	"9"	"2"	"2"	"9"	"2"	"2"	"1"	"2"	"1"	"2"	"9"	"1"	"2"	"2"	"1"	"1"	"9"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
106	"CAMROSE"	"Alberta"	"1924 - 1952"	21	"1949.06.27"	2208	"9e9e313f-4a1a-44dc-bea4-c0420d93659e"	"BEYERSTEIN, Hilliard Harris William"	"Social Credit"	"Chiropractor"		0	1								""	""	""		""	"1"	"1"	"9"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"9"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"9"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"9"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"2"	"9"	"1"	"1"	"9"	"9"	"9"	"9"
614	"RIMOUSKI"	"Quebec"	"1867 - 1980"	21	"1949.06.27-1950.07.25"	2209	"9ea559ad-4beb-4e15-9d33-3bf98265f437"	"BELZILE, Gleason"	"Liberal Party of Canada"	"Notary"		0	2			1					""	""	"Died in office: 1950.07.25"		""	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"1"	"2"	"9"	"1"	"1"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
310	"ILES-DE-LA-MADELEINE"	"Quebec"	"1947 - 1966"	21	"1949.06.27"	2217	"9f0ca200-efb8-47cc-a1ee-631fb96124a4"	"CANNON, Charles-Arthur-Dumoulin"	"Liberal Party of Canada"	"Lawyer"		1	1								""	""	""		""	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"1"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"2"	"9"	"2"	"2"	"9"	"2"	"9"	"9"	"2"	"2"	"2"	"9"	"2"	"2"	"1"	"9"	"9"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"1"	"9"	"9"	"2"	"9"	"1"	"2"	"9"	"1"	"1"	"9"	"2"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"2"	"2"	"1"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"9"	"2"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"1"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"2"	"9"
467	"MOOSE MOUNTAIN"	"Saskatchewan"	"1947 - 1966"	21	"1949.06.27"	2231	"9febc6a8-bf18-4a30-8965-8e487ff09144"	"SMITH, John James"	"Liberal Party of Canada"	"Farmer"		0	1								""	""	""		""	"2"	"2"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"2"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"9"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"1"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"2"	"1"	"2"	"1"	"9"	"2"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"2"	"1"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"2"	"2"	"9"	"2"	"1"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"9"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"9"
532	"PAPINEAU"	"Quebec"	"1947 - 1987"	21	"1949.06.27"	2271	"a336cef7-2d74-4d34-91f5-2b0197b9feb8"	"HOUDE, Camillien"	"Independent"	"Insurance agent"		1	1								""	""	""		""	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
585	"QUEBEC SOUTH"	"Quebec"	"1914 - 1966"	21	"1949.06.27"	2293	"a47e2fa3-277a-47c3-8868-2fc0fdddd05a"	"POWER, Hon. Charles Gavan"	"Liberal Party of Canada"	"Lawyer"		0	9								""	""	""		""	"2"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"1"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"
855	"YORK--SUNBURY"	"New Brunswick"	"1914 - 1987"	21	"1949.06.27"	2298	"a4d3c335-a113-49aa-8fcc-188edfff9c3a"	"GREGG, Hon. Milton Fowler"	"Liberal Party of Canada"	"Educator"		0	2		1						""	""	""		""	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"1"	"9"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"1"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"2"	"9"
472	"NANAIMO"	"British Columbia"	"1903 - 1962"	21	"1949.06.27"	2315	"a5d20b47-6869-470c-8621-982e467cd0dd"	"PEARKES, George Randolph"	"Progressive Conservative Party"	"Soldier"		0	2								""	"England"	""		""	"1"	"1"	"9"	"2"	"9"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"9"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"2"	"2"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"1"	"2"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"1"	"9"	"2"	"2"	"1"	"9"	"9"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"9"
