Riding.code	Riding	Province	Riding.history	Parliament.no	Term	Id.2	Id	Name	Party.Name	Occupation	Religion	French	Length	switch.check	Ministry	Secretary	Change.party	Temporary.suspended.caucus	Excluded.caucus	Quit.caucus	First.Nations	Country.of.Birth	Note1	Note2	vote.id	H13S1V001	H13S1V002	H13S1V003	H13S1V004	H13S1V005	H13S1V006	H13S1V007	H13S1V008	H13S1V009	H13S1V010	H13S1V011	H13S1V012	H13S1V013	H13S2V001	H13S2V002	H13S2V003	H13S2V004	H13S2V005	H13S2V006	H13S2V007	H13S2V008	H13S2V009	H13S2V010	H13S2V011	H13S2V012	H13S2V013	H13S2V014	H13S2V015	H13S2V016	H13S2V017	H13S2V018	H13S3V001	H13S3V002	H13S3V003	H13S3V004	H13S3V005	H13S3V006	H13S3V007	H13S3V008	H13S3V009	H13S3V010	H13S3V011	H13S3V012	H13S3V013	H13S3V014	H13S3V015	H13S4V001	H13S4V002	H13S4V003	H13S4V004	H13S4V005	H13S4V006	H13S4V007	H13S4V008	H13S4V009	H13S4V010	H13S4V011	H13S4V012	H13S4V013	H13S5V001	H13S5V002	H13S5V003	H13S5V004	H13S5V005	H13S5V006	H13S5V007	H13S5V008	H13S5V009	H13S5V010	H13S5V011	H13S5V012	H13S5V013	H13S5V014
351	"L'ISLET"	"Quebec"	"1867 - 1933"	13	"1917.12.17"	2321	"a63343dc-e727-4871-b2c0-a429c5621416"	"FAFARD, Joseph-Fernand"	"Laurier Liberal"	"Land surveyor"	"Fr.Catholic"	1	1									""	""		""	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"9"	"9"	"1"	"2"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"9"	"1"	"1"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"1"	"1"	"9"	"1"	"1"
340	"KINGSTON"	"Ontario"	"1867 - 1924"	13	"1917.12.17-1919.07.07"	2350	"a83f8a69-ff76-4167-8161-88d909e75a9c"	"NICKLE, William Folger"	"Unionist"	"Lawyer"	"Protestant"	0	2									""	"Resignation: 1919.07.07"		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"2"	"9"	"1"	"9"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
797	"WELLINGTON SOUTH"	"Ontario"	"1867 - 1966"	13	"1917.12.17"	2354	"a8b2b613-dd5c-4a22-8f22-c0e4f180c7b6"	"GUTHRIE, Hon. Hugh"	"Unionist (Liberal)"	"Lawyer"	"Protestant"	0	5		1							""	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"1"	"9"	"9"	"1"	"9"	"9"	"2"	"2"	"2"	"9"	"2"	"1"	"9"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
398	"LINCOLN"	"Ontario"	"1903 - 1996"	13	"1917.12.17"	2378	"a9cdd2aa-c5b3-4f22-97b4-76fb3d719fd2"	"CHAPLIN, James Dew"	"Unionist"	"Businessman"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"1"	"9"	"2"	"2"	"9"	"1"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"1"	"1"	"9"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"9"	"2"	"2"	"9"	"2"	"2"
99	"EAST CALGARY"	"Alberta"	"1914 - 1924"	13	"1917.12.17"	2383	"aa2dfd75-ffc6-4091-82bc-613931ebd1c9"	"REDMAN, Daniel Lee"	"Unionist"	"Lawyer"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"9"	"1"	"1"	"1"	"9"	"9"	"2"	"9"	"9"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
240	"GLENGARRY AND STORMONT"	"Ontario"	"1914 - 1924"	13	"1917.12.17-1918.04.12"	2389	"aaaaf85b-5dd6-4f10-8e8a-43ba86a1611f"	"MCMARTIN, John"	"Unionist"	"Businessman, speculator"	"Protestant"	0	1									""	"Died in office: 1918.04.12"		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
477	"NELSON"	"Manitoba"	"1914 - 1933"	13	"1917.12.17"	2400	"ab9b8087-aa97-49d4-bd8e-da864eb1b310"	"CAMPBELL, John Archibald"	"Unionist"	"Lawyer, principal, teacher"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"2"	"1"	"9"	"9"	"1"	"9"	"9"	"1"	"9"	"9"	"9"	"1"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"2"	"9"	"2"	"1"
426	"MATANE"	"Quebec"	"1914 - 1933"	13	"1917.12.17"	2413	"aca426bd-b944-4cc7-ae80-cbd038c1a9dc"	"PELLETIER, Francois-Jean"	"Laurier Liberal"	"Merchant"	"Fr.Catholic"	1	1									""	""		""	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"9"	"1"	"2"	"9"	"9"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"
548	"PETERBOROUGH EAST"	"Ontario"	"1867 - 1924"	13	"1917.12.17"	2417	"ad0451f8-201a-48c3-839d-97e0eb97bd10"	"SEXSMITH, John Albert"	"Unionist"	"Farmer"	"Protestant"	0	3									""	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"9"	"2"	"2"	"9"
613	"RICHMOND--WOLFE"	"Quebec"	"1867 - 1966"	13	"1917.12.17"	2446	"af70e3dd-d0c4-4f3a-bb49-71bab5656aea"	"TOBIN, Edmund William"	"Laurier Liberal"	"Lumber merchant, manufacturer, merchant"	"Catholic"	0	5									""	""		""	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"2"	"9"	"9"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"9"	"1"	"2"	"9"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"9"	"1"	"1"	"9"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"2"	"1"	"9"	"9"	"1"	"1"	"1"	"1"	"9"
564	"PRINCE"	"Prince Edward Island"	"1903 - 1966"	13	"1919.10.20"	2469	"b11f5b30-7d32-44e6-b23c-a24561c1eaf5"	"KING, William Lyon Mackenzie"	"Liberal Party of Canada"	"Author, editor, gentleman, journalist, labour expert, lawyer, senior public servant"	"Protestant"	0	2									""	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"
757	"VANCOUVER CENTRE"	"British Columbia"	"1914 - "	13	"1917.12.17"	2491	"b2723513-c609-4a5c-87f4-bd7c225ccd75"	"STEVENS, Henry Herbert"	"Unionist"	"Accountant, broker, grocer"	"Protestant"	0	2		1							"England"	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"1"	"9"	"2"	"2"	"1"	"9"	"9"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"9"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"
644	"ST. JOHNS--IBERVILLE"	"Quebec"	"1892 - 1933"	13	"1917.12.17"	2497	"b3353817-23f7-4cc0-9364-973411f9b454"	"DEMERS, Marie-Joseph"	"Laurier Liberal"	"Lawyer"	"Fr.Catholic"	1	4									""	""		""	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"2"	"9"	"1"	"2"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"1"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"9"	"9"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"
485	"NICOLET"	"Quebec"	"1867 - 1933"	13	"1917.12.17"	2498	"b34a0443-7e45-404a-8e0f-1af20a02b4c3"	"TRAHAN, Arthur"	"Laurier Liberal"	"Lawyer"	"Fr.Catholic"	1	1									""	""		""	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"9"	"2"	"1"	"1"	"1"	"2"	"2"	"9"	"1"	"2"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"9"	"1"	"2"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"9"
336	"KING'S"	"Prince Edward Island"	"1892 - 1966"	13	"1917.12.17"	2512	"b4ab418d-d493-41b7-b755-aed30f5edc3e"	"MCISAAC, James"	"Unionist"	"Journalist"	"Catholic"	0	1									""	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"9"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"
796	"WELLINGTON NORTH"	"Ontario"	"1867 - 1952"	13	"1917.12.17"	2577	"b90fed37-90fb-4ddc-bfc1-44cebf451923"	"CLARKE, William Aurelius"	"Unionist"	"Merchant"	"Protestant"	0	2									""	""		""	"2"	"2"	"1"	"9"	"9"	"2"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"9"	"2"	"9"	"1"	"1"	"9"	"2"	"1"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"2"	"2"	"9"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"9"	"2"	"9"	"9"	"2"	"2"
855	"YORK--SUNBURY"	"New Brunswick"	"1914 - 1987"	13	"1921.05.28"	2585	"b9befc64-819d-4523-8a07-915e74257442"	"HANSON, Richard B."	"Conservative (1867-1942)"	"Barrister"	"Protestant"	0	1									""	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"9"	"9"	"9"
565	"PRINCE ALBERT"	"Saskatchewan"	"1907 - 1987"	13	"1917.12.17-1918.12.31"	2598	"ba4c0967-1043-452a-b7eb-9bc8c0ea39f4"	"KNOX, Andrew"	"Unionist (Liberal)"	"Farmer"	"Protestant"	0	1	1			1					"Ireland"	""		""	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
565	"PRINCE ALBERT"	"Saskatchewan"	"1907 - 1987"	13	"1919.01.01-"	2598.1	"ba4c0967-1043-452a-b7eb-9bc8c0ea39f4"	"KNOX, Andrew"	"Progressive"	""	"Protestant"	0	1									"Ireland"	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"2"	"1"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"9"	"9"	"1"	"1"	"9"	"9"	"2"	"1"	"9"	"9"	"2"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"9"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"
136	"CHARLEVOIX--MONTMORENCY"	"Quebec"	"1914 - 1924"	13	"1917.12.17"	2638	"bd9b695e-03eb-4481-be01-3402cff4d261"	"CASGRAIN, Pierre-Francois"	"Laurier Liberal"	"Lawyer"	"Fr.Catholic"	1	1									""	""		""	"1"	"1"	"2"	"9"	"9"	"1"	"1"	"1"	"9"	"9"	"2"	"1"	"1"	"9"	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"9"	"1"	"2"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"1"	"9"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"9"	"1"	"9"	"9"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"
730	"TIMISKAMING"	"Ontario"	"1914 - 1924"	13	"1917.12.17-1919.09.22"	2639	"bd9df755-dfce-42dc-9ebb-55306d610edc"	"COCHRANE, Hon. Francis"	"Unionist"	"Merchant"	"Protestant"	0	2		1							""	"Died in office: 1919.09.22"		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
742	"TORONTO SOUTH"	"Ontario"	"1903 - 1933"	13	"1917.12.17"	2647	"be525b3e-1ce0-476f-83c1-f1ce7813923b"	"SHEARD, Charles"	"Unionist"	"Physician, professor"	"Protestant"	0	1									""	""		""	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"9"	"1"	"1"	"9"	"9"	"9"	"1"	"2"	"2"	"1"	"9"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"1"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"1"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"9"
639	"ST. JAMES"	"Quebec"	"1892 - 1947"	13	"1917.12.17-1920.02.07"	2656	"beeb4a2e-e3b4-4514-b3ce-d5a197b2908e"	"LAPOINTE, Louis-Audet"	"Laurier Liberal"	"Liquor merchant, wholesaler"	"Fr.Catholic"	1	2									""	"Died in office: 1920.02.07"		""	"1"	"1"	"2"	"1"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"1"	"9"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"9"	"9"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
294	"HUMBOLDT"	"Saskatchewan"	"1905 - 1952"	13	"1917.12.17"	2660	"bf4d724f-c30b-410c-b45f-9fcaeb726814"	"LANG, Norman"	"Unionist"	"Farmer, rancher"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"1"	"1"	"1"	"2"	"9"	"2"	"9"	"9"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"9"	"9"	"2"	"2"	"1"	"2"	"2"
333	"KINDERSLEY"	"Saskatchewan"	"1914 - 1966"	13	"1917.12.17"	2667	"bfbb1a5e-41a6-44f6-b75d-d4029304c315"	"MYERS, Edward Thomas Wordon"	"Unionist"	"Physician"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"2"	"1"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"1"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
131	"CHAMPLAIN"	"Quebec"	"1867 - 2003"	13	"1917.12.17"	2668	"bfcd5cb3-fa89-4dc9-9a43-f7cd41753640"	"DESAULNIERS, Arthur Lesieur"	"Laurier Liberal"	"Merchant"	"Fr.Catholic"	1	1									""	""		""	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"9"	"1"	"2"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"9"
424	"MARQUETTE"	"Manitoba"	"1871 - 1976"	13	"1917.12.17"	2674	"c0217f54-28e5-4cd6-8ce3-4d47e7475495"	"CRERAR, Hon. Thomas Alexander"	"Unionist (Liberal)"	"Farmer, grain merchant, managing director, teacher"	"Protestant"	0	1		1							""	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"9"	"1"	"2"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"1"	"1"	"1"	"9"	"1"	"1"	"2"	"1"	"2"	"1"
778	"VICTORIA"	"Ontario"	"1903 - 1966"	13	"1917.12.17-1921.08.24"	2700	"c1b69015-0348-4ed6-8d8a-3de18e5d1742"	"HUGHES, Hon. Sir Sam"	"Unionist"	"Editor, teacher"	"Protestant"	0	7									""	"Died in office: 1921.08.24"		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"9"	"2"	"1"	"9"	"9"	"9"	"1"	"1"	"2"	"2"	"9"	"9"	"1"	"1"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
513	"ONTARIO NORTH"	"Ontario"	"1867 - 1924"	13	"1919.12.09"	2714	"c2ba6a03-5b42-417d-b4b6-602d6b34ab0d"	"HALBERT, Robert Henry"	"Independent"	"Farmer"	"Protestant"	0	1									""	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"1"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"1"
328	"KENT"	"Ontario"	"1914 - 1966"	13	"1917.12.17"	2739	"c48c0c69-936b-4de8-94f5-4eaa16ad3ee5"	"MCCOIG, Archibald Blake"	"Laurier Liberal"	"Agent, farmer"	"Protestant"	0	3									""	""		""	"1"	"2"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"
464	"MOOSE JAW"	"Saskatchewan"	"1907 - 1952"	13	"1917.12.17-1921.09.21"	2745	"c50a19e3-39f9-41dc-ad93-47002215b3d6"	"CALDER, Hon. James Alexander"	"Unionist"	"Lawyer, teacher"	"Protestant"	0	1		1							""	"Resignation. Called to the Senate: 1921.09.21"		""	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"1"	"2"	"9"
