Riding.code	Riding	Province	Riding.history	Parliament.no	Term	Id.2	Id	Name	Party.Name	Occupation	Religion	French	Length	switch.check	Ministry	Secretary	Change.party	Temporary.suspended.caucus	Excluded.caucus	Quit.caucus	First.Nations	Country.of.Birth	Note1	Note2	vote.id	H27S1V001	H27S1V002	H27S1V003	H27S1V004	H27S1V005	H27S1V006	H27S1V007	H27S1V008	H27S1V009	H27S1V010	H27S1V011	H27S1V012	H27S1V013	H27S1V014	H27S1V015	H27S1V016	H27S1V017	H27S1V018	H27S1V019	H27S1V020	H27S1V021	H27S1V022	H27S1V023	H27S1V024	H27S1V025	H27S1V026	H27S1V027	H27S1V028	H27S1V029	H27S1V030	H27S1V031	H27S1V032	H27S1V033	H27S1V034	H27S1V035	H27S1V036	H27S1V037	H27S1V038	H27S1V039	H27S1V040	H27S1V041	H27S1V042	H27S1V043	H27S1V044	H27S1V045	H27S1V046	H27S1V047	H27S1V048	H27S1V049	H27S1V050	H27S1V051	H27S1V052	H27S1V053	H27S1V054	H27S1V055	H27S1V056	H27S1V057	H27S1V058	H27S1V059	H27S1V060	H27S1V061	H27S1V062	H27S1V063	H27S2V001	H27S2V002	H27S2V003	H27S2V004	H27S2V005	H27S2V006	H27S2V007	H27S2V008	H27S2V009	H27S2V010	H27S2V011	H27S2V012	H27S2V013	H27S2V014	H27S2V015	H27S2V016	H27S2V017	H27S2V018	H27S2V019	H27S2V020	H27S2V021	H27S2V022	H27S2V023	H27S2V024	H27S2V025	H27S2V026	H27S2V027	H27S2V028	H27S2V029	H27S2V030	H27S2V031	H27S2V032	H27S2V033	H27S2V034	H27S2V035
333	"KINDERSLEY"	"Saskatchewan"	"1914 - 1966"	27	"1965.11.08"	637	"2f6ce681-59dc-4744-a106-79c62569b084"	"CANTELON, R.W."	"Progressive Conservative Party"	"School principal, teacher"		0	2									""	""		""	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"9"	"9"	"1"	"1"	"9"	"2"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"2"	"1"	"9"	"1"	"9"	"9"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"1"	"1"	"1"	"2"	"1"	"9"	"1"	"9"	"9"	"1"	"1"	"1"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"
619	"ROSEDALE"	"Ontario"	"1933 - 1996"	27	"1965.11.08"	666	"3182f9f8-dbee-4324-93f2-30c9df730339"	"MACDONALD, Donald S."	"Liberal Party of Canada"	"Lawyer"		0	3			1						""	""		""	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"1"	"1"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"1"	"9"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"
111	"CAPE BRETON SOUTH"	"Nova Scotia"	"1924 - 1966"	27	"1965.11.08"	675	"31f9003f-61b2-46f3-8583-3537e0560943"	"MACINNIS, Donald"	"Progressive Conservative Party"	"Miner"		0	4									""	""		""	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"1"	"1"	"9"	"1"	"9"	"9"	"2"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"
685	"SIMCOE EAST"	"Ontario"	"1882 - 1966"	27	"1965.11.08"	686	"329379c4-3b01-4b09-87ba-4c5de970dabc"	"RYNARD, Philip Bernard"	"Progressive Conservative Party"	"Physician, surgeon"		0	5									""	""		""	"1"	"9"	"1"	"2"	"9"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"9"	"1"	"9"	"9"	"1"	"9"	"9"	"2"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"9"	"9"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"9"	"2"	"1"	"9"	"2"	"9"	"2"	"2"	"1"	"9"
263	"HALIFAX"	"Nova Scotia"	"1867 - "	27	"1965.11.08"	697	"3339c35a-5f0e-4122-9fb3-eada7d8f5bf7"	"MCCLEAVE, Robert"	"Progressive Conservative Party"	"Dean, editor, journalist, judge, lawyer"		0	4									""	""		""	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"1"	"9"	"9"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"9"	"9"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"9"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"1"	"1"
764	"VANCOUVER SOUTH"	"British Columbia"	"1914 - 1996"	27	"1965.11.08"	728	"355fae5e-9d52-46cc-a5dd-2658a81a0ea7"	"LAING, Arthur"	"Liberal Party of Canada"	"Businessman, manager, public affairs executive"		0	4		1							""	""		""	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"9"	"9"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"1"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"2"	"9"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"9"	"9"
773	"VERDUN"	"Quebec"	"1952 - 1980"	27	"1965.11.08"	730	"356b3da2-aff0-4859-9541-4fdcbaad2a58"	"MACKASEY, Bryce Stuart"	"Liberal Party of Canada"	"Businessman, manufacturer, merchant"		0	3		1	1						""	""		""	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"9"	"1"	"9"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"9"	"9"	"9"	"9"
440	"MIDDLESEX EAST"	"Ontario"	"1867 - 1966"	27	"1965.11.08"	731	"3575ebc9-5693-4dc0-a2ca-63e578e00014"	"LIND, Jim"	"Liberal Party of Canada"	"Lumber merchant"		0	1									""	""		""	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"1"	"2"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"1"	"2"	"2"	"9"	"9"	"2"	"2"	"9"	"9"	"2"	"1"	"2"	"1"	"2"	"1"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"9"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"
424	"MARQUETTE"	"Manitoba"	"1871 - 1976"	27	"1965.11.08"	753	"370da791-e7ce-4318-b030-1863dd5185ee"	"MANDZIUK, Nick"	"Progressive Conservative Party"	"Barrister, insurance broker, lawyer, solicitor, teacher"		0	5									"Ukraine"	""		""	"9"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"2"	"1"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"9"	"9"	"2"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"1"	"9"	"1"	"9"	"1"	"9"	"1"	"1"	"9"	"9"	"9"	"2"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"9"	"2"	"2"	"9"	"9"
36	"BEAUCE"	"Quebec"	"1867 - "	27	"1965.11.08"	770	"387a6be3-6796-436b-b9d0-80fd9eb315bc"	"RACINE, Jean-Paul"	"Liberal Party of Canada"	"Lumber merchant, manufacturer"		1	2									""	""		""	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"9"	"1"	"1"
170	"DAVENPORT"	"Ontario"	"1933 - "	27	"1965.11.08"	792	"398d94f2-7e37-46cd-8261-67eaeb1ddcd1"	"GORDON, Walter L."	"Liberal Party of Canada"	"Chartered accountant"		0	3		1							""	""		""	"9"	"2"	"2"	"9"	"9"	"2"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"9"	"9"	"9"	"9"
289	"HULL"	"Quebec"	"1914 - 1984"	27	"1965.11.08-1966.08.31"	825	"3c7abf33-5a24-4c46-87e9-5a6c9d457af5"	"CARON, Alexis"	"Liberal Party of Canada"	"Insurance broker"		1	6									""	"Died in office: 1966.08.31"		""	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"2"	"1"	"9"	"2"	"2"	"1"	"1"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
1265	"ST. ANN"	"Quebec"	"1952 - 1966"	27	"1965.11.08"	827	"3c8558d4-2824-405e-99e9-65613d269bb4"	"LOISELLE, Gerard"	"Liberal Party of Canada"	"Insurance broker, merchant"		1	5									""	""		""	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"9"	"9"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"1"	"9"	"2"	"2"	"1"	"2"	"1"	"2"	"9"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"9"	"2"	"2"	"1"	"9"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"
564	"PRINCE"	"Prince Edward Island"	"1903 - 1966"	27	"1965.11.08"	844	"3dca74f6-5eb5-4526-befa-b79d37632453"	"MACDONALD, David Samuel Horne"	"Progressive Conservative Party"	"Author, clergyperson"		0	1									""	""		""	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"9"	"9"	"1"	"1"	"1"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"1"	"2"	"9"	"2"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"2"	"9"	"9"	"1"	"1"	"2"	"9"	"9"	"9"	"1"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"1"	"2"	"2"	"1"	"1"	"1"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"
707	"STORMONT"	"Ontario"	"1924 - 1966"	27	"1965.11.08"	849	"3e0d75d7-a08d-413b-9413-e6054d79e797"	"LAMOUREUX, Lucien"	"Liberal Party of Canada"	"Barrister, lawyer"		1	3									""	""		""	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
454	"MOUNT ROYAL"	"Quebec"	"1924 - 1966"	27	"1965.11.08"	857	"3e66b4c9-6dae-4083-8d96-5d3f94979e94"	"TRUDEAU, Pierre-Elliott"	"Liberal Party of Canada"	"Lawyer, professor of law, writer"		1	1		1	1						""	""		""	"2"	"2"	"2"	"9"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"9"	"2"	"9"	"9"	"9"	"1"	"9"	"2"	"9"	"9"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"1"	"9"	"2"	"2"	"1"	"9"	"1"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"9"	"1"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"1"
484	"NICKEL BELT"	"Ontario"	"1952 - "	27	"1965.11.08"	887	"404ad850-02cb-436b-b432-c4fe3e0f9f21"	"FAWCETT, Norman"	"New Democratic Party"	"Farmer, logger, miner, train conductor"		0	1									""	""		""	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"1"	"9"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"9"	"1"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"1"	"1"	"2"	"9"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"2"	"1"	"2"	"2"	"2"	"1"
489	"NORFOLK"	"Ontario"	"1933 - 1966"	27	"1965.11.08"	904	"41c4ea1f-9653-4587-a010-ab09b03ebfb1"	"ROXBURGH, Jack M."	"Liberal Party of Canada"	"Farmer, fruit grower"		0	3									"United States"	""		""	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"9"	"1"	"2"	"1"	"1"	"2"	"1"	"9"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"1"	"2"	"1"	"2"	"9"	"9"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"
394	"LETHBRIDGE"	"Alberta"	"1914 - 1977"	27	"1965.11.08"	908	"421f3dbc-95c5-4937-87a3-17caed42c6e3"	"GUNDLOCK, Deane R."	"Progressive Conservative Party"	"Farmer"		0	4									""	""		""	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"1"	"2"	"1"	"9"	"9"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"2"	"9"	"9"	"9"	"2"	"1"	"2"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"9"
731	"TIMISKAMING"	"Ontario"	"1933 - 1993"	27	"1965.11.18"	958	"451d41d6-6f60-40ef-87f1-bd1aea75e8c2"	"PETERS, Arnold"	"New Democratic Party"	"Miner, representative"		0	5									""	""		""	"2"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"9"	"9"	"2"	"1"	"2"	"1"	"9"	"1"	"1"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"9"	"1"	"1"	"2"	"2"	"1"	"9"	"2"	"1"	"1"	"9"	"9"	"1"	"1"	"1"	"2"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"
23	"ASSINIBOIA"	"Saskatchewan"	"1907 - 1987"	27	"1965.11.08"	976	"46cacadd-1824-48dd-a85b-b8aa563a3ddc"	"WATSON, Lawrence"	"Progressive Conservative Party"	"Farmer, farmer"		0	2									""	""		""	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"1"	"2"	"9"	"1"	"9"	"9"	"1"	"9"	"9"	"2"	"9"	"9"	"2"	"1"	"2"	"9"	"2"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"2"	"1"	"2"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"1"	"2"
90	"BURNABY--RICHMOND"	"British Columbia"	"1947 - 1970"	27	"1965.11.08"	977	"46e054d4-4405-4a28-af60-b309f6cbb588"	"PRITTIE, R.W. Bob"	"New Democratic Party"	"Foreign-service officer, teacher"		0	3									""	""		""	"2"	"1"	"1"	"1"	"9"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"9"	"1"	"1"	"1"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"
398	"LINCOLN"	"Ontario"	"1903 - 1996"	27	"1965.11.08"	994	"4811db66-11c2-4bc4-b6c1-42c343696cf5"	"MCNULTY, James C."	"Liberal Party of Canada"	"Administrator, teacher"		0	3									""	""		""	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"9"	"9"	"1"	"1"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"
250	"GRENVILLE--DUNDAS"	"Ontario"	"1924 - 1966"	27	"1965.11.08"	1015	"49e2012f-57a9-4610-be45-34048173236c"	"WADDS, Jean"	"Progressive Conservative Party"	"Homemaker"		0	4									""	""		""	"9"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"2"	"9"	"9"	"9"	"2"	"9"	"9"	"1"	"9"	"2"	"9"	"1"	"2"	"2"	"9"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"2"	"1"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"
243	"GLOUCESTER"	"New Brunswick"	"1867 - 1990"	27	"1965.11.08"	1020	"4a65e108-11f1-4ffd-8421-cf49dfb8cfd5"	"ROBICHAUD, Hedard-J."	"Liberal Party of Canada"	"Director of fisheries, executive, fisheries inspector, manager, public servant"		1	6		1							""	""		""	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"9"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"2"	"2"	"9"	"1"	"9"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"9"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"9"	"9"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"2"	"1"	"9"	"9"	"9"
