Riding.code	Riding	Province	Riding.history	Parliament.no	Term	Id.2	Id	Name	Party.Name	Occupation	Religion	French	Length	switch.check	Ministry	Secretary	Change.party	Temporary.suspended.caucus	Excluded.caucus	Quit.caucus	First.Nations	Country.of.Birth	Note1	Note2	vote.id	H20S1V001	H20S1V002	H20S1V003	H20S1V004	H20S1V005	H20S1V006	H20S1V007	H20S1V008	H20S1V009	H20S1V010	H20S1V011	H20S1V012	H20S1V013	H20S1V014	H20S1V015	H20S1V016	H20S1V017	H20S1V018	H20S1V019	H20S1V020	H20S1V021	H20S1V022	H20S2V001	H20S2V002	H20S2V003	H20S2V004	H20S2V005	H20S2V006	H20S2V007	H20S2V008	H20S2V009	H20S2V010	H20S2V011	H20S2V012	H20S2V013	H20S2V014	H20S2V015	H20S2V016	H20S2V017	H20S2V018	H20S2V019	H20S2V020	H20S2V021	H20S2V022	H20S2V023	H20S2V024	H20S2V025	H20S2V026	H20S2V027	H20S2V028	H20S2V029	H20S2V030	H20S3V001	H20S3V002	H20S3V003	H20S3V004	H20S3V005	H20S3V006	H20S3V007	H20S3V008	H20S3V009	H20S3V010	H20S3V011	H20S3V012	H20S3V013	H20S3V014	H20S3V015	H20S3V016	H20S3V017	H20S3V018	H20S3V019	H20S3V020	H20S3V021	H20S3V022	H20S3V023	H20S3V024	H20S3V025	H20S3V026	H20S3V027	H20S3V028	H20S3V029	H20S3V030	H20S3V031	H20S4V001	H20S4V002	H20S4V003	H20S4V004	H20S4V005	H20S4V006	H20S4V007	H20S4V008	H20S4V009	H20S4V010	H20S4V011	H20S4V012	H20S4V013	H20S4V014	H20S4V015	H20S4V016	H20S4V017	H20S4V018	H20S4V019	H20S4V020	H20S4V021	H20S4V022	H20S4V023	H20S4V024	H20S4V025	H20S4V026	H20S4V027	H20S4V028	H20S4V029	H20S4V030	H20S4V031	H20S4V032	H20S4V033	H20S4V034	H20S4V035	H20S4V036	H20S4V037	H20S4V038	H20S4V039	H20S4V040	H20S4V041	H20S4V042	H20S4V043	H20S5V001	H20S5V002	H20S5V003	H20S5V004	H20S5V005	H20S5V006	H20S5V007	H20S5V008	H20S5V009	H20S5V010	H20S5V011	H20S5V012	H20S5V013	H20S5V014	H20S5V015	H20S5V016	H20S5V017	H20S5V018	H20S5V019	H20S5V020	H20S5V021	H20S5V022	H20S5V023	H20S5V024	H20S5V025	H20S5V026
471	"MUSKOKA--ONTARIO"	"Ontario"	"1924 - 1947"	20	"1945.06.11"	1817	"82878bc6-6bd2-407b-b2cc-7745aec02c2a"	"MACDONNELL, James MacKerras"	"Progressive Conservative Party"	"Barrister, lawyer"		0	1								""	""	""		""	"2"	"1"	"9"	"1"	"9"	"9"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"9"	"9"	"1"	"1"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"1"	"9"	"2"	"9"	"9"	"9"	"2"	"9"	"9"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"1"	"2"	"1"	"1"	"9"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"9"	"2"	"2"	"9"	"2"	"1"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"9"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"9"	"1"	"9"	"9"	"2"	"9"	"9"	"1"	"9"	"2"	"1"	"2"	"2"	"9"	"9"	"1"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"2"	"2"	"1"
772	"VERDUN"	"Quebec"	"1933 - 1947"	20	"1945.06.11"	1843	"84760b33-550e-42e1-a3f1-3d89c8ec15c8"	"COTE, Paul-Emile"	"Liberal Party of Canada"	"Lawyer"		1	2			1					""	""	""		""	"2"	"2"	"2"	"2"	"9"	"1"	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"9"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"2"	"9"	"9"	"2"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"
360	"LAKE CENTRE"	"Saskatchewan"	"1933 - 1952"	20	"1945.06.11"	1846	"84909dc1-9a60-44b3-a939-2393ab563089"	"DIEFENBAKER, John George"	"Progressive Conservative Party"	"Barrister, lawyer"		0	2								""	""	""		""	"9"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"1"	"1"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"9"	"9"	"2"	"1"	"2"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"9"	"2"	"9"	"9"	"2"	"2"	"9"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"1"	"1"	"2"	"9"	"2"	"9"	"2"	"9"	"9"	"9"	"1"	"2"	"9"	"1"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"9"	"2"	"1"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"1"
845	"YORK EAST"	"Ontario"	"1933 - 1987"	20	"1945.06.11"	1852	"84b55602-3be7-4f1f-bb26-c4fdcb3bdd11"	"MCGREGOR, Robert Henry"	"Progressive Conservative Party"	"Contractor, gardener"		0	5								""	""	""		""	"2"	"1"	"1"	"1"	"9"	"9"	"1"	"9"	"9"	"9"	"2"	"1"	"1"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"1"	"9"	"9"	"2"	"9"	"1"	"9"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"9"	"1"	"2"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"2"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"2"	"9"	"2"	"9"	"1"	"1"	"2"	"2"	"2"	"9"	"2"	"9"	"9"	"2"	"9"	"2"	"9"	"1"	"9"	"2"	"2"	"9"	"9"	"1"	"2"	"1"	"9"	"2"	"1"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"9"	"9"	"2"	"2"	"9"	"2"	"1"	"9"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"1"
622	"ROSETOWN--BIGGAR"	"Saskatchewan"	"1933 - 1966"	20	"1945.06.11"	1861	"85a45525-d20a-41db-8c2a-1b91c360656b"	"COLDWELL, Major James"	"Co-operative Commonwealth Federation"	"Author, gentleman, principal, teacher"		0	3								""	"England"	""		""	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"9"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"9"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"9"	"2"	"2"	"9"	"9"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"2"	"1"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"1"	"1"	"1"	"1"
853	"YORK SOUTH"	"Ontario"	"1903 - 1976"	20	"1945.06.11"	1866	"85e86cff-e37a-4ccc-937c-a3372202a60a"	"COCKERAM, Alan"	"Progressive Conservative Party"	"Mining entrepreneur, secretary"		0	2								""	"England"	""		""	"2"	"1"	"9"	"9"	"1"	"1"	"1"	"1"	"9"	"9"	"2"	"1"	"1"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"1"	"9"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"9"	"1"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"9"	"2"	"2"	"9"	"1"	"2"	"9"	"9"	"2"	"9"	"1"	"1"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"2"	"1"	"9"	"9"	"1"	"2"	"9"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"9"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"9"	"1"	"2"	"1"	"2"	"2"	"9"	"9"	"9"
386	"LAVAL--TWO MOUNTAINS"	"Quebec"	"1914 - 1949"	20	"1945.06.11-1948.07.04 "	1872	"86a624bc-69e6-4134-9a05-ba60c0113aab"	"LACOMBE, Joseph-Romeo-Liguori"	"Independent"	"Lawyer"		1	5								""	""	"Resignation: 1948.07.04 "		""	"2"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
1235	"ATHABASKA"	"Alberta"	"1924 - 1966"	20	"1945.06.11"	1873	"86b009fb-e658-41cc-8d03-6b3ab3024e63"	"DECHENE, Joseph Miville"	"Liberal Party of Canada"	"Farmer"		1	2								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"9"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"9"	"9"	"1"	"1"	"2"	"1"
157	"COMPTON"	"Quebec"	"1867 - 1947"	20	"1945.06.11"	1874	"86cdb90c-8049-4642-8b59-ba1d2f99d892"	"BLANCHETTE, J.-Adeodat"	"Liberal Party of Canada"	"Merchant"		1	3			1					""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"1"	"9"	"1"	"2"	"1"	"1"	"2"	"2"	"9"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"1"	"9"	"2"	"2"	"1"	"1"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"9"	"1"	"2"	"2"	"1"	"2"	"1"	"9"	"1"	"1"	"9"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"9"	"2"	"1"	"9"	"9"	"9"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"2"	"1"	"1"	"2"	"1"
623	"ROSTHERN"	"Saskatchewan"	"1933 - 1966"	20	"1948.10.25"	1883	"8760c993-a860-468b-b903-5012e7deac5f"	"BOUCHER, William Albert"	"Liberal Party of Canada"	"Farmer, merchant"		0	1								"Metis"	""	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"2"	"1"	"1"	"2"	"1"
263	"HALIFAX"	"Nova Scotia"	"1867 - "	20	"1947.07.14"	1889	"87d8cf85-54d0-4c2b-9e84-5c3d33a1a514"	"DICKEY, John H."	"Liberal Party of Canada"	"Barrister, executive, lawyer"		0	1								""	""	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"9"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"2"	"9"	"1"	"1"	"2"	"1"
315	"JASPER--EDSON"	"Alberta"	"1933 - 1966"	20	"1945.06.11"	1921	"89fd07b7-fffb-4fe0-af27-59f1d5a94e62"	"KUHL, Walter Frederick"	"Social Credit"	"Teacher"		0	3								""	""	""		""	"2"	"2"	"1"	"1"	"9"	"2"	"1"	"1"	"2"	"2"	"2"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"9"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"9"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"9"	"2"	"1"	"2"	"2"	"9"	"2"	"9"	"9"	"9"	"1"	"9"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"2"	"1"	"1"	"9"	"1"	"1"	"1"	"2"	"2"	"9"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"9"	"1"	"9"	"1"	"2"	"9"	"2"	"1"	"1"	"2"	"1"
625	"ROYAL"	"New Brunswick"	"1914 - 1966"	20	"1945.06.11"	1953	"8c51ae75-79fc-49b3-8235-510e727a7dad"	"BROOKS, Alfred J."	"Progressive Conservative Party"	"Barrister, teacher"		0	3								""	""	""		""	"2"	"1"	"1"	"1"	"9"	"1"	"1"	"9"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"9"	"2"	"1"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"9"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"2"	"2"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"2"	"2"	"1"	"1"	"2"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"
780	"VICTORIA"	"British Columbia"	"1924 - "	20	"1945.06.11"	2015	"90d6e5ac-2c11-4268-b248-88253c330c2a"	"MAYHEW, Robert Wellington"	"Liberal Party of Canada"	"Industrialist"		0	3		1	1					""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"9"	"1"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"9"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"9"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"2"	"9"	"1"	"2"	"1"	"1"	"9"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"
235	"GASPE"	"Quebec"	"1867 - 1996"	20	"1945.06.11"	2057	"93cdaab4-cb95-4cdb-8ee7-fe2c8aee01c2"	"LANGLOIS, J.-G.-Leopold"	"Liberal Party of Canada"	"Lawyer"		1	1								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"2"	"2"	"1"	"1"	"2"	"9"	"1"	"9"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"9"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"1"	"9"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"9"	"2"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"1"
559	"PORTAGE LA PRAIRIE"	"Manitoba"	"1903 - 1947"	20	"1946.10.21"	2063	"942bb998-dbeb-4275-a1ef-3ae92637d911"	"MILLER, Calvert Charlton"	"Progressive Conservative Party"	"Barrister"		0	1								""	""	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"9"	"9"	"1"	"9"	"9"	"9"	"2"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"2"	"2"	"9"	"2"	"1"	"2"	"9"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"9"	"2"	"2"	"9"	"1"
833	"YALE"	"British Columbia"	"1914 - 1952"	20	"1948.05.31"	2067	"94902c67-5f80-4a34-bdde-3c7668720f94"	"JONES, Owen Lewis"	"Co-operative Commonwealth Federation"	"Merchant"		0	1								""	"Wales"	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"9"	"9"	"9"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"9"	"1"
