Riding.code	Riding	Province	Riding.history	Parliament.no	Term	Id.2	Id	Name	Party.Name	Occupation	Religion	French	Length	switch.check	Ministry	Secretary	Change.party	Temporary.suspended.caucus	Excluded.caucus	Quit.caucus	First.Nations	Country.of.Birth	Note1	Note2	vote.id	H11S1V001	H11S1V002	H11S1V003	H11S1V004	H11S1V005	H11S1V006	H11S1V007	H11S1V008	H11S1V009	H11S1V010	H11S1V011	H11S1V012	H11S1V013	H11S2V001	H11S2V002	H11S2V003	H11S2V004	H11S2V005	H11S2V006	H11S2V007	H11S2V008	H11S2V009	H11S2V010	H11S2V011	H11S2V012	H11S2V013	H11S2V014	H11S2V015	H11S2V016	H11S2V017	H11S2V018	H11S2V019	H11S2V020	H11S2V021	H11S2V022	H11S2V023	H11S3V001	H11S3V002	H11S3V003	H11S3V004	H11S3V005	H11S3V006	H11S3V007	H11S3V008	H11S3V009	H11S3V010	H11S3V011	H11S3V012	H11S3V013	H11S3V014	H11S3V015	H11S3V016	H11S3V017	H11S3V018	H11S3V019	H11S3V020	H11S3V021	H11S3V022	H11S3V023
316	"JOLIETTE"	"Quebec"	"1867 - 1933"	11	"1908.10.26"	2604	"ba953d99-3d57-4558-aa0e-17e658a32d60"	"DUBEAU, Joseph Adelard"	"Liberal Party of Canada"	"Lawyer"	"Fr.Catholic"	1	2									""	""		""	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"1"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"9"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"9"
413	"MACKENZIE"	"Saskatchewan"	"1905 - 1996"	11	"1908.10.26"	2609	"badb498c-470a-4b4d-ab6c-89184fc2e86a"	"CASH, Edward L."	"Liberal Party of Canada"	"Physician"	"Protestant"	0	2									""	""		""	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"
147	"CITY OF ST. JOHN"	"New Brunswick"	"1867 - 1914"	11	"1908.10.26"	2612	"bb362c1f-d28f-4dc6-82d8-7d44d4d02a62"	"DANIEL, John W."	"Conservative (1867-1942)"	"Physician"	"Protestant"	0	3									""	""		""	"2"	"9"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"9"	"1"	"1"	"2"	"9"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"
727	"THUNDER BAY AND RAINY RIVER"	"Ontario"	"1903 - 1914"	11	"1908.10.26"	2620	"bbd6758f-75bc-4e32-ac47-ed1644df018e"	"CONMEE, James"	"Liberal Party of Canada"	"Contractor"	"Catholic"	0	2									""	""		""	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"1"	"9"	"9"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"1"	"2"	"2"	"1"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"2"
464	"MOOSE JAW"	"Saskatchewan"	"1907 - 1952"	11	"1908.10.26"	2625	"bc5b264d-4314-4d09-bb1d-6aa30c84ccce"	"KNOWLES, William Erskine"	"Liberal Party of Canada"	"Barrister, lawyer"	"Protestant"	0	2									""	""		""	"1"	"9"	"9"	"2"	"2"	"9"	"9"	"2"	"9"	"2"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"9"	"1"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"
446	"MISSISQUOI"	"Quebec"	"1867 - 1924"	11	"1908.10.26"	2627	"bc715bcf-f296-45d0-9001-fc06cc2c7bd3"	"MEIGS, Daniel Bishop"	"Liberal Party of Canada"	"Farmer, lumberman"	"Protestant"	0	5									""	""		""	"1"	"1"	"1"	"2"	"2"	"9"	"2"	"9"	"9"	"2"	"2"	"9"	"2"	"9"	"2"	"1"	"1"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"9"	"1"	"2"	"9"	"2"	"2"	"9"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"9"
690	"SOULANGES"	"Quebec"	"1867 - 1914"	11	"1908.10.26"	2673	"c01d3845-0843-49c4-827e-2bfd1a650664"	"LORTIE, Joseph-Arthur"	"Conservative (1867-1942)"	"Physician"	"Fr.Catholic"	1	1									""	""		""	"2"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"9"	"1"	"9"	"9"	"9"	"2"	"1"	"9"	"1"	"9"	"9"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"9"	"2"	"1"	"9"	"9"	"1"	"9"	"2"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"
778	"VICTORIA"	"Ontario"	"1903 - 1966"	11	"1908.10.26"	2700	"c1b69015-0348-4ed6-8d8a-3de18e5d1742"	"HUGHES, Samuel"	"Liberal-Conservative"	"Editor, teacher"	"Protestant"	0	5									""	""		""	"9"	"2"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"9"	"9"	"2"	"2"	"1"	"9"	"9"	"2"	"1"	"2"	"1"	"1"	"2"	"9"	"2"	"1"	"9"	"9"	"1"	"1"	"1"	"9"	"2"	"1"	"2"	"2"	"9"	"9"	"1"	"1"	"9"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"
635	"ST. HYACINTHE"	"Quebec"	"1867 - 1914"	11	"1908.10.26"	2703	"c1cd2cd5-6d25-4da0-9c10-9abb0e20f093"	"BEAUPARLANT, Aime-Majorique"	"Liberal Party of Canada"	"Lawyer, newspaper editor"	"Fr.Catholic"	1	2									""	""		""	"1"	"1"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"9"	"1"	"1"	"9"	"9"	"2"	"9"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"1"	"1"	"9"	"2"	"2"	"9"	"1"	"1"	"2"	"2"	"9"	"9"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"
500	"NORTHUMBERLAND EAST"	"Ontario"	"1867 - 1914"	11	"1908.10.26"	2716	"c2ce3e98-5bb2-46c6-9de2-3fb606e89fe4"	"OWEN, Charles Lewis"	"Conservative (1867-1942)"	"Woollens manufacturer"	"Protestant"	0	2									"United States"	""		""	"2"	"2"	"2"	"1"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"1"	"9"	"1"	"2"	"1"	"9"	"9"	"9"	"2"	"1"	"9"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"9"	"2"	"9"	"1"	"1"	"9"	"9"	"2"	"9"	"1"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"1"	"9"
331	"KENT WEST"	"Ontario"	"1903 - 1914"	11	"1908.10.26"	2739	"c48c0c69-936b-4de8-94f5-4eaa16ad3ee5"	"MCCOIG, Archibald Blake"	"Liberal Party of Canada"	"Agent, farmer"	"Protestant"	0	1									""	""		""	"1"	"1"	"9"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"1"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"
305	"HURON WEST"	"Ontario"	"1882 - 1914"	11	"1908.10.26"	2770	"c69d366d-3fa2-4c8f-9137-87a4374b0a6e"	"LEWIS, Edward Norman"	"Conservative (1867-1942)"	"Lawyer"	"Protestant"	0	2									""	""		""	"2"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"9"	"2"	"9"	"9"	"9"	"1"	"9"	"9"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"9"	"1"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"1"
686	"SIMCOE NORTH"	"Ontario"	"1867 - "	11	"1908.10.26"	2771	"c6a7be07-ee5a-43aa-83c1-224904a145c3"	"CURRIE, John Alister"	"Conservative (1867-1942)"	"Author, ironworker, journalist, manager"	"Protestant"	0	1									""	""		""	"9"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"9"	"9"	"2"	"2"	"2"	"9"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"9"	"1"	"9"	"1"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"1"	"1"	"1"
530	"OXFORD SOUTH"	"Ontario"	"1867 - 1933"	11	"1908.10.26"	2789	"c7a0bee8-144b-4dce-b5cb-106741e513aa"	"SCHELL, Malcolm Smith"	"Liberal Party of Canada"	"Exporter, farmer, lumber merchant"	"Protestant"	0	2									""	""		""	"1"	"1"	"1"	"2"	"2"	"9"	"2"	"2"	"9"	"2"	"2"	"9"	"2"	"9"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"
396	"LEVIS"	"Quebec"	"1867 - 1998"	11	"1908.10.26"	2803	"c8d4bc45-28d2-4808-b924-986bbbae18af"	"CARRIER, Louis-Auguste"	"Liberal Party of Canada"	"Wholesaler"	"Fr.Catholic"	1	2									""	""		""	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"1"	"1"	"1"	"9"	"9"	"9"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"9"	"1"	"2"	"9"	"2"	"2"	"9"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
401	"LONDON"	"Ontario"	"1867 - 1966"	11	"1908.10.26"	2804	"c8f2be61-cd6f-43fb-a893-24d9d59c84f9"	"BEATTIE, Thomas"	"Conservative (1867-1942)"	"Businessman"	"Protestant"	0	3									"Ireland"	""		""	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"1"	"9"	"1"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"2"	"1"	"9"	"1"	"9"	"9"	"1"	"1"	"2"	"2"	"1"	"9"	"9"	"1"	"9"	"2"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
488	"NORFOLK"	"Ontario"	"1903 - 1924"	11	"1908.10.26"	2808	"c944adda-70d9-4e98-af30-cae4df11c4ef"	"MCCALL, Alexander"	"Conservative (1867-1942)"	"Lumber merchant"	"Protestant"	0	1									""	""		""	"2"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"9"	"9"	"1"	"2"	"2"	"2"	"9"	"9"	"1"	"1"	"9"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"9"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"1"
398	"LINCOLN"	"Ontario"	"1903 - 1996"	11	"1908.10.26"	2822	"ca1d8584-67fd-45ae-8abf-9dbac268e505"	"LANCASTER, Edward Arthur"	"Conservative (1867-1942)"	"Lawyer"	"Protestant"	0	3									"England"	""		""	"2"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"9"	"1"	"1"	"9"	"2"	"1"	"2"	"1"	"1"	"2"	"9"	"1"	"9"	"9"	"2"	"1"	"9"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"1"	"9"	"9"	"1"	"9"	"1"	"1"	"9"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"1"
171	"TWO MOUNTAINS"	"Quebec"	"1867 - 1914"	11	"1908.10.26"	2826	"ca78d9ab-0426-4d6c-8218-0df24a170a42"	"ETHIER, Joseph Arthur C."	"Liberal Party of Canada"	"Crown prosecutor, lawyer"	"Fr.Catholic"	1	4									""	""		""	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"9"	"9"	"1"	"9"	"1"	"9"	"9"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"9"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"1"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"9"	"9"	"2"	"9"	"2"
550	"PICTOU"	"Nova Scotia"	"1867 - 1966"	11	"1908.10.26"	2833	"caf95693-3e52-4de2-93d7-a05d2dbc295f"	"MACDONALD, Edward Mortimer"	"Liberal Party of Canada"	"Lawyer"	"Protestant"	0	2									""	""		""	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"2"	"1"	"1"	"9"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"1"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"2"	"9"	"2"	"2"	"9"
340	"KINGSTON"	"Ontario"	"1867 - 1924"	11	"1908.10.26"	2849	"cc333c8d-32de-4dd8-af38-8ccdcd3c8e0e"	"HARTY, Hon. William"	"Liberal Party of Canada"	"Businessman"	"Catholic"	0	3									""	""		""	"1"	"9"	"1"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
207	"ELGIN EAST"	"Ontario"	"1867 - 1924"	11	"1908.10.27"	2852	"cc5e1e8a-6e0c-4aca-8cda-ee213c7a6d26"	"MARSHALL, David"	"Conservative (1867-1942)"	"Businessman"	"Protestant"	0	2									""	""		""	"2"	"9"	"2"	"1"	"9"	"1"	"1"	"9"	"1"	"1"	"1"	"2"	"9"	"2"	"2"	"2"	"9"	"1"	"9"	"1"	"1"	"9"	"2"	"1"	"1"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"2"	"9"	"9"	"1"	"9"	"1"	"9"	"9"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"
658	"SALTCOATS"	"Saskatchewan"	"1907 - 1924"	11	"1908.10.26"	2863	"cd4bd043-2fae-4ee3-9b90-63677506a57a"	"MACNUTT, Thomas"	"Liberal Party of Canada"	"Farmer"	"Protestant"	0	1									""	""		""	"1"	"1"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"1"	"1"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"9"	"1"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
711	"STRATHCONA"	"Alberta"	"1905 - 1924"	11	"1908.10.26-1909.07.21"	2869	"cda56f7f-cb9c-4826-9b43-5786b4730fbf"	"MCINTYRE, Wilbert"	"Liberal Party of Canada"	"Physician"	"Protestant"	0	2									""	"Died in office: 1909.07.21."		""	"1"	"1"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
559	"PORTAGE LA PRAIRIE"	"Manitoba"	"1903 - 1947"	11	"1908.10.26"	2897	"d02a7b53-dad0-4944-82b0-aed9054a7bc2"	"MEIGHEN, Arthur"	"Conservative (1867-1942)"	"Lawyer"	"Protestant"	0	1									""	""		""	"2"	"9"	"2"	"9"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"9"	"2"	"1"	"9"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"9"	"9"	"1"	"9"	"1"
443	"MIDDLESEX WEST"	"Ontario"	"1867 - 1966"	11	"1909.11.10"	2902	"d048726f-34a2-4e13-bdf4-dfb1f028309d"	"ROSS, Duncan Campbell"	"Liberal Party of Canada"	"Lawyer"	"Protestant"	0	1									""	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"1"	"1"	"9"	"9"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"1"	"2"	"9"	"2"	"2"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"
563	"PRESCOTT"	"Ontario"	"1867 - 1952"	11	"1908.10.26"	2905	"d0ceec5f-f083-4ad4-8139-eadbb88a7dcf"	"PROULX, Edmond"	"Liberal Party of Canada"	"Lawyer"	"Fr.Catholic"	1	2									""	""		""	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"1"	"1"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"
313	"JACQUES CARTIER"	"Quebec"	"1867 - 1952"	11	"1908.10.26"	2908	"d1344229-2345-4b79-acda-cb584ec7cc68"	"MONK, Frederick Debartzch"	"Conservative (1867-1942)"	"Lawyer, professor"	"Fr.Catholic"	0	4									""	""		""	"2"	"9"	"2"	"1"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"1"	"9"	"9"	"1"	"2"	"9"	"1"	"9"	"1"	"9"	"1"	"9"	"1"	"1"	"1"	"9"	"9"	"9"	"9"
74	"BROCKVILLE"	"Ontario"	"1867 - 1914"	11	"1908.10.26"	2938	"d37caeac-e2c8-4010-a406-bd6c910d1265"	"GRAHAM, Hon. George Perry"	"Liberal Party of Canada"	"Editor, journalist"	"Protestant"	0	2		1							""	""		""	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"9"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"9"	"9"
146	"CITY AND COUNTY OF ST. JOHN"	"New Brunswick"	"1867 - 1914"	11	"1908.10.26"	2947	"d450f513-61eb-48c4-b15a-6c4a45717765"	"PUGSLEY, Hon. William"	"Liberal Party of Canada"	"Lawyer"	"Protestant"	0	2		1							""	""		""	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
587	"QUEEN'S"	"Prince Edward Island"	"1903 - 1966"	11	"1908.10.26"	2953	"d48d6401-4298-4675-800a-0bb113070c33"	"WARBURTON, Alexander Bannerman"	"Liberal Party of Canada"	"Lawyer"	"Protestant"	0	1									""	""		""	"1"	"1"	"1"	"9"	"2"	"9"	"2"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"
831	"WRIGHT"	"Quebec"	"1892 - 1947"	11	"1908.10.26"	2978	"d5f57ebd-8d4c-4446-8069-990c372443b3"	"DEVLIN, Emmanuel B."	"Liberal Party of Canada"	"Lawyer"	"Catholic"	1	2									""	""		""	"1"	"9"	"9"	"2"	"9"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"9"	"9"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
721	"TEMISCOUATA"	"Quebec"	"1867 - 1959"	11	"1908.10.26"	2988	"d68f3149-1746-4cee-8c31-9202fd5201eb"	"GAUVREAU, Charles-Arthur"	"Liberal Party of Canada"	"Author, notary"	"Fr.Catholic"	1	4									""	""		""	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"9"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"9"	"1"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"
425	"MASKINONGE"	"Quebec"	"1867 - 1924"	11	"1908.10.26"	2994	"d7158e1a-e713-48f0-9cf9-4d92b6729107"	"MAYRAND, Hormisdas"	"Liberal Party of Canada"	"Farmer"	"Fr.Catholic"	1	3									""	""		""	"1"	"1"	"1"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"1"	"9"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"2"	"9"	"9"	"2"	"9"	"2"	"2"	"9"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"9"	"9"
228	"FRONTENAC"	"Ontario"	"1867 - 1924"	11	"1908.10.26"	3022	"d8e64909-c88d-4e3e-abfe-a46943452386"	"EDWARDS, John Wesley"	"Conservative (1867-1942)"	"Physician, teacher"	"Protestant"	0	1									""	""		""	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"9"	"2"	"1"	"9"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"9"
304	"HURON SOUTH"	"Ontario"	"1867 - 1933"	11	"1908.10.26"	3026	"d92a3cfe-dbbe-419f-9a54-a0c3b60bd83f"	"MCLEAN, Murdo Young"	"Liberal Party of Canada"	"Journalist, publisher"	"Protestant"	0	2									""	""		""	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"1"	"1"	"2"	"9"	"9"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"2"
