Riding.code	Riding	Province	Riding.history	Parliament.no	Term	Id.2	Id	Name	Party.Name	Occupation	Religion	French	Length	switch.check	Ministry	Secretary	Change.party	Temporary.suspended.caucus	Excluded.caucus	Quit.caucus	First.Nations	Country.of.Birth	Note1	Note2	vote.id	H38S1V001	H38S1V002	H38S1V003	H38S1V004	H38S1V005	H38S1V006	H38S1V007	H38S1V008	H38S1V009	H38S1V010	H38S1V011	H38S1V012	H38S1V013	H38S1V014	H38S1V015	H38S1V016	H38S1V017	H38S1V018	H38S1V019	H38S1V020	H38S1V021	H38S1V022	H38S1V023	H38S1V024	H38S1V025	H38S1V026	H38S1V027	H38S1V028	H38S1V029	H38S1V030	H38S1V031	H38S1V032	H38S1V033	H38S1V034	H38S1V035	H38S1V036	H38S1V037	H38S1V038	H38S1V039	H38S1V040	H38S1V041	H38S1V042	H38S1V043	H38S1V044	H38S1V045	H38S1V046	H38S1V047	H38S1V048	H38S1V049	H38S1V050	H38S1V051	H38S1V052	H38S1V053	H38S1V054	H38S1V055	H38S1V056	H38S1V057	H38S1V058	H38S1V059	H38S1V060	H38S1V061	H38S1V062	H38S1V063	H38S1V064	H38S1V065	H38S1V066	H38S1V067	H38S1V068	H38S1V069	H38S1V070	H38S1V071	H38S1V072	H38S1V073	H38S1V074	H38S1V075	H38S1V076	H38S1V077	H38S1V078	H38S1V079	H38S1V080	H38S1V081	H38S1V082	H38S1V083	H38S1V084	H38S1V085	H38S1V086	H38S1V087	H38S1V088	H38S1V089	H38S1V090	H38S1V091	H38S1V092	H38S1V093	H38S1V094	H38S1V095	H38S1V096	H38S1V097	H38S1V098	H38S1V099	H38S1V100	H38S1V101	H38S1V102	H38S1V103	H38S1V104	H38S1V105	H38S1V106	H38S1V107	H38S1V108	H38S1V109	H38S1V110	H38S1V111	H38S1V112	H38S1V113	H38S1V114	H38S1V115	H38S1V116	H38S1V117	H38S1V118	H38S1V119	H38S1V120	H38S1V121	H38S1V122	H38S1V123	H38S1V124	H38S1V125	H38S1V126	H38S1V127	H38S1V128	H38S1V129	H38S1V130	H38S1V131	H38S1V132	H38S1V133	H38S1V134	H38S1V135	H38S1V136	H38S1V137	H38S1V138	H38S1V139	H38S1V140	H38S1V141	H38S1V142	H38S1V143	H38S1V144	H38S1V145	H38S1V146	H38S1V147	H38S1V148	H38S1V149	H38S1V150	H38S1V151	H38S1V152	H38S1V153	H38S1V154	H38S1V155	H38S1V156	H38S1V157	H38S1V158	H38S1V159	H38S1V160	H38S1V161	H38S1V162	H38S1V163	H38S1V164	H38S1V165	H38S1V166	H38S1V167	H38S1V168	H38S1V169	H38S1V170	H38S1V171	H38S1V172	H38S1V173	H38S1V174	H38S1V175	H38S1V176	H38S1V177	H38S1V178	H38S1V179	H38S1V180	H38S1V181	H38S1V182	H38S1V183	H38S1V184	H38S1V185	H38S1V186	H38S1V187	H38S1V188	H38S1V189	H38S1V190
1375	"RIVIERE-DU-LOUP--MONTMAGNY"	"Quebec"	"2003 - 2004"	38	"2004.06.04"	3545	"14695e74-40d6-4b43-8e3d-12f902ec8806"	"CRETE, Paul"	"Bloc Quebecois"	"parliamentarian"		1	4								""	""	""		""	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"3"	"3"	"3"	"3"	"1"	"9"	"9"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"9"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"
1046	"PORTAGE--LISGAR"	"Manitoba"	"1996 - "	38	"2004.06.04"	3548	"15e99742-ea8e-4b4a-b24e-11acd1b6eb47"	"PALLISTER, Brian"	"Conservative Party of Canada"	"financial consultant"		0	2								""	""	""		""	"2"	"2"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"9"	"9"	"9"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"
1051	"REPENTIGNY"	"Quebec"	"1996 - "	38	"2004.06.04"	3549	"163eb895-5f5f-46c0-ba40-6ff27fc0f4da"	"SAUVAGEAU, Benoit"	"Bloc Quebecois"	"parliamentarian"		1	4								""	""	""		""	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"3"	"3"	"3"	"3"	"3"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"
1366	"MONTCALM"	"Quebec"	"2003 - "	38	"2004.06.04"	3550	"167f5f3d-4838-4e5f-884d-5c83c042d17b"	"GAUDET, Roger"	"Bloc Quebecois"	"parliamentarian"		1	2								""	""	""		""	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"3"	"3"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"3"	"3"	"3"	"3"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"3"	"3"	"3"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"
1360	"NIPISSING--TIMISKAMING"	"Ontario"	"2003 - "	38	"2004.06.04"	3551	"16c839d3-0183-4ed6-892a-8d7bdc37c474"	"ROTA, Anthony"	"Liberal Party of Canada"	"advisor"		0	1								""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"9"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"
1300	"NEW WESTMINSTER--COQUITLAM"	"British Columbia"	"2003 - "	38	"2004.06.04"	3554	"186d2874-19e4-4f84-89df-80e94bbc82d6"	"FORSETH, Paul"	"Conservative Party of Canada"	"parliamentarian"		0	4								""	""	""		""	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"2"	"1"	"2"	"1"	"9"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"
1081	"WASCANA"	"Saskatchewan"	"1996 - "	38	"2004.06.04"	3556	"1a1a9dee-c228-40fc-b926-42f8441d84f0"	"GOODALE, Ralph"	"Liberal Party of Canada"	"business person"		0	4		1						""	""	""		""	"1"	"1"	"1"	"1"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"3"	"3"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"9"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"9"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"9"	"9"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"3"	"3"	"1"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"2"
43	"BEAUHARNOIS--SALABERRY"	"Quebec"	"1977 - "	38	"2004.06.04"	3557	"1a1c6ef3-193f-4401-b954-dacdb103da6a"	"BOIRE, Alain"	"Bloc Quebecois"	"electronics technician"		1	1								""	""	""		""	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"3"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"9"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
1337	"ALGOMA--MANITOULIN--KAPUSKASING"	"Ontario"	"2003 - "	38	"2004.06.04"	3558	"1a7c426f-aaf9-41a4-b356-93e67ec08f64"	"ST. DENIS, Brent"	"Liberal Party of Canada"	"parliamentarian"		0	4								""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"
1351	"WINDSOR--TECUMSEH"	"Ontario"	"2003 - "	38	"2004.06.04"	3559	"1b175d0f-9278-4e04-9fa8-0368e591c5a5"	"COMARTIN, Joe"	"New Democratic Party"	"lawyer"		0	2								""	""	""		""	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
1305	"CHARLESWOOD--ST. JAMES"	"Manitoba"	"2003 - 2004"	38	"2004.06.04"	3561	"1bdc8566-1dd8-4791-b939-3f578dbf780d"	"FLETCHER, Steven John"	"Conservative Party of Canada"	"manager"		0	1								""	"Brazil"	""		""	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"
1317	"WEST NOVA"	"Nova Scotia"	"2003 - "	38	"2004.06.04"	3568	"1e092884-bbf5-4e32-8487-f67996cbd856"	"THIBAULT, Robert"	"Liberal Party of Canada"	"parliamentarian"		1	2			1					""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"9"	"9"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"3"	"3"	"3"	"3"	"2"	"9"	"9"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"9"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"9"	"1"	"2"	"2"	"2"
1220	"SASKATOON--ROSETOWN--BIGGAR"	"Saskatchewan"	"1997 - "	38	"2004.06.04"	3569	"1e7a0863-35c2-4ae6-93db-9f9a11425d40"	"SKELTON, Carol"	"Conservative Party of Canada"	"parliamentarian"		0	2								""	""	""		""	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"
699	"ST. CATHARINES"	"Ontario"	"1966 - "	38	"2004.06.04"	3572	"202393c9-3ceb-44b2-83d3-225122641cd6"	"LASTEWKA, Walt"	"Liberal Party of Canada"	"former senior executive"		0	4			1					""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"9"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"
