Riding.code	Riding	Province	Riding.history	Parliament.no	Term	Id.2	Id	Name	Party.Name	Occupation	Religion	French	Length	switch.check	Ministry	Secretary	Change.party	Temporary.suspended.caucus	Excluded.caucus	Quit.caucus	First.Nations	Country.of.Birth	Note1	Note2	vote.id	H29S1V001	H29S1V002	H29S1V003	H29S1V004	H29S1V005	H29S1V006	H29S1V007	H29S1V008	H29S1V009	H29S1V010	H29S1V011	H29S1V012	H29S1V013	H29S1V014	H29S1V015	H29S1V016	H29S1V017	H29S1V018	H29S1V019	H29S1V020	H29S1V021	H29S1V022	H29S1V023	H29S1V024	H29S1V025	H29S1V026	H29S1V027	H29S1V028	H29S1V029	H29S1V030	H29S1V031	H29S1V032	H29S1V033	H29S1V034	H29S1V035	H29S1V036	H29S1V037	H29S1V038	H29S1V039	H29S1V040	H29S1V041	H29S1V042	H29S1V043	H29S1V044	H29S1V045	H29S1V046	H29S1V047	H29S1V048	H29S1V049	H29S1V050	H29S1V051	H29S1V052	H29S1V053	H29S1V054	H29S1V055	H29S1V056	H29S1V057	H29S1V058	H29S1V059	H29S1V060	H29S1V061	H29S1V062	H29S1V063	H29S1V064	H29S1V065	H29S1V066	H29S1V067	H29S1V068	H29S1V069	H29S1V070	H29S1V071	H29S1V072	H29S1V073	H29S2V001	H29S2V002	H29S2V003	H29S2V004	H29S2V005	H29S2V006	H29S2V007	H29S2V008
671	"SAULT STE. MARIE"	"Ontario"	"1966 - 1987"	29	"1972.10.30"	656	"30d9d056-9c06-4681-82c3-4c033ed9fe9a"	"SYMES, Cyril"	"New Democratic Party"	"Teacher"		0	1								""	""	""		""	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"1"
619	"ROSEDALE"	"Ontario"	"1933 - 1996"	29	"1972.10.30"	666	"3182f9f8-dbee-4324-93f2-30c9df730339"	"MACDONALD, Donald S."	"Liberal Party of Canada"	"Lawyer"		0	5		1						""	""	""		""	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"1"	"1"	"9"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"
113	"CAPE BRETON--EAST RICHMOND"	"Nova Scotia"	"1966 - 1976"	29	"1972.10.30"	675	"31f9003f-61b2-46f3-8583-3537e0560943"	"MACINNIS, Donald"	"Progressive Conservative Party"	"Miner"		0	6								""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"9"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"1"	"2"	"1"	"9"	"9"	"1"	"9"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"2"	"2"	"1"
235	"GASPE"	"Quebec"	"1867 - 1996"	29	"1972.10.30"	680	"3224057b-3ca6-47fc-84bb-7bde43885234"	"CYR, Alexandre"	"Liberal Party of Canada"	"Accountant, businessman, executive, public servant, secretary, secretary-treasurer"		1	3								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"9"	"1"	"1"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"2"
1266	"ST. PAUL'S"	"Ontario"	"1966 - "	29	"1972.10.30"	682	"323ab143-f718-4a06-b5fe-85824f1ac30f"	"ATKEY, Ronald"	"Progressive Conservative Party"	"Lawyer"		0	1								""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"9"	"9"	"2"	"1"	"9"	"9"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"1"	"1"	"1"	"9"	"9"	"2"	"1"
170	"DAVENPORT"	"Ontario"	"1933 - "	29	"1972.10.30"	684	"328b9cb9-24ea-4602-abb8-ff33227c2f3f"	"CACCIA, Charles L."	"Liberal Party of Canada"	"Economist, educator, publisher"		0	2								""	"Italy"	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"9"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"
686	"SIMCOE NORTH"	"Ontario"	"1867 - "	29	"1972.10.30"	686	"329379c4-3b01-4b09-87ba-4c5de970dabc"	"RYNARD, P.B."	"Progressive Conservative Party"	"Physician, surgeon"		0	7								""	""	""		""	"9"	"1"	"1"	"9"	"2"	"2"	"1"	"9"	"2"	"2"	"9"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"9"	"1"	"9"	"1"	"9"	"1"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"9"	"9"	"9"	"1"
814	"WETASKIWIN"	"Alberta"	"1924 - "	29	"1972.10.30"	693	"3303ba00-7497-4aa7-98c2-416104c8fc8e"	"SCHELLENBERGER, Stan"	"Progressive Conservative Party"	"Agrologist"		0	1								""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"2"	"9"	"2"	"1"
265	"HALIFAX--EAST HANTS"	"Nova Scotia"	"1966 - 1976"	29	"1972.10.30"	697	"3339c35a-5f0e-4122-9fb3-eada7d8f5bf7"	"MCCLEAVE, Bob"	"Progressive Conservative Party"	"Dean, editor, journalist, judge, lawyer"		0	6								""	""	""		""	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"9"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"1"	"9"	"1"	"9"	"9"	"1"	"9"	"1"	"1"	"9"	"2"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"9"	"2"	"1"	"1"	"1"	"9"	"9"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"9"	"9"	"1"
483	"NIAGARA FALLS"	"Ontario"	"1952 - "	29	"1972.10.30"	719	"34799ea1-2466-4664-9bdc-f0fabec7dd0d"	"HUEGLIN, Joe"	"Progressive Conservative Party"	"Teacher"		0	1								""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"9"	"1"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"9"	"9"	"2"	"1"
773	"VERDUN"	"Quebec"	"1952 - 1980"	29	"1972.10.30"	730	"356b3da2-aff0-4859-9541-4fdcbaad2a58"	"MACKASEY, Bryce"	"Liberal Party of Canada"	"Businessman, manufacturer, merchant"		0	5								""	""	""		""	"2"	"2"	"2"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"9"	"2"	"9"	"2"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"9"	"2"	"9"	"1"	"2"	"1"	"2"
719	"SWIFT CURRENT--MAPLE CREEK"	"Saskatchewan"	"1953 - 1987"	29	"1972.10.30"	795	"39f68867-1f9e-4a19-9894-90c682509566"	"HAMILTON, Frank"	"Progressive Conservative Party"	"Farmer"		0	1								""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"9"	"9"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"9"	"9"	"1"	"1"	"9"	"1"	"2"	"9"	"2"	"1"
276	"HASTINGS"	"Ontario"	"1966 - 1976"	29	"1972.10.30"	800	"3a444dfc-ebfe-4462-98e9-5143291d49c9"	"ELLIS, Jack"	"Progressive Conservative Party"	"Entrepreneur, manager"		0	1								""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"9"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"
857	"YORKTON--MELVILLE"	"Saskatchewan"	"1966 - "	29	"1972.10.30"	805	"3aa665bd-9be3-4142-bf3c-cb3fa717b0cb"	"NYSTROM, Lorne"	"New Democratic Party"	"Consultant, teacher"		0	2								""	""	""		""	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"
234	"GANDER--TWILLINGATE"	"Newfoundland and Labrador"	"1966 - 1987"	29	"1972.10.30"	806	"3ac86cec-5a1b-424f-8098-fe0934aecbb5"	"LUNDRIGAN, John Howard"	"Progressive Conservative Party"	"Businessman, teacher"		0	2								""	""	""		""	"1"	"1"	"1"	"9"	"2"	"2"	"1"	"9"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"9"	"9"	"2"	"1"	"9"	"1"	"9"	"1"	"1"	"9"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"9"	"1"	"9"	"1"	"9"	"9"	"9"	"1"
1127	"SAINT-HENRI"	"Quebec"	"1952 - 1977"	29	"1972.10.30"	827	"3c8558d4-2824-405e-99e9-65613d269bb4"	"LOISELLE, Gerard"	"Liberal Party of Canada"	"Insurance broker, merchant"		1	7								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"
793	"WELLAND"	"Ontario"	"1867 - 1987"	29	"1972.10.30"	830	"3ca9b13a-9911-49c9-9d54-63d20792b80a"	"RAILTON, Victor"	"Liberal Party of Canada"	"Physician, surgeon"		0	1								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"
233	"GAMELIN"	"Quebec"	"1966 - 1987"	29	"1972.10.30"	839	"3d803f27-9b53-40ed-b0a1-c836c7b6b0b3"	"PORTELANCE, Arthur"	"Liberal Party of Canada"	"Businessman, sales representative"		1	2								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"9"	"1"	"2"	"1"	"1"	"2"	"9"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"
205	"EGMONT"	"Prince Edward Island"	"1966 - "	29	"1972.10.30"	844	"3dca74f6-5eb5-4526-befa-b79d37632453"	"MACDONALD, David Samuel Horne"	"Progressive Conservative Party"	"Author, clergyperson"		0	3								""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"1"
708	"STORMONT--DUNDAS"	"Ontario"	"1966 - 1999"	29	"1972.10.30"	849	"3e0d75d7-a08d-413b-9413-e6054d79e797"	"LAMOUREUX, Lucien"	"Independent"	"Barrister, lawyer"		1	5								""	""	""		""	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
1119	"MOUNT ROYAL"	"Quebec"	"1966 - 1987"	29	"1972.10.30"	857	"3e66b4c9-6dae-4083-8d96-5d3f94979e94"	"TRUDEAU, Pierre-Elliott"	"Liberal Party of Canada"	"Lawyer, professor of law, writer"		1	3		1						""	""	""		""	"2"	"2"	"2"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"9"	"9"	"1"	"1"	"2"	"1"	"9"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"2"
764	"VANCOUVER SOUTH"	"British Columbia"	"1914 - 1996"	29	"1972.10.30"	884	"402c56ca-0019-4905-903e-4ab16649e19b"	"FRASER, John A."	"Progressive Conservative Party"	"Barrister, barrister and solicitor, lawyer, military, military"		0	1								""	"Japan"	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"2"	"2"	"1"
219	"ETOBICOKE"	"Ontario"	"1966 - 1976"	29	"1972.10.30"	910	"42384049-a834-4ef3-a8b5-1d7a39c20ca8"	"GILLESPIE, Alastair"	"Liberal Party of Canada"	"Business executive"		1	2		1						""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"2"
731	"TIMISKAMING"	"Ontario"	"1933 - 1993"	29	"1972.10.30"	958	"451d41d6-6f60-40ef-87f1-bd1aea75e8c2"	"PETERS, Arnold"	"New Democratic Party"	"Miner, representative"		0	7								""	""	""		""	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"2"	"9"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"9"	"1"	"1"
273	"HAMILTON--WENTWORTH"	"Ontario"	"1966 - 1996"	29	"1972.10.30"	964	"45766eab-c243-496b-957b-1b69003756ee"	"O'SULLIVAN, Sean"	"Progressive Conservative Party"	"Executive assistant, journalist"		0	1								""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"
373	"LAPOINTE"	"Quebec"	"1947 - 1976"	29	"1972.10.30"	967	"45bcd670-d606-46f3-9335-bd4e5300b1a3"	"MARCEAU, Gilles"	"Liberal Party of Canada"	"Lawyer"		1	2			1					""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"9"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"
819	"WINDSOR--WALKERVILLE"	"Ontario"	"1966 - 1987"	29	"1972.10.30"	1027	"4b34370d-5e62-4479-a0b0-7bd3a601fef1"	"MACGUIGAN, Mark"	"Liberal Party of Canada"	"Professor of law"		0	2			1					""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"9"	"9"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"
396	"LEVIS"	"Quebec"	"1867 - 1998"	29	"1972.10.30"	1060	"4e0d6776-0998-4c61-bba2-59461547d946"	"GUAY, Raynald"	"Liberal Party of Canada"	"Lawyer"		1	4			1					""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"9"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"9"	"1"	"2"	"1"	"1"	"2"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"
818	"WINDSOR WEST"	"Ontario"	"1966 - "	29	"1972.10.30"	1062	"4e3a9e68-a6fb-4e24-9458-cfe2e836c8bc"	"GRAY, Herb"	"Liberal Party of Canada"	"Lawyer"		0	5		1						""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"9"	"1"	"2"
