Riding.code	Riding	Province	Riding.history	Parliament.no	Term	Id.2	Id	Name	Party.Name	Occupation	Religion	French	Length	switch.check	Ministry	Secretary	Change.party	Temporary.suspended.caucus	Excluded.caucus	Quit.caucus	First.Nations	Country.of.Birth	Note1	Note2	vote.id	H29S1V001	H29S1V002	H29S1V003	H29S1V004	H29S1V005	H29S1V006	H29S1V007	H29S1V008	H29S1V009	H29S1V010	H29S1V011	H29S1V012	H29S1V013	H29S1V014	H29S1V015	H29S1V016	H29S1V017	H29S1V018	H29S1V019	H29S1V020	H29S1V021	H29S1V022	H29S1V023	H29S1V024	H29S1V025	H29S1V026	H29S1V027	H29S1V028	H29S1V029	H29S1V030	H29S1V031	H29S1V032	H29S1V033	H29S1V034	H29S1V035	H29S1V036	H29S1V037	H29S1V038	H29S1V039	H29S1V040	H29S1V041	H29S1V042	H29S1V043	H29S1V044	H29S1V045	H29S1V046	H29S1V047	H29S1V048	H29S1V049	H29S1V050	H29S1V051	H29S1V052	H29S1V053	H29S1V054	H29S1V055	H29S1V056	H29S1V057	H29S1V058	H29S1V059	H29S1V060	H29S1V061	H29S1V062	H29S1V063	H29S1V064	H29S1V065	H29S1V066	H29S1V067	H29S1V068	H29S1V069	H29S1V070	H29S1V071	H29S1V072	H29S1V073	H29S2V001	H29S2V002	H29S2V003	H29S2V004	H29S2V005	H29S2V006	H29S2V007	H29S2V008
348	"KOOTENAY WEST"	"British Columbia"	"1914 - 1987"	29	"1972.10.30"	256	"131eb8c4-6114-4183-b95c-a880e7df7c20"	"HARDING, Randolph"	"New Democratic Party"	"Teacher"		0	2								""	""	""		""	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"
675	"SELKIRK"	"Manitoba"	"1871 - 1976"	29	"1972.10.30"	278	"14b8528d-56b3-4272-9ac2-de49e097a546"	"ROWLAND, Doug"	"New Democratic Party"	"Lecturer"		0	2								""	""	""		""	"2"	"2"	"2"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"1"	"2"	"2"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"1"
229	"FRONTENAC"	"Quebec"	"1966 - 1996"	29	"1972.10.30"	288	"156d50ac-f2b6-4e00-9486-25a021073f58"	"CORRIVEAU, Leopold"	"Liberal Party of Canada"	"Electrician"		1	2			1					""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"9"	"9"	"1"	"1"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"1"	"2"
145	"CHURCHILL"	"Manitoba"	"1933 - "	29	"1972.10.30"	290	"15abe081-1a11-44d3-9cf4-8f3ff74f9799"	"TAYLOR, Keith"	"Progressive Conservative Party"	"Barrister and solicitor, lawyer"		0	1								""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"9"	"9"	"1"	"1"	"2"	"1"	"9"	"1"	"1"	"1"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"1"
359	"LAFONTAINE"	"Quebec"	"1947 - 1975"	29	"1972.10.30"	300	"1661530f-99fc-4f18-b268-71c6e2d0459c"	"LACHANCE, Georges.-C."	"Liberal Party of Canada"	"Lawyer"		1	5								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"9"	"2"	"9"	"1"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"
852	"YORK--SIMCOE"	"Ontario"	"1966 - 1976"	29	"1972.10.30"	306	"16a83649-a500-44eb-8adb-2cc0fac9b495"	"STEVENS, Sinclair"	"Progressive Conservative Party"	"Barrister and solicitor, businessman, financier, journalist, lawyer"		0	1								""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"
629	"SAINT JOHN--LANCASTER"	"New Brunswick"	"1966 - 1976"	29	"1972.10.30"	317	"175a30ca-697f-4e88-925e-3ffebf19ea5f"	"BELL, Tom"	"Progressive Conservative Party"	"Barrister, lawyer"		0	8								""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"
1125	"SAINT-DENIS"	"Quebec"	"1952 - 1996"	29	"1972.10.30"	375	"1b89a5d2-5388-4d19-922f-3ddad9230807"	"PRUD'HOMME, Marcel"	"Liberal Party of Canada"	"Lawyer, political scientist"		1	4			1					""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"
712	"SUDBURY"	"Ontario"	"1947 - "	29	"1972.10.30"	385	"1c84ed8e-0b0a-441b-a324-bedff3f898fc"	"JEROME, Jim"	"Liberal Party of Canada"	"Lawyer"		0	2								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"1"	"9"	"2"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"9"	"2"	"2"	"1"	"9"	"1"	"2"
236	"GATINEAU"	"Quebec"	"1947 - 1987"	29	"1972.10.30"	403	"1dcbb902-9889-492c-aa19-461daa304147"	"CLERMONT, Gaston"	"Liberal Party of Canada"	"Businessman, executive, manager"		1	5								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"
406	"LONGUEUIL"	"Quebec"	"1952 - 2004"	29	"1972.10.30"	418	"1e8059eb-f311-4c36-9bda-9a35e6d005da"	"OLIVIER, Jacques"	"Liberal Party of Canada"	"Automobile dealer, businessman, labour relations officer"		1	1								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"1"	"9"	"9"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"2"	"1"	"2"
533	"PARKDALE"	"Ontario"	"1914 - 1976"	29	"1972.10.30"	428	"1f6ad92a-d937-48f3-9640-2bd76aa82544"	"HAIDASZ, Stanley"	"Liberal Party of Canada"	"Physician"		0	6		1						""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"9"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"2"
201	"EDMONTON WEST"	"Alberta"	"1914 - 1987"	29	"1972.10.30"	446	"2094cd47-759f-4f54-8d75-9da36dd888a2"	"LAMBERT, Marcel"	"Progressive Conservative Party"	"Lawyer"		1	7								""	""	""		""	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"9"	"2"	"2"	"1"
150	"COCHRANE"	"Ontario"	"1933 - 1976"	29	"1972.10.30"	448	"20a77e7a-c701-44f6-853b-e47770dc7fff"	"STEWART, Ralph W."	"Liberal Party of Canada"	"Advisor on bilingualism in the public service, consultant in management and in government affairs, orchestra conductor, public servant"		0	2								""	""	""		""	"2"	"2"	"2"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"9"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"
845	"YORK EAST"	"Ontario"	"1933 - 1987"	29	"1972.10.30"	460	"21912317-05ad-4785-a313-59edc349709d"	"ARROL, Ian"	"Progressive Conservative Party"	"Teacher"		0	1								""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"
1141	"ATHABASCA"	"Alberta"	"1966 - 2004"	29	"1972.10.30"	479	"22fc9587-155c-4a94-bbbf-5938153a44db"	"YEWCHUK, Paul"	"Progressive Conservative Party"	"Physician, surgeon"		0	2								""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"1"	"9"	"1"	"2"	"1"	"2"	"1"	"9"	"1"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"
13	"ANNAPOLIS VALLEY"	"Nova Scotia"	"1966 - 1976"	29	"1972.10.30"	481	"233615e5-2efe-4c21-add7-fe0441115d79"	"NOWLAN, Pat"	"Progressive Conservative Party"	"Barrister, lawyer"		0	3								""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"1"	"9"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"1"
218	"ESSEX--WINDSOR"	"Ontario"	"1972 - 1996"	29	"1972.10.30"	492	"23fe2e19-4f64-4dd6-9bdb-7f6984a01ded"	"WHELAN, Eugene"	"Liberal Party of Canada"	"Farmer, politician"		0	5		1						""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"9"	"1"	"1"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"2"	"9"	"2"	"1"	"2"	"1"	"2"
521	"OTTAWA EAST"	"Ontario"	"1933 - 1973"	29	"1972.10.30"	516	"26223e14-510e-4dcb-8a95-e4483fb87b9e"	"GAUTHIER, Jean-Robert"	"Liberal Party of Canada"	"Chiropractor"		1	1								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"
716	"SURREY--WHITE ROCK"	"British Columbia"	"1971 - 1976"	29	"1972.10.30"	537	"279663fb-c05e-4f76-934e-36da39af24a9"	"MATHER, Barry"	"New Democratic Party"	"Columnist, journalist"		0	5								""	""	""		""	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"2"	"1"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"1"
388	"LEEDS"	"Ontario"	"1903 - 1976"	29	"1972.10.30"	554	"28c4f9db-9b1e-4f9a-a2bb-543630f591c8"	"COSSITT, Tom"	"Progressive Conservative Party"	"Business executive, businessman, executive"		0	1								""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"9"	"9"	"1"	"1"	"2"	"9"	"9"	"1"	"9"	"1"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"2"	"1"
108	"CAPE BRETON HIGHLANDS--CANSO"	"Nova Scotia"	"1966 - 1996"	29	"1972.10.30"	560	"29120c21-7fca-48fe-bd93-53ba86e83429"	"MACEACHEN, Allan Joseph"	"Liberal Party of Canada"	"Economist, professor"		0	7		1						""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"
651	"SAINT-MAURICE"	"Quebec"	"1966 - 2003"	29	"1972.10.30"	581	"2aa8c3e9-f46e-4c78-b9ff-04bec0ed5050"	"CHRETIEN, Jean"	"Liberal Party of Canada"	"Lawyer"		1	4		1						""	""	""		""	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"9"	"1"	"2"	"1"	"9"	"9"	"9"	"1"	"2"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"2"
769	"VEGREVILLE"	"Alberta"	"1924 - 1996"	29	"1972.10.30"	582	"2ab82d94-802a-482b-afff-5b9d30277acd"	"MAZANKOWSKI, Don"	"Progressive Conservative Party"	"Businessman"		0	2								""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"9"	"1"	"9"	"1"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"2"	"2"	"1"
723	"TERREBONNE"	"Quebec"	"1867 - 1996"	29	"1972.10.30"	586	"2afe8a2e-6c8a-4430-814a-98507dc61d01"	"COMTOIS, J.-Roland"	"Liberal Party of Canada"	"Military, professional engineer, reservist"		1	3			1					""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"9"	"2"	"1"	"1"	"2"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"
4	"AHUNTSIC"	"Quebec"	"1966 - 1976"	29	"1972.10.30"	589	"2b7e4f6a-94db-4cf6-b09b-91946d9d0511"	"SAUVE, Jeanne"	"Liberal Party of Canada"	"Journalist"		1	1		1						""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"9"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"9"	"2"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"2"
811	"WESTMORLAND--KENT"	"New Brunswick"	"1966 - 1987"	29	"1972.10.30"	598	"2c59ff15-0f47-43c6-8c66-2693d08ea867"	"LEBLANC, Romeo-Adrien"	"Liberal Party of Canada"	"Correspondent, journalist, lecturer, professor"		1	1								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"1"	"1"	"9"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"
143	"CHICOUTIMI"	"Quebec"	"1924 - 2000"	29	"1972.10.30"	605	"2cfa19d1-38d7-43de-ae78-92beab14fc1e"	"LANGLOIS, Paul"	"Liberal Party of Canada"	"Businessman, industrialist"		1	3								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"
523	"OTTAWA--CARLETON"	"Ontario"	"1966 - 1987"	29	"1972.10.30"	613	"2d6cfb9d-1d91-419c-835b-2bc796126fab"	"TURNER, John"	"Liberal Party of Canada"	"Lawyer"		0	5		1						""	"England"	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"1"	"1"	"9"	"1"	"1"	"2"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"
