vote_number,date,subject,bill_number,result,yeas,nays,paired
1108,2019-03-20T19:24:37,Concurrence in an opposed item,,Agreed To,105,35,6
1107,2019-03-20T19:23:19,Concurrence in an opposed item,,Agreed To,102,31,6
1106,2019-03-20T19:22:34,Concurrence in an opposed item,,Agreed To,100,24,6
1105,2019-03-20T19:21:15,Concurrence in an opposed item,,Agreed To,98,24,6
1104,2019-03-20T19:20:54,Concurrence in an opposed item,,Agreed To,98,20,6
1103,2019-03-20T19:19:46,Concurrence in an opposed item,,Agreed To,94,24,6
1102,2019-03-20T19:18:44,Concurrence in an opposed item,,Agreed To,92,25,6
1101,2019-03-20T19:17:42,Concurrence in an opposed item,,Agreed To,89,30,6
1100,2019-03-20T19:16:40,Concurrence in an opposed item,,Agreed To,86,38,6
1099,2019-03-20T19:15:52,Concurrence in an opposed item,,Agreed To,90,36,6
1098,2019-03-20T19:14:50,Concurrence in an opposed item,,Agreed To,88,41,6
1097,2019-03-20T19:13:47,Concurrence in an opposed item,,Agreed To,97,40,6
1096,2019-03-20T19:12:45,Concurrence in an opposed item,,Agreed To,95,39,6
1095,2019-03-20T19:11:08,Concurrence in an opposed item,,Agreed To,100,42,6
1094,2019-03-20T19:10:07,Concurrence in an opposed item,,Agreed To,104,43,6
1093,2019-03-20T19:09:05,Concurrence in an opposed item,,Agreed To,97,43,6
1092,2019-03-20T19:08:59,Concurrence in an opposed item,,Agreed To,100,45,6
1091,2019-03-20T19:07:59,Concurrence in an opposed item,,Agreed To,99,46,6
1090,2019-03-20T19:06:57,Concurrence in an opposed item,,Agreed To,92,47,6
1089,2019-03-20T19:05:55,Concurrence in an opposed item,,Agreed To,93,49,6
1088,2019-03-20T19:04:40,Concurrence in an opposed item,,Agreed To,92,43,6
1087,2019-03-20T19:03:44,Concurrence in an opposed item,,Agreed To,90,44,6
1086,2019-03-20T19:02:05,Concurrence in an opposed item,,Agreed To,98,48,6
1085,2019-03-20T19:01:15,Concurrence in an opposed item,,Agreed To,98,47,6
1084,2019-03-20T19:00:21,Concurrence in an opposed item,,Agreed To,96,46,6
1083,2019-03-20T18:59:20,Concurrence in an opposed item,,Agreed To,88,49,6
1082,2019-03-20T18:58:50,Concurrence in an opposed item,,Agreed To,106,43,6
1081,2019-03-20T18:57:40,Concurrence in an opposed item,,Agreed To,100,39,6
1080,2019-03-20T18:56:10,Concurrence in an opposed item,,Agreed To,119,41,6
1079,2019-03-20T18:55:38,Concurrence in an opposed item,,Agreed To,129,41,6
1078,2019-03-20T18:54:41,Concurrence in an opposed item,,Agreed To,152,46,6
1077,2019-03-20T18:53:32,Concurrence in an opposed item,,Agreed To,149,71,6
1076,2019-03-20T18:52:20,Concurrence in an opposed item,,Agreed To,87,23,6
1075,2019-03-20T18:51:00,Concurrence in an opposed item,,Agreed To,108,28,6
1074,2019-03-20T18:50:31,"3rd reading and adoption of Bill C-95, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2019",C-95,Agreed To,118,42,6
1073,2019-03-20T18:04:01,"Concurrence at report stage of Bill C-95, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2019",C-95,Agreed To,123,41,6
1072,2019-03-20T17:59:30,"2nd reading of Bill C-95, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2019",C-95,Agreed To,115,71,6
1071,2019-03-20T18:48:13,Concurrence in estimates,,Agreed To,104,75,6
1070,2019-03-20T18:46:11,Concurrence in an opposed item,,Agreed To,121,54,6
1069,2019-03-20T18:45:44,Concurrence in an opposed item,,Agreed To,131,46,6
1068,2019-03-20T18:44:41,Concurrence in an opposed item,,Agreed To,132,46,6
1067,2019-03-20T18:43:15,Concurrence in an opposed item,,Agreed To,124,41,6
1066,2019-03-20T18:42:34,Concurrence in an opposed item,,Agreed To,127,40,6
1065,2019-03-20T18:41:21,Concurrence in an opposed item,,Agreed To,131,41,6
1064,2019-03-20T18:40:07,Concurrence in an opposed item,,Agreed To,131,47,6
1063,2019-03-20T18:39:44,Concurrence in an opposed item,,Agreed To,129,51,6
1062,2019-03-20T18:38:57,Concurrence in an opposed item,,Agreed To,127,49,6
1061,2019-03-20T18:37:33,Concurrence in an opposed item,,Agreed To,125,50,6
1060,2019-03-20T18:17:07,Concurrence in an opposed item,,Agreed To,123,51,6
1059,2019-03-20T18:14:55,Concurrence in an opposed item,,Agreed To,122,48,6
1058,2019-03-20T18:34:20,Concurrence in an opposed item,,Agreed To,131,49,6
1057,2019-03-20T18:33:48,Concurrence in an opposed item,,Agreed To,137,48,6
1056,2019-03-20T18:47:18,Concurrence in an opposed item,,Agreed To,122,68,6
1055,2019-03-20T18:31:46,Concurrence in an opposed item,,Agreed To,138,49,6
1054,2019-03-20T18:30:16,Concurrence in an opposed item,,Agreed To,143,48,6
1053,2019-03-20T18:52:04,Concurrence in an opposed item,,Agreed To,142,46,6
1052,2019-03-20T18:28:39,Concurrence in an opposed item,,Agreed To,134,68,6
1051,2019-03-20T18:27:03,Concurrence in an opposed item,,Agreed To,169,58,6
1050,2019-03-20T18:26:00,Concurrence in an opposed item,,Agreed To,141,64,6
1049,2019-03-20T18:25:26,Concurrence in an opposed item,,Agreed To,137,60,6
1048,2019-03-20T18:24:19,Concurrence in an opposed item,,Agreed To,119,57,6
1047,2019-03-20T18:23:47,Concurrence in an opposed item,,Agreed To,114,58,6
1046,2019-03-20T18:22:30,Concurrence in an opposed item,,Agreed To,119,57,6
1045,2019-03-20T18:21:34,Concurrence in an opposed item,,Agreed To,121,59,6
1044,2019-03-20T18:20:35,Concurrence in an opposed item,,Agreed To,120,53,6
1043,2019-03-20T18:19:01,Concurrence in an opposed item,,Agreed To,119,49,6
1042,2019-03-20T18:18:53,Concurrence in an opposed item,,Agreed To,143,50,6
1041,2019-03-20T18:17:14,Concurrence in an opposed item,,Agreed To,139,51,6
1040,2019-03-20T18:16:45,Concurrence in an opposed item,,Agreed To,134,50,6
1039,2019-03-20T18:15:08,Concurrence in an opposed item,,Agreed To,136,49,6
1038,2019-03-20T18:14:32,Concurrence in an opposed item,,Agreed To,129,52,6
1037,2019-03-20T18:13:37,Concurrence in an opposed item,,Agreed To,141,49,6
1036,2019-03-20T18:12:31,Concurrence in an opposed item,,Agreed To,138,53,6
1035,2019-03-20T18:11:33,Concurrence in an opposed item,,Agreed To,135,51,6
1034,2019-03-20T18:10:59,Concurrence in an opposed item,,Agreed To,139,54,6
1033,2019-03-20T18:09:35,Concurrence in an opposed item,,Agreed To,150,53,6
1032,2019-03-20T18:08:32,Concurrence in an opposed item,,Agreed To,154,48,6
1031,2019-03-20T18:07:15,Concurrence in an opposed item,,Agreed To,152,53,6
1030,2019-03-20T18:06:43,Concurrence in an opposed item,,Agreed To,146,51,6
1029,2019-03-20T18:05:31,Concurrence in an opposed item,,Agreed To,145,50,6
1028,2019-03-20T18:04:43,Concurrence in an opposed item,,Agreed To,143,50,6
1027,2019-03-20T18:03:06,Concurrence in an opposed item,,Agreed To,139,48,6
1026,2019-03-20T18:02:43,Concurrence in an opposed item,,Agreed To,143,47,6
1025,2019-03-20T18:01:24,Concurrence in an opposed item,,Agreed To,148,48,6
1024,2019-03-20T18:00:08,Concurrence in an opposed item,,Agreed To,152,50,6
1023,2019-03-20T17:59:46,Concurrence in an opposed item,,Agreed To,157,53,6
1022,2019-03-20T17:58:18,Concurrence in an opposed item,,Agreed To,168,52,6
1021,2019-03-20T17:57:35,Concurrence in an opposed item,,Agreed To,165,53,6
1020,2019-03-20T17:56:17,Concurrence in an opposed item,,Agreed To,158,53,6
1019,2019-03-20T17:55:32,Concurrence in an opposed item,,Agreed To,158,52,6
1018,2019-03-20T17:54:53,Concurrence in an opposed item,,Agreed To,158,52,6
1017,2019-03-20T17:53:51,Concurrence in an opposed item,,Agreed To,163,52,6
1016,2019-03-20T17:52:13,Concurrence in an opposed item,,Agreed To,166,50,6
1015,2019-03-20T17:51:42,Concurrence in an opposed item,,Agreed To,174,45,6
1014,2019-03-20T17:50:11,Concurrence in an opposed item,,Agreed To,172,41,6
1013,2019-03-20T17:49:24,Concurrence in an opposed item,,Agreed To,186,45,6
1012,2019-03-20T17:48:33,Concurrence in an opposed item,,Agreed To,192,52,6
1011,2019-03-20T17:47:39,Concurrence in an opposed item,,Agreed To,192,89,6
1010,2019-03-20T17:45:07,Concurrence in an opposed item,,Agreed To,201,93,6
1009,2019-03-20T17:46:11,"3rd reading and adoption of Bill C-369, An Act to amend the Bills of Exchange Act, the Interpretation Act and the Canada Labour Code (National Day for Truth and Reconciliation)",C-369,Agreed To,211,87,6
1008,2019-03-20T17:44:52,Opposition Motion (Resignation from Cabinet of the Member for Vancouver Granville),,Negatived,134,160,6
1007,2019-03-19T16:25:48,Government Business No. 27 (Instruction to FOPO regarding Bill S-203),S-203,Negatived,85,222,6
1006,2019-03-18T19:45:00,"3rd reading and adoption of Bill C-83, An Act to amend the Corrections and Conditional Release Act and another Act",C-83,Agreed To,167,123,4
1005,2019-03-18T18:28:22,Motion to adjourn the debate,,Agreed To,194,85,4
1004,2019-03-18T12:05:41,"Concurrence at report stage of Bill C-84, An Act to amend the Criminal Code (bestiality and animal fighting)",C-84,Agreed To,284,0,4
1003,2019-02-27T15:15:00,Private Members' Business M-206 (Instruction to the Standing Committee on Health (level of fitness and physical activity of youth)),,Agreed To,257,36,2
1002,2019-02-27T15:05:00,"Private Members' Business M-194 (Instruction to the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities (precarious employment in Canada))",,Agreed To,293,0,2
1001,2019-02-26T18:45:33,"Concurrence at report stage of Bill C-83, An Act to amend the Corrections and Conditional Release Act and another Act",C-83,Agreed To,164,122,4
1000,2019-02-26T18:35:17,"Bill C-83, An Act to amend the Corrections and Conditional Release Act and another Act (report stage amendment)",C-83,Agreed To,169,117,4
999,2019-02-26T18:25:18,"Bill C-83, An Act to amend the Corrections and Conditional Release Act and another Act (report stage amendment)",C-83,Agreed To,203,83,4
998,2019-02-26T18:15:32,"Bill C-83, An Act to amend the Corrections and Conditional Release Act and another Act (report stage amendment)",C-83,Negatived,122,162,4
997,2019-02-26T11:15:08,"Tme allocation for Bill ,",,Agreed To,166,120,4
996,2019-02-26T10:30:25,Motion to proceed to Orders of the Day,,Agreed To,166,111,4
995,2019-02-25T18:30:49,Opposition Motion (Appearance of the Prime Minister before the Standing Committee on Justice and Human Rights),,Negatived,106,155,2
994,2019-02-20T18:35:06,"2nd reading of Bill C-91, An Act respecting Indigenous languages",C-91,Agreed To,279,1,4
993,2019-02-20T16:45:00,"Time allocation for Bill C-91, An Act respecting Indigenous languages",C-91,Agreed To,158,120,4
992,2019-02-20T15:10:09,Opposition Motion (Political interference allegations),,Negatived,134,160,4
991,2019-02-20T15:00:23,Opposition Motion (Political interference allegations) (amendment),,Negatived,133,159,4
990,2019-02-06T17:55:10,Opposition Motion (Single tax return in Quebec),,Negatived,80,191,2
989,2019-02-06T15:30:20,"Time allocation for Bill C-78, An Act to amend the Divorce Act, the Family Orders and Agreements Enforcement Assistance Act and the Garnishment, Attachment and Pension Diversion Act and to make consequential amendments to another Act",C-78,Agreed To,163,106,2
988,2019-02-05T15:10:47,Opposition Motion (Taxes),,Negatived,77,217,2
987,2019-02-05T15:00:11,Opposition Motion (Canada’s housing crisis),,Negatived,46,248,2
986,2019-01-29T17:40:39,"Motion respecting Senate amendments to Bill C-57, An Act to amend the Federal Sustainable Development Act",C-57,Agreed To,165,127,0
985,2019-01-29T17:30:30,Opposition Motion (Plan to eliminate the deficit),,Negatived,82,212,0
984,2018-12-13T15:35:37,"Motion respecting Senate amendments to Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments",C-76,Agreed To,257,0,2
983,2018-12-13T15:25:17,"Motion respecting Senate amendments to Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (amendment)",C-76,Negatived,68,189,2
982,2018-12-13T15:15:36,Motion for the production of papers P-15 (Documents pertaining to the reception at the residence of the High Commissioner of Canada in India),,Negatived,97,163,2
981,2018-12-13T19:00:00,"Time allocation for Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments",C-76,Agreed To,167,98,2
980,2018-12-12T16:03:09,Motion to proceed to Orders of the Day,,Agreed To,165,107,2
979,2018-12-12T15:15:32,"Private Members' Business M-163 (Women, Peace and Security Ambassador)",,Agreed To,212,84,2
978,2018-12-11T11:30:28,"Time allocation for Bill C-21, An Act to amend the Customs Act",C-21,Agreed To,164,120,2
977,2018-12-10T18:05:22,"Motion respecting Senate amendments to Bill C-51, An Act to amend the Criminal Code and the Department of Justice Act and to make consequential amendments to another Act",C-51,Agreed To,240,35,4
976,2018-12-10T13:00:02,"Time allocation for Bill C-51, An Act to amend the Criminal Code and the Department of Justice Act and to make consequential amendments to another Act",C-51,Agreed To,152,94,0
975,2018-12-05T16:20:04,"2nd reading of Bill C-392, An Act to amend the Aeronautics Act, the Fishing and Recreational Harbours Act and other Acts (application of provincial law)",C-392,Negatived,46,236,4
974,2018-12-05T16:10:00,Private Members' Business M-151 (National strategy to combat plastic pollution),,Agreed To,288,0,4
973,2018-12-05T16:00:00,18th Report of the Standing Committee on Citizenship and Immigration,,Agreed To,290,0,4
972,2018-12-05T15:50:02,"3rd reading and adoption of Bill C-90, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2019",C-90,Agreed To,157,134,4
971,2018-12-05T15:40:46,"Concurrence at report stage of Bill C-90, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2019",C-90,Agreed To,157,134,4
970,2018-12-05T15:30:00,"2nd reading of Bill C-90, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2019",C-90,Agreed To,157,133,4
969,2018-12-05T15:20:03,Concurrence in estimates,,Agreed To,157,131,4
968,2018-12-05T15:10:00,Opposition Motion (Failed economic policies of the government),,Negatived,85,205,4
967,2018-12-03T19:15:48,"3rd reading and adoption of Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures",C-86,Agreed To,163,113,0
966,2018-12-03T19:05:00,"3rd reading and adoption of Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures",C-86,Agreed To,169,108,0
965,2018-12-03T18:55:03,"Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures (recommittal to a committee)",C-86,Negatived,115,162,0
964,2018-12-03T18:45:00,"3rd reading and adoption of Bill C-75, An Act to amend the Criminal Code, the Youth Criminal Justice Act and other Acts and to make consequential amendments to other Acts",C-75,Agreed To,167,106,0
963,2018-11-28T15:30:48,"2nd reading of Bill C-405, An Act to amend the Pension Benefits Standards Act, 1985 and the Companies’ Creditors Arrangement Act (pension plans)",C-405,Negatived,81,205,0
962,2018-11-28T15:20:04,"Private Members' Business M-177 (Instruction to the Standing Committee on Transport, Infrastructure and Communities (Canadian flight training schools))",,Agreed To,288,0,0
961,2018-11-28T15:10:07,"Private Members' Business M-177 (Instruction to the Standing Committee on Transport, Infrastructure and Communities (Canadian flight training schools)) (amendment)",,Negatived,45,240,0
960,2018-11-27T19:35:00,"3rd reading and adoption of Bill C-81, An Act to ensure a barrier-free Canada",C-81,Agreed To,278,0,0
959,2018-11-27T19:25:00,"Bill C-81, An Act to ensure a barrier-free Canada (recommittal to a committee)",C-81,Negatived,115,163,0
958,2018-11-27T19:15:00,"Concurrence at report stage of Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures",C-86,Agreed To,156,123,0
957,2018-11-27T19:05:00,"Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures (report stage amendment)",C-86,Negatived,79,200,0
956,2018-11-27T18:55:00,"Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures (report stage amendment)",C-86,Negatived,79,200,0
955,2018-11-27T18:45:00,"Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures (report stage amendment)",C-86,Negatived,79,200,0
954,2018-11-27T18:35:00,"Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures (report stage amendment)",C-86,Negatived,79,200,0
953,2018-11-27T18:25:00,"Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures (report stage amendment)",C-86,Negatived,79,200,0
952,2018-11-27T18:15:00,"Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures (report stage amendment)",C-86,Negatived,79,200,0
951,2018-11-27T11:15:15,"Time allocation for Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures",C-86,Agreed To,156,115,0
950,2018-11-24T01:55:49,"3rd reading and adoption of Bill C-89, An Act to provide for the resumption and continuation of postal services",C-89,Agreed To,166,43,8
949,2018-11-24T01:20:02,"3rd reading and adoption of Bill C-89, An Act to provide for the resumption and continuation of postal services (amendment)",C-89,Negatived,37,169,8
948,2018-11-23T21:05:36,"2nd reading of Bill C-89, An Act to provide for the resumption and continuation of postal services",C-89,Agreed To,140,17,8
947,2018-11-23T20:25:05,Government Business No. 25 (Proceedings on a bill entitled An Act to provide for the resumption and continuation of postal services),,Agreed To,173,13,8
946,2018-11-23T20:15:07,Government Business No. 25 (Proceedings on a bill entitled An Act to provide for the resumption and continuation of postal services) (amendment),,Negatived,38,172,8
945,2018-11-23T12:12:45,Motion to proceed to Orders of the Day,,Agreed To,161,63,8
944,2018-11-23T11:05:07,Motion for closure,,Agreed To,162,70,8
943,2018-11-22T10:40:32,Motion to proceed to Orders of the Day,,Agreed To,153,106,0
942,2018-11-21T17:00:06,Private Members' Business M-189 (Organ and tissue donation),,Agreed To,267,0,0
941,2018-11-20T18:15:24,"Concurrence at report stage of Bill C-75, An Act to amend the Criminal Code, the Youth Criminal Justice Act and other Acts and to make consequential amendments to other Acts",C-75,Agreed To,175,118,0
940,2018-11-20T18:05:53,"Bill C-75, An Act to amend the Criminal Code, the Youth Criminal Justice Act and other Acts and to make consequential amendments to other Acts (report stage amendment)",C-75,Negatived,118,176,0
939,2018-11-20T15:00:53,Opposition Motion (Return to a balanced budget),,Negatived,85,211,0
938,2018-11-20T11:20:05,"Time allocation for Bill C-75, An Act to amend the Criminal Code, the Youth Criminal Justice Act and other Acts and to make consequential amendments to other Acts",C-75,Agreed To,168,119,0
937,2018-11-07T19:25:16,"2nd reading of Bill C-393, An Act to amend the Canadian Multiculturalism Act (non-application in Quebec)",C-393,Negatived,10,263,2
936,2018-11-07T19:15:50,"2nd reading of Bill C-316, An Act to amend the Canada Revenue Agency Act (organ donors)",C-316,Agreed To,272,0,2
935,2018-11-07T19:05:26,"3rd reading and adoption of Bill C-376, An Act to designate the month of April as Sikh Heritage Month",C-376,Agreed To,273,0,2
934,2018-11-07T18:55:43,"3rd reading and adoption of Bill C-375, An Act to amend the Criminal Code (presentence report)",C-375,Agreed To,198,76,2
933,2018-11-07T18:45:22,"2nd reading of Bill C-85, An Act to amend the Canada-Israel Free Trade Agreement Implementation Act and to make related amendments to other Acts",C-85,Agreed To,270,1,2
932,2018-11-06T18:45:20,"2nd reading of Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures",C-86,Agreed To,167,129,0
931,2018-11-06T18:35:36,"2nd reading of Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures",C-86,Agreed To,175,121,0
930,2018-11-06T18:25:12,"2nd reading of Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures (reasoned amendment)",C-86,Negatived,83,212,0
929,2018-11-06T15:10:00,Opposition Motion (Service Standards for Canadian Veterans),,Agreed To,301,0,0
928,2018-11-06T11:47:31,"Time allocation for Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures",C-86,Agreed To,165,125,0
927,2018-11-06T10:36:59,Motion to proceed to Orders of the Day,,Agreed To,170,114,0
926,2018-11-01T10:45:18,Motion to proceed to Orders of the Day,,Agreed To,144,108,0
925,2018-10-31T17:06:13,Motion to adjourn the House,,Negatived,77,164,0
924,2018-10-30T18:15:19,Private Members' Business M-155 (Filipino Heritage Month),,Agreed To,290,0,2
923,2018-10-30T18:05:24,Private Members' Business M-161 (Instruction to the Standing Committee on Public Safety and National Security (Record Suspension Program)),,Agreed To,291,0,2
922,2018-10-30T17:55:23,"3rd reading and adoption of Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments",C-76,Agreed To,196,95,2
921,2018-10-30T17:45:43,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (recommittal to a committee)",C-76,Negatived,130,161,2
920,2018-10-29T21:00:42,"Concurrence at report stage of Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments",C-76,Agreed To,197,89,6
919,2018-10-29T20:50:19,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (report stage amendment)",C-76,Negatived,41,245,6
918,2018-10-29T20:40:31,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (report stage amendment)",C-76,Negatived,89,197,6
917,2018-10-29T20:30:20,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (report stage amendment)",C-76,Negatived,123,163,6
916,2018-10-29T20:20:23,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (report stage amendment)",C-76,Negatived,116,170,6
915,2018-10-29T20:10:23,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (report stage amendment)",C-76,Agreed To,197,89,6
914,2018-10-29T20:00:15,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (report stage amendment)",C-76,Negatived,123,163,6
913,2018-10-29T19:50:18,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (report stage amendment)",C-76,Negatived,89,197,6
912,2018-10-29T19:40:23,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (report stage amendment)",C-76,Negatived,89,197,6
911,2018-10-29T19:30:22,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (report stage amendment)",C-76,Negatived,89,197,6
910,2018-10-29T19:20:18,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (report stage amendment)",C-76,Negatived,34,252,6
909,2018-10-29T19:10:00,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (report stage amendment)",C-76,Negatived,89,197,6
908,2018-10-29T19:00:00,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (report stage amendment)",C-76,Negatived,88,197,6
907,2018-10-29T15:15:49,Ways and Means motion No. 25,,Agreed To,166,114,6
906,2018-10-25T16:30:36,"Time allocation for Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments",C-76,Agreed To,149,75,0
905,2018-10-25T15:15:00,Motion to proceed to Orders of the Day,,Agreed To,153,95,0
904,2018-10-24T18:20:00,Private Members' Business M-166 (Postal banking system),,Negatived,55,220,2
903,2018-10-24T18:10:00,"Concurrence at report stage of Bill C-281, An Act to establish a National Local Food Day",C-281,Agreed To,281,0,2
902,2018-10-24T18:00:00,"2nd reading of Bill S-245, An Act to declare the Trans Mountain Pipeline Project and related works to be for the general advantage of Canada",S-245,Negatived,86,197,2
901,2018-10-23T18:35:45,Opposition Motion (Terrorism),,Agreed To,280,1,2
900,2018-10-23T18:46:12,"2nd reading of Bill C-83, An Act to amend the Corrections and Conditional Release Act and another Act",C-83,Agreed To,164,117,2
899,2018-10-23T18:45:56,"2nd reading of Bill C-83, An Act to amend the Corrections and Conditional Release Act and another Act (reasoned amendment)",C-83,Negatived,84,198,2
898,2018-10-23T11:15:22,"Time allocation for Bill C-83, An Act to amend the Corrections and Conditional Release Act and another Act",C-83,Agreed To,150,117,0
897,2018-10-16T15:15:09,"3rd reading and adoption of Bill C-79, An Act to implement the Comprehensive and Progressive Agreement for Trans-Pacific Partnership between Canada, Australia, Brunei, Chile, Japan, Malaysia, Mexico, New Zealand, Peru, Singapore and Vietnam",C-79,Agreed To,236,44,2
896,2018-10-03T18:25:54,"Concurrence at report stage of Bill C-79, An Act to implement the Comprehensive and Progressive Agreement for Trans-Pacific Partnership between Canada, Australia, Brunei, Chile, Japan, Malaysia, Mexico, New Zealand, Peru, Singapore and Vietnam",C-79,Agreed To,232,42,4
895,2018-10-03T18:15:35,"Bill C-79, An Act to implement the Comprehensive and Progressive Agreement for Trans-Pacific Partnership between Canada, Australia, Brunei, Chile, Japan, Malaysia, Mexico, New Zealand, Peru, Singapore and Vietnam (report stage amendment)",C-79,Negatived,42,232,4
894,2018-10-03T18:05:52,"Bill C-79, An Act to implement the Comprehensive and Progressive Agreement for Trans-Pacific Partnership between Canada, Australia, Brunei, Chile, Japan, Malaysia, Mexico, New Zealand, Peru, Singapore and Vietnam (report stage amendment)",C-79,Negatived,42,232,4
893,2018-10-03T15:50:00,"Time allocation for Bill C-79, An Act to implement the Comprehensive and Progressive Agreement for Trans-Pacific Partnership between Canada, Australia, Brunei, Chile, Japan, Malaysia, Mexico, New Zealand, Peru, Singapore and Vietnam",C-79,Agreed To,224,40,4
892,2018-10-03T15:40:00,Motion to proceed to Orders of the Day,,Agreed To,160,102,4
891,2018-10-03T15:25:00,Opposition Motion (Transfer of Terri-Lynne McClintic to a healing lodge),,Negatived,82,200,4
890,2018-10-03T15:15:00,"3rd reading and adoption of Bill C-326, An Act to amend the Department of Health Act (drinking water guidelines)",C-326,Agreed To,284,0,4
889,2018-10-02T15:15:00,Opposition Motion (Housing as a human right ),,Negatived,45,245,0
888,2018-09-26T18:00:55,"2nd reading of Bill C-369, An Act to amend the Bills of Exchange Act, the Interpretation Act and the Canada Labour Code (National Indigenous Peoples Day)",C-369,Agreed To,202,79,0
887,2018-09-25T17:45:32,Opposition Motion (Veterans),,Negatived,127,151,0
886,2018-09-24T18:45:28,"3rd reading and adoption of Bill C-71, An Act to amend certain Acts and Regulations in relation to firearms",C-71,Agreed To,185,79,2
885,2018-09-19T18:10:38,"Concurrence at report stage of Bill C-375, An Act to amend the Criminal Code (presentence report)",C-375,Agreed To,210,81,0
884,2018-09-19T18:00:16,"3rd reading and adoption of Bill S-228, An Act to amend the Food and Drugs Act (prohibiting food and beverage marketing directed at children)",S-228,Agreed To,210,79,0
883,2018-09-18T17:55:00,"2nd reading of Bill C-79, An Act to implement the Comprehensive and Progressive Agreement for Trans-Pacific Partnership between Canada, Australia, Brunei, Chile, Japan, Malaysia, Mexico, New Zealand, Peru, Singapore and Vietnam",C-79,Agreed To,242,48,2
882,2018-09-18T17:45:00,"2nd reading of Bill C-79, An Act to implement the Comprehensive and Progressive Agreement for Trans-Pacific Partnership between Canada, Australia, Brunei, Chile, Japan, Malaysia, Mexico, New Zealand, Peru, Singapore and Vietnam (reasoned amendment)",C-79,Negatived,48,242,2
881,2018-09-18T11:00:00,"Time allocation for Bill C-79, An Act to implement the Comprehensive and Progressive Agreement for Trans-Pacific Partnership between Canada, Australia, Brunei, Chile, Japan, Malaysia, Mexico, New Zealand, Peru, Singapore and Vietnam",C-79,Agreed To,256,44,2
880,2018-06-20T16:10:57,"Concurrence at report stage of Bill C-71, An Act to amend certain Acts and Regulations in relation to firearms",C-71,Agreed To,212,85,0
879,2018-06-20T16:00:46,"Bill C-71, An Act to amend certain Acts and Regulations in relation to firearms (report stage amendment)",C-71,Negatived,85,212,0
