session,party,category,scope,variant,divisions,with_dissent,dissent_rate
38-1,Bloc Québécois,appointment,category_only,all,1,0,0.0
38-1,Bloc Québécois,appointment,category_only,contested,1,0,0.0
38-1,Bloc Québécois,appointment,documented_free_excluded,all,1,0,0.0
38-1,Bloc Québécois,appointment,documented_free_excluded,contested,1,0,0.0
38-1,Bloc Québécois,appointment,uncertain_excluded,all,1,0,0.0
38-1,Bloc Québécois,appointment,uncertain_excluded,contested,1,0,0.0
38-1,Bloc Québécois,appointment,unknown_bill_as_government,all,1,0,0.0
38-1,Bloc Québécois,appointment,unknown_bill_as_government,contested,1,0,0.0
38-1,Bloc Québécois,committee_report,category_only,all,15,0,0.0
38-1,Bloc Québécois,committee_report,category_only,contested,10,0,0.0
38-1,Bloc Québécois,committee_report,documented_free_excluded,all,15,0,0.0
38-1,Bloc Québécois,committee_report,documented_free_excluded,contested,10,0,0.0
38-1,Bloc Québécois,committee_report,uncertain_excluded,all,15,0,0.0
38-1,Bloc Québécois,committee_report,uncertain_excluded,contested,10,0,0.0
38-1,Bloc Québécois,committee_report,unknown_bill_as_government,all,15,0,0.0
38-1,Bloc Québécois,committee_report,unknown_bill_as_government,contested,10,0,0.0
38-1,Bloc Québécois,government_bill,category_only,all,70,7,10.0
38-1,Bloc Québécois,government_bill,category_only,contested,69,7,10.144928
38-1,Bloc Québécois,government_bill,documented_free_excluded,all,70,7,10.0
38-1,Bloc Québécois,government_bill,documented_free_excluded,contested,69,7,10.144928
38-1,Bloc Québécois,government_bill,uncertain_excluded,all,70,7,10.0
38-1,Bloc Québécois,government_bill,uncertain_excluded,contested,69,7,10.144928
38-1,Bloc Québécois,government_bill,unknown_bill_as_government,all,70,7,10.0
38-1,Bloc Québécois,government_bill,unknown_bill_as_government,contested,69,7,10.144928
38-1,Bloc Québécois,government_motion,category_only,all,3,0,0.0
38-1,Bloc Québécois,government_motion,category_only,contested,3,0,0.0
38-1,Bloc Québécois,government_motion,documented_free_excluded,all,3,0,0.0
38-1,Bloc Québécois,government_motion,documented_free_excluded,contested,3,0,0.0
38-1,Bloc Québécois,government_motion,uncertain_excluded,all,3,0,0.0
38-1,Bloc Québécois,government_motion,uncertain_excluded,contested,3,0,0.0
38-1,Bloc Québécois,government_motion,unknown_bill_as_government,all,3,0,0.0
38-1,Bloc Québécois,government_motion,unknown_bill_as_government,contested,3,0,0.0
38-1,Bloc Québécois,opposition_motion,category_only,all,27,0,0.0
38-1,Bloc Québécois,opposition_motion,category_only,contested,25,0,0.0
38-1,Bloc Québécois,opposition_motion,documented_free_excluded,all,27,0,0.0
38-1,Bloc Québécois,opposition_motion,documented_free_excluded,contested,25,0,0.0
38-1,Bloc Québécois,opposition_motion,uncertain_excluded,all,27,0,0.0
38-1,Bloc Québécois,opposition_motion,uncertain_excluded,contested,25,0,0.0
38-1,Bloc Québécois,opposition_motion,unknown_bill_as_government,all,27,0,0.0
38-1,Bloc Québécois,opposition_motion,unknown_bill_as_government,contested,25,0,0.0
38-1,Bloc Québécois,private_members_business,category_only,all,39,2,5.128205
38-1,Bloc Québécois,private_members_business,category_only,contested,38,2,5.263158
38-1,Bloc Québécois,private_members_business,documented_free_excluded,all,39,2,5.128205
38-1,Bloc Québécois,private_members_business,documented_free_excluded,contested,38,2,5.263158
38-1,Bloc Québécois,private_members_business,uncertain_excluded,all,39,2,5.128205
38-1,Bloc Québécois,private_members_business,uncertain_excluded,contested,38,2,5.263158
38-1,Bloc Québécois,private_members_business,unknown_bill_as_government,all,39,2,5.128205
38-1,Bloc Québécois,private_members_business,unknown_bill_as_government,contested,38,2,5.263158
38-1,Bloc Québécois,procedural,category_only,all,19,1,5.263158
38-1,Bloc Québécois,procedural,category_only,contested,19,1,5.263158
38-1,Bloc Québécois,procedural,documented_free_excluded,all,19,1,5.263158
38-1,Bloc Québécois,procedural,documented_free_excluded,contested,19,1,5.263158
38-1,Bloc Québécois,procedural,uncertain_excluded,all,19,1,5.263158
38-1,Bloc Québécois,procedural,uncertain_excluded,contested,19,1,5.263158
38-1,Bloc Québécois,procedural,unknown_bill_as_government,all,19,1,5.263158
38-1,Bloc Québécois,procedural,unknown_bill_as_government,contested,19,1,5.263158
38-1,Bloc Québécois,supply,category_only,all,16,2,12.5
38-1,Bloc Québécois,supply,category_only,contested,16,2,12.5
38-1,Bloc Québécois,supply,documented_free_excluded,all,16,2,12.5
38-1,Bloc Québécois,supply,documented_free_excluded,contested,16,2,12.5
38-1,Bloc Québécois,supply,uncertain_excluded,all,16,2,12.5
38-1,Bloc Québécois,supply,uncertain_excluded,contested,16,2,12.5
38-1,Bloc Québécois,supply,unknown_bill_as_government,all,16,2,12.5
38-1,Bloc Québécois,supply,unknown_bill_as_government,contested,16,2,12.5
38-1,Conservative,appointment,category_only,all,1,0,0.0
38-1,Conservative,appointment,category_only,contested,1,0,0.0
38-1,Conservative,appointment,documented_free_excluded,all,1,0,0.0
38-1,Conservative,appointment,documented_free_excluded,contested,1,0,0.0
38-1,Conservative,appointment,uncertain_excluded,all,1,0,0.0
38-1,Conservative,appointment,uncertain_excluded,contested,1,0,0.0
38-1,Conservative,appointment,unknown_bill_as_government,all,1,0,0.0
38-1,Conservative,appointment,unknown_bill_as_government,contested,1,0,0.0
38-1,Conservative,committee_report,category_only,all,15,0,0.0
38-1,Conservative,committee_report,category_only,contested,10,0,0.0
38-1,Conservative,committee_report,documented_free_excluded,all,15,0,0.0
38-1,Conservative,committee_report,documented_free_excluded,contested,10,0,0.0
38-1,Conservative,committee_report,uncertain_excluded,all,15,0,0.0
38-1,Conservative,committee_report,uncertain_excluded,contested,10,0,0.0
38-1,Conservative,committee_report,unknown_bill_as_government,all,15,0,0.0
38-1,Conservative,committee_report,unknown_bill_as_government,contested,10,0,0.0
38-1,Conservative,government_bill,category_only,all,70,14,20.0
38-1,Conservative,government_bill,category_only,contested,69,14,20.289855
38-1,Conservative,government_bill,documented_free_excluded,all,60,4,6.666667
38-1,Conservative,government_bill,documented_free_excluded,contested,59,4,6.779661
38-1,Conservative,government_bill,uncertain_excluded,all,59,3,5.084746
38-1,Conservative,government_bill,uncertain_excluded,contested,58,3,5.172414
38-1,Conservative,government_bill,unknown_bill_as_government,all,60,4,6.666667
38-1,Conservative,government_bill,unknown_bill_as_government,contested,59,4,6.779661
38-1,Conservative,government_motion,category_only,all,3,0,0.0
38-1,Conservative,government_motion,category_only,contested,3,0,0.0
38-1,Conservative,government_motion,documented_free_excluded,all,3,0,0.0
38-1,Conservative,government_motion,documented_free_excluded,contested,3,0,0.0
38-1,Conservative,government_motion,uncertain_excluded,all,3,0,0.0
38-1,Conservative,government_motion,uncertain_excluded,contested,3,0,0.0
38-1,Conservative,government_motion,unknown_bill_as_government,all,3,0,0.0
38-1,Conservative,government_motion,unknown_bill_as_government,contested,3,0,0.0
38-1,Conservative,opposition_motion,category_only,all,27,2,7.407407
38-1,Conservative,opposition_motion,category_only,contested,25,2,8.0
38-1,Conservative,opposition_motion,documented_free_excluded,all,27,2,7.407407
38-1,Conservative,opposition_motion,documented_free_excluded,contested,25,2,8.0
38-1,Conservative,opposition_motion,uncertain_excluded,all,27,2,7.407407
38-1,Conservative,opposition_motion,uncertain_excluded,contested,25,2,8.0
38-1,Conservative,opposition_motion,unknown_bill_as_government,all,27,2,7.407407
38-1,Conservative,opposition_motion,unknown_bill_as_government,contested,25,2,8.0
38-1,Conservative,private_members_business,category_only,all,39,15,38.461538
38-1,Conservative,private_members_business,category_only,contested,38,15,39.473684
38-1,Conservative,private_members_business,documented_free_excluded,all,39,15,38.461538
38-1,Conservative,private_members_business,documented_free_excluded,contested,38,15,39.473684
38-1,Conservative,private_members_business,uncertain_excluded,all,39,15,38.461538
38-1,Conservative,private_members_business,uncertain_excluded,contested,38,15,39.473684
38-1,Conservative,private_members_business,unknown_bill_as_government,all,39,15,38.461538
38-1,Conservative,private_members_business,unknown_bill_as_government,contested,38,15,39.473684
38-1,Conservative,procedural,category_only,all,19,0,0.0
38-1,Conservative,procedural,category_only,contested,19,0,0.0
38-1,Conservative,procedural,documented_free_excluded,all,19,0,0.0
38-1,Conservative,procedural,documented_free_excluded,contested,19,0,0.0
38-1,Conservative,procedural,uncertain_excluded,all,19,0,0.0
38-1,Conservative,procedural,uncertain_excluded,contested,19,0,0.0
38-1,Conservative,procedural,unknown_bill_as_government,all,19,0,0.0
38-1,Conservative,procedural,unknown_bill_as_government,contested,19,0,0.0
38-1,Conservative,supply,category_only,all,15,0,0.0
38-1,Conservative,supply,category_only,contested,15,0,0.0
38-1,Conservative,supply,documented_free_excluded,all,15,0,0.0
38-1,Conservative,supply,documented_free_excluded,contested,15,0,0.0
38-1,Conservative,supply,uncertain_excluded,all,15,0,0.0
38-1,Conservative,supply,uncertain_excluded,contested,15,0,0.0
38-1,Conservative,supply,unknown_bill_as_government,all,15,0,0.0
38-1,Conservative,supply,unknown_bill_as_government,contested,15,0,0.0
38-1,Liberal,appointment,category_only,all,1,0,0.0
38-1,Liberal,appointment,category_only,contested,1,0,0.0
38-1,Liberal,appointment,documented_free_excluded,all,1,0,0.0
38-1,Liberal,appointment,documented_free_excluded,contested,1,0,0.0
38-1,Liberal,appointment,uncertain_excluded,all,1,0,0.0
38-1,Liberal,appointment,uncertain_excluded,contested,1,0,0.0
38-1,Liberal,appointment,unknown_bill_as_government,all,1,0,0.0
38-1,Liberal,appointment,unknown_bill_as_government,contested,1,0,0.0
38-1,Liberal,committee_report,category_only,all,15,6,40.0
38-1,Liberal,committee_report,category_only,contested,10,5,50.0
38-1,Liberal,committee_report,documented_free_excluded,all,15,6,40.0
38-1,Liberal,committee_report,documented_free_excluded,contested,10,5,50.0
38-1,Liberal,committee_report,uncertain_excluded,all,15,6,40.0
38-1,Liberal,committee_report,uncertain_excluded,contested,10,5,50.0
38-1,Liberal,committee_report,unknown_bill_as_government,all,15,6,40.0
38-1,Liberal,committee_report,unknown_bill_as_government,contested,10,5,50.0
38-1,Liberal,government_bill,category_only,all,70,19,27.142857
38-1,Liberal,government_bill,category_only,contested,69,19,27.536232
38-1,Liberal,government_bill,documented_free_excluded,all,60,9,15.0
38-1,Liberal,government_bill,documented_free_excluded,contested,59,9,15.254237
38-1,Liberal,government_bill,uncertain_excluded,all,54,3,5.555556
38-1,Liberal,government_bill,uncertain_excluded,contested,53,3,5.660377
38-1,Liberal,government_bill,unknown_bill_as_government,all,60,9,15.0
38-1,Liberal,government_bill,unknown_bill_as_government,contested,59,9,15.254237
38-1,Liberal,government_motion,category_only,all,3,2,66.666667
38-1,Liberal,government_motion,category_only,contested,3,2,66.666667
38-1,Liberal,government_motion,documented_free_excluded,all,3,2,66.666667
38-1,Liberal,government_motion,documented_free_excluded,contested,3,2,66.666667
38-1,Liberal,government_motion,uncertain_excluded,all,3,2,66.666667
38-1,Liberal,government_motion,uncertain_excluded,contested,3,2,66.666667
38-1,Liberal,government_motion,unknown_bill_as_government,all,3,2,66.666667
38-1,Liberal,government_motion,unknown_bill_as_government,contested,3,2,66.666667
38-1,Liberal,opposition_motion,category_only,all,27,10,37.037037
38-1,Liberal,opposition_motion,category_only,contested,25,10,40.0
38-1,Liberal,opposition_motion,documented_free_excluded,all,27,10,37.037037
38-1,Liberal,opposition_motion,documented_free_excluded,contested,25,10,40.0
38-1,Liberal,opposition_motion,uncertain_excluded,all,27,10,37.037037
38-1,Liberal,opposition_motion,uncertain_excluded,contested,25,10,40.0
38-1,Liberal,opposition_motion,unknown_bill_as_government,all,27,10,37.037037
38-1,Liberal,opposition_motion,unknown_bill_as_government,contested,25,10,40.0
38-1,Liberal,private_members_business,category_only,all,39,28,71.794872
38-1,Liberal,private_members_business,category_only,contested,38,28,73.684211
38-1,Liberal,private_members_business,documented_free_excluded,all,39,28,71.794872
38-1,Liberal,private_members_business,documented_free_excluded,contested,38,28,73.684211
38-1,Liberal,private_members_business,uncertain_excluded,all,39,28,71.794872
38-1,Liberal,private_members_business,uncertain_excluded,contested,38,28,73.684211
38-1,Liberal,private_members_business,unknown_bill_as_government,all,39,28,71.794872
38-1,Liberal,private_members_business,unknown_bill_as_government,contested,38,28,73.684211
38-1,Liberal,procedural,category_only,all,19,5,26.315789
38-1,Liberal,procedural,category_only,contested,19,5,26.315789
38-1,Liberal,procedural,documented_free_excluded,all,19,5,26.315789
38-1,Liberal,procedural,documented_free_excluded,contested,19,5,26.315789
38-1,Liberal,procedural,uncertain_excluded,all,19,5,26.315789
38-1,Liberal,procedural,uncertain_excluded,contested,19,5,26.315789
38-1,Liberal,procedural,unknown_bill_as_government,all,19,5,26.315789
38-1,Liberal,procedural,unknown_bill_as_government,contested,19,5,26.315789
38-1,Liberal,supply,category_only,all,16,1,6.25
38-1,Liberal,supply,category_only,contested,16,1,6.25
38-1,Liberal,supply,documented_free_excluded,all,16,1,6.25
38-1,Liberal,supply,documented_free_excluded,contested,16,1,6.25
38-1,Liberal,supply,uncertain_excluded,all,16,1,6.25
38-1,Liberal,supply,uncertain_excluded,contested,16,1,6.25
38-1,Liberal,supply,unknown_bill_as_government,all,16,1,6.25
38-1,Liberal,supply,unknown_bill_as_government,contested,16,1,6.25
38-1,NDP,appointment,category_only,all,1,0,0.0
38-1,NDP,appointment,category_only,contested,1,0,0.0
38-1,NDP,appointment,documented_free_excluded,all,1,0,0.0
38-1,NDP,appointment,documented_free_excluded,contested,1,0,0.0
38-1,NDP,appointment,uncertain_excluded,all,1,0,0.0
38-1,NDP,appointment,uncertain_excluded,contested,1,0,0.0
38-1,NDP,appointment,unknown_bill_as_government,all,1,0,0.0
38-1,NDP,appointment,unknown_bill_as_government,contested,1,0,0.0
38-1,NDP,committee_report,category_only,all,15,0,0.0
38-1,NDP,committee_report,category_only,contested,10,0,0.0
38-1,NDP,committee_report,documented_free_excluded,all,15,0,0.0
38-1,NDP,committee_report,documented_free_excluded,contested,10,0,0.0
38-1,NDP,committee_report,uncertain_excluded,all,15,0,0.0
38-1,NDP,committee_report,uncertain_excluded,contested,10,0,0.0
38-1,NDP,committee_report,unknown_bill_as_government,all,15,0,0.0
38-1,NDP,committee_report,unknown_bill_as_government,contested,10,0,0.0
38-1,NDP,government_bill,category_only,all,70,5,7.142857
38-1,NDP,government_bill,category_only,contested,69,5,7.246377
38-1,NDP,government_bill,documented_free_excluded,all,70,5,7.142857
38-1,NDP,government_bill,documented_free_excluded,contested,69,5,7.246377
38-1,NDP,government_bill,uncertain_excluded,all,70,5,7.142857
38-1,NDP,government_bill,uncertain_excluded,contested,69,5,7.246377
38-1,NDP,government_bill,unknown_bill_as_government,all,70,5,7.142857
38-1,NDP,government_bill,unknown_bill_as_government,contested,69,5,7.246377
38-1,NDP,government_motion,category_only,all,3,0,0.0
38-1,NDP,government_motion,category_only,contested,3,0,0.0
38-1,NDP,government_motion,documented_free_excluded,all,3,0,0.0
38-1,NDP,government_motion,documented_free_excluded,contested,3,0,0.0
38-1,NDP,government_motion,uncertain_excluded,all,3,0,0.0
38-1,NDP,government_motion,uncertain_excluded,contested,3,0,0.0
38-1,NDP,government_motion,unknown_bill_as_government,all,3,0,0.0
38-1,NDP,government_motion,unknown_bill_as_government,contested,3,0,0.0
38-1,NDP,opposition_motion,category_only,all,27,0,0.0
38-1,NDP,opposition_motion,category_only,contested,25,0,0.0
38-1,NDP,opposition_motion,documented_free_excluded,all,27,0,0.0
38-1,NDP,opposition_motion,documented_free_excluded,contested,25,0,0.0
38-1,NDP,opposition_motion,uncertain_excluded,all,27,0,0.0
38-1,NDP,opposition_motion,uncertain_excluded,contested,25,0,0.0
38-1,NDP,opposition_motion,unknown_bill_as_government,all,27,0,0.0
38-1,NDP,opposition_motion,unknown_bill_as_government,contested,25,0,0.0
38-1,NDP,private_members_business,category_only,all,38,6,15.789474
38-1,NDP,private_members_business,category_only,contested,37,6,16.216216
38-1,NDP,private_members_business,documented_free_excluded,all,38,6,15.789474
38-1,NDP,private_members_business,documented_free_excluded,contested,37,6,16.216216
38-1,NDP,private_members_business,uncertain_excluded,all,38,6,15.789474
38-1,NDP,private_members_business,uncertain_excluded,contested,37,6,16.216216
38-1,NDP,private_members_business,unknown_bill_as_government,all,38,6,15.789474
38-1,NDP,private_members_business,unknown_bill_as_government,contested,37,6,16.216216
38-1,NDP,procedural,category_only,all,19,0,0.0
38-1,NDP,procedural,category_only,contested,19,0,0.0
38-1,NDP,procedural,documented_free_excluded,all,19,0,0.0
38-1,NDP,procedural,documented_free_excluded,contested,19,0,0.0
38-1,NDP,procedural,uncertain_excluded,all,19,0,0.0
38-1,NDP,procedural,uncertain_excluded,contested,19,0,0.0
38-1,NDP,procedural,unknown_bill_as_government,all,19,0,0.0
38-1,NDP,procedural,unknown_bill_as_government,contested,19,0,0.0
38-1,NDP,supply,category_only,all,16,2,12.5
38-1,NDP,supply,category_only,contested,16,2,12.5
38-1,NDP,supply,documented_free_excluded,all,16,2,12.5
38-1,NDP,supply,documented_free_excluded,contested,16,2,12.5
38-1,NDP,supply,uncertain_excluded,all,16,2,12.5
38-1,NDP,supply,uncertain_excluded,contested,16,2,12.5
38-1,NDP,supply,unknown_bill_as_government,all,16,2,12.5
38-1,NDP,supply,unknown_bill_as_government,contested,16,2,12.5
39-1,Bloc Québécois,appointment,category_only,all,1,0,0.0
39-1,Bloc Québécois,appointment,category_only,contested,1,0,0.0
39-1,Bloc Québécois,appointment,documented_free_excluded,all,1,0,0.0
39-1,Bloc Québécois,appointment,documented_free_excluded,contested,1,0,0.0
39-1,Bloc Québécois,appointment,uncertain_excluded,all,1,0,0.0
39-1,Bloc Québécois,appointment,uncertain_excluded,contested,1,0,0.0
39-1,Bloc Québécois,appointment,unknown_bill_as_government,all,1,0,0.0
39-1,Bloc Québécois,appointment,unknown_bill_as_government,contested,1,0,0.0
39-1,Bloc Québécois,committee_report,category_only,all,24,0,0.0
39-1,Bloc Québécois,committee_report,category_only,contested,20,0,0.0
39-1,Bloc Québécois,committee_report,documented_free_excluded,all,24,0,0.0
39-1,Bloc Québécois,committee_report,documented_free_excluded,contested,20,0,0.0
39-1,Bloc Québécois,committee_report,uncertain_excluded,all,24,0,0.0
39-1,Bloc Québécois,committee_report,uncertain_excluded,contested,20,0,0.0
39-1,Bloc Québécois,committee_report,unknown_bill_as_government,all,24,0,0.0
39-1,Bloc Québécois,committee_report,unknown_bill_as_government,contested,20,0,0.0
39-1,Bloc Québécois,government_bill,category_only,all,74,1,1.351351
39-1,Bloc Québécois,government_bill,category_only,contested,72,1,1.388889
39-1,Bloc Québécois,government_bill,documented_free_excluded,all,74,1,1.351351
39-1,Bloc Québécois,government_bill,documented_free_excluded,contested,72,1,1.388889
39-1,Bloc Québécois,government_bill,uncertain_excluded,all,74,1,1.351351
39-1,Bloc Québécois,government_bill,uncertain_excluded,contested,72,1,1.388889
39-1,Bloc Québécois,government_bill,unknown_bill_as_government,all,74,1,1.351351
39-1,Bloc Québécois,government_bill,unknown_bill_as_government,contested,72,1,1.388889
39-1,Bloc Québécois,government_motion,category_only,all,7,0,0.0
39-1,Bloc Québécois,government_motion,category_only,contested,7,0,0.0
39-1,Bloc Québécois,government_motion,documented_free_excluded,all,7,0,0.0
39-1,Bloc Québécois,government_motion,documented_free_excluded,contested,7,0,0.0
39-1,Bloc Québécois,government_motion,uncertain_excluded,all,7,0,0.0
39-1,Bloc Québécois,government_motion,uncertain_excluded,contested,7,0,0.0
39-1,Bloc Québécois,government_motion,unknown_bill_as_government,all,7,0,0.0
39-1,Bloc Québécois,government_motion,unknown_bill_as_government,contested,7,0,0.0
39-1,Bloc Québécois,opposition_motion,category_only,all,33,0,0.0
39-1,Bloc Québécois,opposition_motion,category_only,contested,31,0,0.0
39-1,Bloc Québécois,opposition_motion,documented_free_excluded,all,33,0,0.0
39-1,Bloc Québécois,opposition_motion,documented_free_excluded,contested,31,0,0.0
39-1,Bloc Québécois,opposition_motion,uncertain_excluded,all,33,0,0.0
39-1,Bloc Québécois,opposition_motion,uncertain_excluded,contested,31,0,0.0
39-1,Bloc Québécois,opposition_motion,unknown_bill_as_government,all,33,0,0.0
39-1,Bloc Québécois,opposition_motion,unknown_bill_as_government,contested,31,0,0.0
39-1,Bloc Québécois,private_members_business,category_only,all,63,3,4.761905
39-1,Bloc Québécois,private_members_business,category_only,contested,56,3,5.357143
39-1,Bloc Québécois,private_members_business,documented_free_excluded,all,63,3,4.761905
39-1,Bloc Québécois,private_members_business,documented_free_excluded,contested,56,3,5.357143
39-1,Bloc Québécois,private_members_business,uncertain_excluded,all,63,3,4.761905
39-1,Bloc Québécois,private_members_business,uncertain_excluded,contested,56,3,5.357143
39-1,Bloc Québécois,private_members_business,unknown_bill_as_government,all,63,3,4.761905
39-1,Bloc Québécois,private_members_business,unknown_bill_as_government,contested,56,3,5.357143
39-1,Bloc Québécois,procedural,category_only,all,6,0,0.0
39-1,Bloc Québécois,procedural,category_only,contested,6,0,0.0
39-1,Bloc Québécois,procedural,documented_free_excluded,all,6,0,0.0
39-1,Bloc Québécois,procedural,documented_free_excluded,contested,6,0,0.0
39-1,Bloc Québécois,procedural,uncertain_excluded,all,6,0,0.0
39-1,Bloc Québécois,procedural,uncertain_excluded,contested,6,0,0.0
39-1,Bloc Québécois,procedural,unknown_bill_as_government,all,6,0,0.0
39-1,Bloc Québécois,procedural,unknown_bill_as_government,contested,6,0,0.0
39-1,Bloc Québécois,supply,category_only,all,11,0,0.0
39-1,Bloc Québécois,supply,category_only,contested,10,0,0.0
39-1,Bloc Québécois,supply,documented_free_excluded,all,11,0,0.0
39-1,Bloc Québécois,supply,documented_free_excluded,contested,10,0,0.0
39-1,Bloc Québécois,supply,uncertain_excluded,all,11,0,0.0
39-1,Bloc Québécois,supply,uncertain_excluded,contested,10,0,0.0
39-1,Bloc Québécois,supply,unknown_bill_as_government,all,11,0,0.0
39-1,Bloc Québécois,supply,unknown_bill_as_government,contested,10,0,0.0
39-1,Conservative,appointment,category_only,all,1,0,0.0
39-1,Conservative,appointment,category_only,contested,1,0,0.0
39-1,Conservative,appointment,documented_free_excluded,all,1,0,0.0
39-1,Conservative,appointment,documented_free_excluded,contested,1,0,0.0
39-1,Conservative,appointment,uncertain_excluded,all,1,0,0.0
39-1,Conservative,appointment,uncertain_excluded,contested,1,0,0.0
39-1,Conservative,appointment,unknown_bill_as_government,all,1,0,0.0
39-1,Conservative,appointment,unknown_bill_as_government,contested,1,0,0.0
39-1,Conservative,committee_report,category_only,all,24,1,4.166667
39-1,Conservative,committee_report,category_only,contested,20,1,5.0
39-1,Conservative,committee_report,documented_free_excluded,all,24,1,4.166667
39-1,Conservative,committee_report,documented_free_excluded,contested,20,1,5.0
39-1,Conservative,committee_report,uncertain_excluded,all,24,1,4.166667
39-1,Conservative,committee_report,uncertain_excluded,contested,20,1,5.0
39-1,Conservative,committee_report,unknown_bill_as_government,all,24,1,4.166667
39-1,Conservative,committee_report,unknown_bill_as_government,contested,20,1,5.0
39-1,Conservative,government_bill,category_only,all,74,1,1.351351
39-1,Conservative,government_bill,category_only,contested,72,1,1.388889
39-1,Conservative,government_bill,documented_free_excluded,all,74,1,1.351351
39-1,Conservative,government_bill,documented_free_excluded,contested,72,1,1.388889
39-1,Conservative,government_bill,uncertain_excluded,all,74,1,1.351351
39-1,Conservative,government_bill,uncertain_excluded,contested,72,1,1.388889
39-1,Conservative,government_bill,unknown_bill_as_government,all,74,1,1.351351
39-1,Conservative,government_bill,unknown_bill_as_government,contested,72,1,1.388889
39-1,Conservative,government_motion,category_only,all,7,1,14.285714
39-1,Conservative,government_motion,category_only,contested,7,1,14.285714
39-1,Conservative,government_motion,documented_free_excluded,all,7,1,14.285714
39-1,Conservative,government_motion,documented_free_excluded,contested,7,1,14.285714
39-1,Conservative,government_motion,uncertain_excluded,all,7,1,14.285714
39-1,Conservative,government_motion,uncertain_excluded,contested,7,1,14.285714
39-1,Conservative,government_motion,unknown_bill_as_government,all,7,1,14.285714
39-1,Conservative,government_motion,unknown_bill_as_government,contested,7,1,14.285714
39-1,Conservative,opposition_motion,category_only,all,33,0,0.0
39-1,Conservative,opposition_motion,category_only,contested,31,0,0.0
39-1,Conservative,opposition_motion,documented_free_excluded,all,33,0,0.0
39-1,Conservative,opposition_motion,documented_free_excluded,contested,31,0,0.0
39-1,Conservative,opposition_motion,uncertain_excluded,all,33,0,0.0
39-1,Conservative,opposition_motion,uncertain_excluded,contested,31,0,0.0
39-1,Conservative,opposition_motion,unknown_bill_as_government,all,33,0,0.0
39-1,Conservative,opposition_motion,unknown_bill_as_government,contested,31,0,0.0
39-1,Conservative,private_members_business,category_only,all,63,24,38.095238
39-1,Conservative,private_members_business,category_only,contested,56,23,41.071429
39-1,Conservative,private_members_business,documented_free_excluded,all,63,24,38.095238
39-1,Conservative,private_members_business,documented_free_excluded,contested,56,23,41.071429
39-1,Conservative,private_members_business,uncertain_excluded,all,63,24,38.095238
39-1,Conservative,private_members_business,uncertain_excluded,contested,56,23,41.071429
39-1,Conservative,private_members_business,unknown_bill_as_government,all,63,24,38.095238
39-1,Conservative,private_members_business,unknown_bill_as_government,contested,56,23,41.071429
39-1,Conservative,procedural,category_only,all,6,0,0.0
39-1,Conservative,procedural,category_only,contested,6,0,0.0
39-1,Conservative,procedural,documented_free_excluded,all,6,0,0.0
39-1,Conservative,procedural,documented_free_excluded,contested,6,0,0.0
39-1,Conservative,procedural,uncertain_excluded,all,6,0,0.0
39-1,Conservative,procedural,uncertain_excluded,contested,6,0,0.0
39-1,Conservative,procedural,unknown_bill_as_government,all,6,0,0.0
39-1,Conservative,procedural,unknown_bill_as_government,contested,6,0,0.0
39-1,Conservative,supply,category_only,all,11,0,0.0
39-1,Conservative,supply,category_only,contested,10,0,0.0
39-1,Conservative,supply,documented_free_excluded,all,11,0,0.0
39-1,Conservative,supply,documented_free_excluded,contested,10,0,0.0
39-1,Conservative,supply,uncertain_excluded,all,11,0,0.0
39-1,Conservative,supply,uncertain_excluded,contested,10,0,0.0
39-1,Conservative,supply,unknown_bill_as_government,all,11,0,0.0
39-1,Conservative,supply,unknown_bill_as_government,contested,10,0,0.0
39-1,Liberal,appointment,category_only,all,1,0,0.0
39-1,Liberal,appointment,category_only,contested,1,0,0.0
39-1,Liberal,appointment,documented_free_excluded,all,1,0,0.0
39-1,Liberal,appointment,documented_free_excluded,contested,1,0,0.0
39-1,Liberal,appointment,uncertain_excluded,all,1,0,0.0
39-1,Liberal,appointment,uncertain_excluded,contested,1,0,0.0
39-1,Liberal,appointment,unknown_bill_as_government,all,1,0,0.0
39-1,Liberal,appointment,unknown_bill_as_government,contested,1,0,0.0
39-1,Liberal,committee_report,category_only,all,24,2,8.333333
39-1,Liberal,committee_report,category_only,contested,20,2,10.0
39-1,Liberal,committee_report,documented_free_excluded,all,24,2,8.333333
39-1,Liberal,committee_report,documented_free_excluded,contested,20,2,10.0
39-1,Liberal,committee_report,uncertain_excluded,all,24,2,8.333333
39-1,Liberal,committee_report,uncertain_excluded,contested,20,2,10.0
39-1,Liberal,committee_report,unknown_bill_as_government,all,24,2,8.333333
39-1,Liberal,committee_report,unknown_bill_as_government,contested,20,2,10.0
39-1,Liberal,government_bill,category_only,all,74,16,21.621622
39-1,Liberal,government_bill,category_only,contested,72,16,22.222222
39-1,Liberal,government_bill,documented_free_excluded,all,74,16,21.621622
39-1,Liberal,government_bill,documented_free_excluded,contested,72,16,22.222222
39-1,Liberal,government_bill,uncertain_excluded,all,74,16,21.621622
39-1,Liberal,government_bill,uncertain_excluded,contested,72,16,22.222222
39-1,Liberal,government_bill,unknown_bill_as_government,all,74,16,21.621622
39-1,Liberal,government_bill,unknown_bill_as_government,contested,72,16,22.222222
39-1,Liberal,government_motion,category_only,all,7,6,85.714286
39-1,Liberal,government_motion,category_only,contested,7,6,85.714286
