session,party,category,scope,variant,divisions,with_dissent,dissent_rate
43-2,Conservative,procedural,unknown_bill_as_government,all,19,1,5.263158
43-2,Conservative,procedural,unknown_bill_as_government,contested,19,1,5.263158
43-2,Conservative,supply,category_only,all,31,0,0.0
43-2,Conservative,supply,category_only,contested,30,0,0.0
43-2,Conservative,supply,documented_free_excluded,all,31,0,0.0
43-2,Conservative,supply,documented_free_excluded,contested,30,0,0.0
43-2,Conservative,supply,uncertain_excluded,all,31,0,0.0
43-2,Conservative,supply,uncertain_excluded,contested,30,0,0.0
43-2,Conservative,supply,unknown_bill_as_government,all,31,0,0.0
43-2,Conservative,supply,unknown_bill_as_government,contested,30,0,0.0
43-2,Conservative,throne_speech,category_only,all,3,0,0.0
43-2,Conservative,throne_speech,category_only,contested,3,0,0.0
43-2,Conservative,throne_speech,documented_free_excluded,all,3,0,0.0
43-2,Conservative,throne_speech,documented_free_excluded,contested,3,0,0.0
43-2,Conservative,throne_speech,uncertain_excluded,all,3,0,0.0
43-2,Conservative,throne_speech,uncertain_excluded,contested,3,0,0.0
43-2,Conservative,throne_speech,unknown_bill_as_government,all,3,0,0.0
43-2,Conservative,throne_speech,unknown_bill_as_government,contested,3,0,0.0
43-2,Green Party,committee_report,category_only,all,5,0,0.0
43-2,Green Party,committee_report,category_only,contested,2,0,0.0
43-2,Green Party,committee_report,documented_free_excluded,all,5,0,0.0
43-2,Green Party,committee_report,documented_free_excluded,contested,2,0,0.0
43-2,Green Party,committee_report,uncertain_excluded,all,5,0,0.0
43-2,Green Party,committee_report,uncertain_excluded,contested,2,0,0.0
43-2,Green Party,committee_report,unknown_bill_as_government,all,5,0,0.0
43-2,Green Party,committee_report,unknown_bill_as_government,contested,2,0,0.0
43-2,Green Party,government_bill,category_only,all,43,2,4.651163
43-2,Green Party,government_bill,category_only,contested,35,2,5.714286
43-2,Green Party,government_bill,documented_free_excluded,all,43,2,4.651163
43-2,Green Party,government_bill,documented_free_excluded,contested,35,2,5.714286
43-2,Green Party,government_bill,uncertain_excluded,all,43,2,4.651163
43-2,Green Party,government_bill,uncertain_excluded,contested,35,2,5.714286
43-2,Green Party,government_bill,unknown_bill_as_government,all,43,2,4.651163
43-2,Green Party,government_bill,unknown_bill_as_government,contested,35,2,5.714286
43-2,Green Party,government_motion,category_only,all,8,0,0.0
43-2,Green Party,government_motion,category_only,contested,8,0,0.0
43-2,Green Party,government_motion,documented_free_excluded,all,8,0,0.0
43-2,Green Party,government_motion,documented_free_excluded,contested,8,0,0.0
43-2,Green Party,government_motion,uncertain_excluded,all,8,0,0.0
43-2,Green Party,government_motion,uncertain_excluded,contested,8,0,0.0
43-2,Green Party,government_motion,unknown_bill_as_government,all,8,0,0.0
43-2,Green Party,government_motion,unknown_bill_as_government,contested,8,0,0.0
43-2,Green Party,opposition_motion,category_only,all,28,0,0.0
43-2,Green Party,opposition_motion,category_only,contested,21,0,0.0
43-2,Green Party,opposition_motion,documented_free_excluded,all,28,0,0.0
43-2,Green Party,opposition_motion,documented_free_excluded,contested,21,0,0.0
43-2,Green Party,opposition_motion,uncertain_excluded,all,28,0,0.0
43-2,Green Party,opposition_motion,uncertain_excluded,contested,21,0,0.0
43-2,Green Party,opposition_motion,unknown_bill_as_government,all,28,0,0.0
43-2,Green Party,opposition_motion,unknown_bill_as_government,contested,21,0,0.0
43-2,Green Party,private_members_business,category_only,all,46,2,4.347826
43-2,Green Party,private_members_business,category_only,contested,37,2,5.405405
43-2,Green Party,private_members_business,documented_free_excluded,all,46,2,4.347826
43-2,Green Party,private_members_business,documented_free_excluded,contested,37,2,5.405405
43-2,Green Party,private_members_business,uncertain_excluded,all,46,2,4.347826
43-2,Green Party,private_members_business,uncertain_excluded,contested,37,2,5.405405
43-2,Green Party,private_members_business,unknown_bill_as_government,all,46,2,4.347826
43-2,Green Party,private_members_business,unknown_bill_as_government,contested,37,2,5.405405
43-2,Green Party,procedural,category_only,all,20,0,0.0
43-2,Green Party,procedural,category_only,contested,20,0,0.0
43-2,Green Party,procedural,documented_free_excluded,all,20,0,0.0
43-2,Green Party,procedural,documented_free_excluded,contested,20,0,0.0
43-2,Green Party,procedural,uncertain_excluded,all,20,0,0.0
43-2,Green Party,procedural,uncertain_excluded,contested,20,0,0.0
43-2,Green Party,procedural,unknown_bill_as_government,all,20,0,0.0
43-2,Green Party,procedural,unknown_bill_as_government,contested,20,0,0.0
43-2,Green Party,supply,category_only,all,31,1,3.225806
43-2,Green Party,supply,category_only,contested,30,1,3.333333
43-2,Green Party,supply,documented_free_excluded,all,31,1,3.225806
43-2,Green Party,supply,documented_free_excluded,contested,30,1,3.333333
43-2,Green Party,supply,uncertain_excluded,all,31,1,3.225806
43-2,Green Party,supply,uncertain_excluded,contested,30,1,3.333333
43-2,Green Party,supply,unknown_bill_as_government,all,31,1,3.225806
43-2,Green Party,supply,unknown_bill_as_government,contested,30,1,3.333333
43-2,Green Party,throne_speech,category_only,all,3,0,0.0
43-2,Green Party,throne_speech,category_only,contested,3,0,0.0
43-2,Green Party,throne_speech,documented_free_excluded,all,3,0,0.0
43-2,Green Party,throne_speech,documented_free_excluded,contested,3,0,0.0
43-2,Green Party,throne_speech,uncertain_excluded,all,3,0,0.0
43-2,Green Party,throne_speech,uncertain_excluded,contested,3,0,0.0
43-2,Green Party,throne_speech,unknown_bill_as_government,all,3,0,0.0
43-2,Green Party,throne_speech,unknown_bill_as_government,contested,3,0,0.0
43-2,Liberal,committee_report,category_only,all,5,1,20.0
43-2,Liberal,committee_report,category_only,contested,2,1,50.0
43-2,Liberal,committee_report,documented_free_excluded,all,5,1,20.0
43-2,Liberal,committee_report,documented_free_excluded,contested,2,1,50.0
43-2,Liberal,committee_report,uncertain_excluded,all,5,1,20.0
43-2,Liberal,committee_report,uncertain_excluded,contested,2,1,50.0
43-2,Liberal,committee_report,unknown_bill_as_government,all,5,1,20.0
43-2,Liberal,committee_report,unknown_bill_as_government,contested,2,1,50.0
43-2,Liberal,government_bill,category_only,all,44,6,13.636364
43-2,Liberal,government_bill,category_only,contested,36,6,16.666667
43-2,Liberal,government_bill,documented_free_excluded,all,44,6,13.636364
43-2,Liberal,government_bill,documented_free_excluded,contested,36,6,16.666667
43-2,Liberal,government_bill,uncertain_excluded,all,44,6,13.636364
43-2,Liberal,government_bill,uncertain_excluded,contested,36,6,16.666667
43-2,Liberal,government_bill,unknown_bill_as_government,all,44,6,13.636364
43-2,Liberal,government_bill,unknown_bill_as_government,contested,36,6,16.666667
43-2,Liberal,government_motion,category_only,all,8,1,12.5
43-2,Liberal,government_motion,category_only,contested,8,1,12.5
43-2,Liberal,government_motion,documented_free_excluded,all,8,1,12.5
43-2,Liberal,government_motion,documented_free_excluded,contested,8,1,12.5
43-2,Liberal,government_motion,uncertain_excluded,all,8,1,12.5
43-2,Liberal,government_motion,uncertain_excluded,contested,8,1,12.5
43-2,Liberal,government_motion,unknown_bill_as_government,all,8,1,12.5
43-2,Liberal,government_motion,unknown_bill_as_government,contested,8,1,12.5
43-2,Liberal,opposition_motion,category_only,all,27,8,29.62963
43-2,Liberal,opposition_motion,category_only,contested,21,8,38.095238
43-2,Liberal,opposition_motion,documented_free_excluded,all,27,8,29.62963
43-2,Liberal,opposition_motion,documented_free_excluded,contested,21,8,38.095238
43-2,Liberal,opposition_motion,uncertain_excluded,all,27,8,29.62963
43-2,Liberal,opposition_motion,uncertain_excluded,contested,21,8,38.095238
43-2,Liberal,opposition_motion,unknown_bill_as_government,all,27,8,29.62963
43-2,Liberal,opposition_motion,unknown_bill_as_government,contested,21,8,38.095238
43-2,Liberal,private_members_business,category_only,all,46,16,34.782609
43-2,Liberal,private_members_business,category_only,contested,37,15,40.540541
43-2,Liberal,private_members_business,documented_free_excluded,all,46,16,34.782609
43-2,Liberal,private_members_business,documented_free_excluded,contested,37,15,40.540541
43-2,Liberal,private_members_business,uncertain_excluded,all,46,16,34.782609
43-2,Liberal,private_members_business,uncertain_excluded,contested,37,15,40.540541
43-2,Liberal,private_members_business,unknown_bill_as_government,all,46,16,34.782609
43-2,Liberal,private_members_business,unknown_bill_as_government,contested,37,15,40.540541
43-2,Liberal,procedural,category_only,all,20,2,10.0
43-2,Liberal,procedural,category_only,contested,20,2,10.0
43-2,Liberal,procedural,documented_free_excluded,all,20,2,10.0
43-2,Liberal,procedural,documented_free_excluded,contested,20,2,10.0
43-2,Liberal,procedural,uncertain_excluded,all,20,2,10.0
43-2,Liberal,procedural,uncertain_excluded,contested,20,2,10.0
43-2,Liberal,procedural,unknown_bill_as_government,all,20,2,10.0
43-2,Liberal,procedural,unknown_bill_as_government,contested,20,2,10.0
43-2,Liberal,supply,category_only,all,31,0,0.0
43-2,Liberal,supply,category_only,contested,30,0,0.0
43-2,Liberal,supply,documented_free_excluded,all,31,0,0.0
43-2,Liberal,supply,documented_free_excluded,contested,30,0,0.0
43-2,Liberal,supply,uncertain_excluded,all,31,0,0.0
43-2,Liberal,supply,uncertain_excluded,contested,30,0,0.0
43-2,Liberal,supply,unknown_bill_as_government,all,31,0,0.0
43-2,Liberal,supply,unknown_bill_as_government,contested,30,0,0.0
43-2,Liberal,throne_speech,category_only,all,3,0,0.0
43-2,Liberal,throne_speech,category_only,contested,3,0,0.0
43-2,Liberal,throne_speech,documented_free_excluded,all,3,0,0.0
43-2,Liberal,throne_speech,documented_free_excluded,contested,3,0,0.0
43-2,Liberal,throne_speech,uncertain_excluded,all,3,0,0.0
43-2,Liberal,throne_speech,uncertain_excluded,contested,3,0,0.0
43-2,Liberal,throne_speech,unknown_bill_as_government,all,3,0,0.0
43-2,Liberal,throne_speech,unknown_bill_as_government,contested,3,0,0.0
43-2,NDP,committee_report,category_only,all,5,0,0.0
43-2,NDP,committee_report,category_only,contested,2,0,0.0
43-2,NDP,committee_report,documented_free_excluded,all,5,0,0.0
43-2,NDP,committee_report,documented_free_excluded,contested,2,0,0.0
43-2,NDP,committee_report,uncertain_excluded,all,5,0,0.0
43-2,NDP,committee_report,uncertain_excluded,contested,2,0,0.0
43-2,NDP,committee_report,unknown_bill_as_government,all,5,0,0.0
43-2,NDP,committee_report,unknown_bill_as_government,contested,2,0,0.0
43-2,NDP,government_bill,category_only,all,44,1,2.272727
43-2,NDP,government_bill,category_only,contested,36,1,2.777778
43-2,NDP,government_bill,documented_free_excluded,all,44,1,2.272727
43-2,NDP,government_bill,documented_free_excluded,contested,36,1,2.777778
43-2,NDP,government_bill,uncertain_excluded,all,44,1,2.272727
43-2,NDP,government_bill,uncertain_excluded,contested,36,1,2.777778
43-2,NDP,government_bill,unknown_bill_as_government,all,44,1,2.272727
43-2,NDP,government_bill,unknown_bill_as_government,contested,36,1,2.777778
43-2,NDP,government_motion,category_only,all,8,0,0.0
43-2,NDP,government_motion,category_only,contested,8,0,0.0
43-2,NDP,government_motion,documented_free_excluded,all,8,0,0.0
43-2,NDP,government_motion,documented_free_excluded,contested,8,0,0.0
43-2,NDP,government_motion,uncertain_excluded,all,8,0,0.0
43-2,NDP,government_motion,uncertain_excluded,contested,8,0,0.0
43-2,NDP,government_motion,unknown_bill_as_government,all,8,0,0.0
43-2,NDP,government_motion,unknown_bill_as_government,contested,8,0,0.0
43-2,NDP,opposition_motion,category_only,all,28,0,0.0
43-2,NDP,opposition_motion,category_only,contested,21,0,0.0
43-2,NDP,opposition_motion,documented_free_excluded,all,28,0,0.0
43-2,NDP,opposition_motion,documented_free_excluded,contested,21,0,0.0
43-2,NDP,opposition_motion,uncertain_excluded,all,28,0,0.0
43-2,NDP,opposition_motion,uncertain_excluded,contested,21,0,0.0
43-2,NDP,opposition_motion,unknown_bill_as_government,all,28,0,0.0
43-2,NDP,opposition_motion,unknown_bill_as_government,contested,21,0,0.0
43-2,NDP,private_members_business,category_only,all,46,0,0.0
43-2,NDP,private_members_business,category_only,contested,37,0,0.0
43-2,NDP,private_members_business,documented_free_excluded,all,46,0,0.0
43-2,NDP,private_members_business,documented_free_excluded,contested,37,0,0.0
43-2,NDP,private_members_business,uncertain_excluded,all,46,0,0.0
43-2,NDP,private_members_business,uncertain_excluded,contested,37,0,0.0
43-2,NDP,private_members_business,unknown_bill_as_government,all,46,0,0.0
43-2,NDP,private_members_business,unknown_bill_as_government,contested,37,0,0.0
43-2,NDP,procedural,category_only,all,20,0,0.0
43-2,NDP,procedural,category_only,contested,20,0,0.0
43-2,NDP,procedural,documented_free_excluded,all,20,0,0.0
43-2,NDP,procedural,documented_free_excluded,contested,20,0,0.0
43-2,NDP,procedural,uncertain_excluded,all,20,0,0.0
43-2,NDP,procedural,uncertain_excluded,contested,20,0,0.0
43-2,NDP,procedural,unknown_bill_as_government,all,20,0,0.0
43-2,NDP,procedural,unknown_bill_as_government,contested,20,0,0.0
43-2,NDP,supply,category_only,all,31,1,3.225806
43-2,NDP,supply,category_only,contested,30,1,3.333333
43-2,NDP,supply,documented_free_excluded,all,31,1,3.225806
43-2,NDP,supply,documented_free_excluded,contested,30,1,3.333333
43-2,NDP,supply,uncertain_excluded,all,31,1,3.225806
43-2,NDP,supply,uncertain_excluded,contested,30,1,3.333333
43-2,NDP,supply,unknown_bill_as_government,all,31,1,3.225806
43-2,NDP,supply,unknown_bill_as_government,contested,30,1,3.333333
43-2,NDP,throne_speech,category_only,all,3,1,33.333333
43-2,NDP,throne_speech,category_only,contested,3,1,33.333333
43-2,NDP,throne_speech,documented_free_excluded,all,3,1,33.333333
43-2,NDP,throne_speech,documented_free_excluded,contested,3,1,33.333333
43-2,NDP,throne_speech,uncertain_excluded,all,3,1,33.333333
43-2,NDP,throne_speech,uncertain_excluded,contested,3,1,33.333333
43-2,NDP,throne_speech,unknown_bill_as_government,all,3,1,33.333333
43-2,NDP,throne_speech,unknown_bill_as_government,contested,3,1,33.333333
44-1,Bloc Québécois,appointment,category_only,all,2,0,0.0
44-1,Bloc Québécois,appointment,category_only,contested,1,0,0.0
44-1,Bloc Québécois,appointment,documented_free_excluded,all,2,0,0.0
44-1,Bloc Québécois,appointment,documented_free_excluded,contested,1,0,0.0
44-1,Bloc Québécois,appointment,uncertain_excluded,all,2,0,0.0
44-1,Bloc Québécois,appointment,uncertain_excluded,contested,1,0,0.0
44-1,Bloc Québécois,appointment,unknown_bill_as_government,all,2,0,0.0
44-1,Bloc Québécois,appointment,unknown_bill_as_government,contested,1,0,0.0
44-1,Bloc Québécois,committee_report,category_only,all,90,0,0.0
44-1,Bloc Québécois,committee_report,category_only,contested,54,0,0.0
44-1,Bloc Québécois,committee_report,documented_free_excluded,all,90,0,0.0
44-1,Bloc Québécois,committee_report,documented_free_excluded,contested,54,0,0.0
44-1,Bloc Québécois,committee_report,uncertain_excluded,all,90,0,0.0
44-1,Bloc Québécois,committee_report,uncertain_excluded,contested,54,0,0.0
44-1,Bloc Québécois,committee_report,unknown_bill_as_government,all,90,0,0.0
44-1,Bloc Québécois,committee_report,unknown_bill_as_government,contested,54,0,0.0
44-1,Bloc Québécois,government_bill,category_only,all,250,1,0.4
44-1,Bloc Québécois,government_bill,category_only,contested,191,1,0.52356
44-1,Bloc Québécois,government_bill,documented_free_excluded,all,250,1,0.4
44-1,Bloc Québécois,government_bill,documented_free_excluded,contested,191,1,0.52356
44-1,Bloc Québécois,government_bill,uncertain_excluded,all,250,1,0.4
44-1,Bloc Québécois,government_bill,uncertain_excluded,contested,191,1,0.52356
44-1,Bloc Québécois,government_bill,unknown_bill_as_government,all,250,1,0.4
44-1,Bloc Québécois,government_bill,unknown_bill_as_government,contested,191,1,0.52356
44-1,Bloc Québécois,government_motion,category_only,all,27,0,0.0
44-1,Bloc Québécois,government_motion,category_only,contested,26,0,0.0
44-1,Bloc Québécois,government_motion,documented_free_excluded,all,27,0,0.0
44-1,Bloc Québécois,government_motion,documented_free_excluded,contested,26,0,0.0
44-1,Bloc Québécois,government_motion,uncertain_excluded,all,27,0,0.0
44-1,Bloc Québécois,government_motion,uncertain_excluded,contested,26,0,0.0
44-1,Bloc Québécois,government_motion,unknown_bill_as_government,all,27,0,0.0
44-1,Bloc Québécois,government_motion,unknown_bill_as_government,contested,26,0,0.0
44-1,Bloc Québécois,opposition_motion,category_only,all,75,0,0.0
44-1,Bloc Québécois,opposition_motion,category_only,contested,70,0,0.0
44-1,Bloc Québécois,opposition_motion,documented_free_excluded,all,75,0,0.0
44-1,Bloc Québécois,opposition_motion,documented_free_excluded,contested,70,0,0.0
44-1,Bloc Québécois,opposition_motion,uncertain_excluded,all,75,0,0.0
44-1,Bloc Québécois,opposition_motion,uncertain_excluded,contested,70,0,0.0
44-1,Bloc Québécois,opposition_motion,unknown_bill_as_government,all,75,0,0.0
44-1,Bloc Québécois,opposition_motion,unknown_bill_as_government,contested,70,0,0.0
44-1,Bloc Québécois,private_members_business,category_only,all,140,1,0.714286
44-1,Bloc Québécois,private_members_business,category_only,contested,77,1,1.298701
44-1,Bloc Québécois,private_members_business,documented_free_excluded,all,140,1,0.714286
44-1,Bloc Québécois,private_members_business,documented_free_excluded,contested,77,1,1.298701
44-1,Bloc Québécois,private_members_business,uncertain_excluded,all,140,1,0.714286
44-1,Bloc Québécois,private_members_business,uncertain_excluded,contested,77,1,1.298701
44-1,Bloc Québécois,private_members_business,unknown_bill_as_government,all,140,1,0.714286
44-1,Bloc Québécois,private_members_business,unknown_bill_as_government,contested,77,1,1.298701
44-1,Bloc Québécois,procedural,category_only,all,136,3,2.205882
44-1,Bloc Québécois,procedural,category_only,contested,123,3,2.439024
44-1,Bloc Québécois,procedural,documented_free_excluded,all,136,3,2.205882
44-1,Bloc Québécois,procedural,documented_free_excluded,contested,123,3,2.439024
44-1,Bloc Québécois,procedural,uncertain_excluded,all,136,3,2.205882
44-1,Bloc Québécois,procedural,uncertain_excluded,contested,123,3,2.439024
44-1,Bloc Québécois,procedural,unknown_bill_as_government,all,136,3,2.205882
44-1,Bloc Québécois,procedural,unknown_bill_as_government,contested,123,3,2.439024
44-1,Bloc Québécois,supply,category_only,all,205,0,0.0
44-1,Bloc Québécois,supply,category_only,contested,202,0,0.0
44-1,Bloc Québécois,supply,documented_free_excluded,all,205,0,0.0
44-1,Bloc Québécois,supply,documented_free_excluded,contested,202,0,0.0
44-1,Bloc Québécois,supply,uncertain_excluded,all,205,0,0.0
44-1,Bloc Québécois,supply,uncertain_excluded,contested,202,0,0.0
44-1,Bloc Québécois,supply,unknown_bill_as_government,all,205,0,0.0
44-1,Bloc Québécois,supply,unknown_bill_as_government,contested,202,0,0.0
44-1,Bloc Québécois,throne_speech,category_only,all,3,0,0.0
44-1,Bloc Québécois,throne_speech,category_only,contested,3,0,0.0
44-1,Bloc Québécois,throne_speech,documented_free_excluded,all,3,0,0.0
44-1,Bloc Québécois,throne_speech,documented_free_excluded,contested,3,0,0.0
44-1,Bloc Québécois,throne_speech,uncertain_excluded,all,3,0,0.0
44-1,Bloc Québécois,throne_speech,uncertain_excluded,contested,3,0,0.0
44-1,Bloc Québécois,throne_speech,unknown_bill_as_government,all,3,0,0.0
44-1,Bloc Québécois,throne_speech,unknown_bill_as_government,contested,3,0,0.0
44-1,Conservative,appointment,category_only,all,2,0,0.0
44-1,Conservative,appointment,category_only,contested,1,0,0.0
44-1,Conservative,appointment,documented_free_excluded,all,2,0,0.0
44-1,Conservative,appointment,documented_free_excluded,contested,1,0,0.0
44-1,Conservative,appointment,uncertain_excluded,all,2,0,0.0
44-1,Conservative,appointment,uncertain_excluded,contested,1,0,0.0
44-1,Conservative,appointment,unknown_bill_as_government,all,2,0,0.0
44-1,Conservative,appointment,unknown_bill_as_government,contested,1,0,0.0
44-1,Conservative,committee_report,category_only,all,90,1,1.111111
44-1,Conservative,committee_report,category_only,contested,54,1,1.851852
44-1,Conservative,committee_report,documented_free_excluded,all,90,1,1.111111
44-1,Conservative,committee_report,documented_free_excluded,contested,54,1,1.851852
44-1,Conservative,committee_report,uncertain_excluded,all,90,1,1.111111
44-1,Conservative,committee_report,uncertain_excluded,contested,54,1,1.851852
44-1,Conservative,committee_report,unknown_bill_as_government,all,90,1,1.111111
44-1,Conservative,committee_report,unknown_bill_as_government,contested,54,1,1.851852
44-1,Conservative,government_bill,category_only,all,250,8,3.2
44-1,Conservative,government_bill,category_only,contested,191,6,3.141361
44-1,Conservative,government_bill,documented_free_excluded,all,250,8,3.2
44-1,Conservative,government_bill,documented_free_excluded,contested,191,6,3.141361
44-1,Conservative,government_bill,uncertain_excluded,all,250,8,3.2
44-1,Conservative,government_bill,uncertain_excluded,contested,191,6,3.141361
44-1,Conservative,government_bill,unknown_bill_as_government,all,250,8,3.2
44-1,Conservative,government_bill,unknown_bill_as_government,contested,191,6,3.141361
44-1,Conservative,government_motion,category_only,all,27,1,3.703704
44-1,Conservative,government_motion,category_only,contested,26,1,3.846154
44-1,Conservative,government_motion,documented_free_excluded,all,27,1,3.703704
44-1,Conservative,government_motion,documented_free_excluded,contested,26,1,3.846154
44-1,Conservative,government_motion,uncertain_excluded,all,27,1,3.703704
44-1,Conservative,government_motion,uncertain_excluded,contested,26,1,3.846154
44-1,Conservative,government_motion,unknown_bill_as_government,all,27,1,3.703704
44-1,Conservative,government_motion,unknown_bill_as_government,contested,26,1,3.846154
44-1,Conservative,opposition_motion,category_only,all,75,1,1.333333
44-1,Conservative,opposition_motion,category_only,contested,70,1,1.428571
44-1,Conservative,opposition_motion,documented_free_excluded,all,75,1,1.333333
44-1,Conservative,opposition_motion,documented_free_excluded,contested,70,1,1.428571
44-1,Conservative,opposition_motion,uncertain_excluded,all,75,1,1.333333
44-1,Conservative,opposition_motion,uncertain_excluded,contested,70,1,1.428571
44-1,Conservative,opposition_motion,unknown_bill_as_government,all,75,1,1.333333
44-1,Conservative,opposition_motion,unknown_bill_as_government,contested,70,1,1.428571
44-1,Conservative,private_members_business,category_only,all,140,6,4.285714
44-1,Conservative,private_members_business,category_only,contested,77,6,7.792208
44-1,Conservative,private_members_business,documented_free_excluded,all,140,6,4.285714
44-1,Conservative,private_members_business,documented_free_excluded,contested,77,6,7.792208
44-1,Conservative,private_members_business,uncertain_excluded,all,140,6,4.285714
44-1,Conservative,private_members_business,uncertain_excluded,contested,77,6,7.792208
44-1,Conservative,private_members_business,unknown_bill_as_government,all,140,6,4.285714
44-1,Conservative,private_members_business,unknown_bill_as_government,contested,77,6,7.792208
44-1,Conservative,procedural,category_only,all,136,7,5.147059
44-1,Conservative,procedural,category_only,contested,123,7,5.691057
44-1,Conservative,procedural,documented_free_excluded,all,136,7,5.147059
44-1,Conservative,procedural,documented_free_excluded,contested,123,7,5.691057
44-1,Conservative,procedural,uncertain_excluded,all,136,7,5.147059
44-1,Conservative,procedural,uncertain_excluded,contested,123,7,5.691057
44-1,Conservative,procedural,unknown_bill_as_government,all,136,7,5.147059
44-1,Conservative,procedural,unknown_bill_as_government,contested,123,7,5.691057
44-1,Conservative,supply,category_only,all,205,2,0.97561
44-1,Conservative,supply,category_only,contested,202,2,0.990099
44-1,Conservative,supply,documented_free_excluded,all,205,2,0.97561
44-1,Conservative,supply,documented_free_excluded,contested,202,2,0.990099
44-1,Conservative,supply,uncertain_excluded,all,205,2,0.97561
44-1,Conservative,supply,uncertain_excluded,contested,202,2,0.990099
44-1,Conservative,supply,unknown_bill_as_government,all,205,2,0.97561
44-1,Conservative,supply,unknown_bill_as_government,contested,202,2,0.990099
44-1,Conservative,throne_speech,category_only,all,3,0,0.0
44-1,Conservative,throne_speech,category_only,contested,3,0,0.0
44-1,Conservative,throne_speech,documented_free_excluded,all,3,0,0.0
44-1,Conservative,throne_speech,documented_free_excluded,contested,3,0,0.0
44-1,Conservative,throne_speech,uncertain_excluded,all,3,0,0.0
44-1,Conservative,throne_speech,uncertain_excluded,contested,3,0,0.0
44-1,Conservative,throne_speech,unknown_bill_as_government,all,3,0,0.0
44-1,Conservative,throne_speech,unknown_bill_as_government,contested,3,0,0.0
44-1,Green Party,appointment,category_only,all,2,0,0.0
44-1,Green Party,appointment,category_only,contested,1,0,0.0
44-1,Green Party,appointment,documented_free_excluded,all,2,0,0.0
44-1,Green Party,appointment,documented_free_excluded,contested,1,0,0.0
44-1,Green Party,appointment,uncertain_excluded,all,2,0,0.0
44-1,Green Party,appointment,uncertain_excluded,contested,1,0,0.0
44-1,Green Party,appointment,unknown_bill_as_government,all,2,0,0.0
44-1,Green Party,appointment,unknown_bill_as_government,contested,1,0,0.0
44-1,Green Party,committee_report,category_only,all,87,0,0.0
44-1,Green Party,committee_report,category_only,contested,51,0,0.0
44-1,Green Party,committee_report,documented_free_excluded,all,87,0,0.0
44-1,Green Party,committee_report,documented_free_excluded,contested,51,0,0.0
44-1,Green Party,committee_report,uncertain_excluded,all,87,0,0.0
44-1,Green Party,committee_report,uncertain_excluded,contested,51,0,0.0
44-1,Green Party,committee_report,unknown_bill_as_government,all,87,0,0.0
44-1,Green Party,committee_report,unknown_bill_as_government,contested,51,0,0.0
44-1,Green Party,government_bill,category_only,all,239,0,0.0
44-1,Green Party,government_bill,category_only,contested,183,0,0.0
44-1,Green Party,government_bill,documented_free_excluded,all,239,0,0.0
44-1,Green Party,government_bill,documented_free_excluded,contested,183,0,0.0
44-1,Green Party,government_bill,uncertain_excluded,all,239,0,0.0
44-1,Green Party,government_bill,uncertain_excluded,contested,183,0,0.0
44-1,Green Party,government_bill,unknown_bill_as_government,all,239,0,0.0
44-1,Green Party,government_bill,unknown_bill_as_government,contested,183,0,0.0
44-1,Green Party,government_motion,category_only,all,23,0,0.0
44-1,Green Party,government_motion,category_only,contested,22,0,0.0
44-1,Green Party,government_motion,documented_free_excluded,all,23,0,0.0
44-1,Green Party,government_motion,documented_free_excluded,contested,22,0,0.0
44-1,Green Party,government_motion,uncertain_excluded,all,23,0,0.0
44-1,Green Party,government_motion,uncertain_excluded,contested,22,0,0.0
44-1,Green Party,government_motion,unknown_bill_as_government,all,23,0,0.0
44-1,Green Party,government_motion,unknown_bill_as_government,contested,22,0,0.0
44-1,Green Party,opposition_motion,category_only,all,74,0,0.0
44-1,Green Party,opposition_motion,category_only,contested,69,0,0.0
44-1,Green Party,opposition_motion,documented_free_excluded,all,74,0,0.0
44-1,Green Party,opposition_motion,documented_free_excluded,contested,69,0,0.0
44-1,Green Party,opposition_motion,uncertain_excluded,all,74,0,0.0
44-1,Green Party,opposition_motion,uncertain_excluded,contested,69,0,0.0
44-1,Green Party,opposition_motion,unknown_bill_as_government,all,74,0,0.0
44-1,Green Party,opposition_motion,unknown_bill_as_government,contested,69,0,0.0
44-1,Green Party,private_members_business,category_only,all,135,0,0.0
44-1,Green Party,private_members_business,category_only,contested,72,0,0.0
44-1,Green Party,private_members_business,documented_free_excluded,all,135,0,0.0
44-1,Green Party,private_members_business,documented_free_excluded,contested,72,0,0.0
44-1,Green Party,private_members_business,uncertain_excluded,all,135,0,0.0
44-1,Green Party,private_members_business,uncertain_excluded,contested,72,0,0.0
44-1,Green Party,private_members_business,unknown_bill_as_government,all,135,0,0.0
44-1,Green Party,private_members_business,unknown_bill_as_government,contested,72,0,0.0
44-1,Green Party,procedural,category_only,all,91,0,0.0
44-1,Green Party,procedural,category_only,contested,78,0,0.0
44-1,Green Party,procedural,documented_free_excluded,all,91,0,0.0
44-1,Green Party,procedural,documented_free_excluded,contested,78,0,0.0
44-1,Green Party,procedural,uncertain_excluded,all,91,0,0.0
44-1,Green Party,procedural,uncertain_excluded,contested,78,0,0.0
44-1,Green Party,procedural,unknown_bill_as_government,all,91,0,0.0
44-1,Green Party,procedural,unknown_bill_as_government,contested,78,0,0.0
44-1,Green Party,supply,category_only,all,180,0,0.0
44-1,Green Party,supply,category_only,contested,177,0,0.0
44-1,Green Party,supply,documented_free_excluded,all,180,0,0.0
44-1,Green Party,supply,documented_free_excluded,contested,177,0,0.0
