session,division,party,date,governing,category,stage,bill,bill_type_source,whip_status,member_scope,source_id,majority_defined,dissenters,binary_members,contested,subject
40-3,68,Green Party,2010-06-09T18:25:53,False,government_bill,report_stage,C-2,legisinfo,category_proxy_other,unknown,,False,,0,True,"Bill C-2, An Act to implement the Free Trade Agreement between Canada and the Republic of Colombia, the Agreement on the Environment between Canada and the Republic of Colombia and the Agreement on Labour Cooperation between Canada and the Republic of Colombia (report stage amendment)"
40-3,69,Conservative,2010-06-09T18:30:31,True,government_bill,report_stage,C-2,legisinfo,category_proxy_other,unknown,,True,0,134,True,"Concurrence at report stage of Bill C-2, An Act to implement the Free Trade Agreement between Canada and the Republic of Colombia, the Agreement on the Environment between Canada and the Republic of Colombia and the Agreement on Labour Cooperation between Canada and the Republic of Colombia"
40-3,69,Liberal,2010-06-09T18:30:31,False,government_bill,report_stage,C-2,legisinfo,category_proxy_other,unknown,,True,0,60,True,"Concurrence at report stage of Bill C-2, An Act to implement the Free Trade Agreement between Canada and the Republic of Colombia, the Agreement on the Environment between Canada and the Republic of Colombia and the Agreement on Labour Cooperation between Canada and the Republic of Colombia"
40-3,69,NDP,2010-06-09T18:30:31,False,government_bill,report_stage,C-2,legisinfo,category_proxy_other,unknown,,True,0,33,True,"Concurrence at report stage of Bill C-2, An Act to implement the Free Trade Agreement between Canada and the Republic of Colombia, the Agreement on the Environment between Canada and the Republic of Colombia and the Agreement on Labour Cooperation between Canada and the Republic of Colombia"
40-3,69,Bloc Québécois,2010-06-09T18:30:31,False,government_bill,report_stage,C-2,legisinfo,category_proxy_other,unknown,,True,0,42,True,"Concurrence at report stage of Bill C-2, An Act to implement the Free Trade Agreement between Canada and the Republic of Colombia, the Agreement on the Environment between Canada and the Republic of Colombia and the Agreement on Labour Cooperation between Canada and the Republic of Colombia"
40-3,69,Green Party,2010-06-09T18:30:31,False,government_bill,report_stage,C-2,legisinfo,category_proxy_other,unknown,,False,,0,True,"Concurrence at report stage of Bill C-2, An Act to implement the Free Trade Agreement between Canada and the Republic of Colombia, the Agreement on the Environment between Canada and the Republic of Colombia and the Agreement on Labour Cooperation between Canada and the Republic of Colombia"
40-3,70,Conservative,2010-06-09T18:35:42,True,committee_report,,,unknown,category_proxy_other,unknown,,True,0,134,False,"Second Report of the Standing Committee on Industry, Science and Technology"
40-3,70,Liberal,2010-06-09T18:35:42,False,committee_report,,,unknown,category_proxy_other,unknown,,True,0,65,False,"Second Report of the Standing Committee on Industry, Science and Technology"
40-3,70,NDP,2010-06-09T18:35:42,False,committee_report,,,unknown,category_proxy_other,unknown,,True,0,33,False,"Second Report of the Standing Committee on Industry, Science and Technology"
40-3,70,Bloc Québécois,2010-06-09T18:35:42,False,committee_report,,,unknown,category_proxy_other,unknown,,True,0,42,False,"Second Report of the Standing Committee on Industry, Science and Technology"
40-3,70,Green Party,2010-06-09T18:35:42,False,committee_report,,,unknown,category_proxy_other,unknown,,False,,0,False,"Second Report of the Standing Committee on Industry, Science and Technology"
40-3,71,Conservative,2010-06-09T18:55:25,True,private_members_business,report_stage,C-395,legisinfo,category_proxy_private,unknown,,True,0,133,True,"Concurrence at report stage of Bill C-395, An Act to amend the Employment Insurance Act (labour dispute)"
40-3,71,Liberal,2010-06-09T18:55:25,False,private_members_business,report_stage,C-395,legisinfo,category_proxy_private,unknown,,True,0,64,True,"Concurrence at report stage of Bill C-395, An Act to amend the Employment Insurance Act (labour dispute)"
40-3,71,NDP,2010-06-09T18:55:25,False,private_members_business,report_stage,C-395,legisinfo,category_proxy_private,unknown,,True,0,33,True,"Concurrence at report stage of Bill C-395, An Act to amend the Employment Insurance Act (labour dispute)"
40-3,71,Bloc Québécois,2010-06-09T18:55:25,False,private_members_business,report_stage,C-395,legisinfo,category_proxy_private,unknown,,True,0,42,True,"Concurrence at report stage of Bill C-395, An Act to amend the Employment Insurance Act (labour dispute)"
40-3,71,Green Party,2010-06-09T18:55:25,False,private_members_business,report_stage,C-395,legisinfo,category_proxy_private,unknown,,False,,0,True,"Concurrence at report stage of Bill C-395, An Act to amend the Employment Insurance Act (labour dispute)"
40-3,72,Conservative,2010-06-09T18:50:57,True,private_members_business,third_reading,C-475,legisinfo,category_proxy_private,unknown,,True,0,133,False,"3rd reading and adoption of Bill C-475, An Act to amend the Controlled Drugs and Substances Act (methamphetamine and ecstasy)"
40-3,72,Liberal,2010-06-09T18:50:57,False,private_members_business,third_reading,C-475,legisinfo,category_proxy_private,unknown,,True,0,64,False,"3rd reading and adoption of Bill C-475, An Act to amend the Controlled Drugs and Substances Act (methamphetamine and ecstasy)"
40-3,72,NDP,2010-06-09T18:50:57,False,private_members_business,third_reading,C-475,legisinfo,category_proxy_private,unknown,,True,0,33,False,"3rd reading and adoption of Bill C-475, An Act to amend the Controlled Drugs and Substances Act (methamphetamine and ecstasy)"
40-3,72,Bloc Québécois,2010-06-09T18:50:57,False,private_members_business,third_reading,C-475,legisinfo,category_proxy_private,unknown,,True,0,42,False,"3rd reading and adoption of Bill C-475, An Act to amend the Controlled Drugs and Substances Act (methamphetamine and ecstasy)"
40-3,72,Green Party,2010-06-09T18:50:57,False,private_members_business,third_reading,C-475,legisinfo,category_proxy_private,unknown,,False,,0,False,"3rd reading and adoption of Bill C-475, An Act to amend the Controlled Drugs and Substances Act (methamphetamine and ecstasy)"
40-3,73,Conservative,2010-06-14T18:48:31,True,opposition_motion,,,unknown,category_proxy_other,unknown,,True,0,137,True,Opposition Motion (Securities Regulation)
40-3,73,Liberal,2010-06-14T18:48:31,False,opposition_motion,,,unknown,category_proxy_other,unknown,,True,0,50,True,Opposition Motion (Securities Regulation)
40-3,73,NDP,2010-06-14T18:48:31,False,opposition_motion,,,unknown,category_proxy_other,unknown,,True,4,29,True,Opposition Motion (Securities Regulation)
40-3,73,Bloc Québécois,2010-06-14T18:48:31,False,opposition_motion,,,unknown,category_proxy_other,unknown,,True,0,46,True,Opposition Motion (Securities Regulation)
40-3,73,Green Party,2010-06-14T18:48:31,False,opposition_motion,,,unknown,category_proxy_other,unknown,,False,,0,True,Opposition Motion (Securities Regulation)
40-3,74,Conservative,2010-06-14T18:50:46,True,government_bill,third_reading,C-2,legisinfo,category_proxy_other,unknown,,True,0,138,True,"3rd reading and adoption of Bill C-2, An Act to implement the Free Trade Agreement between Canada and the Republic of Colombia, the Agreement on the Environment between Canada and the Republic of Colombia and the Agreement on Labour Cooperation between Canada and the Republic of Colombia"
40-3,74,Liberal,2010-06-14T18:50:46,False,government_bill,third_reading,C-2,legisinfo,category_proxy_other,unknown,,True,0,49,True,"3rd reading and adoption of Bill C-2, An Act to implement the Free Trade Agreement between Canada and the Republic of Colombia, the Agreement on the Environment between Canada and the Republic of Colombia and the Agreement on Labour Cooperation between Canada and the Republic of Colombia"
40-3,74,NDP,2010-06-14T18:50:46,False,government_bill,third_reading,C-2,legisinfo,category_proxy_other,unknown,,True,0,33,True,"3rd reading and adoption of Bill C-2, An Act to implement the Free Trade Agreement between Canada and the Republic of Colombia, the Agreement on the Environment between Canada and the Republic of Colombia and the Agreement on Labour Cooperation between Canada and the Republic of Colombia"
40-3,74,Bloc Québécois,2010-06-14T18:50:46,False,government_bill,third_reading,C-2,legisinfo,category_proxy_other,unknown,,True,0,46,True,"3rd reading and adoption of Bill C-2, An Act to implement the Free Trade Agreement between Canada and the Republic of Colombia, the Agreement on the Environment between Canada and the Republic of Colombia and the Agreement on Labour Cooperation between Canada and the Republic of Colombia"
40-3,74,Green Party,2010-06-14T18:50:46,False,government_bill,third_reading,C-2,legisinfo,category_proxy_other,unknown,,False,,0,True,"3rd reading and adoption of Bill C-2, An Act to implement the Free Trade Agreement between Canada and the Republic of Colombia, the Agreement on the Environment between Canada and the Republic of Colombia and the Agreement on Labour Cooperation between Canada and the Republic of Colombia"
40-3,75,Conservative,2010-06-16T17:45:48,True,private_members_business,report_stage,C-280,legisinfo,category_proxy_private,unknown,,True,0,136,True,"Concurrence at report stage of Bill C-280, An Act to amend the Employment Insurance Act (qualification for and entitlement to benefits)"
40-3,75,Liberal,2010-06-16T17:45:48,False,private_members_business,report_stage,C-280,legisinfo,category_proxy_private,unknown,,True,0,64,True,"Concurrence at report stage of Bill C-280, An Act to amend the Employment Insurance Act (qualification for and entitlement to benefits)"
40-3,75,NDP,2010-06-16T17:45:48,False,private_members_business,report_stage,C-280,legisinfo,category_proxy_private,unknown,,True,0,34,True,"Concurrence at report stage of Bill C-280, An Act to amend the Employment Insurance Act (qualification for and entitlement to benefits)"
40-3,75,Bloc Québécois,2010-06-16T17:45:48,False,private_members_business,report_stage,C-280,legisinfo,category_proxy_private,unknown,,True,0,45,True,"Concurrence at report stage of Bill C-280, An Act to amend the Employment Insurance Act (qualification for and entitlement to benefits)"
40-3,75,Green Party,2010-06-16T17:45:48,False,private_members_business,report_stage,C-280,legisinfo,category_proxy_private,unknown,,False,,0,True,"Concurrence at report stage of Bill C-280, An Act to amend the Employment Insurance Act (qualification for and entitlement to benefits)"
40-3,76,Conservative,2010-06-16T17:50:51,True,private_members_business,second_reading,C-469,legisinfo,category_proxy_private,unknown,,True,0,136,True,"2nd reading of Bill C-469, An Act to establish a Canadian Environmental Bill of Rights"
40-3,76,Liberal,2010-06-16T17:50:51,False,private_members_business,second_reading,C-469,legisinfo,category_proxy_private,unknown,,True,0,64,True,"2nd reading of Bill C-469, An Act to establish a Canadian Environmental Bill of Rights"
40-3,76,NDP,2010-06-16T17:50:51,False,private_members_business,second_reading,C-469,legisinfo,category_proxy_private,unknown,,True,0,34,True,"2nd reading of Bill C-469, An Act to establish a Canadian Environmental Bill of Rights"
40-3,76,Bloc Québécois,2010-06-16T17:50:51,False,private_members_business,second_reading,C-469,legisinfo,category_proxy_private,unknown,,True,0,46,True,"2nd reading of Bill C-469, An Act to establish a Canadian Environmental Bill of Rights"
40-3,76,Green Party,2010-06-16T17:50:51,False,private_members_business,second_reading,C-469,legisinfo,category_proxy_private,unknown,,False,,0,True,"2nd reading of Bill C-469, An Act to establish a Canadian Environmental Bill of Rights"
40-3,77,Conservative,2010-06-17T19:25:04,True,opposition_motion,amendment,,unknown,category_proxy_other,unknown,,True,0,140,True,Opposition Motion (Prorogation) (amendment)
40-3,77,Liberal,2010-06-17T19:25:04,False,opposition_motion,amendment,,unknown,category_proxy_other,unknown,,True,0,50,True,Opposition Motion (Prorogation) (amendment)
40-3,77,NDP,2010-06-17T19:25:04,False,opposition_motion,amendment,,unknown,category_proxy_other,unknown,,False,,0,True,Opposition Motion (Prorogation) (amendment)
40-3,77,Bloc Québécois,2010-06-17T19:25:04,False,opposition_motion,amendment,,unknown,category_proxy_other,unknown,,True,0,48,True,Opposition Motion (Prorogation) (amendment)
40-3,77,Green Party,2010-06-17T19:25:04,False,opposition_motion,amendment,,unknown,category_proxy_other,unknown,,False,,0,True,Opposition Motion (Prorogation) (amendment)
40-3,78,Conservative,2010-06-17T19:35:50,True,opposition_motion,,,unknown,category_proxy_other,unknown,,True,0,140,True,Opposition Motion (Prorogation)
40-3,78,Liberal,2010-06-17T19:35:50,False,opposition_motion,,,unknown,category_proxy_other,unknown,,True,0,50,True,Opposition Motion (Prorogation)
40-3,78,NDP,2010-06-17T19:35:50,False,opposition_motion,,,unknown,category_proxy_other,unknown,,False,,0,True,Opposition Motion (Prorogation)
40-3,78,Bloc Québécois,2010-06-17T19:35:50,False,opposition_motion,,,unknown,category_proxy_other,unknown,,True,0,48,True,Opposition Motion (Prorogation)
40-3,78,Green Party,2010-06-17T19:35:50,False,opposition_motion,,,unknown,category_proxy_other,unknown,,False,,0,True,Opposition Motion (Prorogation)
40-3,79,Conservative,2010-06-17T19:45:51,True,supply,,,unknown,category_proxy_other,unknown,,True,0,140,True,Concurrence in estimates
40-3,79,Liberal,2010-06-17T19:45:51,False,supply,,,unknown,category_proxy_other,unknown,,True,0,49,True,Concurrence in estimates
40-3,79,NDP,2010-06-17T19:45:51,False,supply,,,unknown,category_proxy_other,unknown,,True,0,34,True,Concurrence in estimates
40-3,79,Bloc Québécois,2010-06-17T19:45:51,False,supply,,,unknown,category_proxy_other,unknown,,True,0,48,True,Concurrence in estimates
40-3,79,Green Party,2010-06-17T19:45:51,False,supply,,,unknown,category_proxy_other,unknown,,False,,0,True,Concurrence in estimates
40-3,80,Conservative,2010-06-17T19:52:28,True,supply,second_reading,C-44,legisinfo,category_proxy_other,unknown,,True,0,140,True,"2nd reading of Bill C-44, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,80,Liberal,2010-06-17T19:52:28,False,supply,second_reading,C-44,legisinfo,category_proxy_other,unknown,,True,0,49,True,"2nd reading of Bill C-44, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,80,NDP,2010-06-17T19:52:28,False,supply,second_reading,C-44,legisinfo,category_proxy_other,unknown,,True,0,34,True,"2nd reading of Bill C-44, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,80,Bloc Québécois,2010-06-17T19:52:28,False,supply,second_reading,C-44,legisinfo,category_proxy_other,unknown,,True,0,48,True,"2nd reading of Bill C-44, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,80,Green Party,2010-06-17T19:52:28,False,supply,second_reading,C-44,legisinfo,category_proxy_other,unknown,,False,,0,True,"2nd reading of Bill C-44, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,81,Conservative,2010-06-17T19:55:01,True,supply,report_stage,C-44,legisinfo,category_proxy_other,unknown,,True,0,140,True,"Concurrence at report stage of Bill C-44, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,81,Liberal,2010-06-17T19:55:01,False,supply,report_stage,C-44,legisinfo,category_proxy_other,unknown,,True,0,49,True,"Concurrence at report stage of Bill C-44, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,81,NDP,2010-06-17T19:55:01,False,supply,report_stage,C-44,legisinfo,category_proxy_other,unknown,,True,0,34,True,"Concurrence at report stage of Bill C-44, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,81,Bloc Québécois,2010-06-17T19:55:01,False,supply,report_stage,C-44,legisinfo,category_proxy_other,unknown,,True,0,48,True,"Concurrence at report stage of Bill C-44, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,81,Green Party,2010-06-17T19:55:01,False,supply,report_stage,C-44,legisinfo,category_proxy_other,unknown,,False,,0,True,"Concurrence at report stage of Bill C-44, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,82,Conservative,2010-06-17T19:57:50,True,supply,third_reading,C-44,legisinfo,category_proxy_other,unknown,,True,0,140,True,"3rd reading and adoption of Bill C-44, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,82,Liberal,2010-06-17T19:57:50,False,supply,third_reading,C-44,legisinfo,category_proxy_other,unknown,,True,0,49,True,"3rd reading and adoption of Bill C-44, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,82,NDP,2010-06-17T19:57:50,False,supply,third_reading,C-44,legisinfo,category_proxy_other,unknown,,True,0,34,True,"3rd reading and adoption of Bill C-44, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,82,Bloc Québécois,2010-06-17T19:57:50,False,supply,third_reading,C-44,legisinfo,category_proxy_other,unknown,,True,0,48,True,"3rd reading and adoption of Bill C-44, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,82,Green Party,2010-06-17T19:57:50,False,supply,third_reading,C-44,legisinfo,category_proxy_other,unknown,,False,,0,True,"3rd reading and adoption of Bill C-44, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,83,Conservative,2010-06-17T20:25:22,True,supply,,,unknown,category_proxy_other,unknown,,True,0,140,True,Concurrence in estimates
40-3,83,Liberal,2010-06-17T20:25:22,False,supply,,,unknown,category_proxy_other,unknown,,True,0,49,True,Concurrence in estimates
40-3,83,NDP,2010-06-17T20:25:22,False,supply,,,unknown,category_proxy_other,unknown,,True,0,34,True,Concurrence in estimates
40-3,83,Bloc Québécois,2010-06-17T20:25:22,False,supply,,,unknown,category_proxy_other,unknown,,True,0,48,True,Concurrence in estimates
40-3,83,Green Party,2010-06-17T20:25:22,False,supply,,,unknown,category_proxy_other,unknown,,False,,0,True,Concurrence in estimates
40-3,84,Conservative,2010-06-17T19:59:20,True,supply,second_reading,C-45,legisinfo,category_proxy_other,unknown,,True,0,140,True,"2nd reading of Bill C-45, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,84,Liberal,2010-06-17T19:59:20,False,supply,second_reading,C-45,legisinfo,category_proxy_other,unknown,,True,0,49,True,"2nd reading of Bill C-45, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,84,NDP,2010-06-17T19:59:20,False,supply,second_reading,C-45,legisinfo,category_proxy_other,unknown,,True,0,34,True,"2nd reading of Bill C-45, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,84,Bloc Québécois,2010-06-17T19:59:20,False,supply,second_reading,C-45,legisinfo,category_proxy_other,unknown,,True,0,48,True,"2nd reading of Bill C-45, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,84,Green Party,2010-06-17T19:59:20,False,supply,second_reading,C-45,legisinfo,category_proxy_other,unknown,,False,,0,True,"2nd reading of Bill C-45, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,85,Conservative,2010-06-17T20:02:01,True,supply,report_stage,C-45,legisinfo,category_proxy_other,unknown,,True,0,140,True,"Concurrence at report stage of Bill C-45, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,85,Liberal,2010-06-17T20:02:01,False,supply,report_stage,C-45,legisinfo,category_proxy_other,unknown,,True,0,49,True,"Concurrence at report stage of Bill C-45, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,85,NDP,2010-06-17T20:02:01,False,supply,report_stage,C-45,legisinfo,category_proxy_other,unknown,,True,0,34,True,"Concurrence at report stage of Bill C-45, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,85,Bloc Québécois,2010-06-17T20:02:01,False,supply,report_stage,C-45,legisinfo,category_proxy_other,unknown,,True,0,48,True,"Concurrence at report stage of Bill C-45, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,85,Green Party,2010-06-17T20:02:01,False,supply,report_stage,C-45,legisinfo,category_proxy_other,unknown,,False,,0,True,"Concurrence at report stage of Bill C-45, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,86,Conservative,2010-06-17T20:04:47,True,supply,third_reading,C-45,legisinfo,category_proxy_other,unknown,,True,0,140,True,"3rd reading and adoption of Bill C-45, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,86,Liberal,2010-06-17T20:04:47,False,supply,third_reading,C-45,legisinfo,category_proxy_other,unknown,,True,0,49,True,"3rd reading and adoption of Bill C-45, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,86,NDP,2010-06-17T20:04:47,False,supply,third_reading,C-45,legisinfo,category_proxy_other,unknown,,True,0,34,True,"3rd reading and adoption of Bill C-45, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,86,Bloc Québécois,2010-06-17T20:04:47,False,supply,third_reading,C-45,legisinfo,category_proxy_other,unknown,,True,0,48,True,"3rd reading and adoption of Bill C-45, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,86,Green Party,2010-06-17T20:04:47,False,supply,third_reading,C-45,legisinfo,category_proxy_other,unknown,,False,,0,True,"3rd reading and adoption of Bill C-45, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011"
40-3,87,Conservative,2010-09-22T17:45:00,True,government_bill,second_reading,C-17,legisinfo,category_proxy_other,unknown,,True,0,143,True,"2nd reading of Bill C-17, An Act to amend the Criminal Code (investigative hearing and recognizance with conditions)"
40-3,87,Liberal,2010-09-22T17:45:00,False,government_bill,second_reading,C-17,legisinfo,category_proxy_other,unknown,,True,0,75,True,"2nd reading of Bill C-17, An Act to amend the Criminal Code (investigative hearing and recognizance with conditions)"
40-3,87,NDP,2010-09-22T17:45:00,False,government_bill,second_reading,C-17,legisinfo,category_proxy_other,unknown,,True,0,36,True,"2nd reading of Bill C-17, An Act to amend the Criminal Code (investigative hearing and recognizance with conditions)"
40-3,87,Bloc Québécois,2010-09-22T17:45:00,False,government_bill,second_reading,C-17,legisinfo,category_proxy_other,unknown,,True,0,48,True,"2nd reading of Bill C-17, An Act to amend the Criminal Code (investigative hearing and recognizance with conditions)"
40-3,87,Green Party,2010-09-22T17:45:00,False,government_bill,second_reading,C-17,legisinfo,category_proxy_other,unknown,,False,,0,True,"2nd reading of Bill C-17, An Act to amend the Criminal Code (investigative hearing and recognizance with conditions)"
40-3,88,Conservative,2010-09-22T17:55:51,True,committee_report,,,unknown,category_proxy_other,unknown,,True,0,143,True,Second Report of the Standing Committee on Public Safety and National Security
40-3,88,Liberal,2010-09-22T17:55:51,False,committee_report,,,unknown,category_proxy_other,unknown,,True,0,75,True,Second Report of the Standing Committee on Public Safety and National Security
40-3,88,NDP,2010-09-22T17:55:51,False,committee_report,,,unknown,category_proxy_other,unknown,,True,6,36,True,Second Report of the Standing Committee on Public Safety and National Security
40-3,88,Bloc Québécois,2010-09-22T17:55:51,False,committee_report,,,unknown,category_proxy_other,unknown,,True,0,48,True,Second Report of the Standing Committee on Public Safety and National Security
40-3,88,Green Party,2010-09-22T17:55:51,False,committee_report,,,unknown,category_proxy_other,unknown,,False,,0,True,Second Report of the Standing Committee on Public Safety and National Security
40-3,89,Conservative,2010-09-27T18:45:48,True,government_bill,second_reading,C-5,legisinfo,category_proxy_other,unknown,,True,0,121,True,"2nd reading of Bill C-5, An Act to amend the International Transfer of Offenders Act"
40-3,89,Liberal,2010-09-27T18:45:48,False,government_bill,second_reading,C-5,legisinfo,category_proxy_other,unknown,,True,0,57,True,"2nd reading of Bill C-5, An Act to amend the International Transfer of Offenders Act"
40-3,89,NDP,2010-09-27T18:45:48,False,government_bill,second_reading,C-5,legisinfo,category_proxy_other,unknown,,True,0,30,True,"2nd reading of Bill C-5, An Act to amend the International Transfer of Offenders Act"
40-3,89,Bloc Québécois,2010-09-27T18:45:48,False,government_bill,second_reading,C-5,legisinfo,category_proxy_other,unknown,,True,0,30,True,"2nd reading of Bill C-5, An Act to amend the International Transfer of Offenders Act"
40-3,89,Green Party,2010-09-27T18:45:48,False,government_bill,second_reading,C-5,legisinfo,category_proxy_other,unknown,,False,,0,True,"2nd reading of Bill C-5, An Act to amend the International Transfer of Offenders Act"
40-3,90,Conservative,2010-09-29T17:45:52,True,opposition_motion,,,unknown,category_proxy_other,unknown,,True,0,139,True,Opposition Motion (Long-form census)
40-3,90,Liberal,2010-09-29T17:45:52,False,opposition_motion,,,unknown,category_proxy_other,unknown,,True,0,71,True,Opposition Motion (Long-form census)
40-3,90,NDP,2010-09-29T17:45:52,False,opposition_motion,,,unknown,category_proxy_other,unknown,,True,0,36,True,Opposition Motion (Long-form census)
40-3,90,Bloc Québécois,2010-09-29T17:45:52,False,opposition_motion,,,unknown,category_proxy_other,unknown,,True,0,45,True,Opposition Motion (Long-form census)
40-3,90,Green Party,2010-09-29T17:45:52,False,opposition_motion,,,unknown,category_proxy_other,unknown,,False,,0,True,Opposition Motion (Long-form census)
40-3,91,Conservative,2010-09-29T17:50:55,True,private_members_business,report_stage,C-308,legisinfo,category_proxy_private,unknown,,True,0,140,True,"Concurrence at report stage of Bill C-308, An Act to amend the Employment Insurance Act (improvement of the employment insurance system)"
40-3,91,Liberal,2010-09-29T17:50:55,False,private_members_business,report_stage,C-308,legisinfo,category_proxy_private,unknown,,True,5,48,True,"Concurrence at report stage of Bill C-308, An Act to amend the Employment Insurance Act (improvement of the employment insurance system)"
40-3,91,NDP,2010-09-29T17:50:55,False,private_members_business,report_stage,C-308,legisinfo,category_proxy_private,unknown,,True,0,36,True,"Concurrence at report stage of Bill C-308, An Act to amend the Employment Insurance Act (improvement of the employment insurance system)"
40-3,91,Bloc Québécois,2010-09-29T17:50:55,False,private_members_business,report_stage,C-308,legisinfo,category_proxy_private,unknown,,True,0,45,True,"Concurrence at report stage of Bill C-308, An Act to amend the Employment Insurance Act (improvement of the employment insurance system)"
40-3,91,Green Party,2010-09-29T17:50:55,False,private_members_business,report_stage,C-308,legisinfo,category_proxy_private,unknown,,False,,0,True,"Concurrence at report stage of Bill C-308, An Act to amend the Employment Insurance Act (improvement of the employment insurance system)"
40-3,92,Conservative,2010-09-29T17:55:03,True,committee_report,,,unknown,category_proxy_other,unknown,,True,0,140,False,Fifth Report of the Standing Committee on Finance
40-3,92,Liberal,2010-09-29T17:55:03,False,committee_report,,,unknown,category_proxy_other,unknown,,True,0,48,False,Fifth Report of the Standing Committee on Finance
40-3,92,NDP,2010-09-29T17:55:03,False,committee_report,,,unknown,category_proxy_other,unknown,,True,0,36,False,Fifth Report of the Standing Committee on Finance
40-3,92,Bloc Québécois,2010-09-29T17:55:03,False,committee_report,,,unknown,category_proxy_other,unknown,,True,0,45,False,Fifth Report of the Standing Committee on Finance
40-3,92,Green Party,2010-09-29T17:55:03,False,committee_report,,,unknown,category_proxy_other,unknown,,False,,0,False,Fifth Report of the Standing Committee on Finance
40-3,93,Conservative,2010-09-29T18:00:08,True,private_members_business,,,unknown,category_proxy_private,unknown,,True,0,140,True,Private Members' Business M-513 (Health care system)
40-3,93,Liberal,2010-09-29T18:00:08,False,private_members_business,,,unknown,category_proxy_private,unknown,,True,0,64,True,Private Members' Business M-513 (Health care system)
40-3,93,NDP,2010-09-29T18:00:08,False,private_members_business,,,unknown,category_proxy_private,unknown,,True,0,36,True,Private Members' Business M-513 (Health care system)
40-3,93,Bloc Québécois,2010-09-29T18:00:08,False,private_members_business,,,unknown,category_proxy_private,unknown,,True,0,43,True,Private Members' Business M-513 (Health care system)
40-3,93,Green Party,2010-09-29T18:00:08,False,private_members_business,,,unknown,category_proxy_private,unknown,,False,,0,True,Private Members' Business M-513 (Health care system)
40-3,94,Conservative,2010-09-29T18:05:42,True,private_members_business,,,unknown,category_proxy_private,unknown,,True,0,140,False,Private Members' Business M-514 (Instruction to the Standing Committee on Public Safety and National Security (Criminal Records Act))
40-3,94,Liberal,2010-09-29T18:05:42,False,private_members_business,,,unknown,category_proxy_private,unknown,,True,0,64,False,Private Members' Business M-514 (Instruction to the Standing Committee on Public Safety and National Security (Criminal Records Act))
40-3,94,NDP,2010-09-29T18:05:42,False,private_members_business,,,unknown,category_proxy_private,unknown,,True,0,36,False,Private Members' Business M-514 (Instruction to the Standing Committee on Public Safety and National Security (Criminal Records Act))
40-3,94,Bloc Québécois,2010-09-29T18:05:42,False,private_members_business,,,unknown,category_proxy_private,unknown,,True,0,43,False,Private Members' Business M-514 (Instruction to the Standing Committee on Public Safety and National Security (Criminal Records Act))
40-3,94,Green Party,2010-09-29T18:05:42,False,private_members_business,,,unknown,category_proxy_private,unknown,,False,,0,False,Private Members' Business M-514 (Instruction to the Standing Committee on Public Safety and National Security (Criminal Records Act))
