session,division,party,date,governing,category,stage,bill,bill_type_source,whip_status,member_scope,source_id,majority_defined,dissenters,binary_members,contested,subject
41-1,708,Bloc Québécois,2013-05-30T15:00:00,False,government_bill,third_reading,C-52,legisinfo,category_proxy_other,unknown,,True,0,2,False,"3rd reading and adoption of Bill C-52, An Act to amend the Canada Transportation Act (administration, air and railway transportation and arbitration)"
41-1,708,Green Party,2013-05-30T15:00:00,False,government_bill,third_reading,C-52,legisinfo,category_proxy_other,unknown,,True,0,1,False,"3rd reading and adoption of Bill C-52, An Act to amend the Canada Transportation Act (administration, air and railway transportation and arbitration)"
41-1,709,Conservative,2013-06-03T13:00:56,True,procedural,,C-60,legisinfo,category_proxy_other,unknown,,True,0,148,True,"Time allocation for Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures"
41-1,709,Liberal,2013-06-03T13:00:56,False,procedural,,C-60,legisinfo,category_proxy_other,unknown,,True,0,27,True,"Time allocation for Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures"
41-1,709,NDP,2013-06-03T13:00:56,False,procedural,,C-60,legisinfo,category_proxy_other,unknown,,True,0,75,True,"Time allocation for Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures"
41-1,709,Bloc Québécois,2013-06-03T13:00:56,False,procedural,,C-60,legisinfo,category_proxy_other,unknown,,True,0,1,True,"Time allocation for Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures"
41-1,709,Green Party,2013-06-03T13:00:56,False,procedural,,C-60,legisinfo,category_proxy_other,unknown,,True,0,1,True,"Time allocation for Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures"
41-1,710,Conservative,2013-06-03T15:15:18,True,government_bill,third_reading,C-51,legisinfo,category_proxy_other,unknown,,True,0,153,False,"3rd reading and adoption of Bill C-51, An Act to amend the Witness Protection Program Act and to make a consequential amendment to another Act"
41-1,710,Liberal,2013-06-03T15:15:18,False,government_bill,third_reading,C-51,legisinfo,category_proxy_other,unknown,,True,0,27,False,"3rd reading and adoption of Bill C-51, An Act to amend the Witness Protection Program Act and to make a consequential amendment to another Act"
41-1,710,NDP,2013-06-03T15:15:18,False,government_bill,third_reading,C-51,legisinfo,category_proxy_other,unknown,,True,0,85,False,"3rd reading and adoption of Bill C-51, An Act to amend the Witness Protection Program Act and to make a consequential amendment to another Act"
41-1,710,Bloc Québécois,2013-06-03T15:15:18,False,government_bill,third_reading,C-51,legisinfo,category_proxy_other,unknown,,True,0,2,False,"3rd reading and adoption of Bill C-51, An Act to amend the Witness Protection Program Act and to make a consequential amendment to another Act"
41-1,710,Green Party,2013-06-03T15:15:18,False,government_bill,third_reading,C-51,legisinfo,category_proxy_other,unknown,,True,0,1,False,"3rd reading and adoption of Bill C-51, An Act to amend the Witness Protection Program Act and to make a consequential amendment to another Act"
41-1,711,Conservative,2013-06-04T10:40:39,True,procedural,,S-2,legisinfo,category_proxy_other,unknown,,True,0,145,True,"Time allocation for Bill S-2, An Act respecting family homes situated on First Nation reserves and matrimonial interests or rights in or to structures and lands situated on those reserves"
41-1,711,Liberal,2013-06-04T10:40:39,False,procedural,,S-2,legisinfo,category_proxy_other,unknown,,True,0,32,True,"Time allocation for Bill S-2, An Act respecting family homes situated on First Nation reserves and matrimonial interests or rights in or to structures and lands situated on those reserves"
41-1,711,NDP,2013-06-04T10:40:39,False,procedural,,S-2,legisinfo,category_proxy_other,unknown,,True,0,89,True,"Time allocation for Bill S-2, An Act respecting family homes situated on First Nation reserves and matrimonial interests or rights in or to structures and lands situated on those reserves"
41-1,711,Bloc Québécois,2013-06-04T10:40:39,False,procedural,,S-2,legisinfo,category_proxy_other,unknown,,True,0,4,True,"Time allocation for Bill S-2, An Act respecting family homes situated on First Nation reserves and matrimonial interests or rights in or to structures and lands situated on those reserves"
41-1,711,Green Party,2013-06-04T10:40:39,False,procedural,,S-2,legisinfo,category_proxy_other,unknown,,True,0,1,True,"Time allocation for Bill S-2, An Act respecting family homes situated on First Nation reserves and matrimonial interests or rights in or to structures and lands situated on those reserves"
41-1,712,Conservative,2013-06-04T15:15:18,True,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,156,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,712,Liberal,2013-06-04T15:15:18,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,34,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,712,NDP,2013-06-04T15:15:18,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,91,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,712,Bloc Québécois,2013-06-04T15:15:18,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,5,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,712,Green Party,2013-06-04T15:15:18,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,1,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,713,Conservative,2013-06-04T15:25:57,True,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,156,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,713,Liberal,2013-06-04T15:25:57,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,34,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,713,NDP,2013-06-04T15:25:57,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,90,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,713,Bloc Québécois,2013-06-04T15:25:57,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,5,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,713,Green Party,2013-06-04T15:25:57,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,1,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,714,Conservative,2013-06-04T15:35:35,True,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,156,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,714,Liberal,2013-06-04T15:35:35,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,34,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,714,NDP,2013-06-04T15:35:35,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,90,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,714,Bloc Québécois,2013-06-04T15:35:35,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,5,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,714,Green Party,2013-06-04T15:35:35,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,1,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,715,Conservative,2013-06-04T15:45:16,True,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,156,False,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,715,Liberal,2013-06-04T15:45:16,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,34,False,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,715,NDP,2013-06-04T15:45:16,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,92,False,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,715,Bloc Québécois,2013-06-04T15:45:16,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,5,False,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,715,Green Party,2013-06-04T15:45:16,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,1,False,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,716,Conservative,2013-06-04T15:55:05,True,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,156,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,716,Liberal,2013-06-04T15:55:05,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,34,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,716,NDP,2013-06-04T15:55:05,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,92,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,716,Bloc Québécois,2013-06-04T15:55:05,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,5,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,716,Green Party,2013-06-04T15:55:05,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,1,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,717,Conservative,2013-06-04T16:05:00,True,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,156,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,717,Liberal,2013-06-04T16:05:00,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,34,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,717,NDP,2013-06-04T16:05:00,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,92,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,717,Bloc Québécois,2013-06-04T16:05:00,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,5,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,717,Green Party,2013-06-04T16:05:00,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,1,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,718,Conservative,2013-06-04T16:15:59,True,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,156,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,718,Liberal,2013-06-04T16:15:59,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,34,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,718,NDP,2013-06-04T16:15:59,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,92,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,718,Bloc Québécois,2013-06-04T16:15:59,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,5,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,718,Green Party,2013-06-04T16:15:59,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,1,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,719,Conservative,2013-06-04T16:25:27,True,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,156,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,719,Liberal,2013-06-04T16:25:27,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,34,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,719,NDP,2013-06-04T16:25:27,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,92,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,719,Bloc Québécois,2013-06-04T16:25:27,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,5,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,719,Green Party,2013-06-04T16:25:27,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,1,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,720,Conservative,2013-06-04T16:35:41,True,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,156,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,720,Liberal,2013-06-04T16:35:41,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,34,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,720,NDP,2013-06-04T16:35:41,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,92,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,720,Bloc Québécois,2013-06-04T16:35:41,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,5,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,720,Green Party,2013-06-04T16:35:41,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,1,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,721,Conservative,2013-06-04T16:45:37,True,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,156,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,721,Liberal,2013-06-04T16:45:37,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,34,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,721,NDP,2013-06-04T16:45:37,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,92,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,721,Bloc Québécois,2013-06-04T16:45:37,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,5,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,721,Green Party,2013-06-04T16:45:37,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,1,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,722,Conservative,2013-06-04T16:55:18,True,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,156,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,722,Liberal,2013-06-04T16:55:18,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,34,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,722,NDP,2013-06-04T16:55:18,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,92,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,722,Bloc Québécois,2013-06-04T16:55:18,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,5,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,722,Green Party,2013-06-04T16:55:18,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,1,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,723,Conservative,2013-06-04T17:05:13,True,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,156,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,723,Liberal,2013-06-04T17:05:13,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,34,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,723,NDP,2013-06-04T17:05:13,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,92,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,723,Bloc Québécois,2013-06-04T17:05:13,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,5,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,723,Green Party,2013-06-04T17:05:13,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,1,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,724,Conservative,2013-06-04T17:15:03,True,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,156,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,724,Liberal,2013-06-04T17:15:03,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,34,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,724,NDP,2013-06-04T17:15:03,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,92,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,724,Bloc Québécois,2013-06-04T17:15:03,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,5,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,724,Green Party,2013-06-04T17:15:03,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,1,True,"Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures (report stage amendment)"
41-1,725,Conservative,2013-06-04T17:25:29,True,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,156,True,"Concurrence at report stage of Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures"
41-1,725,Liberal,2013-06-04T17:25:29,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,34,True,"Concurrence at report stage of Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures"
41-1,725,NDP,2013-06-04T17:25:29,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,92,True,"Concurrence at report stage of Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures"
41-1,725,Bloc Québécois,2013-06-04T17:25:29,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,5,True,"Concurrence at report stage of Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures"
41-1,725,Green Party,2013-06-04T17:25:29,False,government_bill,report_stage,C-60,legisinfo,category_proxy_other,unknown,,True,0,1,True,"Concurrence at report stage of Bill C-60, An Act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures"
41-1,726,Conservative,2013-06-04T16:10:00,True,government_bill,report_stage,S-8,legisinfo,category_proxy_other,unknown,,True,0,156,True,"Concurrence at report stage of Bill S-8, An Act respecting the safety of drinking water on First Nation lands"
41-1,726,Liberal,2013-06-04T16:10:00,False,government_bill,report_stage,S-8,legisinfo,category_proxy_other,unknown,,True,0,32,True,"Concurrence at report stage of Bill S-8, An Act respecting the safety of drinking water on First Nation lands"
41-1,726,NDP,2013-06-04T16:10:00,False,government_bill,report_stage,S-8,legisinfo,category_proxy_other,unknown,,True,0,87,True,"Concurrence at report stage of Bill S-8, An Act respecting the safety of drinking water on First Nation lands"
41-1,726,Bloc Québécois,2013-06-04T16:10:00,False,government_bill,report_stage,S-8,legisinfo,category_proxy_other,unknown,,True,0,5,True,"Concurrence at report stage of Bill S-8, An Act respecting the safety of drinking water on First Nation lands"
41-1,726,Green Party,2013-06-04T16:10:00,False,government_bill,report_stage,S-8,legisinfo,category_proxy_other,unknown,,True,0,1,True,"Concurrence at report stage of Bill S-8, An Act respecting the safety of drinking water on First Nation lands"
41-1,727,Conservative,2013-06-05T15:15:15,True,private_members_business,third_reading,C-419,legisinfo,category_proxy_private,unknown,,True,0,144,False,"3rd reading and adoption of Bill C-419, An Act respecting language skills"
41-1,727,Liberal,2013-06-05T15:15:15,False,private_members_business,third_reading,C-419,legisinfo,category_proxy_private,unknown,,True,0,31,False,"3rd reading and adoption of Bill C-419, An Act respecting language skills"
41-1,727,NDP,2013-06-05T15:15:15,False,private_members_business,third_reading,C-419,legisinfo,category_proxy_private,unknown,,True,0,90,False,"3rd reading and adoption of Bill C-419, An Act respecting language skills"
41-1,727,Bloc Québécois,2013-06-05T15:15:15,False,private_members_business,third_reading,C-419,legisinfo,category_proxy_private,unknown,,True,0,4,False,"3rd reading and adoption of Bill C-419, An Act respecting language skills"
41-1,727,Green Party,2013-06-05T15:15:15,False,private_members_business,third_reading,C-419,legisinfo,category_proxy_private,unknown,,True,0,1,False,"3rd reading and adoption of Bill C-419, An Act respecting language skills"
41-1,728,Conservative,2013-06-05T15:25:02,True,private_members_business,third_reading,S-209,legisinfo,category_proxy_private,unknown,,True,9,152,False,"3rd reading and adoption of Bill S-209, An Act to amend the Criminal Code (prize fights)"
41-1,728,Liberal,2013-06-05T15:25:02,False,private_members_business,third_reading,S-209,legisinfo,category_proxy_private,unknown,,True,0,28,False,"3rd reading and adoption of Bill S-209, An Act to amend the Criminal Code (prize fights)"
41-1,728,NDP,2013-06-05T15:25:02,False,private_members_business,third_reading,S-209,legisinfo,category_proxy_private,unknown,,True,0,89,False,"3rd reading and adoption of Bill S-209, An Act to amend the Criminal Code (prize fights)"
41-1,728,Bloc Québécois,2013-06-05T15:25:02,False,private_members_business,third_reading,S-209,legisinfo,category_proxy_private,unknown,,True,0,5,False,"3rd reading and adoption of Bill S-209, An Act to amend the Criminal Code (prize fights)"
41-1,728,Green Party,2013-06-05T15:25:02,False,private_members_business,third_reading,S-209,legisinfo,category_proxy_private,unknown,,True,0,1,False,"3rd reading and adoption of Bill S-209, An Act to amend the Criminal Code (prize fights)"
41-1,729,Conservative,2013-06-05T15:35:08,True,private_members_business,second_reading,C-478,legisinfo,category_proxy_private,unknown,,True,0,151,False,"2nd reading of Bill C-478, An Act to amend the Criminal Code (increasing parole ineligibility)"
41-1,729,Liberal,2013-06-05T15:35:08,False,private_members_business,second_reading,C-478,legisinfo,category_proxy_private,unknown,,False,,0,False,"2nd reading of Bill C-478, An Act to amend the Criminal Code (increasing parole ineligibility)"
41-1,729,NDP,2013-06-05T15:35:08,False,private_members_business,second_reading,C-478,legisinfo,category_proxy_private,unknown,,False,,0,False,"2nd reading of Bill C-478, An Act to amend the Criminal Code (increasing parole ineligibility)"
41-1,729,Bloc Québécois,2013-06-05T15:35:08,False,private_members_business,second_reading,C-478,legisinfo,category_proxy_private,unknown,,True,0,5,False,"2nd reading of Bill C-478, An Act to amend the Criminal Code (increasing parole ineligibility)"
41-1,729,Green Party,2013-06-05T15:35:08,False,private_members_business,second_reading,C-478,legisinfo,category_proxy_private,unknown,,False,,0,False,"2nd reading of Bill C-478, An Act to amend the Criminal Code (increasing parole ineligibility)"
41-1,730,Conservative,2013-06-05T22:35:00,True,opposition_motion,,,unknown,category_proxy_other,unknown,,True,0,152,True,Opposition Motion (The Senate)
41-1,730,Liberal,2013-06-05T22:35:00,False,opposition_motion,,,unknown,category_proxy_other,unknown,,True,0,29,True,Opposition Motion (The Senate)
41-1,730,NDP,2013-06-05T22:35:00,False,opposition_motion,,,unknown,category_proxy_other,unknown,,True,0,90,True,Opposition Motion (The Senate)
41-1,730,Bloc Québécois,2013-06-05T22:35:00,False,opposition_motion,,,unknown,category_proxy_other,unknown,,True,0,5,True,Opposition Motion (The Senate)
41-1,730,Green Party,2013-06-05T22:35:00,False,opposition_motion,,,unknown,category_proxy_other,unknown,,True,0,1,True,Opposition Motion (The Senate)
41-1,731,Conservative,2013-06-05T22:40:13,True,supply,,,unknown,category_proxy_other,unknown,,True,0,152,True,Concurrence in an opposed item
41-1,731,Liberal,2013-06-05T22:40:13,False,supply,,,unknown,category_proxy_other,unknown,,True,0,29,True,Concurrence in an opposed item
41-1,731,NDP,2013-06-05T22:40:13,False,supply,,,unknown,category_proxy_other,unknown,,True,0,90,True,Concurrence in an opposed item
41-1,731,Bloc Québécois,2013-06-05T22:40:13,False,supply,,,unknown,category_proxy_other,unknown,,True,0,5,True,Concurrence in an opposed item
41-1,731,Green Party,2013-06-05T22:40:13,False,supply,,,unknown,category_proxy_other,unknown,,True,0,1,True,Concurrence in an opposed item
41-1,732,Conservative,2013-06-05T22:50:52,True,supply,,,unknown,category_proxy_other,unknown,,True,0,153,True,Concurrence in estimates
41-1,732,Liberal,2013-06-05T22:50:52,False,supply,,,unknown,category_proxy_other,unknown,,True,0,29,True,Concurrence in estimates
41-1,732,NDP,2013-06-05T22:50:52,False,supply,,,unknown,category_proxy_other,unknown,,True,0,90,True,Concurrence in estimates
41-1,732,Bloc Québécois,2013-06-05T22:50:52,False,supply,,,unknown,category_proxy_other,unknown,,True,0,5,True,Concurrence in estimates
41-1,732,Green Party,2013-06-05T22:50:52,False,supply,,,unknown,category_proxy_other,unknown,,True,0,1,True,Concurrence in estimates
41-1,733,Conservative,2013-06-05T21:20:05,True,supply,second_reading,C-63,legisinfo,category_proxy_other,unknown,,True,0,153,True,"2nd reading of Bill C-63, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2014"
