vote_number,date,subject,bill_number,result,yeas,nays,paired
190,2007-05-29T17:50:26,Opposition Motion (Canada's Clean Air and Climate Change Act),,Agreed To,155,121,8
189,2007-05-15T17:55:49,"2nd reading of Bill C-53, An Act to implement the Convention on the Settlement of Investment Disputes between States and Nationals of Other States (ICSID Convention)",C-53,Agreed To,251,27,0
188,2007-05-15T17:50:32,13th Report of the Standing Committee on Public Accounts,,Agreed To,160,116,0
187,2007-05-15T17:45:52,"2nd reading of Bill C-52, An Act to implement certain provisions of the budget tabled in Parliament on March 19, 2007",C-52,Agreed To,164,114,0
186,2007-05-15T17:40:43,"2nd reading of Bill C-52, An Act to implement certain provisions of the budget tabled in Parliament on March 19, 2007 (previous question)",C-52,Agreed To,163,115,0
185,2007-05-15T17:35:13,Opposition Motion (Interest non-deductibility and income trusts policies),,Negatived,87,191,0
184,2007-05-09T18:10:34,"Concurrence at report stage of Bill C-280, An Act to Amend the Immigration and Refugee Protection Act (coming into force of sections 110, 111 and 171)",C-280,Agreed To,148,121,0
183,2007-05-09T18:00:19,"Concurrence at report stage of Bill C-269, An Act to amend the Employment Insurance Act (improvement of the employment insurance system)",C-269,Agreed To,155,121,0
182,2007-05-09T17:50:19,"2nd reading of Bill C-207, An Act to amend the Income Tax Act (tax credit for new graduates working in designated regions)",C-207,Agreed To,155,121,0
181,2007-05-08T18:12:14,Opposition Motion (Price of gas ),,Agreed To,159,122,4
180,2007-05-08T17:35:56,Opposition Motion (Price of gas) (amendment),,Agreed To,159,122,4
179,2007-05-07T20:00:39,"Concurrence at report stage of Bill C-10, An Act to amend the Criminal Code (minimum penalties for offences involving firearms) and to make a consequential amendment to another Act",C-10,Agreed To,160,102,4
178,2007-05-07T19:50:20,"Bill C-10, An Act to amend the Criminal Code (minimum penalties for offences involving firearms) and to make a consequential amendment to another Act (report stage amendment)",C-10,Agreed To,160,102,4
177,2007-05-07T19:40:36,"Bill C-10, An Act to amend the Criminal Code (minimum penalties for offences involving firearms) and to make a consequential amendment to another Act (report stage subamendment)",C-10,Agreed To,160,102,4
176,2007-05-07T19:30:26,"Bill C-10, An Act to amend the Criminal Code (minimum penalties for offences involving firearms) and to make a consequential amendment to another Act (report stage amendment)",C-10,Agreed To,160,102,4
175,2007-05-07T19:20:51,"Bill C-10, An Act to amend the Criminal Code (minimum penalties for offences involving firearms) and to make a consequential amendment to another Act (report stage subamendment)",C-10,Agreed To,160,102,4
174,2007-05-07T19:10:47,"Bill C-10, An Act to amend the Criminal Code (minimum penalties for offences involving firearms) and to make a consequential amendment to another Act (report stage amendment)",C-10,Agreed To,160,102,4
173,2007-05-07T19:00:57,"Bill C-10, An Act to amend the Criminal Code (minimum penalties for offences involving firearms) and to make a consequential amendment to another Act (report stage subamendment)",C-10,Agreed To,160,102,4
172,2007-05-07T18:50:06,"Bill C-10, An Act to amend the Criminal Code (minimum penalties for offences involving firearms) and to make a consequential amendment to another Act (report stage amendment)",C-10,Agreed To,160,102,4
171,2007-05-02T18:10:05,Private Members' Business M-262 (Electoral reform),,Negatived,91,175,0
170,2007-05-02T18:10:20,"2nd reading of Bill C-343, An Act to amend the Criminal Code (motor vehicle theft)",C-343,Agreed To,164,100,0
169,2007-05-02T17:50:55,"Concurrence at report stage of Bill C-299, An Act to amend the Criminal Code (identification information obtained by fraud or false pretence)",C-299,Agreed To,268,0,0
168,2007-05-01T17:40:25,16th Report of the Standing Committee on the Status of Women,,Agreed To,149,109,6
167,2007-05-01T17:35:03,Opposition Motion (Indian Residential Schools),,Agreed To,257,0,6
166,2007-04-30T18:40:39,Opposition Motion (Afghanistan),,Negatived,29,225,6
165,2007-04-25T18:15:55,"2nd reading of Bill C-327, An Act to amend the Broadcasting Act (reduction of violence in television broadcasts)",C-327,Agreed To,176,87,0
164,2007-04-25T18:05:43,"Concurrence at report stage of Bill C-278, An Act to amend the Employment Insurance Act (benefits for illness, injury or quarantine)",C-278,Agreed To,152,117,0
163,2007-04-25T18:55:35,"2nd reading of Bill C-377, An Act to ensure Canada assumes its responsibilities in preventing dangerous climate change",C-377,Agreed To,152,115,0
162,2007-04-24T17:05:51,"Motion respecting Senate amendments to Bill C-16, An Act to amend the Canada Elections Act",C-16,Agreed To,168,116,6
161,2007-04-24T17:55:20,Opposition Motion (Afghanistan),,Negatived,134,150,6
160,2007-04-24T17:35:55,Opposition Motion (Greenhouse gases),,Agreed To,283,0,6
159,2007-04-18T18:40:48,"Private Members' Business M-243 (Instruction to the Standing Committee on Human Resources, Social Development and the Status of Persons with Disabilities) (amendment)",,Agreed To,271,0,4
158,2007-04-18T18:30:45,Private Members' Business M-158 (Textile industry),,Agreed To,158,113,4
157,2007-04-18T18:00:17,Second Report of the Standing Committee on Health,,Negatived,112,161,4
156,2007-04-18T17:50:08,11th Report of the Standing Committee on Agriculture and Agri-Food,,Agreed To,159,113,4
155,2007-04-17T22:20:47,"3rd reading and adoption of Bill C-46, An Act to provide for the resumption and continuation of railway operations",C-46,Agreed To,195,71,6
154,2007-04-17T20:00:19,"2nd reading of Bill C-46, An Act to provide for the resumption and continuation of railway operations",C-46,Agreed To,196,41,2
153,2007-04-17T12:14:05,"Government Business No. 15 (Proceedings on Bill C-46, An Act to provide for the resumption and continuation of railway operations)",,Agreed To,240,29,2
152,2007-04-17T11:30:41,Motion for closure,,Agreed To,244,27,2
151,2007-03-28T19:40:21,Private Members' Business M-244 (Canada's military personnel ),,Agreed To,285,0,0
150,2007-03-28T19:30:19,"2nd reading of Bill C-265, An Act to amend the Employment Insurance Act (qualification for and entitlement to benefits)",C-265,Agreed To,166,120,0
149,2007-03-28T19:20:21,"3rd reading and adoption of Bill C-293, An Act respecting the provision of official development assistance abroad",C-293,Agreed To,166,121,0
148,2007-03-28T19:10:10,"Concurrence at report stage of Bill C-293, An Act respecting the provision of official development assistance abroad",C-293,Agreed To,166,121,0
147,2007-03-28T19:00:50,"Bill C-293, An Act respecting the provision of official development assistance abroad (report stage amendment)",C-293,Agreed To,166,121,0
146,2007-03-28T18:50:29,"Bill C-293, An Act respecting the provision of official development assistance abroad (report stage amendment)",C-293,Agreed To,166,121,0
145,2007-03-28T18:40:07,"Bill C-293, An Act respecting the provision of official development assistance abroad (report stage amendment)",C-293,Agreed To,166,121,0
144,2007-03-28T18:20:08,"Bill C-293, An Act respecting the provision of official development assistance abroad (report stage amendment)",C-293,Agreed To,166,121,0
143,2007-03-28T18:10:19,"Bill C-293, An Act respecting the provision of official development assistance abroad (report stage amendment)",C-293,Agreed To,166,121,0
142,2007-03-28T18:00:53,"Bill C-293, An Act respecting the provision of official development assistance abroad (report stage amendment)",C-293,Agreed To,166,121,0
141,2007-03-28T17:50:43,"Bill C-293, An Act respecting the provision of official development assistance abroad (report stage amendment)",C-293,Agreed To,166,121,0
140,2007-03-27T17:45:39,"2nd reading of Bill C-35, An Act to amend the Criminal Code (reverse onus in bail hearings for firearm-related offences)",C-35,Agreed To,245,49,0
139,2007-03-27T17:35:53,Budgetary policy,,Agreed To,176,119,0
138,2007-03-26T18:40:00,Budgetary policy (amendment),,Negatived,109,175,0
137,2007-03-22T17:35:20,Opposition Motion (Equalization),,Negatived,110,173,0
136,2007-03-21T18:35:41,"3rd reading and adoption of Bill C-292, An Act to implement the Kelowna Accord",C-292,Agreed To,176,126,0
135,2007-03-21T18:25:04,"Concurrence at report stage of Bill C-257, An Act to amend the Canada Labour Code (replacement workers)",C-257,Negatived,122,177,0
134,2007-03-21T18:15:54,"Bill C-257, An Act to amend the Canada Labour Code (replacement workers) (report stage amendment)",C-257,Negatived,123,176,0
133,2007-03-21T18:05:40,"Bill C-257, An Act to amend the Canada Labour Code (replacement workers) (report stage amendment)",C-257,Negatived,124,176,0
132,2007-03-21T17:55:22,"2nd reading of Bill C-280, An Act to Amend the Immigration and Refugee Protection Act (coming into force of sections 110, 111 and 171)",C-280,Agreed To,172,126,0
131,2007-03-21T17:45:11,"3rd reading and adoption of Bill C-252, An Act to amend the Divorce Act (access for spouse who is terminally ill or in critical condition)",C-252,Agreed To,302,0,0
130,2007-03-21T17:35:57,Budgetary policy (subamendment),,Negatived,29,274,0
129,2007-03-20T17:50:38,Opposition Motion (Aeronautics industry),,Negatived,137,150,0
128,2007-02-28T17:50:29,"Bill C-294, An Act to amend the Income Tax Act (sports and recreation programs) (report stage amendment)",C-294,Negatived,68,190,0
127,2007-02-27T18:10:00,13th Report of the Standing Committee on Canadian Heritage,,Agreed To,159,123,6
126,2007-02-27T18:00:00,"Government Business No. 1 (Consideration of a motion made pursuant to the Anti-terrorism Act, S.C. 2001, c. 41, s. 4)",,Negatived,124,159,6
125,2007-02-27T15:50:43,Opposition Motion (Immigration and citizenship),,Agreed To,159,123,6
124,2007-02-21T18:55:51,"2nd reading of Bill S-211, An Act to amend the Criminal Code (lottery schemes)",S-211,Agreed To,159,109,12
123,2007-02-21T18:45:44,"Concurrence at report stage of Bill C-292, An Act to implement the Kelowna Accord",C-292,Agreed To,152,119,12
122,2007-02-21T18:40:30,"2nd reading of Bill C-304, An Act to provide for the development of a national strategy for the treatment of autism and to amend the Canada Health Act",C-304,Negatived,113,155,12
121,2007-02-21T18:10:10,"Bill C-11, An Act to amend the Canada Transportation Act and the Railway Safety Act and to make consequential amendments to other Acts (report stage amendment)",C-11,Negatived,25,245,12
120,2007-02-21T18:00:53,"Bill C-11, An Act to amend the Canada Transportation Act and the Railway Safety Act and to make consequential amendments to other Acts (report stage amendment)",C-11,Negatived,25,245,12
119,2007-02-21T17:50:21,Government Business No. 14 (Review of Delegated Legislation),,Agreed To,153,115,12
118,2007-02-20T18:15:41,Fifth Report of the Standing Committee on International Trade,,Agreed To,155,119,8
117,2007-02-20T18:05:38,"3rd reading and adoption of Bill C-31, An Act to amend the Canada Elections Act and the Public Service Employment Act",C-31,Agreed To,249,27,8
116,2007-02-20T17:55:57,"3rd reading and adoption of Bill C-31, An Act to amend the Canada Elections Act and the Public Service Employment Act (previous question)",C-31,Agreed To,249,27,8
115,2007-02-20T17:45:22,Opposition Motion (Government policies),,Agreed To,155,121,8
114,2007-02-20T17:35:31,Opposition Motion (National anti-poverty strategy),,Negatived,114,162,8
113,2007-02-14T18:40:55,Private Members' Business M-235 (Statistics of health cases),,Agreed To,225,49,0
112,2007-02-14T18:30:45,"3rd reading and adoption of Bill C-288, An Act to ensure Canada meets its global climate change obligations under the Kyoto Protocol",C-288,Agreed To,161,113,0
111,2007-02-14T18:20:43,"Concurrence at report stage of Bill C-288, An Act to ensure Canada meets its global climate change obligations under the Kyoto Protocol",C-288,Agreed To,161,113,0
110,2007-02-14T18:10:46,"Bill C-288, An Act to ensure Canada meets its global climate change obligations under the Kyoto Protocol (report stage amendment)",C-288,Agreed To,161,113,0
109,2007-02-14T18:00:33,"Bill C-288, An Act to ensure Canada meets its global climate change obligations under the Kyoto Protocol (report stage amendment)",C-288,Agreed To,161,113,0
108,2007-02-14T17:50:29,"Bill C-288, An Act to ensure Canada meets its global climate change obligations under the Kyoto Protocol (report stage amendment)",C-288,Agreed To,161,113,0
107,2007-02-13T18:20:26,Tenth Report of the Standing Committee on Citizenship and Immigration,,Agreed To,165,119,0
106,2007-02-13T18:10:22,Third Report of the Standing Committee on the Status of Women,,Agreed To,165,119,0
105,2007-02-13T18:00:21,Opposition Motion (Kyoto Protocol),,Agreed To,166,119,0
104,2007-02-13T17:50:37,Opposition Motion (Kyoto Protocol) (amendment),,Agreed To,166,119,0
103,2007-02-06T18:30:10,"3rd reading and adoption of Bill C-26, An Act to amend the Criminal Code (criminal interest rate)",C-26,Agreed To,233,47,8
102,2007-02-06T18:20:04,Fourth Report of the Standing Committee on Justice and Human Rights,,Agreed To,280,0,8
101,2007-02-06T18:10:33,"Concurrence at report stage of Bill C-31, An Act to amend the Canada Elections Act and the Public Service Employment Act",C-31,Agreed To,255,25,8
100,2007-02-06T19:00:00,"Bill C-31, An Act to amend the Canada Elections Act and the Public Service Employment Act (report stage amendment)",C-31,Negatived,25,255,8
99,2007-02-06T18:50:21,"Bill C-31, An Act to amend the Canada Elections Act and the Public Service Employment Act (report stage amendment)",C-31,Negatived,25,255,8
98,2007-02-05T18:45:22,Opposition Motion (Environment),,Agreed To,161,115,14
97,2007-01-31T15:05:25,"Concurrence at report stage of Bill C-26, An Act to amend the Criminal Code (criminal interest rate)",C-26,Agreed To,233,50,2
96,2006-12-12T15:15:03,Sixth Report of the Standing Committee on Agriculture and Agri-Food,,Agreed To,165,121,4
95,2006-12-12T15:05:53,Sixth Report of the Standing Committee on Citizenship and Immigration,,Agreed To,164,122,4
94,2006-12-07T15:05:58,Government Business No. 12 (Definition of marriage),,Negatived,123,175,2
93,2006-12-06T15:05:03,"3rd reading and adoption of Bill C-24, An Act to impose a charge on the export of certain softwood lumber products to the United States and a charge on refunds of certain duty deposits paid to the United States, to authorize certain payments, to amend the Export and Import Permits Act and to amend other Acts as a consequence",C-24,Agreed To,173,112,2
92,2006-12-05T15:15:31,Private Members' Business M-172 (Autism spectrum disorder) (amendment),,Agreed To,231,45,0
91,2006-12-05T15:05:45,"2nd reading of Bill C-278, An Act to amend the Employment Insurance Act (benefits for illness, injury or quarantine)",C-278,Agreed To,166,109,0
90,2006-12-04T19:55:22,"Concurrence at report stage of Bill C-24, An Act to impose a charge on the export of certain softwood lumber products to the United States and a charge on refunds of certain duty deposits paid to the United States, to authorize certain payments, to amend the Export and Import Permits Act and to amend other Acts as a consequence",C-24,Agreed To,166,107,10
89,2006-12-04T19:50:43,"Bill C-24, An Act to impose a charge on the export of certain softwood lumber products to the United States and a charge on refunds of certain duty deposits paid to the United States, to authorize certain payments, to amend the Export and Import Permits Act and to amend other Acts as a consequence (report stage amendment)",C-24,Negatived,25,248,10
88,2006-12-04T19:45:06,"Bill C-24, An Act to impose a charge on the export of certain softwood lumber products to the United States and a charge on refunds of certain duty deposits paid to the United States, to authorize certain payments, to amend the Export and Import Permits Act and to amend other Acts as a consequence (report stage amendment)",C-24,Negatived,25,248,10
87,2006-12-04T19:40:46,"Bill C-24, An Act to impose a charge on the export of certain softwood lumber products to the United States and a charge on refunds of certain duty deposits paid to the United States, to authorize certain payments, to amend the Export and Import Permits Act and to amend other Acts as a consequence (report stage amendment)",C-24,Agreed To,190,84,10
86,2006-12-04T19:35:58,"Bill C-24, An Act to impose a charge on the export of certain softwood lumber products to the United States and a charge on refunds of certain duty deposits paid to the United States, to authorize certain payments, to amend the Export and Import Permits Act and to amend other Acts as a consequence (report stage amendment)",C-24,Negatived,25,249,10
85,2006-12-04T19:30:28,"Bill C-24, An Act to impose a charge on the export of certain softwood lumber products to the United States and a charge on refunds of certain duty deposits paid to the United States, to authorize certain payments, to amend the Export and Import Permits Act and to amend other Acts as a consequence (report stage amendment)",C-24,Negatived,25,249,10
84,2006-12-04T19:25:11,"Bill C-24, An Act to impose a charge on the export of certain softwood lumber products to the United States and a charge on refunds of certain duty deposits paid to the United States, to authorize certain payments, to amend the Export and Import Permits Act and to amend other Acts as a consequence (report stage amendment)",C-24,Agreed To,190,84,10
83,2006-12-04T19:20:12,"Bill C-24, An Act to impose a charge on the export of certain softwood lumber products to the United States and a charge on refunds of certain duty deposits paid to the United States, to authorize certain payments, to amend the Export and Import Permits Act and to amend other Acts as a consequence (report stage amendment)",C-24,Agreed To,190,84,10
82,2006-12-04T19:15:27,"Bill C-24, An Act to impose a charge on the export of certain softwood lumber products to the United States and a charge on refunds of certain duty deposits paid to the United States, to authorize certain payments, to amend the Export and Import Permits Act and to amend other Acts as a consequence (report stage amendment)",C-24,Negatived,25,249,10
81,2006-12-04T19:10:28,"Bill C-24, An Act to impose a charge on the export of certain softwood lumber products to the United States and a charge on refunds of certain duty deposits paid to the United States, to authorize certain payments, to amend the Export and Import Permits Act and to amend other Acts as a consequence (report stage amendment)",C-24,Negatived,25,249,10
80,2006-12-04T19:00:00,"Bill C-24, An Act to impose a charge on the export of certain softwood lumber products to the United States and a charge on refunds of certain duty deposits paid to the United States, to authorize certain payments, to amend the Export and Import Permits Act and to amend other Acts as a consequence (report stage amendment)",C-24,Negatived,70,204,10
79,2006-12-04T18:50:50,"Bill C-24, An Act to impose a charge on the export of certain softwood lumber products to the United States and a charge on refunds of certain duty deposits paid to the United States, to authorize certain payments, to amend the Export and Import Permits Act and to amend other Acts as a consequence (report stage amendment)",C-24,Negatived,25,249,10
78,2006-11-28T20:50:40,"2nd reading of Bill C-285, An Act to amend the Canada Mortgage and Housing Corporation Act (profits distributed to provinces)",C-285,Negatived,76,193,4
77,2006-11-28T20:40:13,Concurrence in an opposed item,,Agreed To,204,67,4
76,2006-11-28T20:30:27,Concurrence in an opposed item,,Agreed To,258,10,4
75,2006-11-28T20:20:28,Opposition Motion (Health care),,Agreed To,149,122,4
74,2006-11-27T20:45:41,Opposition Motion (Quebec nation),,Negatived,48,233,4
73,2006-11-27T20:35:36,Opposition Motion (Quebec nation) (amendment),,Negatived,48,233,4
72,2006-11-27T20:25:06,Government Business No. 11 (Nation of Québécois within a united Canada),,Agreed To,265,16,4
71,2006-11-22T18:35:35,"2nd reading of Bill C-303, An Act to establish criteria and conditions in respect of funding for early learning and child care programs in order to ensure the quality, accessibility, universality and accountability of those programs, and to appoint a council to advise the Minister of Human Resources and Skills Development on matters relating to early learning and child care",C-303,Agreed To,144,116,0
70,2006-11-22T18:25:27,"2nd reading of Bill C-284, An Act to amend the Canada Student Financial Assistance Act (Canada access grants)",C-284,Agreed To,156,102,0
69,2006-11-22T18:15:04,"2nd reading of Bill C-290, An Act to amend the Electoral Boundaries Readjustment Act (Northern Ontario)",C-290,Negatived,102,156,0
68,2006-11-22T18:05:40,"2nd reading of Bill C-279, An Act to amend the DNA Identification Act (establishment of indexes)",C-279,Agreed To,222,39,0
67,2006-11-21T18:20:00,"Motion respecting Senate amendments to Bill ,  (amendment)",C-2,Agreed To,155,119,12
66,2006-11-21T18:10:00,"Motion respecting Senate amendments to Bill C-2, An Act providing for conflict of interest rules, restrictions on election financing and measures respecting administrative transparency, oversight and accountability (amendment)",C-2,Negatived,128,146,12
65,2006-11-21T18:00:49,"Motion respecting Senate amendments to Bill C-2, An Act providing for conflict of interest rules, restrictions on election financing and measures respecting administrative transparency, oversight and accountability (subamendment)",C-2,Agreed To,163,111,12
64,2006-11-21T17:50:31,"3rd reading and adoption of Bill C-17, An Act to amend the Judges Act and certain other Acts in relation to courts",C-17,Agreed To,230,43,12
63,2006-11-08T18:20:24,"2nd reading of Bill C-269, An Act to amend the Employment Insurance Act (improvement of the employment insurance system)",C-269,Agreed To,154,105,0
62,2006-11-08T18:10:02,"2nd reading of Bill C-222, An Act to recognize and protect Canada’s hunting, trapping and fishing heritage",C-222,Negatived,58,201,0
61,2006-11-08T18:00:23,"2nd reading of Bill C-283, An Act to amend the Food and Drugs Act (food labelling)",C-283,Negatived,64,198,0
60,2006-11-08T17:50:02,"2nd reading of Bill C-253, An Act to amend the Income Tax Act (deductibility of RESP contributions)",C-253,Agreed To,140,125,0
59,2006-11-07T18:20:10,Opposition Motion (Canadian Forces),,Agreed To,154,111,10
58,2006-11-07T18:30:53,"2nd reading of Bill C-6, An Act to amend the Aeronautics Act and to make consequential amendments to other Acts",C-6,Agreed To,195,71,10
57,2006-11-07T18:10:14,Ways and Means motion No. 10,,Agreed To,184,82,10
56,2006-11-07T18:00:45,"Concurrence at report stage and second reading of Bill C-17, An Act to amend the Judges Act and certain other Acts in relation to courts",C-17,Agreed To,222,44,10
55,2006-11-07T17:50:23,Fourth Report of the Standing Committee on the Status of Women,,Agreed To,153,113,10
54,2006-11-01T18:20:21,"2nd reading of Bill C-299, An Act to amend the Criminal Code (identification information obtained by fraud or false pretence)",C-299,Agreed To,230,46,4
53,2006-11-01T18:00:53,"Bill C-9, An Act to amend the Criminal Code (conditional sentence of imprisonment) (report stage amendment)",C-9,Negatived,124,152,4
52,2006-11-01T17:50:03,Second Report of the Standing Committee on Agriculture and Agri-Food,,Agreed To,155,121,4
51,2006-10-25T18:45:49,"2nd reading of Bill C-300, An Act to amend the Canadian Wheat Board Act (direct sale of grain)",C-300,Negatived,111,149,4
50,2006-10-25T18:15:27,"2nd reading of Bill C-257, An Act to amend the Canada Labour Code (replacement workers)",C-257,Agreed To,167,101,4
49,2006-10-25T18:05:50,17th Report of the Standing Committee on Procedure and House Affairs (amendment),,Negatived,113,159,4
48,2006-10-25T17:50:19,First Report of the Standing Committee on Aboriginal Affairs and Northern Development,,Agreed To,160,113,4
47,2006-10-24T18:00:44,Seventh Report of the Standing Committee on Canadian Heritage,,Agreed To,146,114,16
46,2006-10-24T17:50:46,Opposition Motion (Economic and fiscal position),,Negatived,120,139,16
45,2006-10-18T18:20:08,"2nd reading of Bill C-292, An Act to implement the Kelowna Accord",C-292,Agreed To,159,123,2
44,2006-10-18T18:10:37,Private Members' Business M-161 (Trent-Severn Waterway),,Agreed To,279,0,2
43,2006-10-18T18:00:24,"2nd reading of Bill C-24, An Act to impose a charge on the export of certain softwood lumber products to the United States and a charge on refunds of certain duty deposits paid to the United States, to authorize certain payments, to amend the Export and Import Permits Act and to amend other Acts as a consequence",C-24,Agreed To,172,110,2
42,2006-10-18T17:50:06,Eight Report of the Standing Committee on Canadian Heritage,,Agreed To,160,123,2
41,2006-10-16T19:00:00,"2nd reading of Bill C-24, An Act to impose a charge on the export of certain softwood lumber products to the United States and a charge on refunds of certain duty deposits paid to the United States, to authorize certain payments, to amend the Export and Import Permits Act and to amend other Acts as a consequence (reasoned amendment)",C-24,Negatived,76,174,2
40,2006-10-16T18:50:28,Opposition Motion (Income support program for older workers),,Agreed To,155,124,2
39,2006-10-04T18:15:35,"2nd reading of Bill C-277, An Act to amend the Criminal Code (luring a child)",C-277,Agreed To,217,47,6
38,2006-10-04T18:05:55,"2nd reading of Bill C-288, An Act to ensure Canada meets its global climate change obligations under the Kyoto Protocol",C-288,Agreed To,152,115,6
37,2006-10-04T17:55:43,"2nd reading of Bill C-24, An Act to impose a charge on the export of certain softwood lumber products to the United States and a charge on refunds of certain duty deposits paid to the United States, to authorize certain payments, to amend the Export and Import Permits Act and to amend other Acts as a consequence (subamendment)",C-24,Negatived,105,163,6
36,2006-10-03T15:10:43,Opposition Motion (Canadian women),,Agreed To,145,118,8
35,2006-09-27T17:45:41,Second Report of the Standing Committee on Government Operations and Estimates,,Agreed To,145,119,10
34,2006-09-20T17:45:52,"2nd reading of Bill C-293, An Act respecting the provision of official development assistance abroad",C-293,Agreed To,159,108,0
33,2006-09-19T15:25:29,Ways and Means motion No. 6,,Agreed To,173,116,4
32,2006-06-21T15:45:15,"Bill C-2, An Act providing for conflict of interest rules, restrictions on election financing and measures respecting administrative transparency, oversight and accountability (report stage amendment)",C-2,Agreed To,290,0,0
31,2006-06-21T15:40:29,"Bill C-2, An Act providing for conflict of interest rules, restrictions on election financing and measures respecting administrative transparency, oversight and accountability (report stage amendment)",C-2,Agreed To,165,125,0
30,2006-06-21T15:35:16,"Bill C-2, An Act providing for conflict of interest rules, restrictions on election financing and measures respecting administrative transparency, oversight and accountability (report stage amendment)",C-2,Negatived,125,165,0
29,2006-06-21T15:30:36,"Bill C-2, An Act providing for conflict of interest rules, restrictions on election financing and measures respecting administrative transparency, oversight and accountability (report stage amendment)",C-2,Negatived,116,174,0
28,2006-06-21T15:25:55,"Bill C-2, An Act providing for conflict of interest rules, restrictions on election financing and measures respecting administrative transparency, oversight and accountability (report stage amendment)",C-2,Agreed To,165,125,0
