division_id,official_date,deposit_date,date_matches
H40S2V032,2009-03-24,2009-03-24,True
H40S2V033,2009-03-24,2009-03-24,True
H40S2V034,2009-03-24,2009-03-24,True
H40S2V035,2009-03-24,2009-03-24,True
H40S2V036,2009-03-24,2009-03-24,True
H40S2V037,2009-03-24,2009-03-24,True
H40S2V038,2009-03-24,2009-03-24,True
H40S2V039,2009-03-24,2009-03-24,True
H40S2V040,2009-03-24,2009-03-24,True
H40S2V041,2009-03-25,2009-03-25,True
H40S2V042,2009-03-26,2009-03-26,True
H40S2V043,2009-03-30,2009-03-30,True
H40S2V044,2009-03-30,2009-03-30,True
H40S2V045,2009-03-30,2009-03-30,True
H40S2V046,2009-03-31,2009-03-31,True
H40S2V047,2009-04-01,2009-04-01,True
H40S2V048,2009-04-22,2009-04-22,True
H40S2V049,2009-04-22,2009-04-22,True
H40S2V050,2009-04-22,2009-04-22,True
H40S2V051,2009-04-22,2009-04-22,True
H40S2V052,2009-04-23,2009-04-23,True
H40S2V053,2009-04-27,2009-04-27,True
H40S2V054,2009-04-27,2009-04-27,True
H40S2V055,2009-04-27,2009-04-27,True
H40S2V056,2009-04-29,2009-04-29,True
H40S2V057,2009-04-29,2009-04-29,True
H40S2V058,2009-04-29,2009-04-29,True
H40S2V059,2009-05-05,2009-05-05,True
H40S2V060,2009-05-06,2009-05-06,True
H40S2V061,2009-05-06,2009-05-06,True
H40S2V062,2009-05-06,2009-05-06,True
H40S2V063,2009-05-06,2009-05-06,True
H40S2V064,2009-05-06,2009-05-06,True
H40S2V065,2009-05-13,2009-05-13,True
H40S2V066,2009-05-13,2009-05-13,True
H40S2V067,2009-05-13,2009-05-13,True
H40S2V068,2009-05-25,2009-05-25,True
H40S2V069,2009-05-27,2009-05-27,True
H40S2V070,2009-05-27,2009-05-27,True
H40S2V071,2009-05-27,2009-05-27,True
H40S2V072,2009-06-01,2009-06-01,True
H40S2V073,2009-06-03,2009-06-03,True
H40S2V074,2009-06-03,2009-06-03,True
H40S2V075,2009-06-03,2009-06-03,True
H40S2V076,2009-06-03,2009-06-03,True
H40S2V077,2009-06-03,2009-06-03,True
H40S2V078,2009-06-03,2009-06-03,True
H40S2V079,2009-06-03,2009-06-03,True
H40S2V080,2009-06-03,2009-06-03,True
H40S2V081,2009-06-08,2009-06-08,True
H40S2V082,2009-06-08,2009-06-08,True
H40S2V083,2009-06-09,2009-06-09,True
H40S2V084,2009-06-10,2009-06-10,True
H40S2V085,2009-06-10,2009-06-10,True
H40S2V086,2009-06-10,2009-06-10,True
H40S2V087,2009-06-10,2009-06-10,True
H40S2V088,2009-06-10,2009-06-10,True
H40S2V089,2009-06-16,2009-06-16,True
H40S2V090,2009-06-16,2009-06-16,True
H40S2V091,2009-06-16,2009-06-16,True
H40S2V092,2009-06-17,2009-06-17,True
H40S2V093,2009-06-17,2009-06-17,True
H40S2V094,2009-06-17,2009-06-17,True
H40S2V095,2009-06-19,2009-06-19,True
H40S2V096,2009-06-19,2009-06-19,True
H40S2V097,2009-06-19,2009-06-19,True
H40S2V098,2009-06-19,2009-06-19,True
H40S2V099,2009-06-19,2009-06-19,True
H40S2V100,2009-06-19,2009-06-19,True
H40S2V101,2009-06-19,2009-06-19,True
H40S2V102,2009-06-19,2009-06-19,True
H40S2V103,2009-06-19,2009-06-19,True
H40S2V104,2009-09-18,2009-09-18,True
H40S2V105,2009-09-29,2009-09-29,True
H40S2V106,2009-09-30,2009-09-30,True
H40S2V107,2009-09-30,2009-09-30,True
H40S2V108,2009-09-30,2009-09-30,True
H40S2V109,2009-09-30,2009-09-30,True
H40S2V110,2009-10-01,2009-10-01,True
H40S2V111,2009-10-07,2009-10-07,True
H40S2V112,2009-10-07,2009-10-07,True
H40S2V113,2009-10-08,2009-10-08,True
H40S2V114,2009-10-20,2009-10-20,True
H40S2V115,2009-10-21,2009-10-21,True
H40S2V116,2009-10-21,2009-10-21,True
H40S2V117,2009-10-26,2009-10-26,True
H40S2V118,2009-10-26,2009-10-26,True
H40S2V119,2009-10-28,2009-10-28,True
H40S2V120,2009-10-28,2009-10-28,True
H40S2V121,2009-11-02,2009-11-02,True
H40S2V122,2009-11-02,2009-11-02,True
H40S2V123,2009-11-03,2009-11-03,True
H40S2V124,2009-11-04,2009-11-04,True
H40S2V125,2009-11-04,2009-11-04,True
H40S2V126,2009-11-04,2009-11-04,True
H40S2V127,2009-11-04,2009-11-04,True
H40S2V128,2009-11-17,2009-11-17,True
H40S2V129,2009-11-18,2009-11-18,True
H40S2V130,2009-11-18,2009-11-18,True
H40S2V131,2009-11-19,2009-11-19,True
H40S2V132,2009-11-23,2009-11-23,True
H40S2V133,2009-11-24,2009-11-24,True
H40S2V134,2009-11-25,2009-11-25,True
H40S2V135,2009-11-25,2009-11-25,True
H40S2V136,2009-11-25,2009-11-25,True
H40S2V137,2009-11-25,2009-11-25,True
H40S2V138,2009-11-30,2009-11-30,True
H40S2V139,2009-12-01,2009-12-01,True
H40S2V140,2009-12-02,2009-12-02,True
H40S2V141,2009-12-02,2009-12-02,True
H40S2V142,2009-12-02,2009-12-02,True
H40S2V143,2009-12-03,2009-12-03,True
H40S2V144,2009-12-03,2009-12-03,True
H40S2V145,2009-12-07,2009-12-07,True
H40S2V146,2009-12-07,2009-12-07,True
H40S2V147,2009-12-07,2009-12-07,True
H40S2V148,2009-12-08,2009-12-08,True
H40S2V149,2009-12-09,2009-12-09,True
H40S2V150,2009-12-09,2009-12-09,True
H40S2V151,2009-12-09,2009-12-09,True
H40S2V152,2009-12-09,2009-12-09,True
H40S2V153,2009-12-09,2009-12-09,True
H40S2V154,2009-12-10,2009-12-10,True
H40S2V155,2009-12-10,2009-12-10,True
H40S2V156,2009-12-10,2009-12-10,True
H40S2V157,2009-12-10,2009-12-10,True
H40S2V158,2009-12-10,2009-12-10,True
H40S3V001,2010-03-09,2010-03-09,True
H40S3V002,2010-03-09,2010-03-09,True
H40S3V003,2010-03-10,2010-03-10,True
H40S3V004,2010-03-16,2010-03-16,True
H40S3V005,2010-03-16,2010-03-16,True
H40S3V006,2010-03-17,2010-03-17,True
H40S3V007,2010-03-23,2010-03-23,True
H40S3V008,2010-03-23,2010-03-23,True
H40S3V009,2010-03-23,2010-03-23,True
H40S3V010,2010-03-23,2010-03-23,True
H40S3V011,2010-03-23,2010-03-23,True
H40S3V012,2010-03-23,2010-03-23,True
H40S3V013,2010-03-23,2010-03-23,True
H40S3V014,2010-03-23,2010-03-23,True
H40S3V015,2010-03-23,2010-03-23,True
H40S3V016,2010-03-23,2010-03-23,True
H40S3V017,2010-03-24,2010-03-24,True
H40S3V018,2010-03-24,2010-03-24,True
H40S3V019,2010-03-31,2010-03-31,True
H40S3V020,2010-03-31,2010-03-31,True
H40S3V021,2010-04-14,2010-04-14,True
H40S3V022,2010-04-14,2010-04-14,True
H40S3V023,2010-04-14,2010-04-14,True
H40S3V024,2010-04-14,2010-04-14,True
H40S3V025,2010-04-14,2010-04-14,True
H40S3V026,2010-04-16,2010-04-16,True
H40S3V027,2010-04-19,2010-04-19,True
H40S3V028,2010-04-19,2010-04-19,True
H40S3V029,2010-04-19,2010-04-19,True
H40S3V030,2010-04-21,2010-04-21,True
H40S3V031,2010-04-21,2010-04-21,True
H40S3V032,2010-04-21,2010-04-21,True
H40S3V033,2010-04-21,2010-04-21,True
H40S3V034,2010-04-21,2010-04-21,True
H40S3V035,2010-04-22,2010-04-22,True
H40S3V036,2010-04-27,2010-04-27,True
H40S3V037,2010-04-28,2010-04-28,True
H40S3V038,2010-04-28,2010-04-28,True
H40S3V039,2010-04-28,2010-04-28,True
H40S3V040,2010-04-28,2010-04-28,True
H40S3V041,2010-05-05,2010-05-05,True
H40S3V042,2010-05-05,2010-05-05,True
H40S3V043,2010-05-05,2010-05-05,True
H40S3V044,2010-05-05,2010-05-05,True
H40S3V045,2010-05-05,2010-05-05,True
H40S3V046,2010-05-05,2010-05-05,True
H40S3V047,2010-05-05,2010-05-05,True
H40S3V048,2010-05-11,2010-05-11,True
H40S3V049,2010-05-26,2010-05-26,True
H40S3V050,2010-05-26,2010-05-26,True
H40S3V051,2010-05-31,2010-05-31,True
H40S3V052,2010-06-01,2010-06-01,True
H40S3V053,2010-06-01,2010-06-01,True
H40S3V054,2010-06-02,2010-06-02,True
H40S3V055,2010-06-03,2010-06-03,True
H40S3V056,2010-06-07,2010-06-07,True
H40S3V057,2010-06-07,2010-06-07,True
H40S3V058,2010-06-07,2010-06-07,True
H40S3V059,2010-06-07,2010-06-07,True
H40S3V060,2010-06-07,2010-06-07,True
H40S3V061,2010-06-07,2010-06-07,True
H40S3V062,2010-06-07,2010-06-07,True
H40S3V063,2010-06-08,2010-06-08,True
H40S3V064,2010-06-09,2010-06-09,True
H40S3V065,2010-06-09,2010-06-09,True
H40S3V066,2010-06-09,2010-06-09,True
H40S3V067,2010-06-09,2010-06-09,True
H40S3V068,2010-06-09,2010-06-09,True
H40S3V069,2010-06-09,2010-06-09,True
H40S3V070,2010-06-09,2010-06-09,True
H40S3V071,2010-06-09,2010-06-09,True
H40S3V072,2010-06-09,2010-06-09,True
H40S3V073,2010-06-14,2010-06-14,True
H40S3V074,2010-06-14,2010-06-14,True
H40S3V075,2010-06-16,2010-06-16,True
H40S3V076,2010-06-16,2010-06-16,True
H40S3V077,2010-06-17,2010-06-17,True
H40S3V078,2010-06-17,2010-06-17,True
H40S3V079,2010-06-17,2010-06-17,True
H40S3V080,2010-06-17,2010-06-17,True
H40S3V081,2010-06-17,2010-06-17,True
H40S3V082,2010-06-17,2010-06-17,True
H40S3V083,2010-06-17,2010-06-17,True
H40S3V084,2010-06-17,2010-06-17,True
H40S3V085,2010-06-17,2010-06-17,True
H40S3V086,2010-06-17,2010-06-17,True
H40S3V087,2010-09-22,2010-09-22,True
H40S3V088,2010-09-22,2010-09-22,True
H40S3V089,2010-09-27,2010-09-27,True
H40S3V090,2010-09-29,2010-09-29,True
H40S3V091,2010-09-29,2010-09-29,True
H40S3V092,2010-09-29,2010-09-29,True
H40S3V093,2010-09-29,2010-09-29,True
H40S3V094,2010-09-29,2010-09-29,True
H40S3V095,2010-09-29,2010-09-29,True
H40S3V096,2010-10-06,2010-10-06,True
H40S3V097,2010-10-06,2010-10-06,True
H40S3V098,2010-10-06,2010-10-06,True
H40S3V099,2010-10-20,2010-10-20,True
H40S3V100,2010-10-20,2010-10-20,True
H40S3V101,2010-10-20,2010-10-20,True
H40S3V102,2010-10-20,2010-10-20,True
H40S3V103,2010-10-26,2010-10-26,True
H40S3V104,2010-10-26,2010-10-26,True
H40S3V105,2010-10-26,2010-10-26,True
H40S3V106,2010-10-26,2010-10-26,True
H40S3V107,2010-10-27,2010-10-27,True
H40S3V108,2010-10-27,2010-10-27,True
H40S3V109,2010-10-27,2010-10-27,True
H40S3V110,2010-10-27,2010-10-27,True
H40S3V111,2010-10-27,2010-10-27,True
H40S3V112,2010-10-27,2010-10-27,True
H40S3V113,2010-10-27,2010-10-27,True
H40S3V114,2010-10-27,2010-10-27,True
H40S3V115,2010-10-27,2010-10-27,True
H40S3V116,2010-10-27,2010-10-27,True
H40S3V117,2010-10-27,2010-10-27,True
H40S3V118,2010-10-27,2010-10-27,True
H40S3V119,2010-10-27,2010-10-27,True
H40S3V120,2010-10-27,2010-10-27,True
H40S3V121,2010-10-27,2010-10-27,True
H40S3V122,2010-10-27,2010-10-27,True
H40S3V123,2010-10-27,2010-10-27,True
H40S3V124,2010-10-27,2010-10-27,True
H40S3V125,2010-10-27,2010-10-27,True
H40S3V126,2010-11-04,2010-11-04,True
H40S3V127,2010-11-16,2010-11-16,True
H40S3V128,2010-11-16,2010-11-16,True
H40S3V129,2010-11-23,2010-11-23,True
H40S3V130,2010-11-24,2010-11-24,True
H40S3V131,2010-11-24,2010-11-24,True
H40S3V132,2010-11-30,2010-11-30,True
H40S3V133,2010-12-01,2010-12-01,True
H40S3V134,2010-12-01,2010-12-01,True
H40S3V135,2010-12-01,2010-12-01,True
H40S3V136,2010-12-01,2010-12-01,True
H40S3V137,2010-12-01,2010-12-01,True
H40S3V138,2010-12-07,2010-12-07,True
H40S3V139,2010-12-07,2010-12-07,True
H40S3V140,2010-12-08,2010-12-08,True
H40S3V141,2010-12-08,2010-12-08,True
H40S3V142,2010-12-09,2010-12-09,True
H40S3V143,2010-12-09,2010-12-09,True
H40S3V144,2010-12-09,2010-12-09,True
H40S3V145,2010-12-09,2010-12-09,True
H40S3V146,2010-12-09,2010-12-09,True
H40S3V147,2010-12-14,2010-12-14,True
H40S3V148,2010-12-14,2010-12-14,True
H40S3V149,2010-12-14,2010-12-14,True
H40S3V150,2010-12-14,2010-12-14,True
H40S3V151,2010-12-15,2010-12-15,True
H40S3V152,2010-12-15,2010-12-15,True
H40S3V153,2011-02-02,2011-02-02,True
H40S3V154,2011-02-02,2011-02-02,True
H40S3V155,2011-02-02,2011-02-02,True
H40S3V156,2011-02-07,2011-02-07,True
H40S3V157,2011-02-07,2011-02-07,True
H40S3V158,2011-02-07,2011-02-07,True
H40S3V159,2011-02-07,2011-02-07,True
H40S3V160,2011-02-07,2011-02-07,True
H40S3V161,2011-02-07,2011-02-07,True
H40S3V162,2011-02-09,2011-02-09,True
H40S3V163,2011-02-09,2011-02-09,True
H40S3V164,2011-02-09,2011-02-09,True
H40S3V165,2011-02-09,2011-02-09,True
H40S3V166,2011-02-09,2011-02-09,True
H40S3V167,2011-02-09,2011-02-09,True
H40S3V168,2011-02-09,2011-02-09,True
H40S3V169,2011-02-09,2011-02-09,True
H40S3V170,2011-02-09,2011-02-09,True
H40S3V171,2011-02-09,2011-02-09,True
H40S3V172,2011-02-09,2011-02-09,True
H40S3V173,2011-02-09,2011-02-09,True
H40S3V174,2011-02-09,2011-02-09,True
H40S3V175,2011-02-09,2011-02-09,True
H40S3V176,2011-02-09,2011-02-09,True
H40S3V177,2011-02-09,2011-02-09,True
H40S3V178,2011-02-11,2011-02-11,True
H40S3V179,2011-02-14,2011-02-14,True
H40S3V180,2011-02-14,2011-02-14,True
H40S3V181,2011-02-14,2011-02-14,True
H40S3V182,2011-02-15,2011-02-15,True
H40S3V183,2011-02-16,2011-02-16,True
H40S3V184,2011-02-16,2011-02-16,True
H40S3V185,2011-02-16,2011-02-16,True
H40S3V186,2011-02-16,2011-02-16,True
H40S3V187,2011-02-28,2011-02-28,True
H40S3V188,2011-03-01,2011-03-01,True
H40S3V189,2011-03-02,2011-03-02,True
H40S3V190,2011-03-02,2011-03-02,True
H40S3V191,2011-03-02,2011-03-02,True
H40S3V192,2011-03-02,2011-03-02,True
H40S3V193,2011-03-02,2011-03-02,True
H40S3V194,2011-03-02,2011-03-02,True
H40S3V195,2011-03-08,2011-03-08,True
H40S3V196,2011-03-08,2011-03-08,True
H40S3V197,2011-03-08,2011-03-08,True
H40S3V198,2011-03-09,2011-03-09,True
H40S3V199,2011-03-09,2011-03-09,True
H40S3V200,2011-03-09,2011-03-09,True
H40S3V201,2011-03-09,2011-03-09,True
H40S3V202,2011-03-10,2011-03-10,True
H40S3V203,2011-03-23,2011-03-23,True
H40S3V204,2011-03-25,2011-03-25,True
