parliament,deposit_term_id,deposit_name,deposit_constituency,person_id,method,observable_records
39,3496,"HARPER, Stephen J.",CALGARY SOUTHWEST,1733,surname_constituency,223
39,3498,"STANTON, Bruce",SIMCOE NORTH,35724,full_name,377
39,3499,"CULLEN, Nathan",SKEENA--BULKLEY VALLEY,25493,full_name,349
39,3504,"GRAVEL, Raymond",REPENTIGNY,50218,full_name,260
39,3505,"MOORE, Rob",FUNDY ROYAL,17210,full_name,376
39,3506,"PRENTICE, Jim",CALGARY CENTRE-NORTH,25527,full_name,358
39,3509,"LAUZON, Guy",STORMONT--DUNDAS--SOUTH GLENGARRY,25516,full_name,378
39,3510,"BOUCHARD, Robert",CHICOUTIMI--LE FJORD,25481,full_name,354
39,3511,"RUSSELL, Todd Norman",LABRADOR,29612,surname_constituency,302
39,3515,"MCGUINTY, David",OTTAWA SOUTH,9486,full_name,343
39,3516,"PETIT, Daniel",CHARLESBOURG--HAUTE-SAINT-CHARLES,35340,full_name,373
39,3518,"JENNINGS, Marlene",NOTRE-DAME-DE-GRACE--LACHINE,289,full_name,340
39,3520,"BONIN, Raymond",NICKEL BELT,823,full_name,253
39,3521,"BYRNE, Gerry",HUMBER--ST. BARBE--BAIE VERTE,13,full_name,280
39,3523,"COTLER, Irwin",MOUNT ROYAL,1785,full_name,211
39,3529,"DESCHAMPS, Johanne",LAURENTIDES--LABELLE,25496,full_name,376
39,3530,"RAJOTTE, James",EDMONTON--LEDUC,1826,full_name,371
39,3531,"HOLLAND, Mark",AJAX--PICKERING,25508,full_name,325
39,3532,"ST. AMAND, Lloyd",BRANT,25457,full_name,318
39,3535,"KENNEY, Jason",CALGARY SOUTHEAST,1302,full_name,367
39,3537,"KARETAK-LINDELL, Nancy",NUNAVUT,1664,full_name,284
39,3543,"ALGHABRA, Omar",MISSISSAUGA--ERINDALE,89535,full_name,336
39,3545,"CRETE, Paul",MONTMAGNY--L'ISLET--KAMOURASKA--RIVIERE-DU-LOUP,281,full_name,345
39,3547,"LUSSIER, Marcel",BROSSARD--LA PRAIRIE,31402,full_name,362
39,3548,"PALLISTER, Brian",PORTAGE--LISGAR,1823,full_name,325
39,3549,"SAUVAGEAU, Benoit",REPENTIGNY,409,full_name,32
39,3550,"GAUDET, Roger",MONTCALM,10432,full_name,360
39,3551,"ROTA, Anthony",NIPISSING--TIMISKAMING,25452,full_name,326
39,3555,"DEBELLEFEUILLE, Claude",BEAUHARNOIS--SALABERRY,35315,full_name,335
39,3556,"GOODALE, Ralph",WASCANA,1265,full_name,340
39,3558,"ST. DENIS, Brent",ALGOMA--MANITOULIN--KAPUSKASING,517,full_name,332
39,3559,"COMARTIN, Joe",WINDSOR--TECUMSEH,1803,full_name,339
39,3561,"FLETCHER, Steven",CHARLESWOOD--ST. JAMES--ASSINIBOIA,25502,full_name,377
39,3563,"CHARLTON, Chris",HAMILTON MOUNTAIN,683,full_name,371
39,3566,"NORLOCK, Rick",NORTHUMBERLAND--QUINTE WEST,30338,full_name,380
39,3568,"THIBAULT, Robert",WEST NOVA,1834,full_name,313
39,3569,"SKELTON, Carol",SASKATOON--ROSETOWN--BIGGAR,1831,full_name,380
39,3570,"ST-CYR, Thierry",JEANNE-LE BER,31685,full_name,363
39,3573,"HUBBARD, Charles Isaac",MIRAMICHI,132,surname_constituency,288
39,3576,"LEMIEUX, Pierre",GLENGARRY--PRESCOTT--RUSSELL,35580,full_name,361
39,3578,"BLANEY, Steven",LEVIS--BELLECHASSE,35389,full_name,346
39,3579,"WILLIAMS, John",EDMONTON--ST. ALBERT,1398,surname_constituency,351
39,3580,"MASSE, Brian",WINDSOR WEST,9137,full_name,332
39,3589,"MURPHY, Shawn",CHARLOTTETOWN,1820,full_name,330
39,3591,"WILFERT, Bryon",RICHMOND HILL,843,full_name,270
39,3593,"REID, Scott",LANARK--FRONTENAC--LENNOX AND ADDINGTON,1827,full_name,378
39,3596,"LEMAY, Marc",ABITIBI--TEMISCAMINGUE,25529,full_name,359
39,3599,"BONSANT, France",COMPTON--STANSTEAD,25479,full_name,360
39,3600,"KADIS, Susan",THORNHILL,25510,full_name,316
39,3602,"MAYES, Colin",OKANAGAN--SHUSWAP,35952,full_name,376
39,3603,"ALBRECHT, Harold Glenn",KITCHENER--CONESTOGA,35607,surname_constituency,378
39,3610,"GOLDRING, Peter",EDMONTON EAST,1325,full_name,376
39,3611,"PAQUETTE, Pierre A.",JOLIETTE,1824,surname_constituency,361
39,3612,"MARTIN, Tony",SAULT STE. MARIE,25521,full_name,340
39,3613,"KOTTO, Maka",SAINT-LAMBERT,25514,full_name,290
39,3616,"LUNN, Gary Vincent",SAANICH--GULF ISLANDS,1547,surname_constituency,341
39,3617,"REGAN, Geoff",HALIFAX WEST,1760,full_name,325
39,3620,"GAGNON, Christiane",QUEBEC,399,full_name,344
39,3622,"TWEED, Merv",BRANDON--SOURIS,25463,full_name,369
39,3623,"PATRY, Bernard",PIERREFONDS--DOLLARD,387,full_name,310
39,3624,"MCTEAGUE, Dan",PICKERING--SCARBOROUGH EAST,921,full_name,285
39,3627,"ROBILLARD, Lucienne",WESTMOUNT--VILLE-MARIE,512,full_name,185
39,3629,"GUERGIS, Helena",SIMCOE--GREY,25506,full_name,342
39,3631,"VELLACOTT, Maurice",SASKATOON--WANUSKEWIN,1262,full_name,367
39,3634,"WATSON, Jeff",ESSEX,1099,full_name,380
39,3635,"WARAWA, Mark",LANGLEY,25467,full_name,374
39,3636,"LAFRAMBOISE, Mario",ARGENTEUIL--PAPINEAU--MIRABEL,1811,full_name,370
39,3638,"BOUCHER, Sylvie",BEAUPORT--LIMOILOU,35320,full_name,370
39,3639,"ODA, Bev",DURHAM,19994,full_name,358
39,3640,"CALKINS, Blaine",WETASKIWIN,35897,full_name,361
39,3641,"ROY, Jean-Yves",HAUTE-GASPESIE--LA MITIS--MATANE--MATAPEDIA,1828,full_name,357
39,3646,"EPP, Ken",EDMONTON--SHERWOOD PARK,1362,full_name,377
39,3647,"BATTERS, Dave",PALLISER,25472,full_name,353
39,3649,"DHALIWAL, Sukh",NEWTON--NORTH DELTA,31098,full_name,331
39,3652,"BREITKREUZ, Garry",YORKTON--MELVILLE,1268,full_name,371
39,3658,"MANNING, Fabian",AVALON,35224,full_name,357
39,3659,"MALONEY, John",WELLAND,620,full_name,330
39,3661,"PACETTI, Massimo",SAINT-LEONARD--SAINT-MICHEL,9135,full_name,309
39,3663,"SAVOIE, Denise",VICTORIA,35997,full_name,330
39,3664,"GOODYEAR, Gary",CAMBRIDGE,25504,full_name,378
39,3667,"LEBLANC, Dominic",BEAUSEJOUR,1813,full_name,273
39,3668,"PRIDDY, Penny",SURREY NORTH,35980,full_name,348
39,3670,"MACKAY, Peter G.",CENTRAL NOVA,82,surname_constituency,327
39,3672,"PRESTON, Joe",ELGIN--MIDDLESEX--LONDON,25448,full_name,374
39,3677,"SCARPALEGGIA, Francis",LAC-SAINT-LOUIS,25453,full_name,323
39,3678,"MARTIN, Pat",WINNIPEG CENTRE,1174,full_name,323
39,3681,"CANNAN, Ron",KELOWNA--LAKE COUNTRY,35933,full_name,364
39,3686,"ANGUS, Charlie",TIMMINS--JAMES BAY,25470,full_name,352
39,3687,"BROWN, M. A. Bonnie",OAKVILLE,844,surname_constituency,301
39,3691,"FINLEY, Diane",HALDIMAND--NORFOLK,25501,full_name,349
39,3692,"MARK, Inky",DAUPHIN--SWAN RIVER--MARQUETTE,1144,full_name,252
39,3693,"VINCENT, Robert",SHEFFORD,25466,full_name,372
39,3694,"CHOW, Olivia",TRINITY--SPADINA,20816,full_name,339
39,3697,"DAVIDSON, Pat",SARNIA--LAMBTON,35701,surname_constituency,380
39,3698,"MATTHEWS, Bill",RANDOM--BURIN--ST. GEORGE'S,6,full_name,261
39,3699,"EYKING, Mark",SYDNEY--VICTORIA,1806,full_name,309
39,3700,"MULCAIR, Thomas",OUTREMONT,26684,full_name,96
39,3702,"TEMELKOVSKI, Lui",OAK RIDGES--MARKHAM,25459,full_name,309
39,3704,"RODRIGUEZ, Pablo",HONORE-MERCIER,25451,full_name,277
39,3705,"DHALLA, Ruby",BRAMPTON--SPRINGDALE,25498,full_name,295
39,3706,"MENARD, Real",HOCHELAGA,259,full_name,367
39,3710,"OWEN, Stephen",VANCOUVER QUADRA,1822,full_name,194
39,3711,"BARBOT, Vivian",PAPINEAU,2136,full_name,368
39,3712,"BOSHCOFF, Ken",THUNDER BAY--RAINY RIVER,25480,full_name,306
39,3713,"JEAN, Brian",FORT MCMURRAY--ATHABASCA,25509,full_name,379
39,3714,"MINNA, Maria",BEACHES--EAST YORK,528,full_name,309
39,3715,"HILL, Jay",PRINCE GEORGE--PEACE RIVER,1530,full_name,380
39,3716,"VERNER, Josee",LOUIS-SAINT-LAURENT,31774,full_name,370
39,3721,"BROWN, Patrick",BARRIE,30979,full_name,368
39,3722,"MERRIFIELD, Rob",YELLOWHEAD,1818,full_name,374
39,3727,"HAWN, Laurie",EDMONTON CENTRE,31267,full_name,374
39,3730,"HARRIS, Dick",CARIBOO--PRINCE GEORGE,1525,surname_constituency,357
39,3732,"RATANSI, Yasmin",DON VALLEY EAST,25449,full_name,305
39,3733,"GODIN, Yvon",ACADIE--BATHURST,103,full_name,335
39,3735,"THI LAC, Eve-Mary Thai",SAINT-HYACINTHE--BAGOT,53571,full_name,159
39,3736,"SCHEER, Andrew",REGINA--QU'APPELLE,25454,full_name,327
39,3737,"ST-HILAIRE, Caroline",LONGUEUIL--PIERRE-BOUCHER,338,full_name,350
39,3738,"LEBEL, Denis",ROBERVAL--LAC-SAINT-JEAN,38633,full_name,156
39,3739,"ANDERSON, David",CYPRESS HILLS--GRASSLANDS,1795,full_name,368
39,3740,"GALIPEAU, Royal",OTTAWA--ORLEANS,35668,full_name,365
39,3742,"FITZPATRICK, Brian",PRINCE ALBERT,1808,full_name,378
39,3743,"MALO, Luc",VERCHERES--LES PATRIOTES,35517,full_name,360
39,3749,"ABBOTT, Jim",KOOTENAY--COLUMBIA,1463,full_name,378
39,3752,"MENZIES, Ted",MACLEOD,3449,full_name,354
39,3754,"BOURGEOIS, Diane",TERREBONNE--BLAINVILLE,1799,full_name,363
39,3756,"DION, Stephane",SAINT-LAURENT--CARTIERVILLE,460,full_name,194
39,3758,"SIKSAY, Bill",BURNABY--DOUGLAS,1592,full_name,375
39,3759,"WRZESNEWSKYJ, Borys",ETOBICOKE CENTRE,25468,full_name,294
39,3760,"BRISON, Scott",KINGS--HANTS,74,full_name,268
39,3762,"VAN KESTEREN, Dave",CHATHAM-KENT--ESSEX,31765,full_name,369
39,3763,"HINTON, Betty Zane",KAMLOOPS--THOMPSON--CARIBOO,1810,surname_constituency,371
39,3764,"SZABO, Paul",MISSISSAUGA SOUTH,799,full_name,346
39,3768,"CUZNER, Rodger",CAPE BRETON--CANSO,1804,full_name,323
39,3770,"CASSON, Rick",LETHBRIDGE,1370,full_name,358
39,3773,"NEVILLE, Anita",WINNIPEG SOUTH CENTRE,1821,full_name,312
39,3775,"BEZAN, James",SELKIRK--INTERLAKE,25475,full_name,362
39,3780,"HIEBERT, Russ",SOUTH SURREY--WHITE ROCK--CLOVERDALE,23897,full_name,379
39,3782,"GODFREY, John",DON VALLEY WEST,589,full_name,332
39,3783,"SHIPLEY, Bev",LAMBTON--KENT--MIDDLESEX,31664,full_name,375
39,3786,"STRONACH, Belinda",NEWMARKET--AURORA,25458,full_name,136
39,3789,"TELEGDI, Andrew",KITCHENER--WATERLOO,732,full_name,298
39,3790,"BACHAND, Claude",SAINT-JEAN,449,full_name,368
39,3791,"MENARD, Serge",MARC-AURELE-FORTIN,18766,full_name,370
39,3795,"TONKS, Alan",YORK SOUTH--WESTON,1837,full_name,345
39,3797,"DRYDEN, Ken",YORK CENTRE,19425,full_name,289
39,3800,"CANNON, Lawrence",PONTIAC,23655,full_name,356
39,3801,"YELICH, Lynne",BLACKSTRAP,1838,full_name,370
39,3803,"BRUINOOGE, Rod",WINNIPEG SOUTH,30982,full_name,374
39,3804,"GREWAL, Nina",FLEETWOOD--PORT KELLS,25505,full_name,379
39,3805,"DEMERS, Nicole",LAVAL,25495,full_name,352
39,3806,"GOURDE, Jacques",LOTBINIERE--CHUTES-DE-LA-CHAUDIERE,35397,full_name,372
39,3807,"LESSARD, Yves",CHAMBLY--BORDUAS,25518,full_name,376
39,3809,"KOMARNICKI, Ed",SOURIS--MOOSE MOUNTAIN,25513,full_name,374
39,3810,"CANNIS, John",SCARBOROUGH CENTRE,949,full_name,204
39,3812,"ARTHUR, Andre",PORTNEUF--JACQUES-CARTIER,35447,full_name,252
39,3813,"MARSTON, Wayne",HAMILTON EAST--STONEY CREEK,681,full_name,361
39,3814,"BELLAVANCE, Andre",RICHMOND--ARTHABASKA,25474,full_name,354
39,3816,"CHAMBERLAIN, Brenda",GUELPH,659,full_name,122
39,3818,"PEARSON, Glen",LONDON NORTH CENTRE,35621,full_name,241
39,3819,"MCCALLUM, John",MARKHAM--UNIONVILLE,1817,full_name,325
39,3821,"CHONG, Michael",WELLINGTON--HALTON HILLS,25488,full_name,371
39,3827,"BARNES, Sue",LONDON WEST,768,full_name,272
39,3828,"O'CONNOR, Gordon",CARLETON--MISSISSIPPI MILLS,25523,full_name,370
39,3829,"EMERSON, David",VANCOUVER KINGSWAY,6974,full_name,0
39,3829.1,"EMERSON, David",VANCOUVER KINGSWAY,6974,full_name,355
39,3832,"PERRON, Gilles-A.",RIVIERE-DES-MILLE-ILES,439,full_name,351
39,3833,"DEWAR, Paul",OTTAWA CENTRE,35665,full_name,356
39,3834,"MURRAY, Joyce",VANCOUVER QUADRA,35950,full_name,70
39,3836,"LAYTON, Jack",TORONTO--DANFORTH,554,full_name,347
39,3839,"MATHYSSEN, Irene",LONDON--FANSHAWE,764,full_name,346
39,3841,"ALLISON, Dean",NIAGARA WEST--GLANBROOK,25446,full_name,340
39,3842,"BAINS, Navdeep",MISSISSAUGA--BRAMPTON SOUTH,25471,full_name,311
39,3844,"CROWDER, Jean",NANAIMO--COWICHAN,25492,full_name,347
39,3846,"BAGNELL, Larry",YUKON,1796,full_name,324
39,3849,"BELANGER, Mauril",OTTAWA--VANIER,873,full_name,300
39,3851,"BERNIER, Maxime",BEAUCE,35309,full_name,307
39,3853,"SGRO, Judy",YORK WEST,1787,surname_constituency,303
39,3854,"IGNATIEFF, Michael",ETOBICOKE--LAKESHORE,35573,full_name,249
39,3858,"KEEPER, Tina",CHURCHILL,35775,full_name,279
39,3859,"LEVESQUE, Yvon",ABITIBI--BAIE-JAMES--NUNAVIK--EEYOU,25519,full_name,363
39,3860,"DAVIES, Libby",VANCOUVER EAST,1598,full_name,330
39,3862,"THOMPSON, Myron",WILD ROSE,1406,full_name,343
39,3868,"FLAHERTY, Jim",WHITBY--OSHAWA,35751,full_name,339
39,3870,"KHAN, Wajid",MISSISSAUGA--STREETSVILLE,25512,full_name,53
39,3870.1,"KHAN, Wajid",MISSISSAUGA--STREETSVILLE,25512,full_name,255
39,3870.2,"KHAN, Wajid",MISSISSAUGA--STREETSVILLE,25512,full_name,0
39,3871,"STORSETH, Brian",WESTLOCK--ST. PAUL,35896,full_name,373
39,3872,"DEL MASTRO, Dean",PETERBOROUGH,35684,full_name,373
39,3873,"SMITH, Joy",KILDONAN--ST. PAUL,25533,full_name,350
39,3875,"MILLS, Bob",RED DEER,1391,full_name,336
39,3876,"ANDERS, Rob",CALGARY WEST,1313,full_name,365
39,3877,"KRAMP, Daryl",PRINCE EDWARD--HASTINGS,695,full_name,376
39,3881,"FRY, Hedy",VANCOUVER CENTRE,1589,full_name,262
39,3882,"GAUTHIER, Michel",ROBERVAL--LAC-SAINT-JEAN,424,full_name,187
39,3883,"OBHRAI, Deepak",CALGARY EAST,1287,full_name,370
39,3885,"CARRIE, Colin",OSHAWA,25486,full_name,367
39,3887,"BENOIT, Leon",VEGREVILLE--WAINWRIGHT,1365,full_name,360
39,3888,"DAY, Stockwell",OKANAGAN--COQUIHALLA,1792,full_name,356
39,3891,"OUELLET, Christian",BROME--MISSISQUOI,31538,full_name,374
39,3897,"CULLEN, Roy",ETOBICOKE NORTH,642,full_name,263
39,3898,"SOLBERG, Monte",MEDICINE HAT,1384,full_name,375
39,3900,"LUNNEY, James",NANAIMO--ALBERNI,1814,full_name,346
39,3903,"PICARD, Pauline",DRUMMOND,238,full_name,358
39,3904,"SIMARD, Raymond",SAINT BONIFACE,9136,full_name,295
39,3905,"EASTER, Wayne",MALPEQUE,43,full_name,305
39,3908,"VAN LOAN, Peter",YORK--SIMCOE,25465,full_name,380
39,3910,"TOEWS, Vic",PROVENCHER,1836,full_name,366
39,3912,"WILSON, Blair",WEST VANCOUVER--SUNSHINE COAST--SEA TO SKY COUNTRY,31811,full_name,202
39,3912.1,"WILSON, Blair",WEST VANCOUVER--SUNSHINE COAST--SEA TO SKY COUNTRY,31811,full_name,85
39,3917,"BAIRD, John",OTTAWA WEST--NEPEAN,35676,full_name,360
39,3921,"POILIEVRE, Pierre",NEPEAN--CARLETON,25524,full_name,377
39,3925,"HANGER, Art",CALGARY NORTHEAST,1289,full_name,367
39,3932,"MERASTY, Gary",DESNETHE--MISSINIPPI--CHURCHILL RIVER,35805,full_name,158
39,3933,"GALLANT, Cheryl",RENFREW--NIPISSING--PEMBROKE,1809,full_name,363
39,3934,"JULIAN, Peter",BURNABY--NEW WESTMINSTER,16399,full_name,343
39,3935,"BIGRAS, Bernard",ROSEMONT--LA PETITE-PATRIE,427,full_name,368
39,3937,"ASSELIN, Gerard",MANICOUAGAN,218,full_name,340
39,3939,"CODERRE, Denis",BOURASSA,192,full_name,244
39,3942,"CUMMINS, John",DELTA--RICHMOND EAST,1425,full_name,324
39,3943,"WASYLYCIA-LEIS, Judy",WINNIPEG NORTH,1170,full_name,336
39,3945,"DOSANJH, Ujjal",VANCOUVER SOUTH,25499,full_name,225
39,3946,"NADEAU, Richard",GATINEAU,9342,full_name,360
39,3948,"BROWN, Gord",LEEDS--GRENVILLE,25483,surname_constituency,380
39,3955,"HEARN, Loyola",ST. JOHN'S SOUTH--MOUNT PEARL,1790,full_name,375
39,3959,"MARTIN, Keith",ESQUIMALT--JUAN DE FUCA,1441,full_name,267
39,3963,"REDMAN, Karen",KITCHENER CENTRE,724,full_name,348
39,3969,"BRUNELLE, Paule",TROIS-RIVIERES,25484,full_name,353
39,3971,"DOYLE, Norman",ST. JOHN'S EAST,20,surname_constituency,337
39,3975,"STOFFER, Peter",SACKVILLE--EASTERN SHORE,88,full_name,316
39,3976,"FOLCO, Raymonde",LAVAL--LES ILES,328,full_name,267
39,3977,"MOORE, James",PORT MOODY--WESTWOOD--PORT COQUITLAM,1819,full_name,377
39,3978,"LAFOREST, Jean-Yves",SAINT-MAURICE--CHAMPLAIN,35499,full_name,379
39,3979,"D'AMOURS, Jean-Claude J.C.",MADAWASKA--RESTIGOUCHE,25494,surname_constituency,306
39,3981,"SILVA, Mario",DAVENPORT,25455,full_name,312
39,3982,"WALLACE, Mike",BURLINGTON,31791,full_name,366
39,3983,"MCDONOUGH, Alexa",HALIFAX,66,full_name,313
39,3985,"SCHELLENBERGER, Gary",PERTH--WELLINGTON,913,full_name,377
39,3986,"SWEET, David",ANCASTER--DUNDAS--FLAMBOROUGH--WESTDALE,31715,full_name,380
39,3987,"ABLONCZY, Diane",CALGARY--NOSE HILL,1295,full_name,358
39,3992,"PARADIS, Christian",MEGANTIC--L'ERABLE,35422,full_name,362
39,3993,"MALHI, Gurbax S.",BRAMALEA--GORE--MALTON,536,surname_constituency,304
39,3997,"VALLEY, Roger",KENORA,25464,full_name,283
39,3998,"KAMP, Randy",PITT MEADOWS--MAPLE RIDGE--MISSION,25511,full_name,361
39,4001,"AMBROSE, Rona",EDMONTON--SPRUCE GROVE,25447,full_name,375
39,4003,"MOURANI, Maria",AHUNTSIC,31508,full_name,291
39,4004,"BEVINGTON, Dennis",WESTERN ARCTIC,30836,full_name,339
39,4006,"KEDDY, Gerald Gordon",SOUTH SHORE--ST. MARGARET'S,91,surname_constituency,354
39,4007,"GRAHAM, Bill",TORONTO CENTRE,1041,full_name,167
39,4008,"BEAUMIER, Colleen",BRAMPTON WEST,542,full_name,230
39,4009,"SAVAGE, Michael",DARTMOUTH--COLE HARBOUR,59,full_name,329
39,4011,"SIMMS, Scott",BONAVISTA--GANDER--GRAND FALLS--WINDSOR,25456,full_name,275
39,4012,"CARDIN, Serge",SHERBROOKE,1683,full_name,354
39,4013,"HALL FINDLAY, Martha",WILLOWDALE,31254,full_name,69
39,4014,"CARRIER, Robert",ALFRED-PELLAN,25487,full_name,379
39,4016,"CHRISTOPHERSON, David",HAMILTON CENTRE,25489,full_name,366
39,4017,"LOUBIER, Yvan",SAINT-HYACINTHE--BAGOT,447,full_name,99
39,4019,"MILLER, Larry",BRUCE--GREY--OWEN SOUND,25522,full_name,362
39,4020,"MURPHY, Brian",MONCTON--RIVERVIEW--DIEPPE,35297,full_name,291
39,4023,"GUAY, Monique",RIVIERE-DU-NORD,308,full_name,326
39,4025,"ATAMANENKO, Alex",BRITISH COLUMBIA SOUTHERN INTERIOR,30903,full_name,342
39,4028,"ALLEN, Mike",TOBIQUE--MACTAQUAC,30892,full_name,377
39,4031,"DEVOLIN, Barry",HALIBURTON--KAWARTHA LAKES--BROCK,25497,full_name,365
39,4034,"NASH, Peggy",PARKDALE--HIGH PARK,3242,full_name,326
39,4041,"GUIMOND, Michel",MONTMORENCY--CHARLEVOIX--HAUTE-COTE-NORD,181,full_name,363
39,4042,"JAFFER, Rahim",EDMONTON--STRATHCONA,1347,full_name,370
39,4044,"FREEMAN, Carole",CHATEAUGUAY--SAINT-CONSTANT,35343,full_name,345
39,4046,"DYKSTRA, Rick",ST. CATHARINES,35697,full_name,376
39,4053,"CLEMENT, Tony",PARRY SOUND--MUSKOKA,15975,full_name,347
39,4056,"LALONDE, Francine",LA POINTE-DE-L'ILE,362,full_name,302
39,4057,"SORENSON, Kevin A.",CROWFOOT,1832,surname_constituency,379
39,4058,"LAVALLEE, Carole",SAINT-BRUNO--SAINT-HUBERT,25517,full_name,376
39,4059,"WARKENTIN, Chris",PEACE RIVER,35886,full_name,369
39,4060,"STRAHL, Chuck",CHILLIWACK--FRASER CANYON,1450,full_name,370
39,4061,"STECKLE, Paul",HURON--BRUCE,705,full_name,254
39,4065,"TILSON, David",DUFFERIN--CALEDON,25461,full_name,363
39,4067,"THIBAULT, Louise",RIMOUSKI-NEIGETTE--TEMISCOUATA--LES BASQUES,25460,full_name,150
39,4067.1,"THIBAULT, Louise",RIMOUSKI-NEIGETTE--TEMISCOUATA--LES BASQUES,25460,full_name,185
39,4070,"MACKENZIE, Dave",OXFORD,891,full_name,379
39,4072,"BELL, Don",NORTH VANCOUVER,25473,full_name,296
39,4073,"FAILLE, Meili",VAUDREUIL--SOULANGES,25500,full_name,366
39,4075,"BLAIS, Raynald",GASPESIE--ILES-DE-LA-MADELEINE,25476,full_name,360
39,4077,"BENNETT, Carolyn",ST. PAUL'S,992,full_name,264
39,4080,"TROST, Brad",SASKATOON--HUMBOLDT,25462,full_name,373
39,4081,"PROULX, Marcel",HULL--AYLMER,1784,full_name,323
39,4082,"CLARKE, Rob",DESNETHE--MISSINIPPI--CHURCHILL RIVER,55139,full_name,85
39,4083,"BELL, Catherine",VANCOUVER ISLAND NORTH,30929,full_name,376
39,4086,"SCOTT, Andy",FREDERICTON,119,full_name,287
39,4087,"CHAN, Raymond",RICHMOND,1536,full_name,270
39,4089,"HARVEY, Luc",LOUIS-HEBERT,35401,full_name,361
39,4092,"MCKAY, John",SCARBOROUGH--GUILDWOOD,957,full_name,300
39,4093,"FAST, Ed",ABBOTSFORD,35904,full_name,376
39,4094,"ANDRE, Guy",BERTHIER--MASKINONGE,25469,full_name,358
39,4096,"ZED, Paul",SAINT JOHN,124,full_name,270
39,4097,"LUKIWSKI, Tom",REGINA--LUMSDEN--LAKE CENTRE,25520,full_name,380
39,4098,"RITZ, Gerry",BATTLEFORDS--LLOYDMINSTER,1209,full_name,362
40,318,"KARYGIANNIS, Jim",SCARBOROUGH--AGINCOURT,946,full_name,217
40,443,"MILLIKEN, Peter",KINGSTON AND THE ISLANDS,,no_official_observation,0
40,712,"THOMPSON, Greg",NEW BRUNSWICK SOUTHWEST,114,full_name,325
40,718,"LEE, Derek",SCARBOROUGH--ROUGE RIVER,963,full_name,322
40,907,"GUARNIERI, Albina",MISSISSAUGA EAST--COOKSVILLE,789,full_name,231
40,1029,"PLAMONDON, Louis",BAS-RICHELIEU--NICOLET--BECANCOUR,413,full_name,353
40,1317,"CASEY, Bill",CUMBERLAND--COLCHESTER--MUSQUODOBOIT VALLEY,51,full_name,31
40,1613,"BLACKBURN, Jean-Pierre",JONQUIERE--ALMA,35368,full_name,348
40,1788,"VOLPE, Joseph",EGLINTON--LAWRENCE,608,full_name,277
40,2126,"RAE, Bob",TORONTO CENTRE,14188,full_name,272
40,2178,"BEVILACQUA, Maurizio",VAUGHAN,1059,full_name,215
40,2262,"MACAULAY, Lawrence",CARDIGAN,33,full_name,278
40,2505,"NICHOLSON, Rob",NIAGARA FALLS,820,full_name,356
40,2672,"RICHARDSON, Lee",CALGARY CENTRE,25450,full_name,335
40,2798,"HARRIS, Jack",ST. JOHN'S EAST,3633,full_name,323
40,3273,"DUCEPPE, Gilles",LAURIER--SAINTE-MARIE,313,full_name,355
40,3372,"BLACK, Dawn",NEW WESTMINSTER--COQUITLAM,1488,full_name,42
40,3494,"LAKE, Mike",EDMONTON--MILL WOODS--BEAUMONT,35857,full_name,362
40,3495,"OLIPHANT, Rob",DON VALLEY WEST,58858,surname_constituency,295
40,3496,"HARPER, Stephen",CALGARY SOUTHWEST,1733,full_name,203
40,3498,"STANTON, Bruce",SIMCOE NORTH,35724,full_name,354
40,3499,"CULLEN, Nathan",SKEENA--BULKLEY VALLEY,25493,full_name,321
40,3500,"DREESHEN, Earl",RED DEER,59226,full_name,354
40,3505,"MOORE, Rob",FUNDY ROYAL,17210,full_name,354
40,3506,"PRENTICE, Jim",CALGARY CENTRE-NORTH,25527,full_name,202
40,3507,"LAMOUREUX, Kevin",WINNIPEG NORTH,30552,full_name,60
40,3508,"PAYNE, LaVar",MEDICINE HAT,59217,full_name,347
40,3509,"LAUZON, Guy",STORMONT--DUNDAS--SOUTH GLENGARRY,25516,full_name,346
40,3510,"BOUCHARD, Robert",CHICOUTIMI--LE FJORD,25481,full_name,335
40,3511,"RUSSELL, Todd",LABRADOR,29612,full_name,303
40,3515,"MCGUINTY, David",OTTAWA SOUTH,9486,full_name,322
40,3516,"PETIT, Daniel",CHARLESBOURG--HAUTE-SAINT-CHARLES,35340,full_name,357
40,3518,"JENNINGS, Marlene",NOTRE-DAME-DE-GRACE--LACHINE,289,full_name,300
40,3521,"BYRNE, Gerry",HUMBER--ST. BARBE--BAIE VERTE,13,full_name,319
40,3522,"KENT, Peter",THORNHILL,35699,full_name,319
40,3523,"COTLER, Irwin",MOUNT ROYAL,1785,full_name,242
40,3529,"DESCHAMPS, Johanne",LAURENTIDES--LABELLE,25496,full_name,341
40,3530,"RAJOTTE, James",EDMONTON--LEDUC,1826,full_name,348
40,3531,"HOLLAND, Mark",AJAX--PICKERING,25508,full_name,319
40,3535,"KENNEY, Jason",CALGARY SOUTHEAST,1302,full_name,354
40,3542,"DESNOYERS, Luc",RIVIERE-DES-MILLE-ILES,58762,full_name,339
40,3545,"CRETE, Paul",MONTMAGNY--L'ISLET--KAMOURASKA--RIVIERE-DU-LOUP,281,full_name,58
40,3546,"O'NEILL-GORDON, Tilly",MIRAMICHI,58581,full_name,358
40,3550,"GAUDET, Roger",MONTCALM,10432,full_name,340
40,3551,"ROTA, Anthony",NIPISSING--TIMISKAMING,25452,full_name,291
