parliament,session,division,person_id,member,deposit_term_id,issue,official_vote,official_paired,deposit_code,official_party,deposit_party
40,40-2,157,608,Joseph Volpe (Eglinton—Lawrence),1788,deposit_only_observation,,,1,,Liberal Party of Canada
