vote_number,date,subject,bill_number,result,yeas,nays,paired
130,2009-11-18T17:40:06,"2nd reading of Bill C-395, An Act to amend the Employment Insurance Act (labour dispute)",C-395,Agreed To,119,114,0
129,2009-11-18T15:35:51,Private Members' Business M-388 (Provision of the Criminal Code in relation to suicide),,Agreed To,230,0,0
128,2009-11-17T15:05:40,"3rd reading and adoption of Bill C-51, An Act to implement certain provisions of the budget tabled in Parliament on January 27, 2009 and to implement other measures",C-51,Agreed To,184,62,0
127,2009-11-04T17:50:04,"2nd reading of Bill C-392, An Act respecting the use of government procurements and transfers to promote economic development",C-392,Negatived,67,224,0
126,2009-11-04T17:45:53,"2nd reading of Bill C-308, An Act to amend the Employment Insurance Act (improvement of the employment insurance system)",C-308,Agreed To,156,144,0
125,2009-11-04T17:35:59,Opposition Motion (H1N1 flu pandemic),,Agreed To,156,144,0
124,2009-11-04T17:40:20,"2nd reading of Bill C-391, An Act to amend the Criminal Code and the Firearms Act (repeal of long-gun registry)",C-391,Agreed To,164,137,0
123,2009-11-03T17:50:37,"3rd reading and adoption of Bill C-50, An Act to amend the Employment Insurance Act and to increase benefits",C-50,Agreed To,171,109,10
122,2009-11-02T18:55:57,"Concurrence at report stage of BillC-50, An Act to amend the Employment Insurance Act and to increase benefits",C-50,Agreed To,161,86,20
121,2009-11-02T18:35:53,"Bill C-50, An Act to amend the Employment Insurance Act and to increase benefits (report stage amendment)",C-50,Agreed To,217,29,20
120,2009-10-28T17:45:43,Private Members' Business M-285 (Support program for out-of-work older workers),,Agreed To,143,137,0
119,2009-10-28T17:40:03,"2nd reading of Bill C-290, An Act to amend the Income Tax Act (tax credit for loss of retirement income)",C-290,Agreed To,142,137,0
118,2009-10-26T18:55:23,"2nd reading of Bill C-42, An Act to amend the Criminal Code",C-42,Agreed To,193,60,12
117,2009-10-26T18:50:06,"2nd reading of Bill C-52, An Act to amend the Criminal Code (sentencing for fraud)",C-52,Agreed To,253,0,12
116,2009-10-21T17:55:08,"2nd reading of Bill C-306, An Act respecting the use of government contracts to promote economic development",C-306,Negatived,97,164,8
115,2009-10-21T17:50:32,Second Report of the Standing Committee on Environment and Sustainable Development,,Agreed To,169,93,8
114,2009-10-20T17:50:52,Opposition Motion (Forestry industry),,Agreed To,137,131,0
113,2009-10-08T11:45:04,Motion to proceed to Orders of the Day,,Tie,131,131,0
112,2009-10-07T17:51:44,"2nd reading of Bill C-23, An Act to implement the Free Trade Agreement between Canada and the Republic of Colombia, the Agreement on the Environment between Canada and the Republic of Colombia and the Agreement on Labour Cooperation between Canada and the Republic of Colombia (subamendment)",C-23,Negatived,74,193,12
111,2009-10-07T17:45:33,"2nd reading of Bill C-51, An Act to implement certain provisions of the budget tabled in Parliament on January 27, 2009 and to implement other measures",C-51,Agreed To,207,63,12
110,2009-10-01T17:35:26,Opposition Motion (Confidence in the government),,Negatived,117,144,0
109,2009-09-30T19:36:27,"3rd reading and adoption of Bill C-268, An Act to amend the Criminal Code (minimum sentence for offences involving trafficking of persons under the age of eighteen years)",C-268,Agreed To,239,46,0
108,2009-09-30T19:34:05,"Concurrence at report stage of Bill C-268, An Act to amend the Criminal Code (minimum sentence for offences involving trafficking of persons under the age of eighteen years)",C-268,Agreed To,239,46,0
107,2009-09-30T17:40:35,"Bill C-268, An Act to amend the Criminal Code (minimum sentence for offences involving trafficking of persons under the age of eighteen years) (report stage amendment)",C-268,Negatived,46,239,0
106,2009-09-30T17:45:06,"2nd reading of Bill C-304, An Act to ensure secure, adequate, accessible and affordable housing for Canadians",C-304,Agreed To,148,137,0
105,2009-09-29T17:45:37,"2nd reading of Bill C-50, An Act to amend the Employment Insurance Act and to increase benefits",C-50,Agreed To,175,105,6
104,2009-09-18T10:15:39,Ways and Means motion No. 9 --,,Agreed To,224,74,0
103,2009-06-19T13:40:00,"3rd reading and adoption of Bill C-49, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2010",C-49,Agreed To,214,82,4
102,2009-06-19T13:35:00,"Concurrence at report stage of Bill C-49, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2010",C-49,Agreed To,214,82,4
101,2009-06-19T13:20:45,"2nd reading of Bill C-49, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2010",C-49,Agreed To,214,82,4
100,2009-06-19T13:25:00,Concurrence in estimates,,Agreed To,214,82,4
99,2009-06-19T13:20:00,"3rd reading and adoption of Bill C-48, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2010",C-48,Agreed To,214,82,4
98,2009-06-19T13:15:00,"Concurrence at report stage of Bill C-48, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2010",C-48,Agreed To,214,82,4
97,2009-06-19T13:10:00,"2nd reading of Bill C-48, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2010",C-48,Agreed To,214,82,4
96,2009-06-19T13:10:00,Concurrence in estimates,,Agreed To,214,82,4
95,2009-06-19T13:00:00,Opposition Motion (Business of the House),,Agreed To,214,82,4
94,2009-06-17T15:10:00,"2nd reading of Bill C-309, An Act establishing the Economic Development Agency of Canada for the Region of Northern Ontario",C-309,Agreed To,145,142,0
93,2009-06-17T15:05:00,Private Members' Business M-295 (Renewable energy),,Agreed To,146,141,0
92,2009-06-17T15:00:00,Private Members' Business M-297 (Artists),,Agreed To,144,142,0
91,2009-06-16T18:15:11,Opposition Motion (Securities regulation),,Negatived,69,152,0
90,2009-06-16T18:00:46,Opposition Motion (Retirement incomes security),,Agreed To,294,0,0
89,2009-06-16T15:45:18,Opposition Motion (Retirement incomes security) (amendment),,Agreed To,294,0,0
88,2009-06-10T17:50:00,"2nd reading of Bill C-279, An Act to amend the Employment Insurance Act (amounts not included in earnings)",C-279,Negatived,127,152,0
87,2009-06-10T17:45:00,Private Members' Business M-284 (Atlantic lobster fishery),,Agreed To,146,134,0
86,2009-06-10T17:40:00,Private Members' Business M-288 (Economic Development Agency of Canada for the Regions of Quebec),,Agreed To,145,135,0
85,2009-06-10T17:35:00,Private Members' Business M-288 (Economic Development Agency of Canada for the Regions of Quebec) (amendment),,Agreed To,145,135,0
84,2009-06-10T17:30:00,"2nd reading of Bill C-280, An Act to amend the Employment Insurance Act (qualification for and entitlement to benefits)",C-280,Agreed To,144,135,0
83,2009-06-09T12:30:00,Government Business No. 5 (Extension of sitting hours in June),,Negatived,134,138,0
82,2009-06-08T18:35:00,"3rd reading and adoption of Bill C-15, An Act to amend the Controlled Drugs and Substances Act and to make related and consequential amendments to other Acts",C-15,Agreed To,195,54,20
81,2009-06-08T18:30:00,"3rd reading and adoption of Bill C-15, An Act to amend the Controlled Drugs and Substances Act and to make related and consequential amendments to other Acts (previous question)",C-15,Agreed To,195,54,20
80,2009-06-03T15:35:00,"2nd reading of Bill C-307, An Act to amend the Official Languages Act (Charter of the French Language) and to make consequential amendments to other Acts",C-307,Negatived,76,199,6
79,2009-06-03T15:30:00,Private Members' Business M-287 (North American greenhouse gas emissions cap-and-trade market),,Agreed To,141,135,6
78,2009-06-03T15:25:00,"2nd reading of Bill C-302, An Act to recognize the injustice that was done to persons of Italian origin through their “enemy alien” designation and internment during the Second World War, and to provide for restitution and promote education on Italian-Canadian history",C-302,Agreed To,146,131,6
77,2009-06-03T15:20:00,"Private Members' Business M-299 (Instruction to the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities)",,Negatived,103,173,6
76,2009-06-03T15:15:00,"Concurrence at report stage of Bill C-15, An Act to amend the Controlled Drugs and Substances Act and to make related and consequential amendments to other Acts",C-15,Agreed To,203,76,6
75,2009-06-03T15:10:00,"Bill C-15, An Act to amend the Controlled Drugs and Substances Act and to make related and consequential amendments to other Acts (report stage amendment)",C-15,Negatived,76,203,6
74,2009-06-03T15:05:00,"3rd reading and adoption of Bill C-24, An Act to implement the Free Trade Agreement between Canada and the Republic of Peru, the Agreement on the Environment between Canada and the Republic of Peru and the Agreement on Labour Cooperation between Canada and the Republic of Peru",C-24,Agreed To,203,76,6
73,2009-06-03T15:00:00,"3rd reading and adoption of Bill C-24, An Act to implement the Free Trade Agreement between Canada and the Republic of Peru, the Agreement on the Environment between Canada and the Republic of Peru and the Agreement on Labour Cooperation between Canada and the Republic of Peru (previous question)",C-24,Agreed To,203,76,6
72,2009-06-01T18:30:00,"2nd reading of Bill C-20, An Act respecting civil liability and compensation for damage in case of a nuclear incident",C-20,Agreed To,224,28,0
71,2009-05-27T17:40:00,"2nd reading of Bill C-232, An Act to amend the Supreme Court Act (understanding the official languages)",C-232,Agreed To,140,133,0
70,2009-05-27T17:35:00,"2nd reading of Bill C-288, An Act to amend the Income Tax Act (tax credit for new graduates working in designated regions)",C-288,Agreed To,142,134,0
69,2009-05-27T17:30:00,Private Members' Business M-300 (Guaranteed income supplement and old age security pension),,Agreed To,144,133,0
68,2009-05-25T18:30:00,"Bill C-8, An Act respecting family homes situated on First Nation reserves and matrimonial interests or rights in or to structures and lands situated on those reserves (hoist amendment)",C-8,Negatived,120,125,24
67,2009-05-13T17:55:00,"2nd reading of Bill C-201, An Act to amend the Canadian Forces Superannuation Act and the Royal Canadian Mounted Police Superannuation Act (deletion of deduction from annuity)",C-201,Agreed To,139,129,0
66,2009-05-13T17:45:00,"2nd reading of Bill C-273, An Act to amend the Competition Act and the Canadian Environmental Protection Act, 1999 (right to repair)",C-273,Agreed To,248,17,0
65,2009-05-13T17:45:00,"2nd reading of Bill C-310, An Act to Provide Certain Rights to Air Passengers",C-310,Agreed To,139,131,0
64,2009-05-06T17:50:00,Private Members' Business M-276 (Service Canada),,Agreed To,144,140,0
63,2009-05-06T17:45:00,Private Members' Business M-276 (Service Canada) (amendment),,Agreed To,144,140,0
62,2009-05-06T17:40:00,Private Members' Business M-276 (Service Canada) (subamendment),,Agreed To,144,140,0
61,2009-05-06T17:35:00,Private Members' Business M-277 (Amendment to Standing Orders 89 and 86.2(2)),,Negatived,140,143,0
60,2009-05-06T17:30:00,Private Members' Business M-283 (Corporate social responsibility and Canadian extractive industry in developing countries),,Agreed To,143,140,0
59,2009-05-05T17:30:00,"3rd reading and adoption of Bill C-11, An Act to promote safety and security with respect to human pathogens and toxins",C-11,Agreed To,243,44,6
58,2009-04-29T15:10:00,Private Members' Business M-294 (Replacement workers),,Negatived,119,152,6
57,2009-04-29T15:05:00,"2nd reading of Bill C-241, An Act to amend the Employment Insurance Act (removal of waiting period)",C-241,Tie,138,138,6
56,2009-04-29T15:00:00,Opposition Motion (Harmonization of the QST with the GST),,Agreed To,275,0,6
55,2009-04-27T18:40:00,"Concurrence at report stage of Bill C-11, An Act to promote safety and security with respect to human pathogens and toxins",C-11,Agreed To,228,43,12
54,2009-04-27T18:35:00,Opposition Motion (Economic situation),,Agreed To,147,124,12
53,2009-04-27T18:30:00,Opposition Motion (Canada-United States border),,Agreed To,146,125,12
52,2009-04-23T15:00:00,"2nd reading of Bill C-24, An Act to implement the Free Trade Agreement between Canada and the Republic of Peru, the Agreement on the Environment between Canada and the Republic of Peru and the Agreement on Labour Cooperation between Canada and the Republic of Peru",C-24,Agreed To,187,74,12
51,2009-04-22T15:15:00,"2nd reading of Bill C-291, An Act to amend the Immigration and Refugee Protection Act (coming into force of sections 110, 111 and 171)",C-291,Agreed To,140,134,0
50,2009-04-22T15:10:00,"2nd reading of Bill C-300, An Act respecting Corporate Accountability for the Activities of  Mining, Oil or Gas in Developing Countries",C-300,Agreed To,137,133,0
49,2009-04-22T15:05:00,"2nd reading of Bill C-268, An Act to amend the Criminal Code (minimum sentence for offences involving trafficking of persons under the age of eighteen years)",C-268,Agreed To,232,47,0
48,2009-04-22T15:00:00,Opposition Motion (Gun control),,Agreed To,143,136,0
47,2009-04-01T15:00:00,"2nd reading of Bill C-311, An Act to ensure Canada assumes its responsibilities in preventing dangerous climate change",C-311,Agreed To,141,128,0
46,2009-03-31T17:30:00,Opposition Motion (CBC–Radio-Canada),,Agreed To,136,126,12
45,2009-03-30T18:55:00,"3rd reading and adoption of Bill C-2, An Act to implement the Free Trade Agreement between Canada and the States of the European Free Trade Association (Iceland, Liechtenstein, Norway, Switzerland), the Agreement on Agriculture between Canada and the Republic of Iceland, the Agreement on Agriculture between Canada and the Kingdom of Norway and the Agreement on Agriculture between Canada and the Swiss Confederation",C-2,Agreed To,226,31,14
44,2009-03-30T18:50:00,"Bill C-2, An Act to implement the Free Trade Agreement between Canada and the States of the European Free Trade Association (Iceland, Liechtenstein, Norway, Switzerland), the Agreement on Agriculture between Canada and the Republic of Iceland, the Agreement on Agriculture between Canada and the Kingdom of Norway and the Agreement on Agriculture between Canada and the Swiss Confederation (recommittal to a committee)",C-2,Negatived,31,226,14
43,2009-03-30T18:45:00,Second Report of the Standing Committee on Citizenship and Immigration,,Agreed To,129,125,14
42,2009-03-26T11:15:14,Motion to adjourn the debate,,Negatived,125,128,0
41,2009-03-25T17:45:39,"3rd reading and adoption of Bill C-9, An Act to amend the Transportation of Dangerous Goods Act, 1992",C-9,Agreed To,245,32,10
40,2009-03-24T18:10:00,"3rd reading and adoption of Bill C-22, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2010",C-22,Agreed To,210,80,4
39,2009-03-24T18:05:00,"Concurrence at report stage of Bill C-22, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2010",C-22,Agreed To,210,80,4
38,2009-03-24T18:00:00,"2nd reading of Bill C-22, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2010",C-22,Agreed To,210,82,4
37,2009-03-24T17:55:00,Concurrence in Interim Supply,,Agreed To,210,82,4
36,2009-03-24T17:50:00,"3rd reading and adoption of Bill C-21, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2009",C-21,Agreed To,211,82,4
35,2009-03-24T17:45:00,"Concurrence at report stage of Bill C-21, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2009",C-21,Agreed To,211,82,4
34,2009-03-24T17:40:00,"2nd reading of Bill C-21, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2009",C-21,Agreed To,211,82,4
33,2009-03-24T17:35:00,Concurrence in estimates,,Agreed To,211,82,4
32,2009-03-24T17:30:00,Opposition Motion (Vote 35 in the Main Estimates 2009-2010 ),,Agreed To,154,139,4
31,2009-03-23T18:50:00,"Bill C-9, An Act to amend the Transportation of Dangerous Goods Act, 1992 (recommittal to a committee)",C-9,Negatived,33,243,10
30,2009-03-23T18:45:00,Third Report of the Standing Committee on Foreign Affairs and International Development,,Agreed To,141,134,10
29,2009-03-12T17:50:00,"Concurrence at report stage of Bill C-2, An Act to implement the Free Trade Agreement between Canada and the States of the European Free Trade Association (Iceland, Liechtenstein, Norway, Switzerland), the Agreement on Agriculture between Canada and the Republic of Iceland, the Agreement on Agriculture between Canada and the Kingdom of Norway and the Agreement on Agriculture between Canada and the Swiss Confederation",C-2,Agreed To,201,27,0
28,2009-03-12T17:45:00,"Bill C-2, An Act to implement the Free Trade Agreement between Canada and the States of the European Free Trade Association (Iceland, Liechtenstein, Norway, Switzerland), the Agreement on Agriculture between Canada and the Republic of Iceland, the Agreement on Agriculture between Canada and the Kingdom of Norway and the Agreement on Agriculture between Canada and the Swiss Confederation (report stage amendment)",C-2,Negatived,27,201,0
27,2009-03-10T17:40:00,"Opposition Motion (Science, research and innovation)",,Agreed To,152,140,4
26,2009-03-10T17:35:00,Opposition Motion (Employment Insurance),,Agreed To,152,140,4
25,2009-03-10T17:30:00,Opposition Motion (Forestry industry),,Agreed To,152,140,4
24,2009-03-04T17:50:00,"3rd reading and adoption of Bill C-10, An Act to implement certain provisions of the budget tabled in Parliament on January 27, 2009 and related fiscal measures",C-10,Agreed To,204,78,12
23,2009-03-04T17:45:00,"3rd reading and adoption of Bill C-10, An Act to implement certain provisions of the budget tabled in Parliament on January 27, 2009 and related fiscal measures (previous question)",C-10,Agreed To,204,78,12
22,2009-03-03T15:40:00,"Concurrence at report stage of Bill C-10, An Act to implement certain provisions of the budget tabled in Parliament on January 27, 2009 and related fiscal measures",C-10,Agreed To,208,81,8
21,2009-03-03T15:35:00,"Bill C-10, An Act to implement certain provisions of the budget tabled in Parliament on January 27, 2009 and related fiscal measures (report stage amendment)",C-10,Negatived,81,208,8
20,2009-03-03T15:30:00,"Bill C-10, An Act to implement certain provisions of the budget tabled in Parliament on January 27, 2009 and related fiscal measures (report stage amendment)",C-10,Negatived,81,208,8
19,2009-03-03T15:25:00,"Bill C-10, An Act to implement certain provisions of the budget tabled in Parliament on January 27, 2009 and related fiscal measures (report stage amendment)",C-10,Negatived,36,253,8
18,2009-03-03T15:20:00,"Bill C-10, An Act to implement certain provisions of the budget tabled in Parliament on January 27, 2009 and related fiscal measures (report stage amendment)",C-10,Negatived,81,208,8
17,2009-03-03T15:15:00,"Bill C-10, An Act to implement certain provisions of the budget tabled in Parliament on January 27, 2009 and related fiscal measures (report stage amendment)",C-10,Negatived,81,208,8
16,2009-03-03T15:10:00,"Bill C-10, An Act to implement certain provisions of the budget tabled in Parliament on January 27, 2009 and related fiscal measures (report stage amendment)",C-10,Negatived,81,209,8
15,2009-03-03T15:05:00,"Bill C-10, An Act to implement certain provisions of the budget tabled in Parliament on January 27, 2009 and related fiscal measures (report stage amendment)",C-10,Negatived,81,209,8
14,2009-03-03T15:00:00,Opposition Motion (Municipal infrastructure),,Agreed To,154,136,8
13,2009-02-26T10:46:09,Motion to adjourn the debate,,Agreed To,78,37,0
12,2009-02-24T18:30:00,Opposition Motion (Securities commission and equalization),,Negatived,69,216,6
11,2009-02-12T15:25:00,"3rd reading and adoption of Bill C-12, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2009",C-12,Agreed To,210,84,0
10,2009-02-12T15:20:11,"Concurrence at report stage of Bill C-12, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2009",C-12,Agreed To,210,84,0
9,2009-02-12T15:15:36,"2nd reading of Bill C-12, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2009",C-12,Agreed To,210,84,0
8,2009-02-12T15:10:00,Concurrence in estimates,,Agreed To,210,84,0
7,2009-02-12T15:05:21,"2nd reading of Bill C-10, An Act to implement certain provisions of the budget tabled in Parliament on January 27, 2009 and related fiscal measures",C-10,Agreed To,210,84,0
6,2009-02-12T15:00:00,"2nd reading of Bill C-10, An Act to implement certain provisions of the budget tabled in Parliament on January 27, 2009 and related fiscal measures (previous question)",C-10,Agreed To,211,84,0
5,2009-02-05T15:05:52,"2nd reading of Bill C-2, An Act to implement the Free Trade Agreement between Canada and the States of the European Free Trade Association (Iceland, Liechtenstein, Norway, Switzerland), the Agreement on Agriculture between Canada and the Republic of Iceland, the Agreement on Agriculture between Canada and the Kingdom of Norway and the Agreement on Agriculture between Canada and the Swiss Confederation",C-2,Agreed To,258,36,2
4,2009-02-05T15:00:00,Ways and Means motion No. 6,,Agreed To,214,80,2
3,2009-02-03T18:00:00,Budgetary policy,,Agreed To,211,91,2
2,2009-02-02T18:45:00,Budgetary policy (amendment),,Agreed To,217,84,0
1,2009-01-29T18:30:00,Budgetary policy (subamendment),,Negatived,85,214,0
