vote_number,date,subject,bill_number,result,yeas,nays,paired
15,2010-03-23T18:21:36,"3rd reading and adoption of Bill C-7, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011",C-7,Agreed To,142,114,4
14,2010-03-23T18:19:47,"Concurrence at report stage of Bill C-7, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011",C-7,Agreed To,142,114,4
13,2010-03-23T18:16:06,"2nd reading of Bill C-7, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011",C-7,Agreed To,142,114,4
12,2010-03-23T17:55:08,Concurrence in Interim Supply,,Agreed To,148,114,4
11,2010-03-23T18:12:32,"3rd reading and adoption of Bill C-6, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2010",C-6,Agreed To,142,114,4
10,2010-03-23T18:10:14,"Concurrence at report stage of Bill C-6, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2010",C-6,Agreed To,142,114,4
9,2010-03-23T17:40:21,"2nd reading of BilC-6, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2010",C-6,Agreed To,142,114,4
8,2010-03-23T17:45:23,Concurrence in estimates,,Agreed To,142,114,4
7,2010-03-23T17:30:34,Opposition Motion (Maternal and child health),,Negatived,138,144,4
6,2010-03-17T17:30:31,Opposition Motion (Prorogation),,Agreed To,139,135,6
5,2010-03-16T17:35:03,Opposition Motion (Speech from the Throne and Budget),,Negatived,45,232,6
4,2010-03-16T17:30:41,Opposition Motion (Government spending),,Agreed To,140,137,6
3,2010-03-10T17:30:15,Budgetary policy,,Agreed To,142,132,0
2,2010-03-09T17:40:38,Budgetary policy (amendment),,Negatived,84,214,0
1,2010-03-09T17:35:52,Budgetary policy (subamendment),,Negatived,37,262,0
