vote_number,date,subject,bill_number,result,yeas,nays,paired
185,2011-02-16T18:05:00,"2nd reading of Bill C-530, An Act to amend the Northwest Territories Act (borrowing limits)",C-530,Agreed To,150,140,0
184,2011-02-16T17:55:00,"Eighth Report of the Standing Committee on Transport, Infrastructure and Communities",,Agreed To,140,151,0
183,2011-02-16T17:45:00,"3rd reading and adoption of Bill C-59, An Act to amend the Corrections and Conditional Release Act (accelerated parole review) and to make consequential amendments to other Acts",C-59,Agreed To,184,105,0
182,2011-02-15T17:45:00,"2nd reading of Bill C-59, An Act to amend the Corrections and Conditional Release Act (accelerated parole review) and to make consequential amendments to other Acts",C-59,Agreed To,283,0,0
181,2011-02-14T20:35:12,Opposition Motion (Forillon Park),,Agreed To,271,0,6
180,2011-02-14T20:30:13,"Government Business No. 10 (Proceedings on Bill C-59, An Act to amend the Corrections and Conditional Release Act (accelerated parole review) and to make consequential amendments to other Acts)",,Agreed To,180,91,6
179,2011-02-14T13:00:09,Motion for closure,,Agreed To,172,77,0
178,2011-02-11T12:40:00,Motion to proceed to Orders of the Day,,Agreed To,65,27,0
177,2011-02-09T18:35:00,"Concurrence at report stage of Bill C-474, An Act respecting the Seeds Regulations (analysis of potential harm)",C-474,Negatived,97,176,8
176,2011-02-09T18:34:00,"Bill C-474, An Act respecting the Seeds Regulations (analysis of potential harm) (report stage amendment)",C-474,Negatived,95,174,8
175,2011-02-09T18:33:00,"Bill C-474, An Act respecting the Seeds Regulations (analysis of potential harm) (report stage amendment)",C-474,Negatived,95,174,8
174,2011-02-09T18:32:00,"Bill C-474, An Act respecting the Seeds Regulations (analysis of potential harm) (report stage amendment)",C-474,Negatived,95,174,8
173,2011-02-09T18:31:00,"Bill C-474, An Act respecting the Seeds Regulations (analysis of potential harm) (report stage amendment)",C-474,Negatived,95,174,8
172,2011-02-09T18:30:00,"Bill C-474, An Act respecting the Seeds Regulations (analysis of potential harm) (report stage amendment)",C-474,Negatived,95,174,8
171,2011-02-09T18:29:00,"Bill C-474, An Act respecting the Seeds Regulations (analysis of potential harm) (report stage amendment)",C-474,Negatived,95,174,8
170,2011-02-09T18:28:00,"Bill C-474, An Act respecting the Seeds Regulations (analysis of potential harm) (report stage amendment)",C-474,Negatived,95,174,8
169,2011-02-09T18:27:00,"Bill C-474, An Act respecting the Seeds Regulations (analysis of potential harm) (report stage amendment)",C-474,Negatived,95,174,8
168,2011-02-09T18:26:00,"Bill C-474, An Act respecting the Seeds Regulations (analysis of potential harm) (report stage amendment)",C-474,Negatived,95,174,8
167,2011-02-09T18:25:00,"Bill C-474, An Act respecting the Seeds Regulations (analysis of potential harm) (report stage amendment)",C-474,Negatived,95,174,8
166,2011-02-09T18:20:00,Seventh Report of the Standing Committee on Citizenship and Immigration,,Agreed To,284,0,8
165,2011-02-09T18:15:00,"3rd reading and adoption of Bill C-389, An Act to amend the Canadian Human Rights Act and the Criminal Code (gender identity and gender expression)",C-389,Agreed To,143,135,8
164,2011-02-09T18:10:00,"2nd reading of Bill C-507, An Act to amend the Financial Administration Act (federal spending power)",C-507,Negatived,43,240,8
163,2011-02-09T18:05:00,"Concurrence at report stage of Bill C-309, An Act establishing the Economic Development Agency of Canada for the Region of Northern Ontario",C-309,Agreed To,149,134,8
162,2011-02-09T18:00:00,Opposition Motion (Corporate taxes),,Agreed To,149,134,8
161,2011-02-07T19:00:00,"Concurrence at report stage of Bill C-46, An Act to implement the Free Trade Agreement between Canada and the Republic of Panama, the Agreement on the Environment between Canada and the Republic of Panama and the Agreement on Labour Cooperation between Canada and the Republic of Panama",C-46,Agreed To,189,52,22
160,2011-02-07T18:59:00,"Bill C-46, An Act to implement the Free Trade Agreement between Canada and the Republic of Panama, the Agreement on the Environment between Canada and the Republic of Panama and the Agreement on Labour Cooperation between Canada and the Republic of Panama (report stage amendment)",C-46,Negatived,52,189,22
159,2011-02-07T18:58:00,"Bill C-46, An Act to implement the Free Trade Agreement between Canada and the Republic of Panama, the Agreement on the Environment between Canada and the Republic of Panama and the Agreement on Labour Cooperation between Canada and the Republic of Panama (report stage amendment)",C-46,Negatived,52,189,22
158,2011-02-07T18:55:00,"Bill C-46, An Act to implement the Free Trade Agreement between Canada and the Republic of Panama, the Agreement on the Environment between Canada and the Republic of Panama and the Agreement on Labour Cooperation between Canada and the Republic of Panama (report stage amendment)",C-46,Negatived,52,189,22
157,2011-02-07T18:50:00,"Bill C-46, An Act to implement the Free Trade Agreement between Canada and the Republic of Panama, the Agreement on the Environment between Canada and the Republic of Panama and the Agreement on Labour Cooperation between Canada and the Republic of Panama (report stage amendment)",C-46,Negatived,52,188,22
156,2011-02-07T18:45:00,"Concurrence at report stage of Bill C-42, An Act to amend the Aeronautics Act",C-42,Agreed To,214,26,22
155,2011-02-02T17:50:59,Fourth Report of the Standing Committee on Environment and Sustainable Development,,Agreed To,276,0,8
154,2011-02-02T17:40:45,"3rd reading and adoption of Bill S-6, An Act to amend the Criminal Code and another Act",S-6,Agreed To,202,74,8
153,2011-02-02T17:30:49,First Report of the Standing Committee on Public Safety and National Security,,Agreed To,140,136,8
152,2010-12-15T15:10:00,"Concurrence at report stage of Bill C-429, An Act to amend the Department of Public Works and Government Services Act (use of wood)",C-429,Negatived,101,174,0
151,2010-12-15T15:05:00,"2nd reading of Bill C-510, An Act to amend the Criminal Code (coercion)",C-510,Negatived,97,178,0
150,2010-12-14T18:30:00,"Concurrence at report stage of Bill S-6, An Act to amend the Criminal Code and another Act",S-6,Agreed To,194,74,10
149,2010-12-14T18:20:00,"Bill S-6, An Act to amend the Criminal Code and another Act (report stage amendment)",S-6,Negatived,137,138,10
148,2010-12-14T18:10:00,"Bill S-6, An Act to amend the Criminal Code and another Act (report stage amendment)",S-6,Negatived,137,138,10
147,2010-12-14T18:00:00,"Bill S-6, An Act to amend the Criminal Code and another Act (report stage amendment)",S-6,Negatived,136,138,10
146,2010-12-09T18:05:00,"3rd reading and adoption of Bill C-58, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011",C-58,Agreed To,200,68,6
145,2010-12-09T18:00:00,"Concurrence at report stage of Bill C-58, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011",C-58,Agreed To,200,68,6
144,2010-12-09T17:55:00,"2nd reading of Bill C-58, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011",C-58,Agreed To,200,68,6
143,2010-12-09T17:50:00,Concurrence in estimates,,Agreed To,200,68,6
142,2010-12-09T17:45:00,Opposition Motion (Charter of Rights and Freedoms),,Negatived,98,172,6
141,2010-12-08T15:10:37,"Concurrence at report stage of Bill C-389, An Act to amend the Canadian Human Rights Act and the Criminal Code (gender identity and gender expression)",C-389,Agreed To,143,131,0
140,2010-12-08T15:05:20,"2nd reading of Bill C-568, An Act to amend the Statistics Act (mandatory long-form census)",C-568,Agreed To,147,136,0
139,2010-12-07T18:10:00,Opposition Motion (West Coast oil tanker traffic),,Agreed To,143,138,10
138,2010-12-07T18:00:08,"3rd reading and adoption of Bill C-47, A second Act to implement certain provisions of the budget tabled in Parliament on March 4, 2010 and other measures",C-47,Agreed To,179,102,10
137,2010-12-01T18:15:40,"12th Report of the Standing Committee on Industry, Science and Technology",,Agreed To,273,0,6
136,2010-12-01T18:10:31,"11th Report of the Standing Committee on Industry, Science and Technology",,Agreed To,273,0,6
135,2010-12-01T18:05:13,"3rd reading and adoption of Bill S-210, An Act to amend the Federal Sustainable Development Act and the Auditor General Act (involvement of Parliament)",S-210,Agreed To,239,34,6
134,2010-12-01T18:00:21,"Concurrence at report stage of Bill C-473, An Act to protect insignia of military orders, decorations and medals of cultural significance for future generations",C-473,Agreed To,160,110,6
133,2010-12-01T16:30:06,Motion to adjourn the debate,,Negatived,132,135,0
132,2010-11-30T18:00:00,Opposition Motion (Mission in Afghanistan),,Negatived,81,209,2
131,2010-11-24T18:00:20,"Bill C-304, An Act to ensure secure, adequate, accessible and affordable housing for Canadians (recommittal to a committee)",C-304,Agreed To,141,132,10
130,2010-11-24T16:00:22,Motion for the production of papers P-32 (Aqueduct system analysis reports for Canadian Forces Base Valcartier),,Agreed To,140,129,0
129,2010-11-23T18:00:13,Opposition Motion (F-35 stealth fighter jets),,Negatived,100,170,14
128,2010-11-16T18:05:59,"Bill C-22, An Act respecting the mandatory reporting of Internet child pornography by persons who provide an Internet service (report stage amendment)",C-22,Negatived,126,138,16
127,2010-11-16T18:00:06,Opposition Motion (Potash Corporation),,Agreed To,263,0,16
126,2010-11-04T17:45:00,"2nd reading of Bill C-47, A second Act to implement certain provisions of the budget tabled in Parliament on March 4, 2010 and other measures",C-47,Agreed To,162,78,4
125,2010-10-27T19:35:00,"Concurrence at report stage of Bill C-300, An Act respecting Corporate Accountability for the Activities of  Mining, Oil or Gas in Developing Countries",C-300,Negatived,134,140,4
124,2010-10-27T19:30:00,"Bill C-300, An Act respecting Corporate Accountability for the Activities of  Mining, Oil or Gas in Developing Countries (report stage amendment)",C-300,Negatived,135,140,4
123,2010-10-27T19:25:00,"Bill C-300, An Act respecting Corporate Accountability for the Activities of  Mining, Oil or Gas in Developing Countries (report stage amendment)",C-300,Negatived,135,140,4
122,2010-10-27T19:20:00,"Bill C-300, An Act respecting Corporate Accountability for the Activities of  Mining, Oil or Gas in Developing Countries (report stage amendment)",C-300,Negatived,135,140,4
121,2010-10-27T19:15:00,"Bill C-300, An Act respecting Corporate Accountability for the Activities of  Mining, Oil or Gas in Developing Countries (report stage amendment)",C-300,Negatived,135,140,4
120,2010-10-27T19:10:00,"Bill C-300, An Act respecting Corporate Accountability for the Activities of  Mining, Oil or Gas in Developing Countries (report stage amendment)",C-300,Negatived,135,140,4
119,2010-10-27T19:05:00,"Bill C-300, An Act respecting Corporate Accountability for the Activities of  Mining, Oil or Gas in Developing Countries (report stage amendment)",C-300,Negatived,135,140,4
118,2010-10-27T19:00:00,"Bill C-300, An Act respecting Corporate Accountability for the Activities of  Mining, Oil or Gas in Developing Countries (report stage amendment)",C-300,Negatived,135,140,4
117,2010-10-27T18:55:00,"Bill C-300, An Act respecting Corporate Accountability for the Activities of  Mining, Oil or Gas in Developing Countries (report stage amendment)",C-300,Negatived,135,140,4
116,2010-10-27T18:50:00,"Bill C-300, An Act respecting Corporate Accountability for the Activities of  Mining, Oil or Gas in Developing Countries (report stage amendment)",C-300,Negatived,135,140,4
115,2010-10-27T18:40:00,"Bill C-300, An Act respecting Corporate Accountability for the Activities of  Mining, Oil or Gas in Developing Countries (report stage amendment)",C-300,Negatived,135,140,4
114,2010-10-27T18:35:00,"Bill C-300, An Act respecting Corporate Accountability for the Activities of  Mining, Oil or Gas in Developing Countries (report stage amendment)",C-300,Negatived,135,140,4
113,2010-10-27T18:30:00,"Bill C-300, An Act respecting Corporate Accountability for the Activities of  Mining, Oil or Gas in Developing Countries (report stage amendment)",C-300,Negatived,135,140,4
112,2010-10-27T18:25:00,"Bill C-300, An Act respecting Corporate Accountability for the Activities of  Mining, Oil or Gas in Developing Countries (report stage amendment)",C-300,Negatived,135,140,4
111,2010-10-27T18:20:00,"Bill C-300, An Act respecting Corporate Accountability for the Activities of  Mining, Oil or Gas in Developing Countries (report stage amendment)",C-300,Negatived,135,140,4
110,2010-10-27T18:15:00,Fifth Report of the Standing Committee on Government Operations and Estimates,,Negatived,73,202,4
109,2010-10-27T18:10:00,Private Members' Business M-518 (Canadian economy),,Agreed To,140,134,4
108,2010-10-27T18:05:00,"Fifth Report of the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities",,Agreed To,275,0,4
107,2010-10-27T18:00:00,Sixth Report of the Standing Committee on Agriculture and Agri-Food,,Negatived,135,139,4
106,2010-10-26T18:15:58,"2nd reading of Bill C-42, An Act to amend the Aeronautics Act",C-42,Agreed To,241,34,8
105,2010-10-26T18:10:22,"2nd reading of Bill C-46, An Act to implement the Free Trade Agreement between Canada and the Republic of Panama, the Agreement on the Environment between Canada and the Republic of Panama and the Agreement on Labour Cooperation between Canada and the Republic of Panama",C-46,Agreed To,199,77,8
104,2010-10-26T18:05:57,"2nd reading of Bill C-46, An Act to implement the Free Trade Agreement between Canada and the Republic of Panama, the Agreement on the Environment between Canada and the Republic of Panama and the Agreement on Labour Cooperation between Canada and the Republic of Panama (previous question)",C-46,Agreed To,199,77,8
103,2010-10-26T18:00:00,Opposition Motion (Federal spending power),,Negatived,43,232,8
102,2010-10-20T18:25:00,"2nd reading of Bill C-386, An Act to amend the Canada Labour Code (replacement workers)",C-386,Negatived,113,153,8
101,2010-10-20T18:15:00,"Concurrence at report stage of Bill C-290, An Act to amend the Income Tax Act (tax credit for loss of retirement income)",C-290,Negatived,85,186,8
100,2010-10-20T18:10:00,"Bill C-46, An Act to implement the Free Trade Agreement between Canada and the Republic of Panama, the Agreement on the Environment between Canada and the Republic of Panama and the Agreement on Labour Cooperation between Canada and the Republic of Panama (hoist amendment)",C-46,Negatived,77,200,8
99,2010-10-20T18:00:00,"2nd reading of Bill C-39, An Act to amend the Corrections and Conditional Release Act and to make consequential amendments to other Acts",C-39,Agreed To,277,0,8
98,2010-10-06T18:20:00,Private Members' Business M-517 (Instruction to the Standing Committee on Procedure and House Affairs (Oral Questions)),,Agreed To,235,44,10
97,2010-10-06T18:10:00,Private Members' Business M-517 (Instruction to the Standing Committee on Procedure and House Affairs (Oral Questions)) (amendment),,Negatived,137,144,10
96,2010-10-06T18:00:00,"2nd reading of Bill S-6, An Act to amend the Criminal Code and another Act",S-6,Agreed To,208,73,10
95,2010-09-29T18:10:27,"2nd reading of Bill C-440, An Act to amend the Immigration and Refugee Protection Act (war resisters)",C-440,Negatived,136,143,2
94,2010-09-29T18:05:42,Private Members' Business M-514 (Instruction to the Standing Committee on Public Safety and National Security (Criminal Records Act)),,Agreed To,285,0,2
93,2010-09-29T18:00:08,Private Members' Business M-513 (Health care system),,Agreed To,242,43,2
92,2010-09-29T17:55:03,Fifth Report of the Standing Committee on Finance,,Agreed To,271,0,2
91,2010-09-29T17:50:55,"Concurrence at report stage of Bill C-308, An Act to amend the Employment Insurance Act (improvement of the employment insurance system)",C-308,Negatived,124,147,2
90,2010-09-29T17:45:52,Opposition Motion (Long-form census),,Agreed To,152,141,2
89,2010-09-27T18:45:48,"2nd reading of Bill C-5, An Act to amend the International Transfer of Offenders Act",C-5,Agreed To,179,60,36
88,2010-09-22T17:55:51,Second Report of the Standing Committee on Public Safety and National Security,,Agreed To,153,151,0
87,2010-09-22T17:45:00,"2nd reading of Bill C-17, An Act to amend the Criminal Code (investigative hearing and recognizance with conditions)",C-17,Agreed To,220,84,0
86,2010-06-17T20:04:47,"3rd reading and adoption of Bill C-45, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011",C-45,Agreed To,141,131,0
85,2010-06-17T20:02:01,"Concurrence at report stage of Bill C-45, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011",C-45,Agreed To,141,131,0
84,2010-06-17T19:59:20,"2nd reading of Bill C-45, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011",C-45,Agreed To,141,131,0
83,2010-06-17T20:25:22,Concurrence in estimates,,Agreed To,141,131,0
82,2010-06-17T19:57:50,"3rd reading and adoption of Bill C-44, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011",C-44,Agreed To,141,131,0
81,2010-06-17T19:55:01,"Concurrence at report stage of Bill C-44, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011",C-44,Agreed To,141,131,0
80,2010-06-17T19:52:28,"2nd reading of Bill C-44, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011",C-44,Agreed To,141,131,0
79,2010-06-17T19:45:51,Concurrence in estimates,,Agreed To,141,131,0
78,2010-06-17T19:35:50,Opposition Motion (Prorogation),,Negatived,50,189,0
77,2010-06-17T19:25:04,Opposition Motion (Prorogation) (amendment),,Negatived,98,141,0
76,2010-06-16T17:50:51,"2nd reading of Bill C-469, An Act to establish a Canadian Environmental Bill of Rights",C-469,Agreed To,144,137,0
75,2010-06-16T17:45:48,"Concurrence at report stage of Bill C-280, An Act to amend the Employment Insurance Act (qualification for and entitlement to benefits)",C-280,Agreed To,143,137,0
74,2010-06-14T18:50:46,"3rd reading and adoption of Bill C-2, An Act to implement the Free Trade Agreement between Canada and the Republic of Colombia, the Agreement on the Environment between Canada and the Republic of Colombia and the Agreement on Labour Cooperation between Canada and the Republic of Colombia",C-2,Agreed To,188,79,4
73,2010-06-14T18:48:31,Opposition Motion (Securities Regulation),,Negatived,71,192,4
72,2010-06-09T18:50:57,"3rd reading and adoption of Bill C-475, An Act to amend the Controlled Drugs and Substances Act (methamphetamine and ecstasy)",C-475,Agreed To,273,0,12
71,2010-06-09T18:55:25,"Concurrence at report stage of Bill C-395, An Act to amend the Employment Insurance Act (labour dispute)",C-395,Agreed To,139,134,12
70,2010-06-09T18:35:42,"Second Report of the Standing Committee on Industry, Science and Technology",,Agreed To,275,0,12
69,2010-06-09T18:30:31,"Concurrence at report stage of Bill C-2, An Act to implement the Free Trade Agreement between Canada and the Republic of Colombia, the Agreement on the Environment between Canada and the Republic of Colombia and the Agreement on Labour Cooperation between Canada and the Republic of Colombia",C-2,Agreed To,195,75,12
68,2010-06-09T18:25:53,"Bill C-2, An Act to implement the Free Trade Agreement between Canada and the Republic of Colombia, the Agreement on the Environment between Canada and the Republic of Colombia and the Agreement on Labour Cooperation between Canada and the Republic of Colombia (report stage amendment)",C-2,Negatived,75,195,12
67,2010-06-09T18:20:19,"Bill C-2, An Act to implement the Free Trade Agreement between Canada and the Republic of Colombia, the Agreement on the Environment between Canada and the Republic of Colombia and the Agreement on Labour Cooperation between Canada and the Republic of Colombia (report stage amendment)",C-2,Negatived,75,195,12
66,2010-06-09T18:15:30,"Bill C-2, An Act to implement the Free Trade Agreement between Canada and the Republic of Colombia, the Agreement on the Environment between Canada and the Republic of Colombia and the Agreement on Labour Cooperation between Canada and the Republic of Colombia (report stage amendment)",C-2,Negatived,75,195,12
65,2010-06-09T17:05:09,"Time allocation for Bill C-2, An Act to implement the Free Trade Agreement between Canada and the Republic of Colombia, the Agreement on the Environment between Canada and the Republic of Colombia and the Agreement on Labour Cooperation between Canada and the Republic of Colombia",C-2,Agreed To,138,121,0
64,2010-06-09T16:00:35,Motion to proceed to Orders of the Day,,Agreed To,135,116,0
63,2010-06-08T17:30:04,"3rd reading and adoption of Bill C-9, An Act to implement certain provisions of the budget tabled in Parliament on March 4, 2010 and other measures",C-9,Agreed To,138,126,6
62,2010-06-07T19:20:00,"Concurrence at report stage of Bill C-9, An Act to implement certain provisions of the budget tabled in Parliament on March 4, 2010 and other measures",C-9,Agreed To,137,102,14
61,2010-06-07T19:00:00,"Bill C-9, An Act to implement certain provisions of the budget tabled in Parliament on March 4, 2010 and other measures (report stage amendment)",C-9,Negatived,62,177,14
60,2010-06-07T19:00:00,"Bill C-9, An Act to implement certain provisions of the budget tabled in Parliament on March 4, 2010 and other measures (report stage amendment)",C-9,Negatived,62,177,14
59,2010-06-07T19:00:00,"Bill C-9, An Act to implement certain provisions of the budget tabled in Parliament on March 4, 2010 and other measures (report stage amendment)",C-9,Negatived,62,177,14
58,2010-06-07T18:55:00,"Bill C-9, An Act to implement certain provisions of the budget tabled in Parliament on March 4, 2010 and other measures (report stage amendment)",C-9,Negatived,62,177,14
57,2010-06-07T18:50:36,"Bill C-9, An Act to implement certain provisions of the budget tabled in Parliament on March 4, 2010 and other measures (report stage amendment)",C-9,Negatived,62,177,14
56,2010-06-07T18:45:39,"Bill C-9, An Act to implement certain provisions of the budget tabled in Parliament on March 4, 2010 and other measures (report stage amendment)",C-9,Negatived,62,177,14
55,2010-06-03T16:50:06,"Time allocation for Bill C-9, An Act to implement certain provisions of the budget tabled in Parliament on March 4, 2010 and other measures",C-9,Agreed To,123,85,0
54,2010-06-02T16:55:13,Motion to proceed to Orders of the Day,,Negatived,124,129,0
53,2010-06-01T17:40:28,Opposition Motion (Oil and gas),,Agreed To,274,0,16
52,2010-06-01T17:30:11,Opposition Motion (G-8 and G-20 security costs),,Agreed To,139,136,16
51,2010-05-31T16:20:29,Motion to adjourn the debate,,Agreed To,119,101,0
50,2010-05-26T17:55:00,"2nd reading of Bill C-501, An Act to amend the Bankruptcy and Insolvency Act and other Acts (pension protection)",C-501,Agreed To,144,111,0
49,2010-05-26T17:45:25,First Report of the Standing Committee on Official Languages,,Agreed To,252,0,0
48,2010-05-11T17:30:05,Opposition Motion (Quebec’s traditional demands),,Negatived,44,232,8
47,2010-05-05T18:20:33,"2nd reading of Bill C-471, An Act respecting the implementation of the recommendations of the Pay Equity Task Force and amending another Act in consequence",C-471,Agreed To,148,136,0
46,2010-05-05T18:15:23,"Concurrence at report stage of Bill C-201, An Act to amend the Canadian Forces Superannuation Act and the Royal Canadian Mounted Police Superannuation Act (deletion of deduction from annuity)",C-201,Agreed To,149,134,0
45,2010-05-05T18:10:02,"Bill C-201, An Act to amend the Canadian Forces Superannuation Act and the Royal Canadian Mounted Police Superannuation Act (deletion of deduction from annuity) (report stage amendment)",C-201,Agreed To,149,134,0
44,2010-05-05T18:05:30,"3rd reading and adoption of Bill C-288, An Act to amend the Income Tax Act (tax credit for new graduates working in designated regions)",C-288,Agreed To,149,136,0
43,2010-05-05T18:00:15,"First Report of the Standing Committee on Transport, Infrastructure and Communities",,Agreed To,177,109,0
42,2010-05-05T17:55:12,"3rd reading and adoption of Bill, An Act to ensure Canada assumes its responsibilities in preventing dangerous climate change",C-311,Agreed To,149,136,0
41,2010-05-05T17:45:43,Opposition Motion (Lobbying Act - as amended) (amendment),,Agreed To,284,0,0
40,2010-04-28T17:06:13,Private Members' Business M-423 (Pont de Québec),,Agreed To,141,133,8
39,2010-04-28T17:05:06,"2nd reading of Bill C-343, An Act to amend the Canada Labour Code and the Employment Insurance Act (family leave)",C-343,Agreed To,144,137,8
38,2010-04-28T17:35:09,"3rd reading and adoption of Bill C-302, An Act to recognize the injustice that was done to persons of Italian origin through their “enemy alien” designation and internment during the Second World War, and to provide for restitution and promote education on Italian-Canadian history",C-302,Agreed To,147,134,8
37,2010-04-28T17:30:48,Opposition Motion (Investment Canada Act),,Agreed To,144,136,8
36,2010-04-27T10:47:15,Motion to adjourn the debate,,Negatived,123,134,0
35,2010-04-22T11:20:06,Motion to adjourn the debate,,Agreed To,133,128,0
34,2010-04-21T17:50:32,"2nd reading of Bill C-384, An Act to amend the Criminal Code (right to die with dignity)",C-384,Negatived,59,228,4
33,2010-04-21T17:45:58,"2nd reading of Bill C-470, An Act to amend the Income Tax Act (revocation of registration)",C-470,Agreed To,280,3,4
32,2010-04-21T17:40:01,"2nd reading of Bill C-429, An Act to amend the Department of Public Works and Government Services Act (use of wood)",C-429,Agreed To,144,141,4
31,2010-04-21T17:35:55,Opposition Motion (Quebec's representation in the House of Commons),,Negatived,45,208,4
30,2010-04-21T17:30:05,Opposition Motion (Quebec's representation in the House of Commons) (amendment),,Negatived,80,208,4
29,2010-04-19T18:40:40,"2nd reading of Bill C-9, An Act to implement certain provisions of the budget tabled in Parliament on March 4, 2010 and other measures",C-9,Agreed To,143,120,4
28,2010-04-19T18:35:05,"2nd reading of Bill C-2, An Act to implement the Free Trade Agreement between Canada and the Republic of Colombia, the Agreement on the Environment between Canada and the Republic of Colombia and the Agreement on Labour Cooperation between Canada and the Republic of Colombia",C-2,Agreed To,183,78,4
27,2010-04-19T18:30:11,"2nd reading of Bill C-2, An Act to implement the Free Trade Agreement between Canada and the Republic of Colombia, the Agreement on the Environment between Canada and the Republic of Colombia and the Agreement on Labour Cooperation between Canada and the Republic of Colombia (previous question)",C-2,Agreed To,182,78,4
26,2010-04-16T13:25:01,"Time allocation for Bill C-2, An Act to implement the Free Trade Agreement between Canada and the Republic of Colombia, the Agreement on the Environment between Canada and the Republic of Colombia and the Agreement on Labour Cooperation between Canada and the Republic of Colombia",C-2,Agreed To,50,44,0
25,2010-04-14T17:50:00,"2nd reading of Bill C-475, An Act to amend the Controlled Drugs and Substances Act (methamphetamine and ecstasy)",C-475,Agreed To,287,0,8
24,2010-04-14T17:45:07,"2nd reading of Bill C-474, An Act respecting the Seeds Regulations (analysis of potential harm)",C-474,Agreed To,153,134,8
23,2010-04-14T17:40:12,"Concurrence at report stage of Bill C-311, An Act to ensure Canada assumes its responsibilities in preventing dangerous climate change",C-311,Agreed To,155,137,8
22,2010-04-14T17:35:57,First Report of the Standing Committee on Canadian Heritage,,Agreed To,156,137,8
21,2010-04-14T17:30:44,Opposition Motion (Environment),,Agreed To,155,137,8
20,2010-03-31T17:35:52,"3rd reading and adoption of Bill C-232, An Act to amend the Supreme Court Act (understanding the official languages)",C-232,Agreed To,140,137,0
19,2010-03-31T17:30:07,"2nd reading of Bill C-444, An Act to amend the Broadcasting Act and the Telecommunications Act (broadcasting and telecommunications policies)",C-444,Negatived,77,200,0
18,2010-03-24T15:05:16,"Concurrence at report stage of Bill C-241, An Act to amend the Employment Insurance Act (removal of waiting period)",C-241,Agreed To,143,142,6
17,2010-03-24T15:00:52,Ways and Means motion No. 8,,Agreed To,143,124,6
16,2010-03-23T18:15:35,Address in Reply to the Speech from the Throne (subamendment),,Negatived,78,178,4
