vote_number,date,subject,bill_number,result,yeas,nays,paired
731,2024-04-11T19:21:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 162)",C-50,Negatived,110,200,8
730,2024-04-11T19:19:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 161)",C-50,Negatived,109,203,8
729,2024-04-11T19:17:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 160)",C-50,Negatived,108,200,8
728,2024-04-11T19:15:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 155)",C-50,Agreed To,309,0,8
727,2024-04-11T19:13:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 143)",C-50,Negatived,139,171,8
726,2024-04-11T19:11:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 142)",C-50,Negatived,107,199,8
725,2024-04-11T19:09:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 138)",C-50,Negatived,109,202,8
724,2024-04-11T19:07:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 127)",C-50,Negatived,107,206,8
723,2024-04-11T19:05:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 123)",C-50,Negatived,108,204,8
722,2024-04-11T18:59:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment)  (Motion 117)",C-50,Agreed To,201,107,8
721,2024-04-11T18:57:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 113)",C-50,Negatived,135,173,8
720,2024-04-11T18:55:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 108)",C-50,Agreed To,306,0,8
719,2024-04-11T18:53:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 102)",C-50,Negatived,109,199,8
718,2024-04-11T18:49:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 96)",C-50,Agreed To,201,104,8
717,2024-04-11T18:47:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 91)",C-50,Agreed To,274,31,8
716,2024-04-11T18:43:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 79)",C-50,Agreed To,269,32,8
715,2024-04-11T18:41:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 64)",C-50,Negatived,106,203,8
714,2024-04-11T18:39:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 61)",C-50,Negatived,108,203,8
713,2024-04-11T18:37:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 60)",C-50,Negatived,110,203,8
712,2024-04-11T18:35:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 59)",C-50,Negatived,111,203,8
711,2024-04-11T18:33:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 54)",C-50,Negatived,136,174,8
710,2024-04-11T18:31:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 53)",C-50,Negatived,112,203,8
709,2024-04-11T18:29:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 52)",C-50,Negatived,111,202,8
708,2024-04-11T18:27:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 51)",C-50,Negatived,114,203,8
707,2024-04-11T18:25:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 49)",C-50,Negatived,111,202,8
706,2024-04-11T18:23:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 44)",C-50,Negatived,113,202,8
705,2024-04-11T18:21:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 42)",C-50,Negatived,111,202,8
704,2024-04-11T18:19:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 41)",C-50,Negatived,113,203,8
703,2024-04-11T18:17:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 37)",C-50,Agreed To,173,142,8
702,2024-04-11T18:15:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 36)",C-50,Negatived,115,203,8
701,2024-04-11T18:13:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 35)",C-50,Negatived,114,203,8
700,2024-04-11T18:11:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 28)",C-50,Negatived,113,202,8
699,2024-04-11T18:09:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 27)",C-50,Negatived,111,201,8
698,2024-04-11T18:07:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 26)",C-50,Negatived,111,201,8
697,2024-04-11T18:05:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 25)",C-50,Negatived,111,204,8
696,2024-04-11T18:03:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 21)",C-50,Negatived,111,204,8
695,2024-04-11T18:01:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 17)",C-50,Negatived,140,174,8
694,2024-04-11T17:59:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 16)",C-50,Negatived,113,202,8
693,2024-04-11T17:57:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 11)",C-50,Negatived,113,203,8
692,2024-04-11T17:55:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 10)",C-50,Negatived,113,204,8
691,2024-04-11T17:53:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 5)",C-50,Negatived,114,204,8
690,2024-04-11T17:51:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 4)",C-50,Negatived,114,204,8
689,2024-04-11T17:49:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 3)",C-50,Negatived,114,204,8
688,2024-04-11T17:47:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 2)",C-50,Negatived,114,204,8
687,2024-04-11T17:45:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 1)",C-50,Negatived,113,202,8
686,2024-04-11T10:30:00,Motion to proceed to Orders of the Day,,Agreed To,165,143,8
685,2024-04-10T15:45:00,"2nd reading of Bill C-347, An Act to amend the Constitution Act, 1867 (oath of office)",C-347,Negatived,113,197,6
684,2024-04-10T15:30:00,Opposition Motion (Main motion as amended),,Agreed To,171,149,6
683,2024-04-10T15:15:00,Opposition Motion (Carbon tax emergency meeting) (amendment),,Agreed To,171,149,6
682,2024-03-21T18:25:42,"3rd reading and adoption of Bill C-68, An Act for granting to His Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2025",C-68,Agreed To,201,115,8
681,2024-03-21T18:20:00,"Concurrence at report stage of Bill C-68, An Act for granting to His Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2025",C-68,Agreed To,201,115,8
680,2024-03-21T18:15:10,"2nd reading of Bill C-68, An Act for granting to His Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2025",C-68,Agreed To,201,115,8
679,2024-03-21T18:10:05,Concurrence in Interim Supply,,Agreed To,201,115,8
678,2024-03-21T18:05:25,"3rd reading and adoption of Bill C-67, An Act for granting to His Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2024",C-67,Agreed To,201,115,8
677,2024-03-21T18:00:14,"Concurrence at report stage of Bill C-67, An Act for granting to His Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2024",C-67,Agreed To,201,114,8
676,2024-03-21T17:55:39,"2nd reading of Bill C-67, An Act for granting to His Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2024",C-67,Agreed To,201,114,8
675,2024-03-21T17:50:31,Concurrence in estimates,,Agreed To,202,115,8
674,2024-03-21T17:45:13,Opposition Motion (Carbon tax election),,Negatived,116,204,8
673,2024-03-20T17:00:15,"Time allocation for Bill C-29, An Act to provide for the establishment of a national council for reconciliation",C-29,Agreed To,178,146,2
672,2024-03-20T16:00:50,Motion to proceed to Orders of the Day,,Agreed To,175,150,2
671,2024-03-20T15:50:00,"2nd reading of Bill C-365, An Act respecting the implementation of a consumer-led banking system for Canadians",C-365,Agreed To,172,150,2
670,2024-03-20T15:40:00,Opposition Motion (Carbon tax),,Negatived,119,205,2
669,2024-03-20T15:30:47,Fifth report of the Standing Committee on Science and Research,,Agreed To,325,0,2
668,2024-03-18T21:30:45,"2nd reading of Bill C-59, An Act to implement certain provisions of the fall economic statement tabled in Parliament on November 21, 2023 and certain provisions of the budget tabled in Parliament on March 28, 2023 (Clauses 323 to 341.)",C-59,Agreed To,175,149,2
667,2024-03-18T21:20:51,"2nd reading of Bill C-59, An Act to implement certain provisions of the fall economic statement tabled in Parliament on November 21, 2023 and certain provisions of the budget tabled in Parliament on March 28, 2023 (Clauses 320 to 322; and)",C-59,Agreed To,323,0,2
666,2024-03-18T21:10:49,"2nd reading of Bill C-59, An Act to implement certain provisions of the fall economic statement tabled in Parliament on November 21, 2023 and certain provisions of the budget tabled in Parliament on March 28, 2023 (Clauses 318 and 319;)",C-59,Agreed To,322,0,2
665,2024-03-18T21:00:42,"2nd reading of Bill C-59, An Act to implement certain provisions of the fall economic statement tabled in Parliament on November 21, 2023 and certain provisions of the budget tabled in Parliament on March 28, 2023 (Clauses 273 to 277;)",C-59,Agreed To,206,117,2
664,2024-03-18T20:50:28,"2nd reading of Bill C-59, An Act to implement certain provisions of the fall economic statement tabled in Parliament on November 21, 2023 and certain provisions of the budget tabled in Parliament on March 28, 2023 (Clauses 219 to 230;)",C-59,Agreed To,321,0,2
663,2024-03-18T20:40:18,"2nd reading of Bill C-59, An Act to implement certain provisions of the fall economic statement tabled in Parliament on November 21, 2023 and certain provisions of the budget tabled in Parliament on March 28, 2023 (Clauses 145 to 167, 217 and 218 regarding measures related to vaping products, cannabis and tobacco;)",C-59,Agreed To,323,0,2
662,2024-03-18T20:30:00,"2nd reading of Bill C-59, An Act to implement certain provisions of the fall economic statement tabled in Parliament on November 21, 2023 and certain provisions of the budget tabled in Parliament on March 28, 2023 (Clauses 197 to 208 and 342 to 365 regarding amendments to the Canada Labour Code;)",C-59,Agreed To,323,2,2
661,2024-03-18T20:20:32,"2nd reading of Bill C-59, An Act to implement certain provisions of the fall economic statement tabled in Parliament on November 21, 2023 and certain provisions of the budget tabled in Parliament on March 28, 2023 (Clauses 137, 144 and 231 to 272 regarding measures related to affordability;)",C-59,Agreed To,320,1,2
660,2024-03-18T20:10:00,"2nd reading of Bill C-59, An Act to implement certain provisions of the fall economic statement tabled in Parliament on November 21, 2023 and certain provisions of the budget tabled in Parliament on March 28, 2023 (Clauses 1 to 136, 138 to 143, 168 to 196, 209 to 216 and 278 to 317 regarding measures appearing in the 2023 budget;)",C-59,Agreed To,172,148,2
659,2024-03-18T20:00:05,"2nd reading of Bill C-59, An Act to implement certain provisions of the fall economic statement tabled in Parliament on November 21, 2023 and certain provisions of the budget tabled in Parliament on March 28, 2023 (reasoned amendment)",C-59,Negatived,118,206,2
658,2024-03-18T19:50:43,Opposition Motion (As amended - Canada's actions to promote peace in the Middle East),,Agreed To,204,117,2
657,2024-03-18T19:40:44,Amendment to opposition motion,,Agreed To,204,118,2
656,2024-02-29T12:50:19,Motion for closure,C-35,Agreed To,167,142,8
655,2024-02-29T11:40:00,Motion to proceed to Orders of the Day,,Agreed To,170,141,8
654,2024-02-28T20:30:00,Government Business No. 35 (Extension of sitting hours and conduct of extended proceedings),,Agreed To,170,139,8
653,2024-02-28T18:02:00,Motion for closure,,Agreed To,168,145,8
652,2024-02-28T16:47:00,Motion to proceed to Orders of the Day,,Agreed To,170,144,8
651,2024-02-28T16:00:00,"3rd reading and adoption of Bill C-320, An Act to amend the Corrections and Conditional Release Act (disclosure of information to victims)",C-320,Agreed To,319,0,8
650,2024-02-28T15:45:00,"3rd reading and adoption of Bill C-321, An Act to amend the Criminal Code (assaults against persons who provide health services and first responders)",C-321,Agreed To,318,0,8
649,2024-02-28T15:30:00,"2nd reading of Bill C-354, An Act to amend the Canadian Radio-television and Telecommunications Commission Act (Quebec’s cultural distinctiveness and French-speaking communities)",C-354,Agreed To,167,150,8
648,2024-02-28T15:15:00,Opposition Motion (ArriveCAN),,Agreed To,170,149,8
647,2024-02-27T15:15:00,"2nd reading of Bill C-58, An Act to amend the Canada Labour Code and the Canada Industrial Relations Board Regulations, 2012",C-58,Agreed To,318,0,4
646,2024-02-15T17:55:46,"3rd reading and adoption of Bill C-62, An Act to amend An Act to amend the Criminal Code (medical assistance in dying), No. 2",C-62,Agreed To,272,32,4
645,2024-02-15T17:45:41,"3rd reading and adoption of Bill, (previous question)",C-62,Agreed To,281,30,4
644,2024-02-14T15:55:00,"2nd reading of Bill C-273, An Act to amend the Criminal Code (Corinne’s Quest and the protection of children)",C-273,Agreed To,209,115,2
643,2024-02-14T15:45:00,"2nd reading of Bill C-317, An Act to establish a national strategy respecting flood and drought forecasting",C-317,Agreed To,325,0,2
642,2024-02-14T15:35:00,"3rd reading and adoption of Bill S-202, An Act to amend the Parliament of Canada Act (Parliamentary Visual Artist Laureate)",S-202,Agreed To,210,115,2
641,2024-02-14T15:25:00,"2nd reading of Bill C-62, An Act to amend An Act to amend the Criminal Code (medical assistance in dying), No. 2",C-62,Agreed To,294,33,2
640,2024-02-14T15:15:00,"2nd reading of Bill C-62, An Act to amend An Act to amend the Criminal Code (medical assistance in dying), No. 2 (reasoned amendment)",C-62,Negatived,33,291,2
639,2024-02-13T20:40:35,"Government Business No. 34 (Proceedings on Bill C-62, An Act to amend An Act to amend the Criminal Code (medical assistance in dying), No. 2)",,Agreed To,287,32,2
638,2024-02-13T20:30:54,"Government Business No. 34 (Proceedings on Bill C-62, An Act to amend An Act to amend the Criminal Code (medical assistance in dying), No. 2) (amendment)",,Negatived,43,270,2
637,2024-02-13T11:00:00,Motion for closure,,Agreed To,170,146,0
636,2024-02-12T15:25:44,Opposition Motion (Federal immigration targets),,Agreed To,173,150,0
635,2024-02-12T15:15:24,Opposition Motion (Federal immigration targets) (amendment),,Agreed To,175,152,0
634,2024-02-07T16:15:00,Private Members' Business M-86 (Citizens' Assembly on Electoral Reform),,Negatived,101,220,0
633,2024-02-07T16:05:00,"2nd reading of Bill C-352, An Act to amend the Competition Act and the Competition Tribunal Act",C-352,Agreed To,178,149,0
632,2024-02-07T15:55:00,Private Members' Business M-75 (Polish Heritage Month),,Agreed To,328,0,0
631,2024-02-07T15:45:00,Tenth report of the Standing Committee on Agriculture and Agri-Food,,Agreed To,328,0,0
630,2024-02-07T15:35:00,Tenth report of the Standing Committee on Agriculture and Agri-Food (amendment),,Negatived,117,211,0
629,2024-02-07T15:25:00,Opposition Motion (Auto theft),,Negatived,148,179,0
628,2024-02-07T15:15:00,15th report of the Standing Committee on Finance,,Agreed To,212,114,0
627,2024-02-06T15:15:37,"3rd reading and adoption of Bill C-57, An Act to implement the 2023 Free Trade Agreement between Canada and Ukraine",C-57,Agreed To,214,116,0
626,2024-02-05T15:25:31,"Bill C-57, An Act to implement the 2023 Free Trade Agreement between Canada and Ukraine (recommittal to a committee)",C-57,Negatived,117,211,2
625,2024-02-05T15:15:43,Opposition Motion (Carbon tax),,Negatived,119,209,2
624,2024-01-31T17:30:00,"Concurrence at report stage of Bill S-202, An Act to amend the Parliament of Canada Act (Parliamentary Visual Artist Laureate)",S-202,Agreed To,210,113,2
623,2024-01-31T17:15:00,"Concurrence at report stage of Bill C-321, An Act to amend the Criminal Code (assaults against health care professionals and first responders)",C-321,Agreed To,323,0,2
622,2024-01-31T17:00:00,"2nd reading of Bill C-355, An Act to prohibit the export by air of horses for slaughter and to make related amendments to certain Acts",C-355,Agreed To,181,137,2
621,2024-01-31T16:45:00,"3rd reading and adoption of Bill C-290, An Act to amend the Public Servants Disclosure Protection Act and to make a consequential amendment to the Conflict of Interest Act",C-290,Agreed To,328,0,2
620,2024-01-31T16:30:00,14th report of the Standing Committee on Public Accounts,,Agreed To,329,0,2
619,2024-01-31T16:15:00,14th report of the Standing Committee on Public Accounts (amendment),,Negatived,116,213,2
618,2024-01-31T16:00:00,12th report of the Standing Committee on Finance,,Agreed To,175,153,2
617,2024-01-31T15:45:00,12th report of the Standing Committee on Finance (amendment),,Negatived,144,184,2
616,2024-01-31T15:30:00,First report of the Standing Committee on Agriculture and Agri-Food,,Agreed To,329,0,2
615,2024-01-31T15:15:00,First report of the Standing Committee on Agriculture and Agri-Food (amendment),,Negatived,116,213,2
614,2024-01-30T15:30:00,55th report of the Standing Committee on Procedure and House Affairs,,Agreed To,174,145,2
613,2024-01-30T15:15:00,55th report of the Standing Committee on Procedure and House Affairs (amendment),,Negatived,149,178,2
612,2023-12-15T14:45:34,Motion to adjourn the House,,Agreed To,170,129,0
611,2023-12-14T10:45:00,Motion to proceed to Orders of the Day,,Agreed To,175,146,0
610,2023-12-13T15:25:00,Private Members' Business M-96 (Canadian Aviation Regulations),,Agreed To,212,112,2
609,2023-12-13T15:15:00,"2nd reading of Bill S-210, An Act to restrict young persons’ online access to sexually explicit material",S-210,Agreed To,189,133,2
608,2023-12-12T15:15:00,12th report of the Standing Committee on Justice and Human Rights,,Agreed To,324,0,4
607,2023-12-12T11:42:09,"Concurrence at report stage of Bill C-57, An Act to implement the 2023 Free Trade Agreement between Canada and Ukraine",C-57,Agreed To,209,112,4
606,2023-12-11T17:45:42,"3rd reading and adoption of Bill C-56, An Act to amend the Excise Tax Act and the Competition Act",C-56,Agreed To,316,0,4
605,2023-12-07T21:56:50,"3rd reading and adoption of Bill C-60, An Act for granting to His Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2024",C-60,Agreed To,193,99,8
604,2023-12-07T21:54:00,"Concurrence at report stage of Bill C-60, An Act for granting to His Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2024",C-60,Agreed To,192,100,8
603,2023-12-07T21:51:18,"2nd reading of Bill C-60, An Act for granting to His Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2024",C-60,Agreed To,198,104,8
602,2023-12-07T21:47:19,Concurrence in estimates,,Agreed To,196,100,8
601,2023-12-07T21:45:57,Concurrence in an opposed item (Opposed Vote No. 120),,Agreed To,200,100,8
600,2023-12-07T21:43:54,Concurrence in an opposed item (Opposed Vote No. 119),,Agreed To,201,97,8
599,2023-12-07T21:41:05,Concurrence in an opposed item (Opposed Vote No. 118),,Agreed To,197,101,8
598,2023-12-07T21:39:57,Concurrence in an opposed item (Opposed Vote No. 117),,Agreed To,196,102,8
597,2023-12-07T21:37:40,Concurrence in an opposed item (Opposed Vote No. 116),,Agreed To,199,101,8
596,2023-12-07T21:35:23,Concurrence in an opposed item (Opposed Vote No. 115),,Agreed To,197,101,8
595,2023-12-07T21:33:53,Concurrence in an opposed item (Opposed Vote No. 114),,Agreed To,197,104,8
594,2023-12-07T21:31:44,Concurrence in an opposed item (Opposed Vote No.113),,Agreed To,196,102,8
593,2023-12-07T21:29:07,Concurrence in an opposed item (Opposed Vote No. 112),,Agreed To,196,103,8
592,2023-12-07T21:27:52,Concurrence in an opposed item (Opposed Vote No. 111),,Agreed To,197,106,8
591,2023-12-07T21:25:40,Concurrence in an opposed item (Opposed Vote No. 110),,Agreed To,196,108,8
590,2023-12-07T21:23:45,Concurrence in an opposed item (Opposed Vote No. 109),,Agreed To,199,105,8
589,2023-12-07T21:21:32,Concurrence in an opposed item (Opposed Vote No. 108),,Agreed To,200,106,8
588,2023-12-07T21:19:07,Concurrence in an opposed item (Opposed Vote No. 107),,Agreed To,196,102,8
587,2023-12-07T21:17:55,Concurrence in an opposed item (Opposed Vote No. 106),,Agreed To,199,105,8
586,2023-12-07T21:15:10,Concurrence in an opposed item (Opposed Vote No. 105),,Agreed To,198,103,8
585,2023-12-07T21:13:52,Concurrence in an opposed item (Opposed Vote No. 104),,Agreed To,198,102,8
584,2023-12-07T21:11:33,Concurrence in an opposed item (Opposed Vote No. 103),,Agreed To,196,100,8
583,2023-12-07T21:09:20,Concurrence in an opposed item (Opposed Vote No. 102),,Agreed To,198,95,8
582,2023-12-07T21:07:40,Concurrence in an opposed item (Opposed Vote No. 101),,Agreed To,197,99,8
581,2023-12-07T21:05:25,Concurrence in an opposed item (Opposed Vote No. 100),,Agreed To,195,100,8
580,2023-12-07T21:03:04,Concurrence in an opposed item (Opposed Vote No. 99),,Agreed To,198,101,8
579,2023-12-07T21:01:42,Concurrence in an opposed item (Opposed Vote No. 98),,Agreed To,196,102,8
578,2023-12-07T20:59:25,Concurrence in an opposed item (Opposed Vote No. 97),,Agreed To,194,98,8
577,2023-12-07T20:57:58,Concurrence in an opposed item (Opposed Vote No. 96),,Agreed To,195,100,8
576,2023-12-07T20:55:37,Concurrence in an opposed item (Opposed Vote No. 95),,Agreed To,193,104,8
575,2023-12-07T20:53:07,Concurrence in an opposed item (Opposed Vote No. 94),,Agreed To,191,103,8
574,2023-12-07T20:51:49,Concurrence in an opposed item (Opposed Vote No. 93),,Agreed To,190,104,8
573,2023-12-07T20:49:23,Concurrence in an opposed item (Opposed Vote No. 92),,Agreed To,193,103,8
572,2023-12-07T20:47:29,Concurrence in an opposed item (Opposed Vote No. 91),,Agreed To,197,105,8
571,2023-12-07T20:45:28,Concurrence in an opposed item (Opposed Vote No. 90),,Agreed To,196,102,8
570,2023-12-07T20:43:04,Concurrence in an opposed item (Opposed Vote No. 89),,Agreed To,194,101,8
569,2023-12-07T20:41:21,Concurrence in an opposed item (Opposed Vote No. 88),,Agreed To,192,101,8
568,2023-12-07T20:39:25,Concurrence in an opposed item (Opposed Vote No. 87),,Agreed To,189,101,8
567,2023-12-07T20:37:33,Concurrence in an opposed item (Opposed Vote No. 86),,Agreed To,188,99,8
566,2023-12-07T20:35:26,Concurrence in an opposed item (Opposed Vote No. 85),,Agreed To,187,98,8
565,2023-12-07T20:33:37,Concurrence in an opposed item (Opposed Vote No. 84),,Agreed To,187,90,8
564,2023-12-07T20:31:19,Concurrence in an opposed item (Opposed Vote No. 83),,Agreed To,185,96,8
563,2023-12-07T20:29:03,Concurrence in an opposed item (Opposed Vote No. 82),,Agreed To,189,98,8
562,2023-12-07T20:27:21,Concurrence in an opposed item (Opposed Vote No. 81),,Agreed To,187,94,8
561,2023-12-07T20:25:20,Concurrence in an opposed item (Opposed Vote No. 80),,Agreed To,185,96,8
560,2023-12-07T20:23:55,Concurrence in an opposed item (Opposed Vote No. 79),,Agreed To,189,95,8
559,2023-12-07T20:21:49,Concurrence in an opposed item (Opposed Vote No. 78),,Agreed To,192,92,8
558,2023-12-07T20:19:46,Concurrence in an opposed item (Opposed Vote No. 77),,Agreed To,192,95,8
557,2023-12-07T20:17:28,Concurrence in an opposed item (Opposed Vote No. 76),,Agreed To,190,97,8
556,2023-12-07T20:15:11,Concurrence in an opposed item (Opposed Vote No. 75),,Agreed To,192,95,8
555,2023-12-07T20:13:48,Concurrence in an opposed item (Opposed Vote No. 74),,Agreed To,190,90,8
554,2023-12-07T20:11:36,Concurrence in an opposed item (Opposed Vote No. 73),,Agreed To,188,90,8
553,2023-12-07T20:09:34,Concurrence in an opposed item (Opposed Vote No. 72),,Agreed To,189,84,8
552,2023-12-07T20:07:40,Concurrence in an opposed item (Opposed Vote No. 71),,Agreed To,189,83,8
551,2023-12-07T20:05:58,Concurrence in an opposed item (Opposed Vote No. 70),,Agreed To,188,80,8
550,2023-12-07T20:03:34,Concurrence in an opposed item (Opposed Vote No. 69),,Agreed To,185,83,8
549,2023-12-07T20:01:03,Concurrence in an opposed item (Opposed Vote No. 68),,Agreed To,184,78,8
548,2023-12-07T19:59:17,Concurrence in an opposed item (Opposed Vote No. 67),,Agreed To,187,73,8
547,2023-12-07T19:57:29,Concurrence in an opposed item (Opposed Vote No. 66),,Agreed To,180,72,8
546,2023-12-07T19:55:07,Concurrence in an opposed item (Opposed Vote No. 65),,Agreed To,184,68,8
545,2023-12-07T19:53:35,Concurrence in an opposed item (Opposed Vote No. 64),,Agreed To,185,70,8
544,2023-12-07T19:51:11,Concurrence in an opposed item (Opposed Vote No. 63),,Agreed To,179,67,8
543,2023-12-07T19:49:33,Concurrence in an opposed item (Opposed Vote No. 62),,Agreed To,177,69,8
542,2023-12-07T19:47:59,Concurrence in an opposed item (Opposed Vote No. 61),,Agreed To,181,71,8
541,2023-12-07T19:45:02,Concurrence in an opposed item (Opposed Vote No. 60),,Agreed To,176,69,8
540,2023-12-07T19:43:42,Concurrence in an opposed item (Opposed Vote No. 59),,Agreed To,174,74,8
539,2023-12-07T19:41:46,Concurrence in an opposed item (Opposed Vote No. 58),,Agreed To,173,72,8
538,2023-12-07T19:39:06,Concurrence in an opposed item (Opposed Vote No. 57),,Agreed To,171,76,8
537,2023-12-07T19:37:52,Concurrence in an opposed item (Opposed Vote No. 56),,Agreed To,174,74,8
