Person ID,Member of Parliament,Political Affiliation,Member Voted,Paired
1295,Diane Ablonczy (Calgary—Nose Hill),Conservative,Nay,
71688,Eve Adams (Mississauga—Brampton South),Conservative,Nay,
71824,Mark Adler (York Centre),Conservative,Nay,
46003,Leona Aglukkaq (Nunavut),Conservative,Nay,
72029,Dan Albas (Okanagan—Coquihalla),Conservative,Nay,
59068,Malcolm Allen (Welland),NDP,Yea,
30892,Mike Allen (Tobique—Mactaquac),Conservative,Nay,
25446,Dean Allison (Niagara West—Glanbrook),Conservative,Nay,
58833,Stella Ambler (Mississauga South),Conservative,Nay,
25447,Rona Ambrose (Edmonton—Spruce Grove),Conservative,Nay,
1313,Rob Anders (Calgary West),Conservative,Nay,
1795,David Anderson (Cypress Hills—Grasslands),Conservative,Nay,
59346,Scott Andrews (Avalon),Liberal,Nay,
25470,Charlie Angus (Timmins—James Bay),NDP,Yea,
63577,Scott Armstrong (Cumberland—Colchester—Musquodoboit Valley),Conservative,Nay,
58573,Keith Ashfield (Fredericton),Conservative,Nay,
36037,Niki Ashton (Churchill),NDP,Yea,
71717,Jay Aspin (Nipissing—Timiskaming),Conservative,Nay,
30903,Alex Atamanenko (British Columbia Southern Interior),NDP,Yea,
71398,Paulina Ayala (Honoré-Mercier),NDP,Yea,
71861,Joyce Bateman (Winnipeg South Centre),Conservative,Nay,
873,Mauril Bélanger (Ottawa—Vanier),Liberal,Nay,
25474,André Bellavance (Richmond—Arthabaska),Bloc Québécois,Yea,
992,Carolyn Bennett (St. Paul's),Liberal,Nay,
1365,Leon Benoit (Vegreville—Wainwright),Conservative,Nay,
71407,Tyrone Benskin (Jeanne-Le Ber),NDP,Yea,
59110,Candice Bergen (Portage—Lisgar),Conservative,Nay,
35309,Maxime Bernier (Beauce),Conservative,Nay,
30836,Dennis Bevington (Northwest Territories),NDP,Yea,
25475,James Bezan (Selkirk—Interlake),Conservative,Nay,
71490,Lysane Blanchette-Lamothe (Pierrefonds—Dollard),NDP,Yea,
35389,Steven Blaney (Lévis—Bellechasse),Conservative,Nay,
59156,Kelly Block (Saskatoon—Rosetown—Biggar),Conservative,Nay,
25478,Françoise Boivin (Gatineau),NDP,Yea,
71557,Charmaine Borg (Terrebonne—Blainville),NDP,Yea,
59143,Ray Boughen (Palliser),Conservative,Nay,
58775,Alexandre Boulerice (Rosemont—La Petite-Patrie),NDP,Yea,
71395,Marjolaine Boutin-Sweet (Hochelaga),NDP,Yea,
71537,Tarik Brahmi (Saint-Jean),NDP,Yea,
58922,Peter Braid (Kitchener—Waterloo),Conservative,Nay,
1268,Garry Breitkreuz (Yorkton—Melville),Conservative,Nay,
71357,Ruth Ellen Brosseau (Berthier—Maskinongé),NDP,Yea,
30979,Patrick Brown (Barrie),Conservative,Nay,
35648,Lois Brown (Newmarket—Aurora),Conservative,Nay,
25483,Gordon Brown (Leeds—Grenville),Conservative,Nay,
30314,Brad Butt (Mississauga—Streetsville),Conservative,Nay,
13,Gerry Byrne (Humber—St. Barbe—Baie Verte),Liberal,Nay,
30418,Paul Calandra (Oak Ridges—Markham),Conservative,Nay,
35897,Blaine Calkins (Wetaskiwin),Conservative,Nay,
35555,John Carmichael (Don Valley West),Conservative,Nay,
25486,Colin Carrie (Oshawa),Conservative,Nay,
71270,Sean Casey (Charlottetown),Liberal,Nay,
71611,Andrew Cash (Davenport),NDP,Yea,
683,Chris Charlton (Hamilton Mountain),NDP,Yea,
71377,Sylvain Chicoine (Châteauguay—Saint-Constant),NDP,Yea,
71285,Robert Chisholm (Dartmouth—Cole Harbour),NDP,Yea,
71755,Corneliu Chisu (Pickering—Scarborough East),Conservative,Nay,
25488,Michael Chong (Wellington—Halton Hills),Conservative,Nay,
35351,François Choquette (Drummond),NDP,Yea,
25489,David Christopherson (Hamilton Centre),NDP,Yea,
55139,Rob Clarke (Desnethé—Missinippi—Churchill River),Conservative,Nay,
15975,Tony Clement (Parry Sound—Muskoka),Conservative,Nay,
1803,Joe Comartin (Windsor—Tecumseh),NDP,Yea,
1785,Irwin Cotler (Mount Royal),Liberal,Nay,
77515,Joan Crockatt (Calgary Centre),Conservative,Nay,
25493,Nathan Cullen (Skeena—Bulkley Valley),NDP,Yea,
1804,Rodger Cuzner (Cape Breton—Canso),Liberal,Nay,
35701,Patricia Davidson (Sarnia—Lambton),Conservative,Nay,
1598,Libby Davies (Vancouver East),NDP,Yea,
58626,Anne-Marie Day (Charlesbourg—Haute-Saint-Charles),NDP,Yea,
31086,Bob Dechert (Mississauga—Erindale),Conservative,Nay,
25497,Barry Devolin (Haliburton—Kawartha Lakes—Brock),Conservative,Nay,
460,Stéphane Dion (Saint-Laurent—Cartierville),Liberal,Nay,
63592,Fin Donnelly (New Westminster—Coquitlam),NDP,Yea,
59226,Earl Dreeshen (Red Deer),Conservative,Nay,
71368,Matthew Dubé (Chambly—Borduas),NDP,Yea,
84660,Emmanuel Dubourg (Bourassa),Liberal,Nay,
1604,John Duncan (Vancouver Island North),Conservative,Nay,
35873,Linda Duncan (Edmonton—Strathcona),NDP,Yea,
58877,Kirsty Duncan (Etobicoke North),Liberal,Nay,
