session,person_id,index_count,filtered_count,status
42-1,88984,3,3,match
44-1,88984,2,2,match
42-1,88992,14,14,match
43-1,88992,4,4,match
42-1,89000,2,2,match
44-1,89000,1,1,match
42-1,89012,1,1,match
42-1,89020,3,3,match
42-1,89027,1,1,match
42-1,89032,1,1,match
43-1,89032,1,1,match
43-2,89032,2,2,match
44-1,89032,2,2,match
42-1,89059,2,2,match
44-1,89059,1,1,match
42-1,89065,2,2,match
42-1,89084,1,1,match
43-1,89084,1,1,match
43-2,89084,1,1,match
44-1,89084,1,1,match
42-1,89090,5,5,match
42-1,89098,1,1,match
43-1,89098,1,1,match
43-2,89098,1,1,match
44-1,89098,1,1,match
44-1,89109,1,1,match
42-1,89116,1,1,match
43-1,89116,1,1,match
43-2,89116,1,1,match
44-1,89130,1,1,match
42-1,89136,2,2,match
43-2,89136,2,2,match
44-1,89136,1,1,match
42-1,89139,1,1,match
42-1,89150,1,1,match
45-1,89150,1,1,match
42-1,89156,1,1,match
45-1,89156,1,1,match
43-1,89167,1,1,match
43-2,89167,1,1,match
42-1,89179,1,1,match
43-1,89198,1,1,match
43-2,89198,1,1,match
42-1,89200,1,1,match
45-1,89200,1,1,match
42-1,89211,1,1,match
43-2,89211,1,1,match
44-1,89211,3,3,match
42-1,89219,1,1,match
43-2,89219,1,1,match
44-1,89219,1,1,match
42-1,89226,1,1,match
43-2,89226,1,1,match
44-1,89226,3,3,match
45-1,89226,2,2,match
45-1,89236,1,1,match
42-1,89249,5,5,match
43-1,89249,1,1,match
43-2,89249,2,2,match
44-1,89249,3,3,match
42-1,89258,1,1,match
42-1,89263,1,1,match
43-1,89263,1,1,match
43-2,89263,3,3,match
44-1,89263,4,4,match
45-1,89263,8,8,match
42-1,89269,4,4,match
43-1,89269,1,1,match
43-2,89269,5,5,match
44-1,89269,9,9,match
42-1,89272,1,1,match
43-1,89272,2,2,match
43-2,89272,4,4,match
44-1,89272,2,2,match
42-1,89281,2,2,match
42-1,89294,3,3,match
44-1,89294,1,1,match
45-1,89294,1,1,match
43-2,89300,2,2,match
44-1,89300,2,2,match
42-1,89327,3,3,match
44-1,89327,3,3,match
43-2,89334,1,1,match
42-1,89346,3,3,match
43-2,89346,1,1,match
44-1,89346,2,2,match
45-1,89346,5,5,match
42-1,89354,2,2,match
43-2,89354,1,1,match
44-1,89354,3,3,match
44-1,89383,1,1,match
42-1,89408,1,1,match
43-1,89408,5,5,match
43-2,89408,6,6,match
44-1,89408,2,2,match
44-1,89449,3,3,match
45-1,89449,4,4,match
42-1,89466,3,3,match
43-1,89472,1,1,match
43-2,89472,1,1,match
43-2,89485,2,2,match
42-1,89486,3,3,match
42-1,89494,13,13,match
42-1,89497,1,1,match
39-1,89535,1,1,match
39-2,89535,2,2,match
44-1,89535,1,1,match
45-1,89794,1,1,match
45-1,92209,1,1,match
44-1,93023,1,1,match
42-1,95482,1,1,match
43-1,95493,1,1,match
43-2,95493,2,2,match
44-1,95493,2,2,match
45-1,95493,1,1,match
42-1,95496,1,1,match
43-1,95496,2,2,match
43-2,95496,1,1,match
44-1,95496,2,2,match
43-2,95498,5,5,match
44-1,95498,16,16,match
45-1,95498,1,1,match
44-1,95500,2,2,match
45-1,95500,1,1,match
44-1,95530,2,2,match
45-1,95530,2,2,match
44-1,96081,7,7,match
45-1,96081,1,1,match
43-2,96350,1,1,match
43-2,96352,1,1,match
44-1,96352,1,1,match
44-1,96356,10,10,match
44-1,96367,1,1,match
42-1,98079,1,1,match
43-2,98079,1,1,match
44-1,98079,1,1,match
45-1,98079,1,1,match
44-1,98749,1,1,match
43-1,98804,1,1,match
43-2,98804,2,2,match
44-1,98804,5,5,match
45-1,98804,4,4,match
44-1,99156,1,1,match
45-1,99156,1,1,match
44-1,99157,1,1,match
45-1,99157,1,1,match
44-1,99379,1,1,match
45-1,99379,1,1,match
44-1,100525,1,1,match
45-1,100525,1,1,match
43-1,100526,1,1,match
43-2,100526,2,2,match
44-1,100526,4,4,match
44-1,101320,1,1,match
45-1,101320,1,1,match
44-1,102275,1,1,match
45-1,102275,1,1,match
43-1,102488,1,1,match
43-2,102488,1,1,match
44-1,102488,1,1,match
45-1,102488,1,1,match
44-1,102489,2,2,match
45-1,102489,1,1,match
43-1,102653,1,1,match
43-2,102653,1,1,match
44-1,102653,1,1,match
44-1,104496,1,1,match
45-1,104496,2,2,match
43-1,104544,1,1,match
43-2,104544,1,1,match
44-1,104555,1,1,match
43-2,104586,1,1,match
44-1,104586,1,1,match
43-1,104622,1,1,match
43-2,104622,1,1,match
44-1,104622,1,1,match
43-1,104648,1,1,match
43-2,104648,1,1,match
43-2,104656,1,1,match
44-1,104669,2,2,match
45-1,104669,1,1,match
44-1,104678,2,2,match
43-2,104705,2,2,match
44-1,104705,1,1,match
44-1,104741,1,1,match
43-1,104773,1,1,match
43-2,104773,1,1,match
45-1,104773,1,1,match
43-2,104783,1,1,match
44-1,104783,1,1,match
43-1,104786,1,1,match
43-2,104786,1,1,match
44-1,104786,1,1,match
45-1,104944,1,1,match
45-1,104947,1,1,match
44-1,104957,1,1,match
44-1,104973,1,1,match
43-2,105009,1,1,match
44-1,105031,1,1,match
45-1,105031,1,1,match
45-1,105045,2,2,match
45-1,105052,1,1,match
44-1,105070,2,2,match
44-1,105120,1,1,match
43-2,105121,1,1,match
44-1,105121,3,3,match
45-1,105121,3,3,match
44-1,105186,1,1,match
44-1,105210,2,2,match
43-1,105221,2,2,match
43-2,105221,3,3,match
44-1,105221,6,6,match
43-2,105229,1,1,match
43-1,105291,1,1,match
43-2,105291,1,1,match
44-1,105291,1,1,match
43-2,105422,1,1,match
44-1,105422,1,1,match
44-1,105437,1,1,match
45-1,105437,1,1,match
43-2,105511,1,1,match
44-1,105511,1,1,match
45-1,105521,1,1,match
44-1,105559,1,1,match
44-1,105598,1,1,match
45-1,105598,1,1,match
44-1,105614,1,1,match
43-1,105623,1,1,match
43-2,105623,2,2,match
45-1,105623,1,1,match
43-2,105630,1,1,match
43-2,105665,1,1,match
43-2,105689,2,2,match
44-1,105689,6,6,match
45-1,105689,3,3,match
44-1,105751,1,1,match
45-1,105774,1,1,match
44-1,105802,1,1,match
44-1,105837,5,5,match
43-2,105854,1,1,match
44-1,105854,3,3,match
44-1,105908,4,4,match
45-1,105918,1,1,match
43-2,105927,1,1,match
44-1,109818,1,1,match
45-1,109818,1,1,match
45-1,109822,1,1,match
44-1,109823,1,1,match
44-1,109826,2,2,match
45-1,109826,1,1,match
44-1,109867,1,1,match
44-1,109905,1,1,match
44-1,109915,1,1,match
45-1,109915,1,1,match
44-1,110009,1,1,match
44-1,110189,1,1,match
44-1,110330,2,2,match
45-1,110339,7,7,match
45-1,110365,1,1,match
44-1,110373,1,1,match
45-1,110373,1,1,match
45-1,110446,1,1,match
44-1,110459,1,1,match
44-1,110538,1,1,match
44-1,110649,1,1,match
45-1,110649,1,1,match
44-1,110654,2,2,match
45-1,110663,1,1,match
44-1,110665,1,1,match
45-1,110665,1,1,match
44-1,111007,3,3,match
45-1,111007,1,1,match
44-1,111023,3,3,match
44-1,111048,1,1,match
45-1,111067,1,1,match
44-1,111109,2,2,match
44-1,111116,2,2,match
45-1,111116,1,1,match
45-1,114121,1,1,match
45-1,114300,1,1,match
45-1,117584,1,1,match
45-1,118133,1,1,match
44-1,120079,1,1,match
45-1,120079,5,5,match
45-1,122292,1,1,match
45-1,122389,1,1,match
45-1,122437,1,1,match
45-1,122492,1,1,match
45-1,122533,1,1,match
45-1,122559,1,1,match
45-1,122753,1,1,match
45-1,122913,1,1,match
45-1,122988,1,1,match
45-1,123060,1,1,match
45-1,123229,1,1,match
45-1,123276,1,1,match
45-1,123361,1,1,match
45-1,123372,1,1,match
45-1,123415,1,1,match
45-1,123500,1,1,match
45-1,123552,1,1,match
45-1,123608,1,1,match
45-1,123644,1,1,match
45-1,123675,3,3,match
